source,target,,,,
EIF4A3,RPL29,,,,
EIF4A3,RPL3,,,,
EIF4A3,RPL30,,,,
EIF4A3,RPL31,,,,
EIF4A3,RPL32,,,,
EIF4A3,RPL34,,,,
EIF4A3,RPL35,,,,
EIF4A3,RPL35A,,,,
EIF4A3,RPL36,,,,
EIF4A3,RPL37,,,,
EIF4A3,RPL37A,,,,
EIF4A3,RPL38,,,,
EIF4A3,RPL39,,,,
EIF4A3,RPL4,,,,
EIF4A3,RPL41,,,,
EIF4A3,RPL5,,,,
EIF4A3,RPL6,,,,
EIF4A3,RPL7,,,,
EIF4A3,RPL8,,,,
EIF4A3,RPL9P7,,,,
EIF4A3,RPLP0P6,,,,
EIF4A3,RPLP2,,,,
EIF4A3,RPS10-NUDT3,,,,
EIF4A3,RPS11,,,,
EIF4A3,RPS12,,,,
EIF4A3,RPS13,,,,
EIF4A3,RPS14,,,,
EIF4A3,RPS15,,,,
EIF4A3,RPS15A,,,,
EIF4A3,RPS16,,,,
EIF4A3,RPS19,,,,
EIF4A3,RPS2,,,,
EIF4A3,RPS20,,,,
EIF4A3,RPS21,,,,
EIF4A3,RPS23,,,,
EIF4A3,RPS24,,,,
EIF4A3,RPS26,,,,
EIF4A3,RPS27,,,,
EIF4A3,RPS28,,,,
EIF4A3,RPS29,,,,
EIF4A3,RPS3,,,,
EIF4A3,RPS3A,,,,
EIF4A3,RPS4X,,,,
EIF4A3,RPS4Y1,,,,
EIF4A3,RPS5,,,,
EIF4A3,RPS6,,,,
EIF4A3,RPS7,,,,
EIF4A3,RPS8,,,,
EIF4A3,RPSA,,,,
EIF4A3,RRP1,,,,
EIF4A3,SF1,,,,
EIF4A3,SMAD4,,,,
EIF4A3,SMG1,,,,
EIF4A3,SMG5,,,,
EIF4A3,SMG6,,,,
EIF4A3,SMG7,,,,
EIF4A3,SMG8,,,,
EIF4A3,SMG9,,,,
EIF4A3,SNORA67,,,,
EIF4A3,SRRM1,,,,
EIF4A3,SRRM2,,,,
EIF4A3,SRSF1,,,,
EIF4A3,SRSF10,,,,
EIF4A3,SRSF3,,,,
EIF4A3,SRSF5,,,,
EIF4A3,SRSF7,,,,
EIF4A3,THRAP3,,,,
EIF4A3,UBC,,,,
EIF4A3,UBE2L6,,,,
EIF4A3,UPF1,,,,
EIF4A3,UPF2,,,,
EIF4A3,UPF3A,,,,
EIF4A3,UPF3B,,,,
EIF4E,AGO2,,,,
EIF4E,ALYREF,,,,
EIF4E,ARIH1,,,,
EIF4E,ATP7A,,,,
EIF4E,CASP1,,,,
EIF4E,CASP10,,,,
EIF4E,CASP2,,,,
EIF4E,CASP3,,,,
EIF4E,CASP4,,,,
EIF4E,CASP7,,,,
EIF4E,CASP8,,,,
EIF4E,CASP9,,,,
EIF4E,CCND1,,,,
EIF4E,CNOT1,,,,
EIF4E,CNOT10,,,,
EIF4E,CNOT11,,,,
EIF4E,CNOT2,,,,
EIF4E,CNOT4,,,,
EIF4E,CNOT6,,,,
EIF4E,CNOT6L,,,,
EIF4E,CNOT7,,,,
EIF4E,CNOT8,,,,
EIF4E,CNOT9,,,,
EIF4E,COX5B,,,,
EIF4E,CYFIP2,,,,
EIF4E,DDX3X,,,,
EIF4E,DDX3Y,,,,
EIF4E,DDX6,,,,
EIF4E,EGFR,,,,
EIF4E,EIF1,,,,
EIF4E,EIF1AX,,,,
EIF4E,EIF2S1,,,,
EIF4E,EIF2S2,,,,
EIF4E,EIF2S3,,,,
EIF4E,EIF3A,,,,
EIF4E,EIF3B,,,,
EIF4E,EIF3C,,,,
EIF4E,EIF3D,,,,
EIF4E,EIF3E,,,,
EIF4E,EIF3F,,,,
EIF4E,EIF3G,,,,
EIF4E,EIF3H,,,,
EIF4E,EIF3I,,,,
EIF4E,EIF3J,,,,
EIF4E,EIF3K,,,,
EIF4E,EIF4A2,,,,
EIF4E,EIF4A3,,,,
EIF4E,EIF4B,,,,
EIF4E,EIF4E,,,,
EIF4E,EIF4E2,,,,
EIF4E,EIF4E3,,,,
EIF4E,EIF4EBP1,,,,
EIF4E,EIF4EBP2,,,,
EIF4E,EIF4EBP3,,,,
EIF4E,EIF4G1,,,,
EIF4E,EIF4G3,,,,
EIF4E,EIF5,,,,
EIF4E,EIF5B,,,,
EIF4E,ELAVL1,,,,
EIF4E,ERBB3,,,,
EIF4E,FAU,,,,
EIF4E,G3BP1,,,,
EIF4E,HERC5,,,,
EIF4E,HNRNPA1,,,,
EIF4E,HSPB1,,,,
EIF4E,ISG15,,,,
EIF4E,LRPPRC,,,,
EIF4E,MAGOH,,,,
EIF4E,MAPK14,,,,
EIF4E,MAPK3,,,,
EIF4E,MAPKAPK3,,,,
EIF4E,MAX,,,,
EIF4E,MKNK1,,,,
EIF4E,MKNK2,,,,
EIF4E,MLST8,,,,
EIF4E,MTOR,,,,
EIF4E,MYC,,,,
EIF4E,NAT1,,,,
EIF4E,NCBP1,,,,
EIF4E,NCBP2,,,,
EIF4E,NFKB1,,,,
EIF4E,NFX1,,,,
EIF4E,NUP107,,,,
EIF4E,NUP133,,,,
EIF4E,NUP153,,,,
EIF4E,NUP155,,,,
EIF4E,NUP160,,,,
EIF4E,NUP188,,,,
EIF4E,NUP205,,,,
EIF4E,NUP210,,,,
EIF4E,NUP214,,,,
EIF4E,NUP35,,,,
EIF4E,NUP37,,,,
EIF4E,NUP43,,,,
EIF4E,NUP50,,,,
EIF4E,NUP54,,,,
EIF4E,NUP62,,,,
EIF4E,NUP85,,,,
EIF4E,NUP88,,,,
EIF4E,NUP93,,,,
EIF4E,NXF1,,,,
EIF4E,PABPC3,,,,
EIF4E,PABPC4,,,,
EIF4E,PAIP1,,,,
EIF4E,PAN2,,,,
EIF4E,PAN3,,,,
EIF4E,PARN,,,,
EIF4E,PIK3C2A,,,,
EIF4E,PML,,,,
EIF4E,PPP2R5D,,,,
EIF4E,PRMT5,,,,
EIF4E,PSMC4,,,,
EIF4E,PTBP1,,,,
EIF4E,PTBP2,,,,
EIF4E,PTPA,,,,
EIF4E,RAE1,,,,
EIF4E,RGPD8,,,,
EIF4E,RHEB,,,,
EIF4E,RLIM,,,,
EIF4E,RNMT,,,,
EIF4E,RNPS1,,,,
EIF4E,RPL10A,,,,
EIF4E,RPL11,,,,
EIF4E,RPL12,,,,
EIF4E,RPL13,,,,
EIF4E,RPL13A,,,,
EIF4E,RPL14,,,,
EIF4E,RPL15,,,,
EIF4E,RPL17,,,,
EIF4E,RPL18,,,,
EIF4E,RPL18A,,,,
EIF4E,RPL19,,,,
EIF4E,RPL21,,,,
EIF4E,RPL22,,,,
EIF4E,RPL23,,,,
EIF4E,RPL23A,,,,
EIF4E,RPL24,,,,
EIF4E,RPL26,,,,
EIF4E,RPL26L1,,,,
EIF4E,RPL27,,,,
EIF4E,RPL27A,,,,
EIF4E,RPL28,,,,
EIF4E,RPL29,,,,
EIF4E,RPL3,,,,
EIF4E,RPL30,,,,
EIF4E,RPL31,,,,
EIF4E,RPL32,,,,
EIF4E,RPL34,,,,
EIF4E,RPL35,,,,
EIF4E,RPL35A,,,,
EIF4E,RPL36,,,,
EIF4E,RPL37,,,,
EIF4E,RPL37A,,,,
EIF4E,RPL38,,,,
EIF4E,RPL39,,,,
EIF4E,RPL4,,,,
EIF4E,RPL41,,,,
EIF4E,RPL5,,,,
EIF4E,RPL6,,,,
EIF4E,RPL7,,,,
EIF4E,RPL8,,,,
EIF4E,RPL9P7,,,,
EIF4E,RPLP0P6,,,,
EIF4E,RPLP2,,,,
EIF4E,RPS10-NUDT3,,,,
EIF4E,RPS11,,,,
EIF4E,RPS12,,,,
EIF4E,RPS13,,,,
EIF4E,RPS14,,,,
EIF4E,RPS15,,,,
EIF4E,RPS15A,,,,
EIF4E,RPS16,,,,
EIF4E,RPS19,,,,
EIF4E,RPS2,,,,
EIF4E,RPS20,,,,
EIF4E,RPS21,,,,
EIF4E,RPS23,,,,
EIF4E,RPS24,,,,
EIF4E,RPS26,,,,
EIF4E,RPS27,,,,
EIF4E,RPS28,,,,
EIF4E,RPS29,,,,
EIF4E,RPS3,,,,
EIF4E,RPS3A,,,,
EIF4E,RPS4X,,,,
EIF4E,RPS4Y1,,,,
EIF4E,RPS5,,,,
EIF4E,RPS6,,,,
EIF4E,RPS6KB1,,,,
EIF4E,RPS7,,,,
EIF4E,RPS8,,,,
EIF4E,RPSA,,,,
EIF4E,RRP1,,,,
EIF4E,SLBP,,,,
EIF4E,SNORA67,,,,
EIF4E,SRA1,,,,
EIF4E,SRRM1,,,,
EIF4E,TPR,,,,
EIF4E,TSC2,,,,
EIF4E,TXN2,,,,
EIF4E,UBC,,,,
EIF4E,UBE2L6,,,,
EIF4E,UPF1,,,,
EIF4E,UPF3B,,,,
EIF4E,VEGFA,,,,
EIF4E,XRN1,,,,
ENO1,ACLY,,,,
ENO1,ALDOA,,,,
ENO1,ALDOC,,,,
ENO1,ARNT,,,,
ENO1,ENO1,,,,
ENO1,GAPDH,,,,
ENO1,GPI,,,,
ENO1,HIF1A,,,,
ENO1,ISG15,,,,
ENO1,LDHA,,,,
ENO1,LDHB,,,,
ENO1,MAX,,,,
ENO1,MDH1,,,,
ENO1,MDH2,,,,
ENO1,MYC,,,,
ENO1,PFKL,,,,
ENO1,PFKP,,,,
ENO1,PGAM1,,,,
ENO1,PGK1,,,,
ENO1,PGM1,,,,
ENO1,PKM,,,,
ENO1,PLG,,,,
ENO1,PPIA,,,,
ENO1,PYGL,,,,
ENO1,SLK,,,,
ENO1,TPI1,,,,
ENO1,UBC,,,,
HIF1A,ABCB1,,,,
HIF1A,ADM,,,,
HIF1A,AKT1,,,,
HIF1A,ALDOA,,,,
HIF1A,ALOX5AP,,,,
HIF1A,APEX1,,,,
HIF1A,ARNT,,,,
HIF1A,ARNTL,,,,
HIF1A,ARSB,,,,
HIF1A,ASPH,,,,
HIF1A,ATM,,,,
HIF1A,BCL2,,,,
HIF1A,BHLHE40,,,,
HIF1A,BHLHE41,,,,
HIF1A,BIRC5,,,,
HIF1A,BNIP3,,,,
HIF1A,CCL4,,,,
HIF1A,CD164,,,,
HIF1A,CD2AP,,,,
HIF1A,CDKN1A,,,,
HIF1A,CEBPD,,,,
HIF1A,CHD9,,,,
HIF1A,CITED2,,,,
HIF1A,CKLF,,,,
HIF1A,COPS5,,,,
HIF1A,CREB1,,,,
HIF1A,CREBBP,,,,
HIF1A,CTNNB1,,,,
HIF1A,CUL2,,,,
HIF1A,DDIT4,,,,
HIF1A,EGFR,,,,
HIF1A,EGLN1,,,,
HIF1A,EGLN2,,,,
HIF1A,EGLN3,,,,
HIF1A,ELAVL1,,,,
HIF1A,ELOB,,,,
HIF1A,ELOC,,,,
HIF1A,ENO1,,,,
HIF1A,EP300,,,,
HIF1A,ERLEC1,,,,
HIF1A,ETS1,,,,
HIF1A,FECH,,,,
HIF1A,FURIN,,,,
HIF1A,GK,,,,
HIF1A,HDAC1,,,,
HIF1A,HDAC2,,,,
HIF1A,HDAC3,,,,
HIF1A,HDAC4,,,,
HIF1A,HDAC7,,,,
HIF1A,HDAC9,,,,
HIF1A,HELZ2,,,,
HIF1A,HIF1A,,,,
HIF1A,HIF1AN,,,,
HIF1A,HIPK2,,,,
HIF1A,HK1,,,,
HIF1A,HK2,,,,
HIF1A,HLF,,,,
HIF1A,HNF4A,,,,
HIF1A,HSP90AA4P,,,,
HIF1A,HSP90AB2P,,,,
HIF1A,HSPA4,,,,
HIF1A,HSPB1,,,,
HIF1A,ID1,,,,
HIF1A,ID2,,,,
HIF1A,IGF1,,,,
HIF1A,IKBKB,,,,
HIF1A,IL1B,,,,
HIF1A,ITGB2,,,,
HIF1A,JUN,,,,
HIF1A,KAT2B,,,,
HIF1A,LAMP2,,,,
HIF1A,LAP3,,,,
HIF1A,LDHA,,,,
HIF1A,LGALS3,,,,
HIF1A,MAT2A,,,,
HIF1A,MCL1,,,,
HIF1A,MDM2,,,,
HIF1A,MED1,,,,
HIF1A,MET,,,,
HIF1A,MGMT,,,,
HIF1A,MTA3,,,,
HIF1A,MTOR,,,,
HIF1A,MYC,,,,
HIF1A,NCOA1,,,,
HIF1A,NCOA2,,,,
HIF1A,NCOA6,,,,
HIF1A,NCOR1,,,,
HIF1A,NDRG1,,,,
HIF1A,NOTCH1,,,,
HIF1A,NPM1,,,,
HIF1A,OS9,,,,
HIF1A,P4HB,,,,
HIF1A,PFKFB3,,,,
HIF1A,PFKL,,,,
HIF1A,PGM1,,,,
HIF1A,PKM,,,,
HIF1A,PLIN2,,,,
HIF1A,PPARA,,,,
HIF1A,PRDX1,,,,
HIF1A,PSMA7,,,,
HIF1A,PTENP1,,,,
HIF1A,PTGS2,,,,
HIF1A,RAC1,,,,
HIF1A,RACK1,,,,
HIF1A,RBMS1,,,,
HIF1A,RBX1,,,,
HIF1A,RECK,,,,
HIF1A,RELA,,,,
HIF1A,RORA,,,,
HIF1A,RPS6KB1,,,,
HIF1A,RWDD3,,,,
HIF1A,SAT2,,,,
HIF1A,SIRT2,,,,
HIF1A,SLC2A1,,,,
HIF1A,SLC2A14,,,,
HIF1A,SLC2A3,,,,
HIF1A,SMAD3,,,,
HIF1A,SMAD4,,,,
HIF1A,SP1,,,,
HIF1A,SRA1,,,,
HIF1A,STAT1,,,,
HIF1A,STAT3,,,,
HIF1A,STAT5B,,,,
HIF1A,SUMO1,,,,
HIF1A,SUMO3,,,,
HIF1A,TBL1X,,,,
HIF1A,TBL1XR1,,,,
HIF1A,TF,,,,
HIF1A,TFRC,,,,
HIF1A,TGS1,,,,
HIF1A,TP53,,,,
HIF1A,UBC,,,,
HIF1A,UBE2A,,,,
HIF1A,UBE2D1,,,,
HIF1A,UBE2D3,,,,
HIF1A,UBXN7,,,,
HIF1A,USP33,,,,
HIF1A,VASP,,,,
HIF1A,VEGFA,,,,
HIF1A,VHL,,,,
HIF1A,VMP1,,,,
HIF1A,XPA,,,,
HIF1A,XPC,,,,
HSPA4,ABL1,,,,
HSPA4,AHSA1,,,,
HSPA4,AKT1,,,,
HSPA4,APAF1,,,,
HSPA4,APOBEC3G,,,,
HSPA4,BAG1,,,,
HSPA4,BAG3,,,,
HSPA4,BAG5,,,,
HSPA4,CCT4,,,,
HSPA4,CCT5,,,,
HSPA4,CD40,,,,
HSPA4,CDC37L1,,,,
HSPA4,CDK1,,,,
HSPA4,CDK5RAP3,,,,
HSPA4,DNAAF2,,,,
HSPA4,DNAJA2,,,,
HSPA4,DNAJA3,,,,
HSPA4,DNAJA4,,,,
HSPA4,DNAJB1,,,,
HSPA4,DNAJB11,,,,
HSPA4,DNAJB12,,,,
HSPA4,DNAJB14,,,,
HSPA4,DNAJB2,,,,
HSPA4,DNAJB4,,,,
HSPA4,DNAJB6,,,,
HSPA4,DNAJB9,,,,
HSPA4,DNAJC10,,,,
HSPA4,DNAJC18,,,,
HSPA4,DNAJC19,,,,
HSPA4,DNAJC3,,,,
HSPA4,DNAJC4,,,,
HSPA4,DNAJC7,,,,
HSPA4,DUSP12,,,,
HSPA4,EGFR,,,,
HSPA4,FOS,,,,
HSPA4,GRPEL1,,,,
HSPA4,GRPEL2,,,,
HSPA4,GSK3B,,,,
HSPA4,GZMB,,,,
HSPA4,HIF1A,,,,
HSPA4,HNRNPD,,,,
HSPA4,HSCB,,,,
HSPA4,HSF1,,,,
HSPA4,HSP90AA4P,,,,
HSPA4,HSP90AB2P,,,,
HSPA4,HSPA4,,,,
HSPA4,HSPA5,,,,
HSPA4,HSPA8,,,,
HSPA4,HSPB1,,,,
HSPA4,HSPBP1,,,,
HSPA4,HSPD1,,,,
HSPA4,HSPE1,,,,
HSPA4,ICAM1,,,,
HSPA4,IKBKG,,,,
HSPA4,IL1B,,,,
HSPA4,ISCU,,,,
HSPA4,MAX,,,,
HSPA4,MCL1,,,,
HSPA4,MIR3652,,,,
HSPA4,MKKS,,,,
HSPA4,MYC,,,,
HSPA4,NCL,,,,
HSPA4,NFAT5,,,,
HSPA4,PARK7,,,,
HSPA4,PINK1,,,,
HSPA4,PRNP,,,,
HSPA4,PTPN11,,,,
HSPA4,RBMS1,,,,
HSPA4,RCOR1,,,,
HSPA4,RPSA,,,,
HSPA4,RUVBL1,,,,
HSPA4,SMAD2,,,,
HSPA4,SMAD3,,,,
HSPA4,SMG1,,,,
HSPA4,SOD1,,,,
HSPA4,ST14,,,,
HSPA4,STAT1,,,,
HSPA4,STAT3,,,,
HSPA4,STIP1,,,,
HSPA4,STUB1,,,,
HSPA4,SUGT1,,,,
HSPA4,TCP1,,,,
HSPA4,TIMM44,,,,
HSPA4,TLR7,,,,
HSPA4,TP53,,,,
HSPA4,TRAF6,,,,
HSPA4,TRAP1,,,,
HSPA4,TTC1,,,,
HSPA4,UBC,,,,
HSPA4,UBE3A,,,,
HSPA4,VCP,,,,
HSPA4,WDTC1,,,,
ILF2,ADAR,,,,
ILF2,DHX9,,,,
ILF2,EIF4A3,,,,
ILF2,ILF2,,,,
ILF2,ILF3,,,,
ILF2,MAGOH,,,,
ILF2,PRKDC,,,,
ILF2,UBC,,,,
ILF2,XRCC5,,,,
ILF2,YBX1,,,,
ILF2,ZFR,,,,
LSM3,CLNS1A,,,,
LSM3,CRNKL1,,,,
LSM3,DCP2,,,,
LSM3,EDC4,,,,
LSM3,LSM1,,,,
LSM3,LSM10,,,,
LSM3,LSM2,,,,
LSM3,LSM3,,,,
LSM3,LSM5,,,,
LSM3,LSM6,,,,
LSM3,LSM7,,,,
LSM3,NAA38,,,,
LSM3,PATL1,,,,
LSM3,PRPF3,,,,
LSM3,PRPF4,,,,
LSM3,PRPF6,,,,
LSM3,PRPF8,,,,
LSM3,SART1,,,,
LSM3,SART3,,,,
LSM3,SF3B1,,,,
LSM3,SNRPB,,,,
LSM3,SNRPD1,,,,
LSM3,SNRPD3,,,,
LSM3,SNRPE,,,,
LSM3,SNRPG,,,,
LSM3,SNRPN,,,,
LSM3,TXNL4A,,,,
LSM3,XRN1,,,,
LSM3,YBX1,,,,
LSM7,CRNKL1,,,,
LSM7,DCP2,,,,
LSM7,DDX6,,,,
LSM7,EDC4,,,,
LSM7,LSM1,,,,
LSM7,LSM10,,,,
LSM7,LSM2,,,,
LSM7,LSM3,,,,
LSM7,LSM5,,,,
LSM7,LSM6,,,,
LSM7,LSM7,,,,
LSM7,NAA38,,,,
LSM7,PATL1,,,,
LSM7,PRPF3,,,,
LSM7,PRPF4,,,,
LSM7,PRPF6,,,,
LSM7,PRPF8,,,,
LSM7,SART1,,,,
LSM7,SART3,,,,
LSM7,SNRPB,,,,
LSM7,SNRPD1,,,,
LSM7,SNRPD2,,,,
LSM7,SNRPD3,,,,
LSM7,SNRPF,,,,
LSM7,SNRPN,,,,
LSM7,TACC1,,,,
LSM7,TXNL4A,,,,
LSM7,TXNL4B,,,,
LSM7,UBC,,,,
LSM7,USP4,,,,
LSM7,WDR44,,,,
LSM7,XRN1,,,,
LSM7,ZMAT2,,,,
NDUFA1,CYC1,,,,
NDUFA1,CYCS,,,,
NDUFA1,MT-CYB,,,,
NDUFA1,MT-ND1,,,,
NDUFA1,MT-ND2,,,,
NDUFA1,MT-ND3,,,,
NDUFA1,MT-ND4,,,,
NDUFA1,MT-ND4L,,,,
NDUFA1,MT-ND5,,,,
NDUFA1,MT-ND6,,,,
NDUFA1,NDUFA1,,,,
NDUFA1,NDUFA10,,,,
NDUFA1,NDUFA11,,,,
NDUFA1,NDUFA12,,,,
NDUFA1,NDUFA13,,,,
NDUFA1,NDUFA2,,,,
NDUFA1,NDUFA4,,,,
NDUFA1,NDUFA5,,,,
NDUFA1,NDUFA6,,,,
NDUFA1,NDUFA7,,,,
NDUFA1,NDUFA8,,,,
NDUFA1,NDUFA9,,,,
NDUFA1,NDUFAB1,,,,
NDUFA1,NDUFB1,,,,
NDUFA1,NDUFB10,,,,
NDUFA1,NDUFB11,,,,
NDUFA1,NDUFB2,,,,
NDUFA1,NDUFB3,,,,
NDUFA1,NDUFB4,,,,
NDUFA1,NDUFB5,,,,
NDUFA1,NDUFB6,,,,
NDUFA1,NDUFB7,,,,
NDUFA1,NDUFB8,,,,
NDUFA1,NDUFB9,,,,
NDUFA1,NDUFC1,,,,
NDUFA1,NDUFC2-KCTD14,,,,
NDUFA1,NDUFS1,,,,
NDUFA1,NDUFS2,,,,
NDUFA1,NDUFS3,,,,
NDUFA1,NDUFS4,,,,
NDUFA1,NDUFS5,,,,
NDUFA1,NDUFS6,,,,
NDUFA1,NDUFS7,,,,
NDUFA1,NDUFS8,,,,
NDUFA1,NDUFV1,,,,
NDUFA1,NDUFV2,,,,
NDUFA1,NDUFV3,,,,
NDUFA1,UQCR10,,,,
NDUFA1,UQCRB,,,,
NDUFA1,UQCRC1,,,,
NDUFA1,UQCRC2,,,,
NDUFA1,UQCRFS1P1,,,,
NDUFA1,UQCRHL,,,,
NDUFA1,UQCRQ,,,,
NDUFB9,COX6A1,,,,
NDUFB9,COX6A1P2,,,,
NDUFB9,COX6C,,,,
NDUFB9,CYC1,,,,
NDUFB9,CYCS,,,,
NDUFB9,CYTH1,,,,
NDUFB9,MT-CYB,,,,
NDUFB9,MT-ND1,,,,
NDUFB9,MT-ND2,,,,
NDUFB9,MT-ND3,,,,
NDUFB9,MT-ND4,,,,
NDUFB9,MT-ND4L,,,,
NDUFB9,MT-ND5,,,,
NDUFB9,MT-ND6,,,,
NDUFB9,NDUFA1,,,,
NDUFB9,NDUFA10,,,,
NDUFB9,NDUFA11,,,,
NDUFB9,NDUFA12,,,,
NDUFB9,NDUFA13,,,,
NDUFB9,NDUFA2,,,,
NDUFB9,NDUFA4,,,,
NDUFB9,NDUFA5,,,,
NDUFB9,NDUFA6,,,,
NDUFB9,NDUFA7,,,,
NDUFB9,NDUFA8,,,,
NDUFB9,NDUFA9,,,,
NDUFB9,NDUFAB1,,,,
NDUFB9,NDUFB1,,,,
NDUFB9,NDUFB10,,,,
NDUFB9,NDUFB11,,,,
NDUFB9,NDUFB2,,,,
NDUFB9,NDUFB3,,,,
NDUFB9,NDUFB4,,,,
NDUFB9,NDUFB5,,,,
NDUFB9,NDUFB6,,,,
NDUFB9,NDUFB7,,,,
NDUFB9,NDUFB8,,,,
NDUFB9,NDUFB9,,,,
NDUFB9,NDUFC1,,,,
NDUFB9,NDUFC2-KCTD14,,,,
NDUFB9,NDUFS1,,,,
NDUFB9,NDUFS2,,,,
NDUFB9,NDUFS3,,,,
NDUFB9,NDUFS4,,,,
NDUFB9,NDUFS5,,,,
NDUFB9,NDUFS6,,,,
NDUFB9,NDUFS7,,,,
NDUFB9,NDUFS8,,,,
NDUFB9,NDUFV1,,,,
NDUFB9,NDUFV2,,,,
NDUFB9,NDUFV3,,,,
NDUFB9,SDHB,,,,
NDUFB9,STX4,,,,
NDUFB9,UQCR10,,,,
NDUFB9,UQCRB,,,,
NDUFB9,UQCRC1,,,,
NDUFB9,UQCRC2,,,,
NDUFB9,UQCRFS1P1,,,,
NDUFB9,UQCRHL,,,,
NDUFB9,UQCRQ,,,,
NDUFS6,COX15,,,,
NDUFS6,COX6A1,,,,
NDUFS6,COX6A1P2,,,,
NDUFS6,CYC1,,,,
NDUFS6,CYCS,,,,
NDUFS6,MT-CYB,,,,
NDUFS6,MT-ND1,,,,
NDUFS6,MT-ND2,,,,
NDUFS6,MT-ND3,,,,
NDUFS6,MT-ND4,,,,
NDUFS6,MT-ND4L,,,,
NDUFS6,MT-ND5,,,,
NDUFS6,MT-ND6,,,,
NDUFS6,NDUFA1,,,,
NDUFS6,NDUFA10,,,,
NDUFS6,NDUFA11,,,,
NDUFS6,NDUFA12,,,,
NDUFS6,NDUFA13,,,,
NDUFS6,NDUFA2,,,,
NDUFS6,NDUFA4,,,,
NDUFS6,NDUFA5,,,,
NDUFS6,NDUFA6,,,,
NDUFS6,NDUFA7,,,,
NDUFS6,NDUFA8,,,,
NDUFS6,NDUFA9,,,,
NDUFS6,NDUFAB1,,,,
NDUFS6,NDUFB1,,,,
NDUFS6,NDUFB10,,,,
NDUFS6,NDUFB11,,,,
NDUFS6,NDUFB2,,,,
NDUFS6,NDUFB3,,,,
NDUFS6,NDUFB4,,,,
NDUFS6,NDUFB5,,,,
NDUFS6,NDUFB6,,,,
NDUFS6,NDUFB7,,,,
NDUFS6,NDUFB8,,,,
NDUFS6,NDUFB9,,,,
NDUFS6,NDUFC1,,,,
NDUFS6,NDUFC2-KCTD14,,,,
NDUFS6,NDUFS1,,,,
NDUFS6,NDUFS2,,,,
NDUFS6,NDUFS3,,,,
NDUFS6,NDUFS4,,,,
NDUFS6,NDUFS5,,,,
NDUFS6,NDUFS6,,,,
NDUFS6,NDUFS7,,,,
NDUFS6,NDUFS8,,,,
NDUFS6,NDUFV1,,,,
NDUFS6,NDUFV2,,,,
NDUFS6,NDUFV3,,,,
NDUFS6,RALA,,,,
NDUFS6,UQCR10,,,,
NDUFS6,UQCRB,,,,
NDUFS6,UQCRC1,,,,
NDUFS6,UQCRC2,,,,
NDUFS6,UQCRFS1P1,,,,
NDUFS6,UQCRHL,,,,
NDUFS6,UQCRQ,,,,
NHP2,BRIX1,,,,
NHP2,DIMT1,,,,
NHP2,DKC1,,,,
NHP2,EBNA1BP2,,,,
NHP2,FBL,,,,
NHP2,FTSJ3,,,,
NHP2,GRWD1,,,,
NHP2,IMP3,,,,
NHP2,IMP4,,,,
NHP2,KRR1,,,,
NHP2,LARP7,,,,
NHP2,LYAR,,,,
NHP2,MRTO4,,,,
NHP2,NAF1,,,,
NHP2,NHP2,,,,
NHP2,NIFK,,,,
NHP2,NIP7,,,,
NHP2,NOP10,,,,
NHP2,NOP16,,,,
NHP2,NOP56,,,,
NHP2,NOP58,,,,
NHP2,NSA2,,,,
NHP2,PDCD11,,,,
NHP2,PNO1,,,,
NHP2,POLR1D,,,,
NHP2,POLR2E,,,,
NHP2,POLR2F,,,,
NHP2,RBM28,,,,
NHP2,RPA2,,,,
NHP2,RPF1,,,,
NHP2,RPF2,,,,
NHP2,RPL15,,,,
NHP2,RPL18,,,,
NHP2,RPL19,,,,
NHP2,RPL21,,,,
NHP2,RPL24,,,,
NHP2,RPL30,,,,
NHP2,RPL32,,,,
NHP2,RPL5,,,,
NHP2,RPL7,,,,
NHP2,RPL7L1,,,,
NHP2,RPP38,,,,
NHP2,RPS12,,,,
NHP2,RPS13,,,,
NHP2,RPS19,,,,
NHP2,RPS2,,,,
NHP2,RPS23,,,,
NHP2,RPS28,,,,
NHP2,RPS3,,,,
NHP2,RPS3A,,,,
NHP2,RPS6,,,,
NHP2,RRS1,,,,
NHP2,RSL24D1,,,,
NHP2,SHQ1,,,,
NHP2,SNU13,,,,
NHP2,SSB,,,,
NHP2,TFB2M,,,,
NHP2,TRUB1,,,,
NHP2,TWISTNB,,,,
NHP2,UBC,,,,
NHP2,WDR12,,,,
NHP2,ZNRD1,,,,
POLR2G,ADCY3,,,,
POLR2G,ADCY7,,,,
POLR2G,AK6,,,,
POLR2G,ALYREF,,,,
POLR2G,CCAR1,,,,
POLR2G,CCNH,,,,
POLR2G,CCNT1,,,,
POLR2G,CCNT2,,,,
POLR2G,CD2BP2,,,,
POLR2G,CDC40,,,,
POLR2G,CDK9,,,,
POLR2G,CLP1,,,,
POLR2G,CPSF2,,,,
POLR2G,CPSF3,,,,
POLR2G,CPSF7,,,,
POLR2G,CSTF1,,,,
POLR2G,CSTF2,,,,
POLR2G,CSTF3,,,,
POLR2G,CTDP1,,,,
POLR2G,CTPS1,,,,
POLR2G,CTPS2,,,,
POLR2G,DDX23,,,,
POLR2G,DGCR8,,,,
POLR2G,DHX38,,,,
POLR2G,DHX9,,,,
POLR2G,DNAJC8,,,,
POLR2G,EFTUD2,,,,
POLR2G,ELL,,,,
POLR2G,ELOA,,,,
POLR2G,ELOB,,,,
