source,target,,,,
POLR2G,ELOC,,,,
POLR2G,ENTPD1,,,,
POLR2G,ERCC1,,,,
POLR2G,ERCC3,,,,
POLR2G,ERCC5,,,,
POLR2G,ERCC6,,,,
POLR2G,FLI1,,,,
POLR2G,FUS,,,,
POLR2G,GCH1,,,,
POLR2G,GTF2A1,,,,
POLR2G,GTF2A2,,,,
POLR2G,GTF2B,,,,
POLR2G,GTF2E1,,,,
POLR2G,GTF2E2,,,,
POLR2G,GTF2F1,,,,
POLR2G,GTF2F2,,,,
POLR2G,GTF2H1,,,,
POLR2G,GTF2H3,,,,
POLR2G,HNRNPA0,,,,
POLR2G,HNRNPA1,,,,
POLR2G,HNRNPA2B1,,,,
POLR2G,HNRNPA3,,,,
POLR2G,HNRNPC,,,,
POLR2G,HNRNPD,,,,
POLR2G,HNRNPF,,,,
POLR2G,HNRNPH1,,,,
POLR2G,HNRNPK,,,,
POLR2G,HNRNPL,,,,
POLR2G,HNRNPM,,,,
POLR2G,HNRNPR,,,,
POLR2G,HNRNPU,,,,
POLR2G,HNRNPUL1,,,,
POLR2G,INTS5,,,,
POLR2G,INTS6,,,,
POLR2G,ITPA,,,,
POLR2G,MAGOH,,,,
POLR2G,MED10,,,,
POLR2G,METTL3,,,,
POLR2G,MNAT1,,,,
POLR2G,NCBP1,,,,
POLR2G,NCBP2,,,,
POLR2G,NELFA,,,,
POLR2G,NELFCD,,,,
POLR2G,NFX1,,,,
POLR2G,NME1,,,,
POLR2G,NME2,,,,
POLR2G,NME2P1,,,,
POLR2G,NME3,,,,
POLR2G,NME4,,,,
POLR2G,NME7,,,,
POLR2G,NTPCR,,,,
POLR2G,NUDT2,,,,
POLR2G,NUDT21,,,,
POLR2G,PABPN1,,,,
POLR2G,PAPOLA,,,,
POLR2G,PATL1,,,,
POLR2G,PCBP1,,,,
POLR2G,PCBP2,,,,
POLR2G,PCF11,,,,
POLR2G,PHF5A,,,,
POLR2G,PKM,,,,
POLR2G,PNPT1,,,,
POLR2G,POLR1D,,,,
POLR2G,POLR1E,,,,
POLR2G,POLR2A,,,,
POLR2G,POLR2B,,,,
POLR2G,POLR2C,,,,
POLR2G,POLR2E,,,,
POLR2G,POLR2F,,,,
POLR2G,POLR2G,,,,
POLR2G,POLR2H,,,,
POLR2G,POLR2I,,,,
POLR2G,POLR2J,,,,
POLR2G,POLR2J2,,,,
POLR2G,POLR2J3,,,,
POLR2G,POLR2K,,,,
POLR2G,POLR2L,,,,
POLR2G,POLR3A,,,,
POLR2G,POLR3F,,,,
POLR2G,PRPF4,,,,
POLR2G,PRPF6,,,,
POLR2G,PRPF8,,,,
POLR2G,PTBP1,,,,
POLR2G,RAD1,,,,
POLR2G,RBM5,,,,
POLR2G,RBMX,,,,
POLR2G,RBP4,,,,
POLR2G,RNGTT,,,,
POLR2G,RNMT,,,,
POLR2G,RNPS1,,,,
POLR2G,RPAP2,,,,
POLR2G,SETD2,,,,
POLR2G,SF3A1,,,,
POLR2G,SF3A3,,,,
POLR2G,SF3B1,,,,
POLR2G,SF3B3,,,,
POLR2G,SF3B5,,,,
POLR2G,SLC7A6OS,,,,
POLR2G,SNRNP200,,,,
POLR2G,SNRNP40,,,,
POLR2G,SNRNP70,,,,
POLR2G,SNRPA,,,,
POLR2G,SNRPA1,,,,
POLR2G,SNRPB,,,,
POLR2G,SNRPB2,,,,
POLR2G,SNRPD1,,,,
POLR2G,SNRPD2,,,,
POLR2G,SNRPD3,,,,
POLR2G,SNRPE,,,,
POLR2G,SNRPF,,,,
POLR2G,SNRPG,,,,
POLR2G,SNU13,,,,
POLR2G,SRRM1,,,,
POLR2G,SRSF1,,,,
POLR2G,SRSF11,,,,
POLR2G,SRSF2,,,,
POLR2G,SRSF3,,,,
POLR2G,SRSF4,,,,
POLR2G,SRSF5,,,,
POLR2G,SRSF6,,,,
POLR2G,SRSF7,,,,
POLR2G,SRSF9,,,,
POLR2G,SSRP1,,,,
POLR2G,SUGP1,,,,
POLR2G,SUPT16H,,,,
POLR2G,SUPT4H1,,,,
POLR2G,SUPT5H,,,,
POLR2G,TAF1,,,,
POLR2G,TAF10,,,,
POLR2G,TAF11,,,,
POLR2G,TAF12,,,,
POLR2G,TAF13,,,,
POLR2G,TAF4B,,,,
POLR2G,TAF5,,,,
POLR2G,TBP,,,,
POLR2G,TCEA1,,,,
POLR2G,TCEA2,,,,
POLR2G,TXNL4A,,,,
POLR2G,U2AF1L4,,,,
POLR2G,U2AF2,,,,
POLR2G,UBC,,,,
POLR2G,UBXN7,,,,
POLR2G,UPF3B,,,,
POLR2G,URI1,,,,
POLR2G,YBX1,,,,
PSMA2,ADRM1,,,,
PSMA2,CNOT4,,,,
PSMA2,KLHL8,,,,
PSMA2,NSF,,,,
PSMA2,POMP,,,,
PSMA2,PSMA1,,,,
PSMA2,PSMA2,,,,
PSMA2,PSMA3,,,,
PSMA2,PSMA4,,,,
PSMA2,PSMA5,,,,
PSMA2,PSMA6,,,,
PSMA2,PSMA7,,,,
PSMA2,PSMB1,,,,
PSMA2,PSMB10,,,,
PSMA2,PSMB2,,,,
PSMA2,PSMB3,,,,
PSMA2,PSMB4,,,,
PSMA2,PSMB5,,,,
PSMA2,PSMB6,,,,
PSMA2,PSMB7,,,,
PSMA2,PSMB8,,,,
PSMA2,PSMB9,,,,
PSMA2,PSMC1,,,,
PSMA2,PSMC2,,,,
PSMA2,PSMC3,,,,
PSMA2,PSMC4,,,,
PSMA2,PSMC5,,,,
PSMA2,PSMC6,,,,
PSMA2,PSMD11,,,,
PSMA2,PSMD12,,,,
PSMA2,PSMD13,,,,
PSMA2,PSMD14,,,,
PSMA2,PSMD3,,,,
PSMA2,PSMD4,,,,
PSMA2,PSMD5,,,,
PSMA2,PSMD6,,,,
PSMA2,PSMD7,,,,
PSMA2,PSMD8,,,,
PSMA2,PSME2,,,,
PSMA2,PSME4,,,,
PSMA2,PSMF1,,,,
PSMA2,RPN1,,,,
PSMA2,RPN2,,,,
PSMA2,SEM1,,,,
PSMA2,THUMPD1,,,,
PSMA2,UBC,,,,
PSMA2,UCHL5,,,,
PSMA2,VCP,,,,
PSMB6,ANAPC1,,,,
PSMB6,ANAPC10,,,,
PSMB6,ANAPC11,,,,
PSMB6,ANAPC4,,,,
PSMB6,ANAPC5,,,,
PSMB6,AURKA,,,,
PSMB6,AURKB,,,,
PSMB6,AXIN1,,,,
PSMB6,BLMH,,,,
PSMB6,BTRC,,,,
PSMB6,BUB3,,,,
PSMB6,CCND1,,,,
PSMB6,CDC16,,,,
PSMB6,CDC20,,,,
PSMB6,CDC23,,,,
PSMB6,CDC26,,,,
PSMB6,CDC27,,,,
PSMB6,CDK1,,,,
PSMB6,CDK2,,,,
PSMB6,CDKN1A,,,,
PSMB6,CDKN1B,,,,
PSMB6,COP1,,,,
PSMB6,CUL1,,,,
PSMB6,CUL3,,,,
PSMB6,DVL2,,,,
PSMB6,DVL3,,,,
PSMB6,EIF4G1,,,,
PSMB6,FZR1,,,,
PSMB6,GEM,,,,
PSMB6,HSPA8,,,,
PSMB6,HSPB1,,,,
PSMB6,KLHL12,,,,
PSMB6,LNPEP,,,,
PSMB6,MAD2L1,,,,
PSMB6,NPEPPS,,,,
PSMB6,OAZ1,,,,
PSMB6,OAZ2,,,,
PSMB6,ODC1,,,,
PSMB6,PAK2,,,,
PSMB6,PARD6A,,,,
PSMB6,POMP,,,,
PSMB6,PSMA1,,,,
PSMB6,PSMA2,,,,
PSMB6,PSMA3,,,,
PSMB6,PSMA4,,,,
PSMB6,PSMA5,,,,
PSMB6,PSMA6,,,,
PSMB6,PSMA7,,,,
PSMB6,PSMB1,,,,
PSMB6,PSMB10,,,,
PSMB6,PSMB2,,,,
PSMB6,PSMB3,,,,
PSMB6,PSMB4,,,,
PSMB6,PSMB5,,,,
PSMB6,PSMB6,,,,
PSMB6,PSMB7,,,,
PSMB6,PSMB8,,,,
PSMB6,PSMC1,,,,
PSMB6,PSMC2,,,,
PSMB6,PSMC3,,,,
PSMB6,PSMC4,,,,
PSMB6,PSMC5,,,,
PSMB6,PSMC6,,,,
PSMB6,PSMD10,,,,
PSMB6,PSMD11,,,,
PSMB6,PSMD12,,,,
PSMB6,PSMD13,,,,
PSMB6,PSMD14,,,,
PSMB6,PSMD3,,,,
PSMB6,PSMD4,,,,
PSMB6,PSMD5,,,,
PSMB6,PSMD6,,,,
PSMB6,PSMD7,,,,
PSMB6,PSMD8,,,,
PSMB6,PSMD9,,,,
PSMB6,PSME1,,,,
PSMB6,PSME2,,,,
PSMB6,PSME3,,,,
PSMB6,PSME4,,,,
PSMB6,PSMF1,,,,
PSMB6,PTTG1,,,,
PSMB6,RBX1,,,,
PSMB6,RLIM,,,,
PSMB6,RPN1,,,,
PSMB6,RPN2,,,,
PSMB6,SEC61A1,,,,
PSMB6,SEC61A2,,,,
PSMB6,SEC61B,,,,
PSMB6,SEC61G,,,,
PSMB6,SKP1,,,,
PSMB6,SKP2,,,,
PSMB6,SMURF1,,,,
PSMB6,TNKS,,,,
PSMB6,TNKS2,,,,
PSMB6,TPP2,,,,
PSMB6,UBC,,,,
PSMB6,UBE2C,,,,
PSMB6,UBE2D1,,,,
PSMB6,UBE2E1,,,,
PSMB6,UCHL5,,,,
PSMB6,UQCRC2,,,,
PSMB6,ZCCHC8,,,,
PSMD8,ADRM1,,,,
PSMD8,ANAPC1,,,,
PSMD8,ANAPC10,,,,
PSMD8,ANAPC11,,,,
PSMD8,ANAPC4,,,,
PSMD8,ANAPC5,,,,
PSMD8,ANKRD42,,,,
PSMD8,AURKA,,,,
PSMD8,AURKB,,,,
PSMD8,AXIN1,,,,
PSMD8,BAP1,,,,
PSMD8,BLMH,,,,
PSMD8,BRCC3,,,,
PSMD8,BTRC,,,,
PSMD8,BUB3,,,,
PSMD8,CCND1,,,,
PSMD8,CDC16,,,,
PSMD8,CDC20,,,,
PSMD8,CDC23,,,,
PSMD8,CDC26,,,,
PSMD8,CDC27,,,,
PSMD8,CDK1,,,,
PSMD8,CDK2,,,,
PSMD8,CDKN1A,,,,
PSMD8,CDKN1B,,,,
PSMD8,COP1,,,,
PSMD8,CUL1,,,,
PSMD8,CUL3,,,,
PSMD8,DVL2,,,,
PSMD8,DVL3,,,,
PSMD8,EIF4G1,,,,
PSMD8,FZR1,,,,
PSMD8,GEM,,,,
PSMD8,HSPA8,,,,
PSMD8,HSPB1,,,,
PSMD8,KLHL12,,,,
PSMD8,LNPEP,,,,
PSMD8,MAD2L1,,,,
PSMD8,MYSM1,,,,
PSMD8,NINJ1,,,,
PSMD8,NOB1,,,,
PSMD8,NPEPPS,,,,
PSMD8,NSF,,,,
PSMD8,OAZ1,,,,
PSMD8,OAZ2,,,,
PSMD8,ODC1,,,,
PSMD8,PAAF1,,,,
PSMD8,PAK2,,,,
PSMD8,PARD6A,,,,
PSMD8,PSMA1,,,,
PSMD8,PSMA2,,,,
PSMD8,PSMA3,,,,
PSMD8,PSMA4,,,,
PSMD8,PSMA5,,,,
PSMD8,PSMA6,,,,
PSMD8,PSMA7,,,,
PSMD8,PSMB1,,,,
PSMD8,PSMB10,,,,
PSMD8,PSMB2,,,,
PSMD8,PSMB3,,,,
PSMD8,PSMB4,,,,
PSMD8,PSMB5,,,,
PSMD8,PSMB6,,,,
PSMD8,PSMB7,,,,
PSMD8,PSMB8,,,,
PSMD8,PSMB9,,,,
PSMD8,PSMC1,,,,
PSMD8,PSMC2,,,,
PSMD8,PSMC3,,,,
PSMD8,PSMC4,,,,
PSMD8,PSMC5,,,,
PSMD8,PSMC6,,,,
PSMD8,PSMD10,,,,
PSMD8,PSMD11,,,,
PSMD8,PSMD12,,,,
PSMD8,PSMD13,,,,
PSMD8,PSMD14,,,,
PSMD8,PSMD3,,,,
PSMD8,PSMD4,,,,
PSMD8,PSMD5,,,,
PSMD8,PSMD6,,,,
PSMD8,PSMD7,,,,
PSMD8,PSMD8,,,,
PSMD8,PSMD9,,,,
PSMD8,PSME1,,,,
PSMD8,PSME2,,,,
PSMD8,PSME3,,,,
PSMD8,PSME4,,,,
PSMD8,PSMF1,,,,
PSMD8,PTTG1,,,,
PSMD8,RAD23A,,,,
PSMD8,RAD23B,,,,
PSMD8,RBX1,,,,
PSMD8,RLIM,,,,
PSMD8,RPLP2,,,,
PSMD8,RPN1,,,,
PSMD8,RPN2,,,,
PSMD8,SEC61A1,,,,
PSMD8,SEC61A2,,,,
PSMD8,SEC61B,,,,
PSMD8,SEC61G,,,,
PSMD8,SEM1,,,,
PSMD8,SKP1,,,,
PSMD8,SKP2,,,,
PSMD8,SMURF1,,,,
PSMD8,TNKS,,,,
PSMD8,TNKS2,,,,
PSMD8,TPP2,,,,
PSMD8,TUBG1,,,,
PSMD8,UBC,,,,
PSMD8,UBE2C,,,,
PSMD8,UBE2D1,,,,
PSMD8,UBE2E1,,,,
PSMD8,UBLCP1,,,,
PSMD8,UCHL5,,,,
PSMD8,USP14,,,,
RAB7A,ACTR1A,,,,
RAB7A,ACTR1B,,,,
RAB7A,AKT1,,,,
RAB7A,CHM,,,,
RAB7A,CTNNB1,,,,
RAB7A,CXCL8,,,,
RAB7A,DCTN1,,,,
RAB7A,DCTN2,,,,
RAB7A,DCTN3,,,,
RAB7A,DCTN4,,,,
RAB7A,DCTN5,,,,
RAB7A,DCTN6,,,,
RAB7A,DNM2,,,,
RAB7A,DYNC1H1,,,,
RAB7A,DYNC1I2,,,,
RAB7A,DYNC1LI1,,,,
RAB7A,DYNC1LI2,,,,
RAB7A,DYNLL1,,,,
RAB7A,DYNLL2,,,,
RAB7A,EEA1,,,,
RAB7A,FOXO1,,,,
RAB7A,GABARAPL1,,,,
RAB7A,GDI1,,,,
RAB7A,GDI2,,,,
RAB7A,HGS,,,,
RAB7A,HLA-DRB1,,,,
RAB7A,HLA-DRB5,,,,
RAB7A,LAMP1,,,,
RAB7A,MAPK14,,,,
RAB7A,MFN2,,,,
RAB7A,MON1A,,,,
RAB7A,MON1B,,,,
RAB7A,PIK3R4,,,,
RAB7A,PLEKHM1,,,,
RAB7A,PSMA7,,,,
RAB7A,RAB11A,,,,
RAB7A,RAB11B,,,,
RAB7A,RAB1A,,,,
RAB7A,RAB5A,,,,
RAB7A,RAB7A,,,,
RAB7A,RAB8A,,,,
RAB7A,RABAC1,,,,
RAB7A,RUFY3,,,,
RAB7A,TBC1D15,,,,
RAB7A,TBC1D22A,,,,
RAB7A,TBC1D22B,,,,
RAB7A,TIFA,,,,
RAB7A,TRAP1,,,,
RAB7A,TUBA1B,,,,
RAB7A,TUBA1C,,,,
RAB7A,TUBA4A,,,,
RAB7A,TUBB2A,,,,
RAB7A,TUBB4A,,,,
RAB7A,TUBB4B,,,,
RAB7A,TUBB6,,,,
RAB7A,UBC,,,,
RAB7A,VAMP7,,,,
RAB7A,VPS16,,,,
RAB7A,VPS26A,,,,
RAB7A,VPS26B,,,,
RAB7A,VPS33A,,,,
RAB7A,VPS39,,,,
RAB7A,VPS41,,,,
RPL10A,CASC3,,,,
RPL10A,EEF1A1P5,,,,
RPL10A,EEF1B2,,,,
RPL10A,EEF2,,,,
RPL10A,EFL1,,,,
RPL10A,EFTUD2,,,,
RPL10A,EIF1AX,,,,
RPL10A,EIF2S1,,,,
RPL10A,EIF2S2,,,,
RPL10A,EIF2S3,,,,
RPL10A,EIF3A,,,,
RPL10A,EIF3B,,,,
RPL10A,EIF3C,,,,
RPL10A,EIF3D,,,,
RPL10A,EIF3E,,,,
RPL10A,EIF3F,,,,
RPL10A,EIF3G,,,,
RPL10A,EIF3H,,,,
RPL10A,EIF3I,,,,
RPL10A,EIF3J,,,,
RPL10A,EIF3K,,,,
RPL10A,EIF4A2,,,,
RPL10A,EIF4A3,,,,
RPL10A,EIF4B,,,,
RPL10A,EIF4E,,,,
RPL10A,EIF4G1,,,,
RPL10A,EIF5,,,,
RPL10A,EIF5B,,,,
RPL10A,ETF1,,,,
RPL10A,FAU,,,,
RPL10A,GFM1,,,,
RPL10A,GFM2,,,,
RPL10A,IMP3,,,,
RPL10A,MAGOH,,,,
RPL10A,MRPL11,,,,
RPL10A,MRPL12,,,,
RPL10A,MRPL15,,,,
RPL10A,MRPL16,,,,
RPL10A,MRPL17,,,,
RPL10A,MRPL19,,,,
RPL10A,MRPL2,,,,
RPL10A,MRPL20,,,,
RPL10A,MRPL22,,,,
RPL10A,MRPL24,,,,
RPL10A,MRPL27,,,,
RPL10A,MRPL3,,,,
RPL10A,MRPL32,,,,
RPL10A,MRPL33,,,,
RPL10A,MRPL4,,,,
RPL10A,MRPS10,,,,
RPL10A,MRPS11,,,,
RPL10A,MRPS14,,,,
RPL10A,MRPS15,,,,
RPL10A,MRPS16,,,,
RPL10A,MRPS18A,,,,
RPL10A,MRPS18C,,,,
RPL10A,MRPS2,,,,
RPL10A,MRPS5,,,,
RPL10A,MRPS6,,,,
RPL10A,MRPS7,,,,
RPL10A,MRPS9,,,,
RPL10A,MRTO4,,,,
RPL10A,NAP1L1,,,,
RPL10A,NCBP1,,,,
RPL10A,NCBP2,,,,
RPL10A,PLEC,,,,
RPL10A,POLR1E,,,,
RPL10A,POLR2B,,,,
RPL10A,POLR2C,,,,
RPL10A,PPP2CB,,,,
RPL10A,PPP2R1A,,,,
RPL10A,PPP2R2D,,,,
RPL10A,RACK1,,,,
RPL10A,RLIM,,,,
RPL10A,RNPS1,,,,
RPL10A,RPA2,,,,
RPL10A,RPL10,,,,
RPL10A,RPL10A,,,,
RPL10A,RPL11,,,,
RPL10A,RPL12,,,,
RPL10A,RPL13,,,,
RPL10A,RPL13A,,,,
RPL10A,RPL14,,,,
RPL10A,RPL15,,,,
RPL10A,RPL17,,,,
RPL10A,RPL17-C18orf32,,,,
RPL10A,RPL18,,,,
RPL10A,RPL18A,,,,
RPL10A,RPL19,,,,
RPL10A,RPL21,,,,
RPL10A,RPL22,,,,
RPL10A,RPL22L1,,,,
RPL10A,RPL23,,,,
RPL10A,RPL23A,,,,
RPL10A,RPL24,,,,
RPL10A,RPL26,,,,
RPL10A,RPL26L1,,,,
RPL10A,RPL27,,,,
RPL10A,RPL27A,,,,
RPL10A,RPL28,,,,
RPL10A,RPL29,,,,
RPL10A,RPL3,,,,
RPL10A,RPL30,,,,
RPL10A,RPL31,,,,
RPL10A,RPL32,,,,
RPL10A,RPL34,,,,
RPL10A,RPL35,,,,
RPL10A,RPL35A,,,,
RPL10A,RPL36,,,,
RPL10A,RPL36A,,,,
RPL10A,RPL36AL,,,,
RPL10A,RPL37,,,,
RPL10A,RPL37A,,,,
RPL10A,RPL38,,,,
RPL10A,RPL39,,,,
RPL10A,RPL39L,,,,
RPL10A,RPL4,,,,
RPL10A,RPL41,,,,
RPL10A,RPL5,,,,
RPL10A,RPL6,,,,
RPL10A,RPL7,,,,
RPL10A,RPL7A,,,,
RPL10A,RPL7L1,,,,
RPL10A,RPL8,,,,
RPL10A,RPL9P7,,,,
RPL10A,RPLP0P6,,,,
RPL10A,RPLP2,,,,
RPL10A,RPN1,,,,
RPL10A,RPN2,,,,
RPL10A,RPS10-NUDT3,,,,
RPL10A,RPS11,,,,
RPL10A,RPS12,,,,
RPL10A,RPS13,,,,
RPL10A,RPS14,,,,
RPL10A,RPS15,,,,
RPL10A,RPS15A,,,,
RPL10A,RPS16,,,,
RPL10A,RPS17,,,,
RPL10A,RPS18,,,,
RPL10A,RPS19,,,,
RPL10A,RPS2,,,,
RPL10A,RPS20,,,,
RPL10A,RPS21,,,,
RPL10A,RPS23,,,,
RPL10A,RPS24,,,,
RPL10A,RPS25,,,,
RPL10A,RPS26,,,,
RPL10A,RPS27,,,,
RPL10A,RPS27L,,,,
RPL10A,RPS28,,,,
RPL10A,RPS29,,,,
RPL10A,RPS3,,,,
RPL10A,RPS3A,,,,
RPL10A,RPS4X,,,,
RPL10A,RPS4Y1,,,,
RPL10A,RPS5,,,,
RPL10A,RPS6,,,,
RPL10A,RPS7,,,,
RPL10A,RPS8,,,,
RPL10A,RPS9,,,,
RPL10A,RPSA,,,,
RPL10A,RPSAP58,,,,
RPL10A,RRP1,,,,
RPL10A,RSL24D1,,,,
RPL10A,RSRC1,,,,
RPL10A,SEC11A,,,,
RPL10A,SEC11C,,,,
RPL10A,SEC61A1,,,,
RPL10A,SEC61A2,,,,
RPL10A,SEC61B,,,,
RPL10A,SEC61G,,,,
RPL10A,SLC25A5,,,,
RPL10A,SMG1,,,,
RPL10A,SMG5,,,,
RPL10A,SMG6,,,,
RPL10A,SMG7,,,,
RPL10A,SMG8,,,,
RPL10A,SMG9,,,,
RPL10A,SNORA67,,,,
RPL10A,SPCS1,,,,
RPL10A,SPCS2,,,,
RPL10A,SPCS3,,,,
RPL10A,SRP14,,,,
RPL10A,SRP19,,,,
RPL10A,SRP54,,,,
RPL10A,SRP68,,,,
RPL10A,SRP72,,,,
RPL10A,SRP9,,,,
RPL10A,SRPRB,,,,
RPL10A,SSR1,,,,
RPL10A,SSR2,,,,
RPL10A,SSR3,,,,
RPL10A,TRAM1,,,,
RPL10A,TUFM,,,,
RPL10A,UBC,,,,
RPL10A,UPF1,,,,
RPL10A,UPF2,,,,
RPL10A,UPF3A,,,,
RPL10A,UPF3B,,,,
RPL10A,WBP1,,,,
RPL8,CASC3,,,,
RPL8,EEF1A1P5,,,,
RPL8,EEF1G,,,,
RPL8,EEF2,,,,
RPL8,EFL1,,,,
RPL8,EFTUD2,,,,
RPL8,EIF1AX,,,,
RPL8,EIF2S1,,,,
RPL8,EIF2S2,,,,
RPL8,EIF2S3,,,,
RPL8,EIF3A,,,,
RPL8,EIF3B,,,,
RPL8,EIF3C,,,,
RPL8,EIF3D,,,,
RPL8,EIF3E,,,,
RPL8,EIF3F,,,,
RPL8,EIF3G,,,,
RPL8,EIF3H,,,,
RPL8,EIF3I,,,,
RPL8,EIF3J,,,,
RPL8,EIF3K,,,,
RPL8,EIF4A2,,,,
RPL8,EIF4A3,,,,
RPL8,EIF4B,,,,
RPL8,EIF4E,,,,
RPL8,EIF4G1,,,,
RPL8,EIF5,,,,
RPL8,EIF5B,,,,
RPL8,ETF1,,,,
RPL8,FAU,,,,
RPL8,GFM1,,,,
RPL8,GFM2,,,,
RPL8,IMP3,,,,
RPL8,LSG1,,,,
RPL8,MAGOH,,,,
RPL8,MRPL1,,,,
RPL8,MRPL11,,,,
RPL8,MRPL12,,,,
RPL8,MRPL15,,,,
RPL8,MRPL16,,,,
RPL8,MRPL17,,,,
RPL8,MRPL19,,,,
RPL8,MRPL20,,,,
RPL8,MRPL22,,,,
RPL8,MRPL24,,,,
RPL8,MRPL27,,,,
RPL8,MRPL3,,,,
RPL8,MRPL32,,,,
RPL8,MRPL33,,,,
RPL8,MRPL36,,,,
RPL8,MRPL4,,,,
RPL8,MRPS10,,,,
RPL8,MRPS11,,,,
RPL8,MRPS14,,,,
RPL8,MRPS15,,,,
RPL8,MRPS18A,,,,
RPL8,MRPS18C,,,,
RPL8,MRPS2,,,,
RPL8,MRPS5,,,,
RPL8,MRPS6,,,,
RPL8,MRPS7,,,,
RPL8,MRPS9,,,,
RPL8,MRTO4,,,,
RPL8,NCBP1,,,,
RPL8,NCBP2,,,,
RPL8,NCL,,,,
RPL8,NSA2,,,,
RPL8,PA2G4,,,,
RPL8,PLEC,,,,
RPL8,POLR1E,,,,
RPL8,POLR2A,,,,
RPL8,POLR2B,,,,
RPL8,POLR2C,,,,
RPL8,POLR3A,,,,
RPL8,PPP2CB,,,,
RPL8,PPP2R1A,,,,
RPL8,PPP2R2D,,,,
RPL8,RACK1,,,,
RPL8,RLIM,,,,
RPL8,RNPS1,,,,
RPL8,RPA1,,,,
RPL8,RPA2,,,,
RPL8,RPL10,,,,
RPL8,RPL10A,,,,
RPL8,RPL11,,,,
RPL8,RPL12,,,,
RPL8,RPL13,,,,
RPL8,RPL13A,,,,
RPL8,RPL14,,,,
RPL8,RPL15,,,,
RPL8,RPL17,,,,
RPL8,RPL17-C18orf32,,,,
RPL8,RPL18,,,,
RPL8,RPL18A,,,,
RPL8,RPL19,,,,
RPL8,RPL21,,,,
RPL8,RPL22,,,,
RPL8,RPL22L1,,,,
RPL8,RPL23,,,,
RPL8,RPL23A,,,,
RPL8,RPL24,,,,
RPL8,RPL26,,,,
RPL8,RPL26L1,,,,
RPL8,RPL27,,,,
RPL8,RPL27A,,,,
RPL8,RPL28,,,,
RPL8,RPL29,,,,
RPL8,RPL3,,,,
RPL8,RPL30,,,,
RPL8,RPL31,,,,
RPL8,RPL32,,,,
RPL8,RPL34,,,,
RPL8,RPL35,,,,
RPL8,RPL35A,,,,
RPL8,RPL36,,,,
RPL8,RPL36A,,,,
RPL8,RPL36AL,,,,
RPL8,RPL37,,,,
RPL8,RPL37A,,,,
RPL8,RPL38,,,,
RPL8,RPL39,,,,
RPL8,RPL39L,,,,
RPL8,RPL4,,,,
RPL8,RPL41,,,,
RPL8,RPL5,,,,
RPL8,RPL6,,,,
RPL8,RPL7,,,,
RPL8,RPL7A,,,,
RPL8,RPL7L1,,,,
RPL8,RPL8,,,,
RPL8,RPL9P7,,,,
RPL8,RPLP0P6,,,,
RPL8,RPLP2,,,,
RPL8,RPN1,,,,
RPL8,RPN2,,,,
RPL8,RPS10-NUDT3,,,,
RPL8,RPS11,,,,
RPL8,RPS12,,,,
RPL8,RPS13,,,,
RPL8,RPS14,,,,
RPL8,RPS15,,,,
RPL8,RPS15A,,,,
RPL8,RPS16,,,,
RPL8,RPS17,,,,
RPL8,RPS18,,,,
RPL8,RPS19,,,,
RPL8,RPS2,,,,
RPL8,RPS20,,,,
RPL8,RPS21,,,,
RPL8,RPS23,,,,
RPL8,RPS24,,,,
RPL8,RPS25,,,,
RPL8,RPS26,,,,
RPL8,RPS27,,,,
RPL8,RPS27L,,,,
RPL8,RPS28,,,,
RPL8,RPS29,,,,
RPL8,RPS3,,,,
RPL8,RPS3A,,,,
RPL8,RPS4X,,,,
RPL8,RPS4Y1,,,,
RPL8,RPS5,,,,
RPL8,RPS6,,,,
RPL8,RPS7,,,,
RPL8,RPS8,,,,
RPL8,RPS9,,,,
RPL8,RPSA,,,,
RPL8,RPSAP58,,,,
RPL8,RRP1,,,,
RPL8,RSL24D1,,,,
RPL8,RSRC1,,,,
RPL8,SEC11A,,,,
RPL8,SEC11C,,,,
RPL8,SEC61A1,,,,
RPL8,SEC61A2,,,,
RPL8,SEC61B,,,,
RPL8,SEC61G,,,,
RPL8,SMG1,,,,
RPL8,SMG5,,,,
RPL8,SMG6,,,,
RPL8,SMG7,,,,
RPL8,SMG8,,,,
RPL8,SMG9,,,,
RPL8,SNORA67,,,,
RPL8,SPCS1,,,,
RPL8,SPCS2,,,,
RPL8,SPCS3,,,,
RPL8,SRP14,,,,
RPL8,SRP19,,,,
RPL8,SRP54,,,,
RPL8,SRP68,,,,
RPL8,SRP72,,,,
RPL8,SRP9,,,,
RPL8,SRPRB,,,,
RPL8,SSR1,,,,
RPL8,SSR2,,,,
RPL8,SSR3,,,,
RPL8,TRAM1,,,,
RPL8,TUFM,,,,
RPL8,UBC,,,,
RPL8,UPF1,,,,
RPL8,UPF2,,,,
RPL8,UPF3A,,,,
RPL8,UPF3B,,,,
RPL8,WBP1,,,,
RPSA,CASC3,,,,
RPSA,CCT4,,,,
RPSA,EEF1A1P5,,,,
RPSA,EEF1G,,,,
RPSA,EEF2,,,,
RPSA,EFL1,,,,
RPSA,EFTUD2,,,,
RPSA,EIF1AX,,,,
RPSA,EIF2S1,,,,
RPSA,EIF2S2,,,,
RPSA,EIF2S3,,,,
RPSA,EIF3A,,,,
RPSA,EIF3B,,,,
RPSA,EIF3C,,,,
RPSA,EIF3D,,,,
RPSA,EIF3E,,,,
RPSA,EIF3F,,,,
RPSA,EIF3G,,,,
