"","stage1","stage2","stage3","stage4"
"A2M",1.48341267055299,-0.568050413771365,-0.287590644108406,-0.62777161267322
"ABCB1",0.297308335734186,0.53023848825451,0.655814832642263,-1.48336165663096
"ABCE1",-0.358367888374765,0.973530192463715,-1.2388703366583,0.623708032569348
"ABL1",-1.46991358509481,0.727480325261559,0.502599383841482,0.239833875991765
"ACIN1",-0.154886152845233,-0.750883627084223,1.45337842095754,-0.547608641028083
"ACLY",0.883153686426127,-1.36664401922059,-0.101359948638731,0.584850281433195
"ACTG1",0.15024971661288,1.35275316058525,-0.846304088223052,-0.656698788975069
"ACTN1",-0.558713755764259,-0.353210205472593,-0.580203748001,1.49212770923785
"ACTN4",-0.89217407764996,-0.835557736001486,0.782195609208245,0.945536204443202
"ACTR1A",1.19334981490591,-0.921527638371512,-0.723175672229788,0.451353495695391
"ACTR1B",-0.776494975119675,-0.951102260517416,0.872852328717941,0.854744906919149
"ADAR",-0.182899529021888,-0.169782208961394,-1.02272742757247,1.37540916555575
"ADCY3",0.809734554841717,0.842809028423165,-1.19270919761654,-0.459834385648337
"ADCY7",-0.858335898893817,-0.837420526215951,1.09706832099803,0.598688104111738
"ADIPOR1",-0.103647673503853,-0.790927547821292,1.43813531857993,-0.54356009725479
"ADIPOR2",0.72784932621093,-1.47352828301143,0.270537953015348,0.475141003785149
"ADM",0.570372236871034,-0.541437922457158,-1.10559086473435,1.07665655032047
"ADRM1",-0.652867363090334,-1.05318088837621,0.921119295916378,0.784928955550169
"ADSS2",0.939185074070504,-1.41460555726017,0.194062812726163,0.281357670463498
"AGO2",-0.614540324178594,1.07967394760718,-1.0536848644311,0.588551241002524
"AHSA1",-0.291777355432556,-1.2269602734531,1.11724621630557,0.401491412580089
"AK6",0.518430722001832,0.159372623606049,-1.45158340305544,0.773780057447568
"AKAP8L",-0.0788214999207959,-1.31503992362202,0.314156407245879,1.07970501629694
"AKR1A1",-0.384342837859678,-1.23421781133372,0.711510979672293,0.907049669521104
"AKT1",-0.23988729875649,1.16092832463893,-1.22555032388556,0.304509298003121
"ALDOA",-0.0218807617992737,0.187263179291323,-1.29734713985101,1.13196472235896
"ALDOC",0.653369509233591,-0.875715980942224,-0.83262516115259,1.05497163286122
"ALOX5AP",-0.877540436807556,1.3357850200049,-0.641800806355172,0.183556223157826
"ALYREF",1.10220118261171,-1.3261763456435,0.0862347517933377,0.137740411238456
"ANAPC1",-1.39867475942206,0.29147006072786,0.137788088739274,0.96941660995493
"ANAPC10",1.20181801423666,-0.891350776814591,-0.752281481353565,0.441814243931495
"ANAPC11",0.227683531463658,0.924884092042022,-1.42142982351976,0.268862200014085
"ANAPC13",-0.266969995039496,-1.1932041213288,0.261612554322622,1.19856156204568
"ANAPC15",-1.33676356542599,0.948389033921409,-0.150924326436744,0.539298857941326
"ANAPC16",-1.35397542034656,0.957561939863492,-0.0944140627338038,0.490827543216873
"ANAPC4",-0.876456172561422,-0.814081240385854,0.580563267028604,1.10997414591867
"ANAPC5",-0.307114232244372,-0.246798125485509,1.43699111014651,-0.883078752416625
"ANKRD42",-0.0521703909472679,0.57164832539287,-1.38569806510247,0.866220130656869
"APAF1",-0.200022375046749,-0.416637459458773,-0.83102727018018,1.4476871046857
"APEX1",0.711875551357995,-1.41287395514535,-0.00398704973992215,0.704985453527276
"APOBEC3G",-1.41926547551264,0.394326654151061,0.902944893955268,0.121993927406312
"ARIH1",1.25411017983462,-1.14531031234801,-0.288443989085398,0.179644121598787
"ARNT",0.807048803414241,-1.23218186547115,-0.395722470633069,0.820855532689976
"ARNTL",-0.23816839344149,-1.30752506327692,0.912614203468967,0.633079253249447
"ARSB",0.000288470229201202,1.37626731008654,-0.969734192105219,-0.40682158821052
"ASPH",1.49862850413276,-0.440558346003017,-0.517530284291643,-0.540539873838098
"ATF3",-0.983911873954009,-0.67329532982962,1.14908992374171,0.508117280041915
"ATG16L1",1.49973609230858,-0.514998338441566,-0.511265211020887,-0.473472542846128
"ATM",0.971513108460074,-1.39682882492124,0.127262353006465,0.298053363454697
"ATP7A",-0.0456514658400721,-0.741019904871352,-0.640922387250591,1.42759375796202
"AURKA",-0.472329756620731,-0.510980331345715,-0.516401089731596,1.49971117769804
"AURKB",-0.510449991548306,-0.48548321549495,-0.503982840601,1.49991604764426
"AXIN1",1.09473528013811,-1.32196506119639,0.232245318112135,-0.00501553705385353
"BAG1",1.39749385539047,-0.569730745677175,0.0219061908837016,-0.849669300596997
"BAG3",0.721843093066441,0.17611979501547,-1.46010846192985,0.56214557384794
"BAG5",0.721528805334569,0.842905866374224,-0.260116788793732,-1.30431788291506
"BAP1",-1.39178830693837,0.799773039540322,0.648177589457502,-0.0561623220594504
"BARD1",-1.24941326180014,0.785216542220748,0.829870133055501,-0.365673413476107
"BATF",0.538795053160626,0.345410978032774,-1.49078814330298,0.606582112109583
"BCL11A",0.982434542268699,-0.202907242175602,-1.30895340614557,0.529426106052475
"BCL2",-1.12365453812899,0.391292213328485,1.17738816290537,-0.445025838104863
"BCL3",0.716522653777519,0.520490330908687,-1.47014742017391,0.233134435487708
"BCL6",0.853313695010821,0.87838690681071,-0.84465251003573,-0.887048091785802
"BCS1L",0.94895541233904,-0.887823326500469,-0.839696687609806,0.778564601771235
"BHLHE40",1.15728230189181,-0.756066191325171,-0.910739875572318,0.509523765005679
"BHLHE41",-1.35314196654789,-0.100288166335009,0.500088141216263,0.953341991666643
"BIRC5",-0.137469805613794,-0.689109051909871,1.45362938840671,-0.627050530883047
"BLK",1.20606332430726,-0.251768620784495,-1.19362646128356,0.239331757760796
"BLM",-0.160573661209455,-0.641990645882328,-0.657020585847833,1.45958489293962
"BLMH",1.20044461803658,0.351580650678756,-1.11581592137079,-0.436209347344549
"BNIP3",0.941592830765256,-0.861516427822402,0.787000573462816,-0.86707697640567
"BRCC3",-0.468927801807434,0.557567238862374,-1.15456676669709,1.06592732964215
"BRIX1",-0.131934326973234,0.817854270185221,-1.36238741921027,0.676467475998286
"BRPF3",-0.534342511824124,-0.455356795108103,-0.50948492976183,1.49918423669406
"BTRC",-0.34526519241529,-1.24150762485639,0.592729017152609,0.994043800119075
"BUB3",0.451988931564165,0.662754128868145,-1.48880508260213,0.37406202216982
"BUD31",0.420122763149666,1.16418839195739,-1.11860720782732,-0.465703947279737
"BYSL",0.573239133071769,-1.46100864415709,0.1766926096934,0.711076901391919
"C1QBP",-1.01685297806898,1.23526410247386,-0.565429689413948,0.347018565009072
"CASC3",0.328542509150418,-1.48538095993059,0.669429178019187,0.487409272760983
"CASP1",1.3907159677815,-0.531918163130643,0.0256864358545198,-0.884484240505378
"CASP10",-0.236520765179175,0.391357276882305,-1.25616976418403,1.1013332524809
"CASP2",0.594950904249944,0.338520467500222,-1.49039405507768,0.556922683327514
"CASP3",0.800891151438629,-0.693791288315228,-1.02088953621579,0.913789673092393
"CASP4",0.543914727271095,-1.49737986091419,0.537816284167882,0.415648849475211
"CASP7",0.983760295523236,-1.2437092969349,-0.345218157066928,0.60516715847859
