"","source","target"
"2554","RPL8","RPS24"
"2555","RPL8","RPS25"
"2556","RPL8","RPS26"
"2557","RPL8","RPS27"
"2558","RPL8","RPS27L"
"2559","RPL8","RPS28"
"2560","RPL8","RPS29"
"2561","RPL8","RPS3"
"2562","RPL8","RPS3A"
"2563","RPL8","RPS4X"
"2564","RPL8","RPS4Y1"
"2565","RPL8","RPS5"
"2566","RPL8","RPS6"
"2567","RPL8","RPS7"
"2568","RPL8","RPS8"
"2569","RPL8","RPS9"
"2570","RPL8","RPSA"
"2571","RPL8","RPSAP58"
"2572","RPL8","RRP1"
"2573","RPL8","RSL24D1"
"2574","RPL8","RSRC1"
"2575","RPL8","SEC11A"
"2576","RPL8","SEC11C"
"2577","RPL8","SEC61A1"
"2578","RPL8","SEC61A2"
"2579","RPL8","SEC61B"
"2580","RPL8","SEC61G"
"2581","RPL8","SMG1"
"2582","RPL8","SMG5"
"2583","RPL8","SMG6"
"2584","RPL8","SMG7"
"2585","RPL8","SMG8"
"2586","RPL8","SMG9"
"2587","RPL8","SNORA67"
"2588","RPL8","SPCS1"
"2589","RPL8","SPCS2"
"2590","RPL8","SPCS3"
"2591","RPL8","SRP14"
"2592","RPL8","SRP19"
"2593","RPL8","SRP54"
"2594","RPL8","SRP68"
"2595","RPL8","SRP72"
"2596","RPL8","SRP9"
"2597","RPL8","SRPRB"
"2598","RPL8","SSR1"
"2599","RPL8","SSR2"
"2600","RPL8","SSR3"
"2601","RPL8","TRAM1"
"2602","RPL8","TUFM"
"2603","RPL8","UBC"
"2604","RPL8","UPF1"
"2605","RPL8","UPF2"
"2606","RPL8","UPF3A"
"2607","RPL8","UPF3B"
"2608","RPL8","WBP1"
"2609","RPSA","CASC3"
"2610","RPSA","CCT4"
"2611","RPSA","EEF1A1P5"
"2612","RPSA","EEF1G"
"2613","RPSA","EEF2"
"2614","RPSA","EFL1"
"2615","RPSA","EFTUD2"
"2616","RPSA","EIF1AX"
"2617","RPSA","EIF2S1"
"2618","RPSA","EIF2S2"
"2619","RPSA","EIF2S3"
"2620","RPSA","EIF3A"
"2621","RPSA","EIF3B"
"2622","RPSA","EIF3C"
"2623","RPSA","EIF3D"
"2624","RPSA","EIF3E"
"2625","RPSA","EIF3F"
"2626","RPSA","EIF3G"
"2627","RPSA","EIF3H"
"2628","RPSA","EIF3I"
"2629","RPSA","EIF3J"
"2630","RPSA","EIF3K"
"2631","RPSA","EIF4A2"
"2632","RPSA","EIF4A3"
"2633","RPSA","EIF4B"
"2634","RPSA","EIF4E"
"2635","RPSA","EIF4G1"
"2636","RPSA","EIF5"
"2637","RPSA","EIF5B"
"2638","RPSA","ENO3"
"2639","RPSA","ETF1"
"2640","RPSA","FASLG"
"2641","RPSA","FAU"
"2642","RPSA","GFM1"
"2643","RPSA","GFM2"
"2644","RPSA","HSPA4"
"2645","RPSA","HSPA5"
"2646","RPSA","IMP3"
"2647","RPSA","KARS1"
"2648","RPSA","LAMA5"
"2649","RPSA","LAMB1"
"2650","RPSA","MAGOH"
"2651","RPSA","MRPL1"
"2652","RPSA","MRPL11"
"2653","RPSA","MRPL12"
"2654","RPSA","MRPL15"
"2655","RPSA","MRPL16"
"2656","RPSA","MRPL17"
"2657","RPSA","MRPL2"
"2658","RPSA","MRPL22"
"2659","RPSA","MRPL24"
"2660","RPSA","MRPL3"
"2661","RPSA","MRPL4"
"2662","RPSA","MRPS10"
"2663","RPSA","MRPS11"
"2664","RPSA","MRPS14"
"2665","RPSA","MRPS15"
"2666","RPSA","MRPS16"
"2667","RPSA","MRPS18A"
"2668","RPSA","MRPS18C"
"2669","RPSA","MRPS5"
"2670","RPSA","MRPS6"
"2671","RPSA","MRPS7"
"2672","RPSA","MRPS9"
"2673","RPSA","MRRF"
"2674","RPSA","MRTO4"
"2675","RPSA","NCBP1"
"2676","RPSA","NCBP2"
"2677","RPSA","NSA2"
"2678","RPSA","PLEC"
"2679","RPSA","POLR1E"
"2680","RPSA","POLR2C"
"2681","RPSA","PPP1CC"
"2682","RPSA","PPP1R16B"
"2683","RPSA","PPP2CB"
"2684","RPSA","PPP2R1A"
"2685","RPSA","PPP2R2D"
"2686","RPSA","PRNP"
"2687","RPSA","PSEN1"
"2688","RPSA","PTK2"
"2689","RPSA","RACK1"
"2690","RPSA","RLIM"
"2691","RPSA","RNPS1"
"2692","RPSA","RPL10"
"2693","RPSA","RPL10A"
"2694","RPSA","RPL11"
"2695","RPSA","RPL12"
"2696","RPSA","RPL13"
"2697","RPSA","RPL13A"
"2698","RPSA","RPL14"
"2699","RPSA","RPL15"
"2700","RPSA","RPL17"
"2701","RPSA","RPL17-C18orf32"
"2702","RPSA","RPL18"
"2703","RPSA","RPL18A"
"2704","RPSA","RPL19"
"2705","RPSA","RPL21"
"2706","RPSA","RPL22"
"2707","RPSA","RPL23"
"2708","RPSA","RPL23A"
"2709","RPSA","RPL24"
"2710","RPSA","RPL26"
"2711","RPSA","RPL26L1"
"2712","RPSA","RPL27"
"2713","RPSA","RPL27A"
"2714","RPSA","RPL28"
"2715","RPSA","RPL29"
"2716","RPSA","RPL3"
"2717","RPSA","RPL30"
"2718","RPSA","RPL31"
"2719","RPSA","RPL32"
"2720","RPSA","RPL34"
"2721","RPSA","RPL35"
"2722","RPSA","RPL35A"
"2723","RPSA","RPL36"
"2724","RPSA","RPL36A"
"2725","RPSA","RPL36AL"
"2726","RPSA","RPL37"
"2727","RPSA","RPL37A"
"2728","RPSA","RPL38"
"2729","RPSA","RPL39"
"2730","RPSA","RPL39L"
"2731","RPSA","RPL4"
"2732","RPSA","RPL41"
"2733","RPSA","RPL5"
"2734","RPSA","RPL6"
"2735","RPSA","RPL7"
"2736","RPSA","RPL7A"
"2737","RPSA","RPL7L1"
"2738","RPSA","RPL8"
"2739","RPSA","RPL9P7"
"2740","RPSA","RPLP0P6"
"2741","RPSA","RPLP2"
"2742","RPSA","RPN1"
"2743","RPSA","RPN2"
"2744","RPSA","RPS10-NUDT3"
"2745","RPSA","RPS11"
"2746","RPSA","RPS12"
"2747","RPSA","RPS13"
"2748","RPSA","RPS14"
"2749","RPSA","RPS15"
"2750","RPSA","RPS15A"
"2751","RPSA","RPS16"
"2752","RPSA","RPS17"
"2753","RPSA","RPS18"
"2754","RPSA","RPS19"
"2755","RPSA","RPS2"
"2756","RPSA","RPS20"
"2757","RPSA","RPS21"
"2758","RPSA","RPS23"
"2759","RPSA","RPS24"
"2760","RPSA","RPS25"
"2761","RPSA","RPS26"
"2762","RPSA","RPS27"
"2763","RPSA","RPS27L"
"2764","RPSA","RPS28"
"2765","RPSA","RPS29"
"2766","RPSA","RPS3"
"2767","RPSA","RPS3A"
"2768","RPSA","RPS4X"
"2769","RPSA","RPS4Y1"
"2770","RPSA","RPS5"
"2771","RPSA","RPS6"
"2772","RPSA","RPS7"
"2773","RPSA","RPS8"
"2774","RPSA","RPS9"
"2775","RPSA","RRP1"
"2776","RPSA","RSRC1"
"2777","RPSA","SEC11A"
"2778","RPSA","SEC11C"
"2779","RPSA","SEC61B"
"2780","RPSA","SEC61G"
"2781","RPSA","SERBP1"
"2782","RPSA","SMG1"
"2783","RPSA","SMG5"
"2784","RPSA","SMG6"
"2785","RPSA","SMG7"
"2786","RPSA","SMG8"
"2787","RPSA","SMG9"
"2788","RPSA","SNORA67"
"2789","RPSA","SNU13"
"2790","RPSA","SPCS1"
"2791","RPSA","SPCS2"
"2792","RPSA","SPCS3"
"2793","RPSA","SRP14"
"2794","RPSA","SRP19"
"2795","RPSA","SRP54"
"2796","RPSA","SRP68"
"2797","RPSA","SRP72"
"2798","RPSA","SRP9"
"2799","RPSA","SRPRB"
"2800","RPSA","SSR1"
"2801","RPSA","SSR2"
"2802","RPSA","SSR3"
"2803","RPSA","TCP1"
"2804","RPSA","TPT1"
"2805","RPSA","TRAM1"
"2806","RPSA","TUFM"
"2807","RPSA","UBC"
"2808","RPSA","UPF1"
"2809","RPSA","UPF2"
"2810","RPSA","UPF3A"
"2811","RPSA","UPF3B"
"2812","RPSA","WBP1"
"2813","SFPQ","CDC5L"
"2814","SFPQ","FUS"
"2815","SFPQ","HDAC1"
"2816","SFPQ","HNRNPA1"
"2817","SFPQ","MATR3"
"2818","SFPQ","NONO"
"2819","SFPQ","PSPC1"
"2820","SFPQ","PTBP1"
"2821","SFPQ","SIN3A"
"2822","SFPQ","SLTM"
"2823","SFPQ","SNRPA"
"2824","SFPQ","SUMO1"
"2825","SFPQ","TCERG1"
"2826","SFPQ","THRAP3"
"2827","SFPQ","U2AF2"
"2828","SFPQ","UBC"
"2829","SNRPA1","ALYREF"
"2830","SNRPA1","BUD31"
"2831","SNRPA1","CCAR1"
"2832","SNRPA1","CD2BP2"
"2833","SNRPA1","CDC40"
"2834","SNRPA1","CDC5L"
"2835","SNRPA1","CLP1"
"2836","SNRPA1","CPSF2"
"2837","SNRPA1","CPSF3"
"2838","SNRPA1","CPSF7"
"2839","SNRPA1","CRNKL1"
"2840","SNRPA1","CSTF1"
"2841","SNRPA1","CSTF2"
"2842","SNRPA1","CSTF3"
"2843","SNRPA1","CWC25"
"2844","SNRPA1","DDX23"
"2845","SNRPA1","DHX38"
"2846","SNRPA1","DHX9"
"2847","SNRPA1","DNAJC8"
"2848","SNRPA1","EFTUD2"
"2849","SNRPA1","FUS"
"2850","SNRPA1","GTF2F1"
"2851","SNRPA1","GTF2F2"
"2852","SNRPA1","HNRNPA0"
"2853","SNRPA1","HNRNPA1"
"2854","SNRPA1","HNRNPA2B1"
"2855","SNRPA1","HNRNPA3"
"2856","SNRPA1","HNRNPC"
"2857","SNRPA1","HNRNPD"
"2858","SNRPA1","HNRNPF"
"2859","SNRPA1","HNRNPH1"
"2860","SNRPA1","HNRNPK"
"2861","SNRPA1","HNRNPL"
"2862","SNRPA1","HNRNPM"
"2863","SNRPA1","HNRNPR"
"2864","SNRPA1","HNRNPU"
"2865","SNRPA1","HNRNPUL1"
"2866","SNRPA1","ISY1"
"2867","SNRPA1","LSM6"
"2868","SNRPA1","LUC7L"
"2869","SNRPA1","LUC7L2"
"2870","SNRPA1","MAGOH"
"2871","SNRPA1","MFAP1"
"2872","SNRPA1","NCBP1"
"2873","SNRPA1","NCBP2"
"2874","SNRPA1","NFX1"
"2875","SNRPA1","NUDT21"
"2876","SNRPA1","PABPN1"
"2877","SNRPA1","PAPOLA"
"2878","SNRPA1","PCBP1"
"2879","SNRPA1","PCBP2"
"2880","SNRPA1","PCF11"
"2881","SNRPA1","PHF5A"
"2882","SNRPA1","PLRG1"
"2883","SNRPA1","POLR2A"
"2884","SNRPA1","POLR2B"
"2885","SNRPA1","POLR2C"
"2886","SNRPA1","POLR2E"
"2887","SNRPA1","POLR2F"
"2888","SNRPA1","POLR2G"
"2889","SNRPA1","POLR2H"
"2890","SNRPA1","POLR2I"
"2891","SNRPA1","POLR2J"
"2892","SNRPA1","POLR2K"
"2893","SNRPA1","POLR2L"
"2894","SNRPA1","PRPF19"
"2895","SNRPA1","PRPF39"
"2896","SNRPA1","PRPF4"
"2897","SNRPA1","PRPF40A"
"2898","SNRPA1","PRPF6"
"2899","SNRPA1","PRPF8"
"2900","SNRPA1","PTBP1"
"2901","SNRPA1","RBM22"
"2902","SNRPA1","RBM25"
"2903","SNRPA1","RBM5"
"2904","SNRPA1","RBMX"
"2905","SNRPA1","RBP4"
"2906","SNRPA1","RNPC3"
"2907","SNRPA1","RNPS1"
"2908","SNRPA1","SART1"
"2909","SNRPA1","SF3A1"
"2910","SNRPA1","SF3A3"
"2911","SNRPA1","SF3B1"
"2912","SNRPA1","SF3B3"
"2913","SNRPA1","SF3B4"
"2914","SNRPA1","SF3B5"
"2915","SNRPA1","SNRNP200"
"2916","SNRPA1","SNRNP35"
"2917","SNRPA1","SNRNP40"
"2918","SNRPA1","SNRNP70"
"2919","SNRPA1","SNRPA"
"2920","SNRPA1","SNRPB"
"2921","SNRPA1","SNRPB2"
"2922","SNRPA1","SNRPC"
"2923","SNRPA1","SNRPD1"
"2924","SNRPA1","SNRPD2"
"2925","SNRPA1","SNRPD3"
"2926","SNRPA1","SNRPE"
"2927","SNRPA1","SNRPF"
"2928","SNRPA1","SNRPG"
"2929","SNRPA1","SNRPN"
"2930","SNRPA1","SNU13"
"2931","SNRPA1","SNW1"
"2932","SNRPA1","SRRM1"
"2933","SNRPA1","SRRM2"
"2934","SNRPA1","SRSF1"
"2935","SNRPA1","SRSF11"
"2936","SNRPA1","SRSF2"
"2937","SNRPA1","SRSF3"
"2938","SNRPA1","SRSF4"
"2939","SNRPA1","SRSF5"
"2940","SNRPA1","SRSF6"
"2941","SNRPA1","SRSF7"
"2942","SNRPA1","SRSF9"
"2943","SNRPA1","SUGP1"
"2944","SNRPA1","TCERG1"
"2945","SNRPA1","TFIP11"
"2946","SNRPA1","TXNL4A"
"2947","SNRPA1","U2AF1L4"
"2948","SNRPA1","U2AF2"
"2949","SNRPA1","UBC"
"2950","SNRPA1","UPF3B"
"2951","SNRPA1","YBX1"
"2952","SNRPA1","ZMAT2"
"2953","SNRPB2","ALYREF"
"2954","SNRPB2","CCAR1"
"2955","SNRPB2","CD2BP2"
"2956","SNRPB2","CDC40"
"2957","SNRPB2","CLP1"
"2958","SNRPB2","CPSF2"
"2959","SNRPB2","CPSF3"
"2960","SNRPB2","CPSF7"
"2961","SNRPB2","CSTF1"
"2962","SNRPB2","CSTF2"
"2963","SNRPB2","CSTF3"
"2964","SNRPB2","DDX23"
"2965","SNRPB2","DHX38"
"2966","SNRPB2","DHX9"
"2967","SNRPB2","DNAJC8"
"2968","SNRPB2","EFTUD2"
"2969","SNRPB2","FUS"
"2970","SNRPB2","GTF2F1"
"2971","SNRPB2","GTF2F2"
"2972","SNRPB2","HNRNPA0"
"2973","SNRPB2","HNRNPA1"
"2974","SNRPB2","HNRNPA2B1"
"2975","SNRPB2","HNRNPA3"
"2976","SNRPB2","HNRNPC"
"2977","SNRPB2","HNRNPD"
"2978","SNRPB2","HNRNPF"
"2979","SNRPB2","HNRNPH1"
"2980","SNRPB2","HNRNPK"
"2981","SNRPB2","HNRNPL"
"2982","SNRPB2","HNRNPM"
"2983","SNRPB2","HNRNPR"
"2984","SNRPB2","HNRNPU"
"2985","SNRPB2","HNRNPUL1"
"2986","SNRPB2","HRH1"
"2987","SNRPB2","MAGOH"
"2988","SNRPB2","NCBP1"
"2989","SNRPB2","NCBP2"
"2990","SNRPB2","NFX1"
"2991","SNRPB2","NUDT21"
"2992","SNRPB2","PABPN1"
"2993","SNRPB2","PAPOLA"
"2994","SNRPB2","PCBP1"
"2995","SNRPB2","PCBP2"
"2996","SNRPB2","PCF11"
"2997","SNRPB2","PHF5A"
"2998","SNRPB2","POLR2A"
"2999","SNRPB2","POLR2B"
"3000","SNRPB2","POLR2C"
"3001","SNRPB2","POLR2E"
"3002","SNRPB2","POLR2F"
"3003","SNRPB2","POLR2G"
"3004","SNRPB2","POLR2H"
"3005","SNRPB2","POLR2I"
"3006","SNRPB2","POLR2J"
"3007","SNRPB2","POLR2K"
"3008","SNRPB2","POLR2L"
"3009","SNRPB2","PRPF4"
"3010","SNRPB2","PRPF6"
"3011","SNRPB2","PRPF8"
"3012","SNRPB2","PTBP1"
"3013","SNRPB2","RBM5"
"3014","SNRPB2","RBMX"
"3015","SNRPB2","RBP4"
"3016","SNRPB2","RNPS1"
"3017","SNRPB2","SF3A1"
"3018","SNRPB2","SF3A3"
"3019","SNRPB2","SF3B1"
"3020","SNRPB2","SF3B3"
"3021","SNRPB2","SF3B5"
"3022","SNRPB2","SNRNP200"
"3023","SNRPB2","SNRNP40"
"3024","SNRPB2","SNRNP70"
"3025","SNRPB2","SNRPA"
"3026","SNRPB2","SNRPA1"
"3027","SNRPB2","SNRPB"
"3028","SNRPB2","SNRPC"
"3029","SNRPB2","SNRPD1"
"3030","SNRPB2","SNRPD2"
"3031","SNRPB2","SNRPD3"
"3032","SNRPB2","SNRPE"
"3033","SNRPB2","SNRPF"
"3034","SNRPB2","SNRPG"
"3035","SNRPB2","SNRPN"
"3036","SNRPB2","SNU13"
"3037","SNRPB2","SRRM1"
"3038","SNRPB2","SRSF1"
"3039","SNRPB2","SRSF11"
"3040","SNRPB2","SRSF2"
"3041","SNRPB2","SRSF3"
"3042","SNRPB2","SRSF4"
"3043","SNRPB2","SRSF5"
"3044","SNRPB2","SRSF6"
"3045","SNRPB2","SRSF7"
"3046","SNRPB2","SRSF9"
"3047","SNRPB2","SUGP1"
"3048","SNRPB2","TARDBP"
"3049","SNRPB2","TXNL4A"
"3050","SNRPB2","U2AF1L4"
"3051","SNRPB2","U2AF2"
"3052","SNRPB2","UBC"
"3053","SNRPB2","UPF3B"
"3054","SNRPB2","WBP4"
"3055","SNRPB2","YBX1"
"3056","SOD1","AKT1"
"3057","SOD1","BCL2"
"3058","SOD1","BRPF3"
"3059","SOD1","CAT"
"3060","SOD1","CCS"
"3061","SOD1","DERL1"
"3062","SOD1","DNAJB1"
"3063","SOD1","GPX1"
"3064","SOD1","GSTP1"
"3065","SOD1","HABP4"
"3066","SOD1","HSCB"
"3067","SOD1","HSPA4"
"3068","SOD1","MDH1"
"3069","SOD1","NFS1"
"3070","SOD1","NME1"
"3071","SOD1","NME2"
"3072","SOD1","NR4A1"
"3073","SOD1","P4HB"
"3074","SOD1","PARK7"
"3075","SOD1","PCBP1"
"3076","SOD1","PLEK"
"3077","SOD1","PRDX1"
"3078","SOD1","PRDX2"
"3079","SOD1","PRDX6"
"3080","SOD1","RNF19A"
"3081","SOD1","SOD2"
"3082","SOD1","STUB1"
"3083","SOD1","TARDBP"
"3084","SOD1","TLN1"
"3085","SOD1","TRAM1"
"3086","SOD1","TTN"
"3087","SOD1","TUBA4A"
"3088","SOD1","TXN"
"3089","SOD1","UBC"
"3090","SOD1","VCL"
"3091","SOD1","WDR1"
"3092","SOD2","AKT1"
"3093","SOD2","CAT"
"3094","SOD2","DECR1"
"3095","SOD2","EGR1"
"3096","SOD2","FOXO1"
"3097","SOD2","FOXO3"
"3098","SOD2","GPX1"
"3099","SOD2","NFE2L2"
"3100","SOD2","RAC2"
"3101","SOD2","RELA"
"3102","SOD2","SIRT1"
"3103","SOD2","SOD1"
"3104","SOD2","TNF"
"3105","SOD2","TP53"
"3106","SOD2","TXN2"
"3107","SOD2","UBC"
"3108","SRSF6","ALYREF"
"3109","SRSF6","C1QBP"
"3110","SRSF6","CCAR1"
"3111","SRSF6","CD2BP2"
"3112","SRSF6","CDC40"
"3113","SRSF6","CLK1"
"3114","SRSF6","CLP1"
"3115","SRSF6","CPSF2"
"3116","SRSF6","CPSF3"
"3117","SRSF6","CPSF7"
"3118","SRSF6","CSTF1"
"3119","SRSF6","CSTF2"
"3120","SRSF6","CSTF3"
"3121","SRSF6","DDX23"
"3122","SRSF6","DHX38"
"3123","SRSF6","DHX9"
"3124","SRSF6","DNAJC8"
"3125","SRSF6","DYRK1A"
"3126","SRSF6","EFTUD2"
"3127","SRSF6","FUS"
"3128","SRSF6","GALE"
"3129","SRSF6","GTF2F1"
"3130","SRSF6","GTF2F2"
"3131","SRSF6","HNRNPA0"
"3132","SRSF6","HNRNPA1"
"3133","SRSF6","HNRNPA2B1"
"3134","SRSF6","HNRNPA3"
"3135","SRSF6","HNRNPC"
"3136","SRSF6","HNRNPD"
"3137","SRSF6","HNRNPF"
"3138","SRSF6","HNRNPH1"
"3139","SRSF6","HNRNPK"
"3140","SRSF6","HNRNPL"
"3141","SRSF6","HNRNPM"
"3142","SRSF6","HNRNPR"
"3143","SRSF6","HNRNPU"
"3144","SRSF6","HNRNPUL1"
"3145","SRSF6","MAGOH"
"3146","SRSF6","MSI2"
"3147","SRSF6","NCBP1"
"3148","SRSF6","NCBP2"
"3149","SRSF6","NFX1"
"3150","SRSF6","NUDT21"
"3151","SRSF6","NUP107"
"3152","SRSF6","NUP133"
"3153","SRSF6","NUP153"
"3154","SRSF6","NUP155"
"3155","SRSF6","NUP160"
"3156","SRSF6","NUP188"
"3157","SRSF6","NUP205"
"3158","SRSF6","NUP210"
"3159","SRSF6","NUP214"
"3160","SRSF6","NUP35"
"3161","SRSF6","NUP37"
"3162","SRSF6","NUP43"
"3163","SRSF6","NUP50"
"3164","SRSF6","NUP54"
"3165","SRSF6","NUP62"
"3166","SRSF6","NUP85"
"3167","SRSF6","NUP88"
"3168","SRSF6","NUP93"
"3169","SRSF6","NXF1"
"3170","SRSF6","PABPN1"
"3171","SRSF6","PAPOLA"
"3172","SRSF6","PCBP1"
"3173","SRSF6","PCBP2"
"3174","SRSF6","PCF11"
"3175","SRSF6","PHF5A"
"3176","SRSF6","POLR2A"
"3177","SRSF6","POLR2B"
"3178","SRSF6","POLR2C"
"3179","SRSF6","POLR2E"
"3180","SRSF6","POLR2F"
"3181","SRSF6","POLR2G"
"3182","SRSF6","POLR2H"
"3183","SRSF6","POLR2I"
"3184","SRSF6","POLR2J"
"3185","SRSF6","POLR2K"
"3186","SRSF6","POLR2L"
"3187","SRSF6","PRPF4"
"3188","SRSF6","PRPF6"
"3189","SRSF6","PRPF8"
"3190","SRSF6","PTBP1"
"3191","SRSF6","RAE1"
"3192","SRSF6","RBM5"
"3193","SRSF6","RBMX"
"3194","SRSF6","RBP4"
"3195","SRSF6","RGPD8"
"3196","SRSF6","RNPS1"
"3197","SRSF6","SF3A1"
"3198","SRSF6","SF3A3"
"3199","SRSF6","SF3B1"
"3200","SRSF6","SF3B3"
"3201","SRSF6","SF3B5"
"3202","SRSF6","SNRNP200"
"3203","SRSF6","SNRNP35"
"3204","SRSF6","SNRNP40"
"3205","SRSF6","SNRNP70"
"3206","SRSF6","SNRPA"
"3207","SRSF6","SNRPA1"
"3208","SRSF6","SNRPB"
"3209","SRSF6","SNRPB2"
"3210","SRSF6","SNRPD1"
"3211","SRSF6","SNRPD2"
"3212","SRSF6","SNRPD3"
"3213","SRSF6","SNRPE"
"3214","SRSF6","SNRPF"
"3215","SRSF6","SNRPG"
"3216","SRSF6","SNU13"
"3217","SRSF6","SREK1"
"3218","SRSF6","SRPK1"
"3219","SRSF6","SRPK2"
"3220","SRSF6","SRRM1"
"3221","SRSF6","SRSF1"
"3222","SRSF6","SRSF11"
"3223","SRSF6","SRSF2"
"3224","SRSF6","SRSF3"
"3225","SRSF6","SRSF4"
"3226","SRSF6","SRSF5"
"3227","SRSF6","SRSF7"
"3228","SRSF6","SRSF9"
"3229","SRSF6","SUGP1"
"3230","SRSF6","TNPO3"
"3231","SRSF6","TPR"
"3232","SRSF6","TRA2B"
"3233","SRSF6","TXNL4A"
"3234","SRSF6","U2AF1L4"
"3235","SRSF6","U2AF2"
"3236","SRSF6","UBC"
"3237","SRSF6","UPF3B"
"3238","SRSF6","YBX1"
"3239","STAT3","A2M"
"3240","STAT3","ABL1"
"3241","STAT3","ADIPOR1"
"3242","STAT3","ADIPOR2"
"3243","STAT3","ADSS2"
"3244","STAT3","AKR1A1"
"3245","STAT3","AKT1"
"3246","STAT3","APEX1"
"3247","STAT3","BATF"
"3248","STAT3","BCL2"
"3249","STAT3","BCL3"
"3250","STAT3","BCL6"
"3251","STAT3","BHLHE40"
"3252","STAT3","BIRC5"
"3253","STAT3","BLK"
"3254","STAT3","CCND1"
"3255","STAT3","CCNK"
"3256","STAT3","CD44"
"3257","STAT3","CDC42"
"3258","STAT3","CDKN1A"
"3259","STAT3","CDKN1B"
"3260","STAT3","CEBPB"
"3261","STAT3","CEBPD"
"3262","STAT3","CFLAR"
"3263","STAT3","CREBBP"
"3264","STAT3","CSF2RA"
"3265","STAT3","CTNNB1"
"3266","STAT3","CTSB"
"3267","STAT3","CXCL8"
"3268","STAT3","CYLD"
"3269","STAT3","DAP"
"3270","STAT3","DECR1"
"3271","STAT3","DHX9"
"3272","STAT3","DNMT1"
"3273","STAT3","DUSP22"
"3274","STAT3","ECHS1"
"3275","STAT3","EED"
"3276","STAT3","EFL1"
"3277","STAT3","EGFR"
"3278","STAT3","EGR1"
"3279","STAT3","EIF2AK2"
"3280","STAT3","ELP2"
"3281","STAT3","EMB"
"3282","STAT3","EP300"
"3283","STAT3","ERBB3"
"3284","STAT3","EZH2"
"3285","STAT3","FER"
"3286","STAT3","FES"
"3287","STAT3","FGFR1OP"
"3288","STAT3","FGG"
"3289","STAT3","FLOT2"
"3290","STAT3","FOS"
"3291","STAT3","FOXO1"
"3292","STAT3","FOXO3"
"3293","STAT3","FRK"
"3294","STAT3","FXYD5"
"3295","STAT3","GADD45GIP1"
"3296","STAT3","GRB2"
"3297","STAT3","GSK3B"
"3298","STAT3","HCK"
"3299","STAT3","HDAC1"
"3300","STAT3","HDAC2"
"3301","STAT3","HDAC3"
"3302","STAT3","HDAC9"
"3303","STAT3","HES1"
"3304","STAT3","HIF1A"
"3305","STAT3","HSP90AA4P"
"3306","STAT3","HSPA4"
"3307","STAT3","HSPB1"
"3308","STAT3","ICAM1"
"3309","STAT3","ICOS"
"3310","STAT3","IFNG"
"3311","STAT3","IGF1"
"3312","STAT3","IKBKE"
"3313","STAT3","IL10"
"3314","STAT3","IL10RA"
"3315","STAT3","IL18"
"3316","STAT3","IL1B"
"3317","STAT3","IL21R"
"3318","STAT3","IL23A"
"3319","STAT3","IL24"
"3320","STAT3","IL27RA"
"3321","STAT3","IL2RA"
"3322","STAT3","IL2RB"
"3323","STAT3","IL2RG"
"3324","STAT3","IL32"
"3325","STAT3","IL6R"
"3326","STAT3","IL6ST"
"3327","STAT3","IRAK1"
"3328","STAT3","IRF1"
"3329","STAT3","IRF4"
"3330","STAT3","IRF9"
"3331","STAT3","JAK1"
"3332","STAT3","JAK2"
"3333","STAT3","JAK3"
"3334","STAT3","JUN"
"3335","STAT3","JUNB"
"3336","STAT3","KAT5"
"3337","STAT3","KDM6B"
"3338","STAT3","KLF11"
"3339","STAT3","KLF4"
"3340","STAT3","KPNA1"
"3341","STAT3","LAP3"
"3342","STAT3","LCK"
"3343","STAT3","LDHB"
"3344","STAT3","LMO4"
"3345","STAT3","LRPPRC"
"3346","STAT3","LYN"
"3347","STAT3","MAP1LC3B"
"3348","STAT3","MAP2K1"
"3349","STAT3","MAP2K2"
"3350","STAT3","MAP2K5"
"3351","STAT3","MAP3K7"
"3352","STAT3","MAP4K4"
"3353","STAT3","MAPK1"
"3354","STAT3","MAPK14"
"3355","STAT3","MAPK3"
"3356","STAT3","MAPK8"
"3357","STAT3","MCL1"
"3358","STAT3","ME2"
"3359","STAT3","MET"
"3360","STAT3","MIR3652"
"3361","STAT3","MTA3"
"3362","STAT3","MT-ND1"
"3363","STAT3","MTOR"
"3364","STAT3","MYC"
"3365","STAT3","MYD88"
"3366","STAT3","NAMPT"
"3367","STAT3","NCOA1"
"3368","STAT3","NDUFA13"
"3369","STAT3","NEK6"
"3370","STAT3","NFAT5"
"3371","STAT3","NFATC1"
"3372","STAT3","NFATC2"
"3373","STAT3","NFKB1"
"3374","STAT3","NFKBIA"
"3375","STAT3","NNMT"
"3376","STAT3","NOTCH1"
"3377","STAT3","NR3C1"
"3378","STAT3","OSM"
"3379","STAT3","PDIA3"
"3380","STAT3","PDLIM2"
"3381","STAT3","PEMT"
"3382","STAT3","PIAS1"
"3383","STAT3","PIAS2"
"3384","STAT3","PIAS3"
"3385","STAT3","PIK3CA"
"3386","STAT3","PIK3R1"
"3387","STAT3","PIM1"
"3388","STAT3","PKM"
"3389","STAT3","PLAU"
"3390","STAT3","PPIB"
"3391","STAT3","PPIF"
"3392","STAT3","PRKCD"
"3393","STAT3","PRKCE"
"3394","STAT3","PRKCQ"
"3395","STAT3","PRMT2"
"3396","STAT3","PTAFR"
"3397","STAT3","PTGER4"
"3398","STAT3","PTGS2"
"3399","STAT3","PTK2"
"3400","STAT3","PTPA"
"3401","STAT3","PTPN1"
