"","logFC","logCPM","PValue","qval"
"ZNF675",5.51999011757261,5.60303936362068,1.42548478379444e-07,1.68410339024439e-07
"HNRNPAB",-6.20078977603034,-0.0855932033342283,0.0227751499172872,0.0123026961983824
"RPF2",-8.85696656423626,5.24187292387055,1.02607025135935e-10,2.63368317913341e-10
"MYO5A",4.97807807040011,6.21197133367407,6.92349128094079e-07,7.33387339410905e-07
"IRF1-AS1",-10.3609425320126,3.60454695953364,1.53012312985864e-08,2.15067945330575e-08
"SIPA1L1",-5.01416651985885,5.73368312932849,8.19271868768108e-07,8.62124418576842e-07
"TOPORS",-3.69946852768987,7.06686441960215,7.25203576990783e-05,5.92829210316025e-05
"FAR1",3.51461525796,6.77102750634967,0.000147298299754876,0.000115667305036589
"MPEG1",3.51782162456627,4.69166919313555,0.000212914516008521,0.000162779206356446
"SPTAN1",-12.8893579995562,6.1068672618154,3.46791292363757e-13,3.3564126772211e-12
"PHF2",-10.1209375589002,3.37026643552601,4.06221760513539e-08,5.31493657405409e-08
"S100A10",2.27752365553119,7.85550406036412,0.00917381729225712,0.0053500333070382
"MCMBP",5.92036173541098,6.09213774178539,2.51150191167633e-08,3.39057012200883e-08
"SGTB",-13.8769460959427,7.09175749011994,4.94469630687269e-15,2.11313088901293e-13
"MYO1C",-5.45544763579729,4.72537384997824,4.29350645450748e-07,4.68930378694906e-07
"ADH5",-12.0029903066311,5.22512717729921,1.53332338314726e-11,5.50409691910993e-11
"S100A6",2.04099649724651,7.41370030851198,0.0187987664374928,0.0103207188289694
"AKAP17A",-9.83287867178935,3.09045734095939,1.29284551843124e-07,1.53958550967048e-07
"SNHG12",-5.23061173439862,5.87670564313987,3.50177785988864e-07,3.88499057106606e-07
"MRPL42",-11.8787788115443,5.10182329042948,2.5904573403874e-11,8.35059020289091e-11
"ZNF84",-11.2357169803425,4.46494856289431,3.98600180894792e-10,8.23918905953321e-10
"MAK16",-2.04047916304338,2.23838984476182,0.0426135647124876,0.0216737479233785
"GRK6",-10.0012100012872,3.25376999175911,6.58586031541924e-08,8.30333184751581e-08
"HIBCH",4.43889676343188,4.75382503229006,9.75286874235038e-06,8.90548406214384e-06
"ZNF544",-9.93145835344295,3.18602756241952,8.71576590864226e-08,1.07024265064675e-07
"HMGN5",-13.1457024484998,6.36232517408446,1.14893591403795e-13,1.45901294924696e-12
"MAN1A2",-12.3864258396725,5.60620848159399,2.99042415480519e-12,1.46438345866953e-11
"QRICH1",-5.8885559185284,6.21673213953815,2.76647675834503e-08,3.70571779550208e-08
"FKBP1C",-2.77866366141051,1.02238839469764,0.0271201380409966,0.0144180181829263
"DDX42",4.9025763560932,4.38303922741261,3.04683983866888e-06,2.97998717790855e-06
"UBL5",-10.8009110796379,7.17640718998632,2.47985801180573e-14,5.71674384094569e-13
"CARD11",-10.7998289990882,4.03513854810083,2.44147093478449e-09,4.10731977386462e-09
"SDAD1",-9.44195226836792,6.7365643646993,6.81185642089151e-13,5.26625258023264e-12
"PIM3",6.80924504303245,0.379344770561031,0.00481584000798491,0.00296280660886579
"GFPT1",-11.221174735161,4.4505807694557,4.23589134772584e-10,8.68647755181567e-10
"BZW1P2",4.85904748464517,1.45549281945916,0.000600631071840188,0.000430750097470022
"OGA",-12.6872927113827,5.90562111251911,8.25640188610796e-13,5.96879173579053e-12
"TXNRD1",4.20282418415437,6.71816256337116,1.19009313250616e-05,1.07323447078609e-05
"GPN1",-6.20078977603034,-0.0855932033342283,0.0227751499172872,0.0123026961983824
"ZNF28",-9.1012090264405,2.38876738605219,2.23810682965744e-06,2.2316353361576e-06
