"SUID","adjustedPValue_DNBs","description_DNBs","N_DNBs","name","nn_DNBs","nodeFillColor_DNBs","nodeFontSize_DNBs","nodeSize_DNBs","nodeType_DNBs","pValue_DNBs","selected","shared name","X_DNBs","xx_DNBs"
"388","1.3425E-3","macromolecule localization","14285","33036","1110","2.8720875271815345","14","15.491933384829668","ellipse","4.4874E-5","false","33036","459","60"
"389","8.4908E-1","lipid localization","14285","10876","151","0.07104997176299312","14","4.0","ellipse","7.1951E-1","false","10876","459","4"
"391","6.1685E-2","respiratory electron transport chain","14285","22904","65","1.2098198794914845","14","5.291502622129181","ellipse","4.7129E-3","false","22904","459","7"
"393","3.1526E-10","macromolecule metabolic process","14285","43170","4008","9.50132873193922","14","28.21347195933177","ellipse","7.5271E-13","false","43170","459","199"
"395","2.1988E-1","regulation of cellular biosynthetic process","14285","31326","3020","0.6578176581176081","14","21.2602916254693","ellipse","3.7920E-2","false","31326","459","113"
"397","2.2515E-3","positive regulation of cellular metabolic process","14285","31325","965","2.6475313756453835","14","14.560219778561036","ellipse","8.6250E-5","false","31325","459","53"
"399","9.5095E-2","negative regulation of catalytic activity","14285","43086","300","1.0218425392886874","14","8.48528137423857","ellipse","8.4007E-3","false","43086","459","18"
"401","2.1273E-1","localization","14285","51179","2982","0.6721798495485776","14","21.166010488516726","ellipse","3.5299E-2","false","51179","459","112"
"403","5.2218E-1","signaling process","14285","23046","2156","0.2821762760052646","14","17.320508075688775","ellipse","2.4200E-1","false","23046","459","75"
"406","1.7569E-4","cell activation","14285","1775","275","3.7552632683688825","14","10.0","ellipse","2.9363E-6","false","1775","459","25"
"407","1.0032E-5","leukocyte activation","14285","45321","233","4.998608947294636","14","10.0","ellipse","1.3174E-7","false","45321","459","25"
"409","7.8781E-2","somatic diversification of immune receptors","14285","2200","24","1.1035804870887556","14","4.0","ellipse","6.7087E-3","false","2200","459","4"
"411","1.1975E-1","cellular component assembly","14285","22607","913","0.9217293054714418","14","12.96148139681572","ellipse","1.1961E-2","false","22607","459","42"
"413","4.3215E-5","primary metabolic process","14285","44238","5277","4.3643657932700455","14","29.664793948382652","ellipse","6.5347E-7","false","44238","459","220"
"414","4.7563E-8","nucleobase, nucleoside, nucleotide and nucleic acid metabolic process","14285","6139","1782","7.322726636025137","14","20.493901531919196","ellipse","2.4605E-10","false","6139","459","105"
"417","1.6112E-14","cellular macromolecule metabolic process","14285","44260","3499","13.792839559609986","14","27.92848008753788","ellipse","6.4116E-18","false","44260","459","195"
"422","5.2218E-1","signal transmission","14285","23060","2156","0.2821762760052646","14","17.320508075688775","ellipse","2.4200E-1","false","23060","459","75"
"424","4.5177E-1","positive regulation of catalytic activity","14285","43085","553","0.3450780557739919","14","9.38083151964686","ellipse","1.7761E-1","false","43085","459","22"
"427","2.3829E-2","vesicle-mediated transport","14285","16192","590","1.6228873247069826","14","11.489125293076057","ellipse","1.4318E-3","false","16192","459","33"
"430","2.3043E-2","protein import","14285","17038","117","1.6374599263350946","14","6.6332495807108","ellipse","1.3571E-3","false","17038","459","11"
"432","2.1992E-2","regulation of apoptosis","14285","42981","852","1.6577449938284612","14","13.2664991614216","ellipse","1.2514E-3","false","42981","459","44"
"433","4.8759E-3","negative regulation of apoptosis","14285","43066","376","2.311944246661003","14","10.198039027185569","ellipse","2.0955E-4","false","43066","459","26"
"436","6.2687E-3","cell death","14285","8219","698","2.2028226073537818","14","12.649110640673518","ellipse","2.8188E-4","false","8219","459","40"
"438","6.1055E-4","cellular component disassembly","14285","22411","59","3.2142798133729675","14","6.324555320336759","ellipse","1.6278E-5","false","22411","459","10"
"440","8.5856E-3","cellular macromolecule localization","14285","70727","436","2.066228205776069","14","10.583005244258363","ellipse","4.0656E-4","false","70727","459","28"
"443","4.2946E-2","activated T cell proliferation","14285","50798","3","1.367075489296646","14","2.8284271247461903","ellipse","3.0249E-3","false","50798","459","2"
"447","4.4099E-1","positive regulation of signaling pathway","14285","35468","380","0.3555725847491489","14","8.0","ellipse","1.6478E-1","false","35468","459","16"
"449","1.0898E-1","positive regulation of macromolecule biosynthetic process","14285","10557","674","0.9626670145240089","14","11.489125293076057","ellipse","1.0706E-2","false","10557","459","33"
"454","2.1376E-1","regulation of biosynthetic process","14285","9889","3044","0.6700781689651956","14","21.354156504062622","ellipse","3.6236E-2","false","9889","459","114"
"457","9.3800E-4","multi-organism process","14285","51704","785","3.027795344956803","14","13.711309200802088","ellipse","2.7995E-5","false","51704","459","47"
"458","1.8286E-6","interspecies interaction between organisms","14285","44419","327","5.737874478412213","14","11.313708498984761","ellipse","2.1102E-8","false","44419","459","32"
"460","4.2266E-4","regulation of ubiquitin-protein ligase activity","14285","51438","81","3.374008557980598","14","6.928203230275509","ellipse","9.9232E-6","false","51438","459","12"
"463","6.4478E-5","nuclear transport","14285","51169","146","4.190591669286534","14","8.48528137423857","ellipse","1.0263E-6","false","51169","459","18"
"465","3.4605E-2","proteolysis","14285","6508","728","1.4608650463988981","14","12.328828005937952","ellipse","2.2170E-3","false","6508","459","38"
"467","3.6848E-4","protein metabolic process","14285","19538","2606","3.433583309843103","14","22.0","ellipse","7.7714E-6","false","19538","459","121"
"472","3.0318E-2","chromatin assembly","14285","31497","87","1.5183064850877868","14","6.0","ellipse","1.8820E-3","false","31497","459","9"
"473","2.3043E-2","nucleosome assembly","14285","6334","83","1.6374599263350946","14","6.0","ellipse","1.3498E-3","false","6334","459","9"
"475","4.3442E-6","chromatin organization","14285","6325","412","5.3620920141202255","14","12.0","ellipse","5.1861E-8","false","6325","459","36"
"477","3.0344E-10","nucleic acid metabolic process","14285","90304","1457","9.517920391580002","14","19.79898987322333","ellipse","6.0375E-13","false","90304","459","98"
"479","1.4664E-2","macromolecule biosynthetic process","14285","9059","1054","1.8337352361156556","14","14.560219778561036","ellipse","7.4110E-4","false","9059","459","53"
"480","9.5562E-3","cellular macromolecule biosynthetic process","14285","34645","1033","2.019714095445041","14","14.560219778561036","ellipse","4.6393E-4","false","34645","459","53"
"482","1.0934E-2","DNA conformation change","14285","71103","139","1.9612216774094609","14","7.211102550927978","ellipse","5.3952E-4","false","71103","459","13"
"483","8.5881E-3","DNA packaging","14285","6323","118","2.066102967320531","14","6.928203230275509","ellipse","4.1010E-4","false","6323","459","12"
"486","4.2946E-2","positive regulation of transforming growth factor-beta1 production","14285","32914","3","1.367075489296646","14","2.8284271247461903","ellipse","3.0249E-3","false","32914","459","2"
"488","5.2636E-1","positive regulation of cell communication","14285","10647","413","0.27871522345320693","14","8.0","ellipse","2.5575E-1","false","10647","459","16"
"497","3.8714E-1","mononuclear cell proliferation","14285","32943","39","0.4121341723802076","14","3.4641016151377544","ellipse","1.2921E-1","false","32943","459","3"
"499","1.0668E-1","regulation of immune system process","14285","2682","424","0.9719289464485782","14","9.591663046625438","ellipse","1.0229E-2","false","2682","459","23"
"504","8.0674E-4","negative regulation of cellular protein metabolic process","14285","32269","199","3.0932671506239773","14","8.717797887081348","ellipse","2.2968E-5","false","32269","459","19"
"509","8.1461E-1","organ development","14285","48513","1792","0.08905114430015129","14","14.832396974191326","ellipse","6.6549E-1","false","48513","459","55"
"512","8.6795E-4","T cell differentiation","14285","30217","62","3.061502808747196","14","6.324555320336759","ellipse","2.5559E-5","false","30217","459","10"
"516","2.1803E-3","electron transport chain","14285","22900","115","2.6614934279655027","14","7.211102550927978","ellipse","8.1250E-5","false","22900","459","13"
"520","2.2020E-1","V(D)J recombination","14285","33151","10","0.6571794897682091","14","2.8284271247461903","ellipse","3.9081E-2","false","33151","459","2"
"525","2.1986E-1","cellular biosynthetic process","14285","44249","1686","0.6578466004691108","14","16.3707055437449","ellipse","3.7796E-2","false","44249","459","67"
"527","3.6709E-2","Rac protein signal transduction","14285","16601","9","1.4352302863374982","14","3.4641016151377544","ellipse","2.3956E-3","false","16601","459","3"
"530","5.2216E-5","cellular catabolic process","14285","44248","774","4.282193352483743","14","14.2828568570857","ellipse","8.1036E-7","false","44248","459","51"
"533","6.1660E-3","hemopoietic or lymphoid organ development","14285","48534","259","2.209995375904461","14","8.94427190999916","ellipse","2.7235E-4","false","48534","459","20"
"535","4.2946E-2","cell division","14285","51301","314","1.367075489296646","14","8.94427190999916","ellipse","2.9044E-3","false","51301","459","20"
"537","1.0917E-3","posttranscriptional regulation of gene expression","14285","10608","241","2.961879805697465","14","9.16515138991168","ellipse","3.4321E-5","false","10608","459","21"
"538","4.6383E-2","regulation of translation","14285","6417","150","1.3336430829006836","14","6.928203230275509","ellipse","3.3038E-3","false","6417","459","12"
"540","4.2067E-3","cellular component disassembly involved in apoptosis","14285","6921","27","2.3760618695891127","14","4.898979485566356","ellipse","1.7744E-4","false","6921","459","6"
"545","1.9073E-2","nucleosome disassembly","14285","6337","7","1.719577333453403","14","3.4641016151377544","ellipse","1.0474E-3","false","6337","459","3"
"556","2.7460E-1","biosynthetic process","14285","9058","1796","0.561303328887923","14","16.61324772583615","ellipse","6.3814E-2","false","9058","459","69"
"568","1.0351E-1","negative regulation of molecular function","14285","44092","374","0.9850195082604065","14","9.16515138991168","ellipse","9.5985E-3","false","44092","459","21"
"570","3.1251E-2","anti-apoptosis","14285","6916","199","1.5051297101404906","14","7.745966692414834","ellipse","1.9524E-3","false","6916","459","15"
"572","4.1797E-2","alpha-beta T cell activation","14285","46631","19","1.378850689893325","14","4.0","ellipse","2.7776E-3","false","46631","459","4"
"574","1.5550E-2","protein localization in nucleus","14285","34504","93","1.808271006204608","14","6.324555320336759","ellipse","7.9204E-4","false","34504","459","10"
"581","1.6421E-4","chromatin modification","14285","16568","310","3.7846032630934676","14","10.392304845413264","ellipse","2.6791E-6","false","16568","459","27"
"582","3.8045E-2","covalent chromatin modification","14285","16569","145","1.4196990933014668","14","6.928203230275509","ellipse","2.4980E-3","false","16569","459","12"
"591","4.6631E-2","protein deubiquitination","14285","16579","46","1.331321540458084","14","4.898979485566356","ellipse","3.3558E-3","false","16579","459","6"
"595","6.0807E-2","protein modification by small protein removal","14285","70646","49","1.2160466393820581","14","4.898979485566356","ellipse","4.6216E-3","false","70646","459","6"
"597","5.0892E-2","positive regulation of nitrogen compound metabolic process","14285","51173","676","1.2933499251724943","14","11.832159566199232","ellipse","3.7263E-3","false","51173","459","35"
"599","6.3568E-2","response to stress","14285","6950","1773","1.19675993647102","14","17.435595774162696","ellipse","4.9833E-3","false","6950","459","76"
"605","3.3430E-5","proteasomal ubiquitin-dependent protein catabolic process","14285","43161","139","4.475858917860086","14","8.48528137423857","ellipse","4.9221E-7","false","43161","459","18"
"608","1.3348E-1","positive regulation of transforming growth factor-beta production","14285","71636","6","0.8745833749816312","14","2.8284271247461903","ellipse","1.4182E-2","false","71636","459","2"
"610","6.2286E-2","regulation of phosphatase activity","14285","10921","22","1.2056097077601298","14","4.0","ellipse","4.8580E-3","false","10921","459","4"
"611","2.3585E-2","regulation of phosphoprotein phosphatase activity","14285","43666","16","1.6273731187336842","14","4.0","ellipse","1.4078E-3","false","43666","459","4"
"613","2.4877E-4","anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process","14285","31145","63","3.6042075121653148","14","6.6332495807108","ellipse","4.5536E-6","false","31145","459","11"
"619","4.3558E-2","membrane organization","14285","61024","383","1.3609338749702802","14","9.591663046625438","ellipse","3.0853E-3","false","61024","459","23"
"620","4.2946E-2","cellular membrane organization","14285","16044","382","1.367075489296646","14","9.591663046625438","ellipse","2.9868E-3","false","16044","459","23"
"626","2.5420E-1","positive regulation of cytokine production","14285","1819","103","0.5948178522618011","14","5.291502622129181","ellipse","4.8049E-2","false","1819","459","7"
"628","4.7694E-1","regulation of cytokine production","14285","1817","202","0.32153523339667195","14","6.0","ellipse","2.0304E-1","false","1817","459","9"
"634","1.9581E-2","alpha-beta T cell differentiation","14285","46632","15","1.708155331164934","14","4.0","ellipse","1.0831E-3","false","46632","459","4"
"636","3.4864E-2","response to DNA damage stimulus","14285","6974","396","1.4576231469225953","14","9.797958971132712","ellipse","2.2475E-3","false","6974","459","24"
"649","1.0000","multicellular organismal process","14285","32501","4376","-0.0","14","20.784609690826528","ellipse","9.9975E-1","false","32501","459","108"
"655","3.7082E-1","chromatin remodeling","14285","6338","58","0.4308358376870163","14","4.0","ellipse","1.1561E-1","false","6338","459","4"
"656","2.6870E-2","ATP-dependent chromatin remodeling","14285","43044","8","1.5707280247731277","14","3.4641016151377544","ellipse","1.6360E-3","false","43044","459","3"
"666","8.1329E-1","lipid transport","14285","6869","139","0.08975426133086722","14","4.0","ellipse","6.5729E-1","false","6869","459","4"
"668","3.3362E-1","response to stimulus","14285","50896","3631","0.47674178124293176","14","22.80350850198276","ellipse","8.2162E-2","false","50896","459","130"
"671","2.1988E-1","positive regulation of molecular function","14285","44093","638","0.6578176581176081","14","10.770329614269007","ellipse","3.8109E-2","false","44093","459","29"
"676","8.3017E-1","oxidation reduction","14285","55114","647","0.0808322578777861","14","8.717797887081348","ellipse","6.9084E-1","false","55114","459","19"
"682","1.9073E-2","glycolipid transport","14285","46836","2","1.719577333453403","14","2.8284271247461903","ellipse","1.0303E-3","false","46836","459","2"
"688","1.6727E-1","regulation of dephosphorylation","14285","35303","32","0.7765891045765303","14","4.0","ellipse","1.8567E-2","false","35303","459","4"
"703","1.9073E-2","protein-DNA complex disassembly","14285","32986","7","1.719577333453403","14","3.4641016151377544","ellipse","1.0474E-3","false","32986","459","3"
"714","8.9708E-1","regulation of multicellular organismal process","14285","51239","1067","0.047167472518079644","14","10.954451150103322","ellipse","8.0446E-1","false","51239","459","30"
"721","2.7414E-1","response to chemical stimulus","14285","42221","1465","0.5620280187992819","14","15.231546211727817","ellipse","5.4563E-2","false","42221","459","58"
"737","4.2946E-2","positive regulation of T cell receptor signaling pathway","14285","50862","3","1.367075489296646","14","2.8284271247461903","ellipse","3.0249E-3","false","50862","459","2"
"740","4.0324E-1","leukocyte proliferation","14285","70661","40","0.3944361373498123","14","3.4641016151377544","ellipse","1.3655E-1","false","70661","459","3"
"742","7.1144E-1","regulation of phosphate metabolic process","14285","19220","542","0.147858718805716","14","8.48528137423857","ellipse","4.7726E-1","false","19220","459","18"
"773","7.5316E-1","regulation of hydrolase activity","14285","51336","375","0.12311344351399581","14","6.928203230275509","ellipse","5.4756E-1","false","51336","459","12"
