,stage2,stage3
ENSG00000104365.13,6.816326531,0.094776828
ENSG00000104375.15,0.020408163,0.888888889
ENSG00000104381.12,0.469387755,0.066666667
ENSG00000104388.14,216.8571429,143.5396011
ENSG00000104408.9,1936.32102,2300.524277
ENSG00000104412.7,0.020408163,0.201709402
ENSG00000104419.14,0.224489796,452.8727445
ENSG00000104427.11,0.12244898,0.361823362
ENSG00000104432.13,157.0408163,0.022222222
ENSG00000104442.9,85.57142857,63.7506173
ENSG00000104447.12,15.57142857,0.197340931
ENSG00000104450.12,3.200816327,0.034567901
ENSG00000104472.9,1209.326531,386.8246915
ENSG00000104490.17,0.040816327,0.162393162
ENSG00000104497.13,0.020408163,0.022222222
ENSG00000104517.12,398.2857143,350.6727446
ENSG00000104522.15,0.163265306,6.531623931
ENSG00000104529.17,1055.183061,1580.563432
ENSG00000104549.11,54.93877551,0.121367521
ENSG00000104613.11,862.4897959,203.4617284
ENSG00000104626.14,995.5306122,38.44444443
ENSG00000104635.13,0.102040816,0.125925926
ENSG00000104643.9,0.367346939,2.520417854
ENSG00000104660.17,673.0204082,471.631168
ENSG00000104671.7,51.97959184,0.341690408
ENSG00000104679.10,0.163265306,0.212345679
ENSG00000104687.12,0.142857143,1.118518518
ENSG00000104689.9,187.2244898,98.50182335
ENSG00000104695.12,0.040816327,228.5730295
ENSG00000104714.13,562.4693878,653.3642924
ENSG00000104731.13,0.428571429,0.185185185
ENSG00000104738.16,0.204081633,0.022222222
ENSG00000104756.15,148.3877551,660.7935422
ENSG00000104760.16,0.06122449,0.181196581
ENSG00000104763.18,1218.836735,539.0976258
ENSG00000104765.15,3549.142857,300.4119658
ENSG00000104774.12,0.360408163,0.101234568
ENSG00000104783.11,0.06122449,31.39696106
ENSG00000104805.15,0.020408163,0.316049383
ENSG00000104814.12,14.89795918,73.56790125
ENSG00000104823.8,778.2032653,374.751377
ENSG00000104824.16,3485.477755,1628.142934
ENSG00000104825.16,1.346938776,64.21709403
ENSG00000104833.11,0.020408163,0.022222222
ENSG00000104852.14,0.102040816,56.46457739
ENSG00000104853.15,0.163265306,14.89382716
ENSG00000104856.13,0.06122449,114.8296296
ENSG00000104863.11,0.081632653,46.82564103
ENSG00000104870.12,0.020408163,12.64444445
ENSG00000104872.10,171.7959184,1.247777778
ENSG00000104880.17,14.28571429,49.86514719
ENSG00000104885.17,0.06122449,3.596011396
ENSG00000104886.11,0.183673469,82.75612534
ENSG00000104894.11,802.4489796,255.9164292
ENSG00000104904.12,7188.998163,4812.418509
ENSG00000104921.14,704.7122449,275.7277778
ENSG00000104946.12,0.040816327,0.155555556
ENSG00000104951.15,2.673469388,0.022222222
ENSG00000104957.13,0.040816327,28.48888889
ENSG00000104964.14,56.26959184,213.2102469
ENSG00000104970.10,0.020408163,0.022222222
ENSG00000104972.15,0.836734694,1.590123457
ENSG00000104979.8,705.1020408,396.7865147
ENSG00000104980.7,0.163265306,86.65868947
ENSG00000104998.3,48.69387755,127.3641026
ENSG00000105011.8,0.081632653,0.044444444
ENSG00000105053.10,0.12244898,2.311111111
ENSG00000105058.11,216.4897959,27.14510921
ENSG00000105063.18,60.81428571,0.402469136
ENSG00000105085.10,0.448979592,270.0345679
ENSG00000105122.12,24.02040816,0.64634378
ENSG00000105127.8,139.7346939,983.9363723
ENSG00000105135.15,0.102040816,0.14017094
ENSG00000105136.20,0.142857143,0.022222222
ENSG00000105171.9,1418.857143,152.0482431
ENSG00000105173.13,0.040816327,0.037037037
ENSG00000105176.17,780.3673469,0.335992402
ENSG00000105185.11,251.4693878,55.03304843
ENSG00000105186.15,0.367346939,48.38765433
ENSG00000105193.8,6858.102041,4708.921434
ENSG00000105197.10,16.91836735,396.4700854
ENSG00000105202.8,51.55102041,759.1185184
ENSG00000105220.14,1629.673469,472.2320988
ENSG00000105221.16,0.020408163,85.5580247
ENSG00000105223.19,0.387755102,1.566191833
ENSG00000105248.15,455.7959184,0.088888889
ENSG00000105254.11,577.9387755,71.0317189
ENSG00000105258.8,161.2040816,5.289392212
ENSG00000105281.12,0.081632653,97.10959165
ENSG00000105287.12,345.6530612,308.7948718
ENSG00000105298.13,0.020408163,0.345679012
ENSG00000105323.16,439.6122449,324.2744634
ENSG00000105325.13,0.795918367,17.19012346
ENSG00000105329.9,0.102040816,69.39296297
ENSG00000105339.10,564.1632653,418.4790123
ENSG00000105341.18,0.06122449,0.114529915
ENSG00000105355.8,519.4083673,91.7489136
ENSG00000105364.13,111.9655102,0.066666667
ENSG00000105369.9,2117.877551,1259.407407
ENSG00000105372.6,15325.16327,12661.78158
ENSG00000105373.18,507.0612245,417.1515669
ENSG00000105374.9,2.653061224,2.742640076
ENSG00000105379.9,646.5602041,0.443874644
ENSG00000105388.15,0.163265306,0.135802469
ENSG00000105392.15,0.06122449,0.177777778
ENSG00000105393.15,1696.897959,0.22317189
ENSG00000105397.13,0.06122449,12.5982906
ENSG00000105398.3,0.020408163,0.051282051
ENSG00000105401.8,197.7959184,306.9975309
ENSG00000105402.7,526.7191837,202.7471415
ENSG00000105404.10,38.34693878,925.676923
ENSG00000105438.8,24,50.01215573
ENSG00000105443.14,2.632653061,208.8666667
ENSG00000105447.12,122.877551,0.192592593
ENSG00000105483.17,307.4081633,427.322887
ENSG00000105497.7,963.3265306,1034.280722
ENSG00000105514.7,0.049387755,0.027654321
ENSG00000105518.13,188.2412245,16.33372649
ENSG00000105519.15,82.79591837,0.04691358
ENSG00000105552.14,0.020408163,0.365432099
ENSG00000105568.17,13.51020408,709.0957266
ENSG00000105576.15,90.57142857,5.366381768
ENSG00000105583.9,731.5706122,1301.946612
ENSG00000105607.12,0.06122449,522.6700854
ENSG00000105609.16,0.06122449,0.382716049
ENSG00000105617.3,2.632653061,0.044444444
ENSG00000105618.13,0.285714286,173.291358
ENSG00000105619.13,0.06122449,1.844444444
ENSG00000105639.18,1301.653061,352.7827161
ENSG00000105640.12,13053.86306,9421.101685
ENSG00000105643.9,967.0204082,184.4197531
ENSG00000105655.18,0.265306122,0.088888889
ENSG00000105656.12,0.102040816,521.3107502
ENSG00000105669.13,431.9753061,218.6146249
ENSG00000105671.11,0.020408163,74.75308643
ENSG00000105677.11,9,662.2632479
ENSG00000105698.15,128.9795918,20.21614435
ENSG00000105699.16,0.06122449,0.037986705
ENSG00000105700.10,421.5340816,61.55304842
ENSG00000105701.15,0.183673469,6.022222223
ENSG00000105705.15,0.020408163,19.90617284
ENSG00000105717.13,1.530612245,176.6774929
ENSG00000105726.16,0.428571429,39.43950617
ENSG00000105738.10,91.59183673,4.060018992
ENSG00000105755.7,0.204081633,0.034567901
ENSG00000105771.13,0.020408163,0.025641026
ENSG00000105778.18,25.79591837,0.850712251
ENSG00000105793.15,0.06122449,0.044444444
ENSG00000105808.17,0.020408163,31.76731244
ENSG00000105810.9,13.53061224,586.3468187
ENSG00000105819.13,496.3173469,1418.710135
ENSG00000105821.14,1977.213265,1355.921584
ENSG00000105829.11,0.612244898,265.8790123
ENSG00000105835.11,511.6865306,1184.047035
ENSG00000105849.5,394.5918367,1002.035138
ENSG00000105851.10,6.693877551,0.785185185
ENSG00000105854.12,0.897959184,0.049382716
ENSG00000105856.13,714.6316327,10.44653371
ENSG00000105866.13,77.69387755,209.3874644
ENSG00000105879.11,255.1836735,106.7654321
ENSG00000105887.10,2372.75898,496.8493542
ENSG00000105926.15,0.040816327,592.6123457
ENSG00000105939.12,3461.22449,510.6873696
ENSG00000105953.14,0.102040816,313.7555556
ENSG00000105967.15,17.93877551,301.4453941
ENSG00000105968.18,526.5102041,411.5215575
ENSG00000105976.14,0.040816327,0.692307692
ENSG00000105983.20,2.979591837,8.537511871
ENSG00000105988.6,0.959183673,1.239506173
ENSG00000105993.14,3617.40551,864.2295667
ENSG00000106003.12,0.081632653,226.4355176
ENSG00000106028.10,1175.938776,531.7730294
ENSG00000106052.13,2327.506735,2998.539702
ENSG00000106066.14,0.040816327,0.277302944
ENSG00000106069.21,0.040816327,0.111111111
ENSG00000106077.18,7.285714286,0.022222222
ENSG00000106105.13,359.4897959,269.2816714
ENSG00000106133.17,98.3277551,0.251234568
ENSG00000106144.19,2043.469388,219.2159544
ENSG00000106153.12,3867.323061,1111.748105
ENSG00000106211.8,406.3265306,364.0079772
ENSG00000106244.12,0.673469388,41.26514719
ENSG00000106245.10,2359.56449,714.8777207
ENSG00000106246.17,30.41510204,238.5969231
ENSG00000106261.16,0.102040816,575.2564103
ENSG00000106263.17,0.142857143,20.34055081
ENSG00000106266.10,0.653061224,182.3415005
ENSG00000106268.15,193.1428571,346.0216524
ENSG00000106299.7,0.142857143,102.6892687
ENSG00000106305.9,10.72387755,58.38755557
ENSG00000106344.8,225.5918367,1.784615385
ENSG00000106346.11,0.081632653,1.223551757
ENSG00000106351.12,10.2244898,0.111111111
ENSG00000106355.9,139.6122449,633.0748339
ENSG00000106392.10,1740.285714,435.7648622
ENSG00000106397.11,147.0408163,0.079012346
ENSG00000106399.11,2635.77551,196.5623932
ENSG00000106400.11,70.71428571,87.2062678
ENSG00000106415.12,1.897959184,45.99905034
ENSG00000106443.15,37.48979592,0.159924027
ENSG00000106459.14,0.040816327,2.083950617
ENSG00000106460.18,252.2857143,0.088888889
ENSG00000106462.10,185.6326531,27.09477683
ENSG00000106524.8,0.020408163,0.024691358
ENSG00000106537.7,1.224489796,2.358974359
ENSG00000106546.12,6.812244898,663.6898955
ENSG00000106554.12,1.020408163,33.49882621
ENSG00000106560.10,88.06122449,1.292307692
ENSG00000106565.17,0.081632653,0.604748338
ENSG00000106588.10,1651.243469,949.4613486
ENSG00000106591.3,2004.163265,781.9445393
ENSG00000106603.18,566.4081633,99.60303893
ENSG00000106605.10,643.0408163,535.6676165
ENSG00000106608.16,0.040816327,0.012345679
ENSG00000106609.16,392.9183673,171.5994302
ENSG00000106610.14,1.017755102,0.149097816
ENSG00000106615.9,86.51367347,222.5512744
ENSG00000106617.13,3.163265306,1.700854701
ENSG00000106628.10,0.183673469,3.178727445
ENSG00000106635.7,774.244898,67.58271606
ENSG00000106636.7,0.204081633,2.671984806
ENSG00000106638.15,0.020408163,0.158024691
ENSG00000106682.14,345.9387755,319.2763533
ENSG00000106683.14,15.6122449,0.025641026
ENSG00000106723.16,22.7755102,0.32345679
ENSG00000106733.20,26.59183673,0.133333333
ENSG00000106771.12,1.163265306,1.571699905
ENSG00000106780.8,0.020408163,14.95897436
ENSG00000106785.14,131.2244898,23.54207977
ENSG00000106799.12,13.06122449,6.482051281
ENSG00000106803.9,1708.897959,1427.982146
ENSG00000106829.18,6.674081633,517.3046533
ENSG00000106927.11,0.346938776,0.615384615
ENSG00000106948.16,33.85714286,466.7213676
ENSG00000106952.7,104.4897959,558.8531814
ENSG00000106993.11,0.12244898,1.351187084
ENSG00000107020.9,518.8979592,104.362963
ENSG00000107036.11,1.836734694,11.87445394
ENSG00000107077.18,331.0408163,75.98575497
ENSG00000107099.15,19.28571429,511.1358023
ENSG00000107104.18,0.323673469,0.012345679
ENSG00000107140.15,12.40816327,109.1064444
ENSG00000107164.15,0.020408163,90.11149099
ENSG00000107175.11,151.4489796,64.31676544
ENSG00000107185.9,304.9422449,0.047863248
ENSG00000107201.9,0.204081633,42.12440646
ENSG00000107223.12,830.1632653,115.7576448
ENSG00000107262.19,224.6530612,327.7834758
ENSG00000107263.18,238.4285714,429.5088319
ENSG00000107290.13,2303.734694,292.2305793
ENSG00000107341.4,359.0612245,801.017474
ENSG00000107362.13,4.204081633,100.2962963
ENSG00000107371.12,536.5155102,0.419753086
ENSG00000107372.12,1148.181837,1227.812156
ENSG00000107438.8,955.8163265,159.4974359
ENSG00000107485.15,0.285714286,39.21671414
ENSG00000107521.18,1.06122449,381.0752138
ENSG00000107537.13,0.244897959,62.19810068
ENSG00000107551.20,0.020408163,0.025641026
ENSG00000107560.10,29.34693878,0.256410256
ENSG00000107581.12,2972.571429,2604.006334
ENSG00000107614.21,0.12244898,209.559924
ENSG00000107625.12,22.65306122,19.10123457
ENSG00000107643.15,887.8571429,12.20379867
ENSG00000107651.12,180.0816327,0.155555556
ENSG00000107669.17,8.346938776,63.22811015
ENSG00000107672.14,0.265306122,187.8814815
ENSG00000107679.14,0.040816327,16.04786325
ENSG00000107738.19,142.7346939,0.556505223
ENSG00000107742.12,182.3061224,689.7963912
ENSG00000107745.18,301.2653061,0.103703704
ENSG00000107758.15,28.34693878,0.246153846
ENSG00000107771.15,1934.061224,349.8030389
ENSG00000107779.13,1.285714286,0.066666667
ENSG00000107798.17,0.367346939,2.543019943
ENSG00000107815.7,0.081632653,107.2939316
ENSG00000107819.13,0.020408163,0.214814815
ENSG00000107829.13,3.897959184,2.206837607
ENSG00000107854.5,0.285714286,374.0983857
ENSG00000107862.4,110.2040816,31.18518519
ENSG00000107863.17,0.06122449,66.12355934
ENSG00000107872.12,159.0636735,25.47844254
ENSG00000107874.10,0.142857143,85.8725546
ENSG00000107890.16,34.20408163,2.931623932
ENSG00000107897.18,367.9795918,313.6807217
ENSG00000107929.14,1670.326531,290.9996202
ENSG00000107937.18,1070.415714,98.5791073
ENSG00000107938.17,0.224489796,119.1234568
ENSG00000107949.16,1041.062041,148.9185185
ENSG00000107951.14,1105,678.182906
ENSG00000107959.15,0.040816327,35.80037987
ENSG00000107960.10,0.040816327,0.022222222
ENSG00000107968.9,2275.877551,403.263248
ENSG00000108010.11,50.32653061,70.31263059
ENSG00000108021.19,0.306122449,103.794302
ENSG00000108039.17,0.12244898,1.427160494
ENSG00000108055.9,637.6734694,673.3769288
ENSG00000108061.11,2238.285714,328.2509022
ENSG00000108064.10,3.897959184,72.75403608
ENSG00000108091.10,334.6122449,460.6873695
ENSG00000108094.14,0.081632653,63.92554605
ENSG00000108100.17,0.163265306,48.02298196
ENSG00000108106.13,0.285714286,29.02962963
ENSG00000108107.14,1634,1638.183096
ENSG00000108175.16,245.9591837,15.01006648
ENSG00000108179.13,488.877551,53.99411206
ENSG00000108219.14,77.73469388,96.7654321
ENSG00000108256.8,503.5918367,470.2001899
ENSG00000108298.9,5367.500816,5522.012741
ENSG00000108306.11,759.2653061,0.53694207
ENSG00000108344.14,0.285714286,3.152516619
ENSG00000108349.16,10.12244898,347.6630579
ENSG00000108384.14,0.081632653,0.086419753
ENSG00000108389.9,478.7959184,161.6376068
ENSG00000108406.9,592.3469388,540.983172
ENSG00000108423.14,0.020408163,323.1432099
ENSG00000108424.9,2950.817347,1289.05494
ENSG00000108433.16,281.0408163,77.14358974
ENSG00000108439.10,0.475102041,0.04691358
ENSG00000108443.13,433.2857143,785.002247
ENSG00000108465.14,594.2242857,118.3583001
ENSG00000108468.14,86.97959184,56.3654321
ENSG00000108474.16,0.081632653,0.774738841
ENSG00000108506.11,9.979591837,0.206837607
ENSG00000108509.20,0.06122449,4.128296295
ENSG00000108510.9,453.877551,1919.894397
ENSG00000108515.17,6.456938776,1.727905033
ENSG00000108518.7,12720.33898,3244.673804
ENSG00000108523.15,102.7369388,455.1937132
ENSG00000108528.13,1.079387755,0.251111111
ENSG00000108551.4,0.020408163,0.133333333
ENSG00000108559.11,2.673469388,101.951377
ENSG00000108561.8,1062.714082,757.2260209
ENSG00000108578.14,8.510204082,0.259259259
ENSG00000108582.11,714.1020408,0.32345679
ENSG00000108587.15,7.87755102,412.1483382
ENSG00000108588.13,786.2040816,369.9099715
ENSG00000108590.10,1919.938776,63.55422601
ENSG00000108591.9,0.040816327,34.68144349
ENSG00000108592.16,0.204081633,59.53751186
ENSG00000108599.14,13.97959184,165.8296296
ENSG00000108604.15,67.73469388,57.61234568
ENSG00000108622.10,0.489795918,220.8516828
ENSG00000108639.7,2585.285714,6894.704275
ENSG00000108651.9,55.53061224,14.70522317
ENSG00000108654.13,3504.591837,3365.389744
ENSG00000108669.16,695.3265306,1544.45698
ENSG00000108671.9,1772.959184,2450.375879
ENSG00000108679.12,0.081632653,0.292307692
ENSG00000108691.9,0.632653061,0.400949668
ENSG00000108774.14,0.183673469,174.3844368
ENSG00000108784.9,4.673469388,0.022222222
ENSG00000108788.11,15.32653061,147.4959259
ENSG00000108798.8,0.183673469,0.238936372
ENSG00000108799.12,240.4081633,0.379107313
ENSG00000108819.10,1,35.36049382
ENSG00000108821.13,0.224489796,0.133333333
ENSG00000108826.15,982.5510204,303.6974359
ENSG00000108828.15,0.040816327,59.01728396
ENSG00000108829.9,0.040816327,0.313418803
ENSG00000108840.15,0.510204082,3.562393162
ENSG00000108848.15,36.87755102,1593.210447
ENSG00000108854.15,203.7346939,75.49040835
ENSG00000108861.8,0.020408163,350.4898385
ENSG00000108883.12,5.918979592,16.02336182
ENSG00000108924.13,0.224489796,0.024691358
ENSG00000108932.11,32.28571429,0.022222222
ENSG00000108946.14,3698.849388,1133.68585
ENSG00000108953.16,4608.571429,1461.622412
ENSG00000108960.7,152.2040816,36.22469136
ENSG00000108961.13,20.32489796,3.051661918
ENSG00000108963.17,0.138979592,0.811641026
ENSG00000109046.14,1813.836735,2611.734283
ENSG00000109062.11,4.040816327,0.614624881
ENSG00000109072.13,0.06122449,0.181196581
ENSG00000109079.9,271.0612245,34.49629631
ENSG00000109083.13,37.97959184,42.15281103
ENSG00000109103.11,3.857142857,34.97777779
ENSG00000109107.13,0.084693878,0.207777778
ENSG00000109111.14,0.326530612,122.6915479
ENSG00000109118.13,0.204081633,39.29002849
ENSG00000109133.12,352.4081633,749.4112061
ENSG00000109171.14,3.448979592,16.93124406
ENSG00000109180.14,405.7959184,195.1591643
ENSG00000109184.14,22,13.5337132
ENSG00000109220.10,0.775510204,121.0622982
ENSG00000109270.12,591.9591837,588.0816715
ENSG00000109320.11,3144.571429,2630.25793
ENSG00000109321.10,0.102040816,17.11604938
ENSG00000109323.8,165.0612245,0.103703704
ENSG00000109332.19,6160.957347,2834.604388
ENSG00000109339.20,0.510204082,15.12136752
ENSG00000109381.19,549.0204082,588.4554607
ENSG00000109390.11,925.1428571,77.03038938
ENSG00000109436.7,0.346938776,478.3046534
ENSG00000109445.10,147.9387755,56.66115858
ENSG00000109452.12,0.142857143,0.2
ENSG00000109458.8,0.040816327,0.303703704
ENSG00000109466.13,358.1632653,6.644444443
ENSG00000109475.16,11896.16898,9350.302316
ENSG00000109501.13,0.040816327,0.086419753
ENSG00000109519.12,470.2653061,976.6453942
ENSG00000109536.11,367.45,455.0639031
ENSG00000109572.13,122.122449,0.469515669
ENSG00000109586.11,0.040816327,221.4875062
ENSG00000109606.12,1442.142857,152.177208
ENSG00000109670.13,2230.918367,1882.773409
ENSG00000109680.10,0.040816327,2.933333333
ENSG00000109684.14,0.102040816,0.025641026
ENSG00000109685.17,0.06122449,63.06818613
ENSG00000109686.17,93.98530612,71.09337132
ENSG00000109689.15,2554.795918,61.8197531
ENSG00000109736.14,4.673469388,42.60246914
ENSG00000109756.8,9.571428571,0.949477683
ENSG00000109762.15,7.393469388,423.2083569
ENSG00000109771.15,7.775510204,0.051282051
ENSG00000109775.10,52.28918367,31.0625831
ENSG00000109787.12,0.775510204,1347.14207
ENSG00000109790.16,16.24489796,196.0947768
ENSG00000109814.11,0.020408163,21.90864197
ENSG00000109854.13,19.79591837,5.646913581
ENSG00000109861.15,1.408163265,4.172079772
ENSG00000109906.13,0.06122449,69.2962963
ENSG00000109911.18,0.020408163,0.022222222
ENSG00000109917.10,37.46938776,126.3145299
ENSG00000109919.9,505.9591837,121.0298196
ENSG00000109920.12,150.9795918,477.5132005
ENSG00000109929.9,0.040816327,409.5802468
ENSG00000109943.8,183.5510204,0.528964862
ENSG00000109944.10,0.020408163,0.025641026
ENSG00000109971.13,2496.877551,3711.916429
ENSG00000110002.15,0.224489796,0.204368471
ENSG00000110011.13,1.510204082,5.254510923
ENSG00000110031.12,535.2653061,732.6438745
ENSG00000110042.7,100.7755102,0.022222222
ENSG00000110047.17,329.6530612,51.48831908
ENSG00000110048.11,0.428571429,115.0888889
ENSG00000110060.8,45.48979592,200.2888889
ENSG00000110066.14,178.9183673,0.316049383
ENSG00000110074.10,16.04081633,0.012345679
ENSG00000110075.14,513.4285714,24.14169041
ENSG00000110077.14,0.020408163,0.319848053
ENSG00000110090.12,27.48979592,1.796961064
ENSG00000110092.3,0.06122449,0.066666667
ENSG00000110104.11,0.816326531,472.5646153
ENSG00000110107.8,0.12244898,15.4
ENSG00000110108.9,4.204081633,50.62222222
ENSG00000110172.11,647.4285714,1489.921634
ENSG00000110200.8,269.33,88.06259258
ENSG00000110218.8,0.367346939,120.3135803
ENSG00000110245.11,0.142857143,0.252991453
ENSG00000110274.15,0.12244898,42.65679011
ENSG00000110315.6,0.551020408,28.00493827
ENSG00000110321.16,3168.734694,4704.452042
ENSG00000110324.10,10.93877551,417.0672364
ENSG00000110330.8,1362.836735,1.14985755
ENSG00000110344.9,9.980204082,6.159665718
ENSG00000110367.11,702.5102041,251.7223172
ENSG00000110395.6,41.95918367,15.35802469
ENSG00000110422.11,2084.897959,436.5139601
ENSG00000110429.13,0.142857143,97.13922127
ENSG00000110435.11,0.142857143,0.199430199
ENSG00000110442.11,178.2040816,117.7555556
ENSG00000110446.10,209.4489796,0.037986705
ENSG00000110448.10,0.367346939,48.64539412
ENSG00000110514.19,0.040816327,36.22298195
ENSG00000110536.13,422.1153061,121.2827066
ENSG00000110583.12,28.08163265,375.2376068
ENSG00000110619.17,193.0816327,375.7825261
ENSG00000110651.11,1297.22449,364.2176638
ENSG00000110660.14,1654.102041,251.5878442
ENSG00000110696.9,2187.061224,366.5625831
ENSG00000110700.6,5608.457755,2958.054906
ENSG00000110711.9,0.510204082,378.7361823
ENSG00000110713.15,1115.591837,312.7589744
ENSG00000110717.12,419.877551,118.57132
ENSG00000110719.9,0.040816327,0.172839506
ENSG00000110721.11,103.7036735,76.45962963
ENSG00000110756.17,105.5918367,17.53751187
ENSG00000110768.11,2.06122449,427.6170941
ENSG00000110777.11,160.0816327,328.4755366
ENSG00000110801.13,137.5087755,254.2394872
ENSG00000110848.8,3330.285714,7159.395062
ENSG00000110851.11,386.3395918,74.64620513
ENSG00000110852.4,1599.020408,225.7270655
ENSG00000110871.14,769.877551,0.288888889
ENSG00000110876.9,6.530612245,1.622222222
ENSG00000110880.10,0.714285714,409.834378
ENSG00000110888.17,0.040816327,119.0049383
ENSG00000110906.12,1403.469388,0.265147198
ENSG00000110917.7,0.12244898,378.4459714
ENSG00000110921.13,0.020408163,0.024691358
ENSG00000110925.6,0.204081633,0.022222222
ENSG00000110931.18,0.020408163,12.77777778
ENSG00000110934.10,86.61204082,74.81234569
ENSG00000110944.8,0.081632653,0.984805318
ENSG00000110955.8,909.8571429,1721.786705
ENSG00000110958.15,993.755102,2318.162887
ENSG00000110987.8,388.3265306,9.025641026
ENSG00000111011.17,4155.163265,1252.700665
ENSG00000111057.10,0.183673469,0.133333333
ENSG00000111110.11,0.040816327,0.022222222
ENSG00000111142.13,359.755102,472.2121558
ENSG00000111144.9,29.81632653,28.94074074
ENSG00000111145.7,1281.746122,95.17710351
ENSG00000111196.9,339.2244898,0.088888889
ENSG00000111203.11,0.12244898,0.022222222
ENSG00000111229.15,4778.605918,2619.22094
ENSG00000111231.8,0.326530612,6.932763534
ENSG00000111237.18,1727.040816,653.9675215
ENSG00000111247.14,0.06122449,0.022222222
ENSG00000111252.10,545.5510204,596.9724597
ENSG00000111266.8,0.102040816,539.7401709
ENSG00000111269.2,0.081632653,119.982716
ENSG00000111275.12,1.470816327,0.16980057
ENSG00000111276.10,0.897959184,618.6132953
ENSG00000111300.9,92.28571429,73.02222221
ENSG00000111321.10,0.020408163,0.073504274
ENSG00000111328.6,0.448979592,168.2888889
ENSG00000111331.12,0.12244898,0.14017094
ENSG00000111335.12,0.12244898,0.555555556
ENSG00000111348.8,21510.36735,6263.293828
ENSG00000111358.13,0.102040816,61.1728395
ENSG00000111361.12,364.755102,1.474074074
ENSG00000111364.15,1850.755102,86.9076923
ENSG00000111371.15,4645.979592,2014.306743
ENSG00000111412.5,3.489795918,66.37037037
ENSG00000111424.10,0.693877551,0.056790123
ENSG00000111445.13,0.06122449,0.044444444
ENSG00000111481.9,282.8163265,9.386514721
ENSG00000111530.12,0.163265306,2545.901425
ENSG00000111537.4,0.87755102,0.468376068
ENSG00000111540.15,4.469387755,35.40341879
ENSG00000111554.14,32.85714286,167.8643875
ENSG00000111581.9,329.5102041,24.03760684
ENSG00000111596.11,2231.979592,1204.88623
ENSG00000111602.11,760.0816327,0.177777778
ENSG00000111605.16,1146.877551,256.1378917
ENSG00000111615.13,2123.953878,266.6781482
ENSG00000111639.7,1500.571429,719.3707501
ENSG00000111640.14,4543.926531,3445.083001
ENSG00000111641.11,7.897959184,139.3568851
ENSG00000111642.14,1958.142857,593.6295955
ENSG00000111647.12,76.34693878,65.19753087
ENSG00000111652.9,0.06122449,586.8875595
ENSG00000111653.19,0.020408163,0.076923077
ENSG00000111666.10,62.24489796,91.53339032
ENSG00000111667.13,0.040816327,0.232098766
ENSG00000111669.14,2614.311837,2657.209077
ENSG00000111670.14,1.020408163,1073.468376
ENSG00000111674.8,0.020408163,0.034567901
ENSG00000111676.14,0.836734694,0.044444444
ENSG00000111678.10,7.678163265,376.9629345
ENSG00000111679.16,496.4285714,1.745679012
ENSG00000111684.10,0.040816327,17.10744349
ENSG00000111696.11,0.367346939,746.5851853
ENSG00000111707.11,87.10204082,413.2374169
ENSG00000111711.9,1194.755102,54.09420703
ENSG00000111716.12,2820.040816,1825.22792
ENSG00000111725.10,4.795918367,152.9382716
ENSG00000111726.12,13.32653061,0.24691358
ENSG00000111727.11,104.5102041,0.6
ENSG00000111728.10,0.081632653,0.047863248
ENSG00000111729.14,0.040816327,0.052649573
ENSG00000111731.12,149.3877551,75.52345678
ENSG00000111737.11,0.06122449,0.056790123
ENSG00000111752.10,23.83346939,1.238034188
ENSG00000111775.2,1822.993061,1400.394479
ENSG00000111786.8,334.8563265,7.044017093
ENSG00000111790.13,391.4285714,853.4254509
ENSG00000111796.3,551.0816327,11.64140551
ENSG00000111801.15,250.0408163,0.54654321
ENSG00000111802.13,1.959183673,239.5407407
ENSG00000111816.7,0.020408163,0.025641026
ENSG00000111817.16,0.06122449,0.62317189
ENSG00000111832.12,945.3673469,931.1344731
ENSG00000111843.13,95.83673469,30.77378917
ENSG00000111845.4,536.6530612,127.1377018
ENSG00000111850.10,0.020408163,9.924406458
ENSG00000111859.16,92.83673469,0.651661918
ENSG00000111860.13,4.367346939,523.3690409
ENSG00000111863.12,344.1020408,0.044444444
ENSG00000111875.7,781.2444898,97.81046535
ENSG00000111877.17,219.0412245,1.1597151
ENSG00000111879.18,72.83673469,1.847863248
ENSG00000111880.15,0.551020408,996.2045585
ENSG00000111885.6,340.6122449,383.8034188
ENSG00000111897.6,1485.55102,616.6858498
ENSG00000111906.17,178.1428571,215.0045584
ENSG00000111911.6,21.14285714,378.5166192
ENSG00000111912.19,1200.142857,0.642924976
ENSG00000111913.17,324,445.0098766
ENSG00000112029.9,0.204081633,2.333333333
ENSG00000112031.15,36.32734694,1.616448243
ENSG00000112033.13,11.85714286,0.044444444
ENSG00000112039.3,2.102040816,197.017284
ENSG00000112062.10,19.2244898,127.025641
ENSG00000112078.13,657.1857143,860.2193733
ENSG00000112079.8,0.142857143,15.8345679
ENSG00000112081.16,6268.571429,1439.078063
ENSG00000112096.16,735.514898,281.2920684
ENSG00000112110.9,761.4693878,248.0860399
ENSG00000112118.18,24.42857143,487.7616335
ENSG00000112130.16,169.1428571,0.158974359
ENSG00000112137.17,5556.574082,1305.630853
ENSG00000112146.16,118.1632653,201.8296296
ENSG00000112149.9,5739.877551,4151.438557
ENSG00000112159.11,58.40816327,430.5160494
ENSG00000112167.9,551.9591837,0.266666667
ENSG00000112182.14,948.3265306,757.211206
ENSG00000112200.16,1547.163265,361.488169
