"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000129824.15",57.9701147388082,-12.9847764007654,1.89013326743808,-6.86976766371887,6.43065513260924e-12,3.03514788947585e-10
"ENSG00000144747.15",88.529365874026,7.26664080966476,1.05881375847957,6.86300187494683,6.7428341291241e-12,3.15274758392597e-10
"ENSG00000104823.8",65.9202270221009,6.80923083679807,0.996253986794233,6.83483421603054,8.20999169891501e-12,3.80320263608072e-10
"ENSG00000135624.15",67.1565811165322,8.95915942206804,1.3191529438315,6.79160021888442,1.10896504469053e-11,5.09004781521719e-10
"ENSG00000275302.1",7.04194611222213,-4.81091375544728,0.708505815013427,-6.79022479915158,1.11958952518279e-11,5.09209672226318e-10
"ENSG00000120699.12",80.8140802836017,7.39811454482535,1.09064720984403,6.78323336643691,1.17515578171686e-11,5.29667060894545e-10
"ENSG00000241351.3",67.9760330066268,9.59412458590562,1.4216720354902,6.7484794990692,1.49402504707106e-11,6.6318842761423e-10
"ENSG00000109787.12",108.743368525449,-10.4749681269363,1.55229743813976,-6.74804188267505,1.49853696030931e-11,6.6318842761423e-10
"ENSG00000148154.9",195.64131948186,8.8481004394532,1.31144673565841,6.74682409805308,1.51116291721012e-11,6.6318842761423e-10
"ENSG00000043143.20",103.983861993769,-13.2776473221407,1.97094498854703,-6.7366909778283,1.62034279517832e-11,7.04919565589317e-10
"ENSG00000102081.13",81.3316883945369,10.1657921302459,1.50982324016003,6.73310084243264,1.66084866709261e-11,7.16312575988303e-10
"ENSG00000156675.15",52.1314369198353,9.2764964808368,1.37841871719024,6.72981030012851,1.69884425301804e-11,7.26437418619596e-10
"ENSG00000160654.9",32.9467847211175,4.99395723049718,0.742524046709312,6.72565050603977,1.7480969422522e-11,7.41163474753201e-10
"ENSG00000257103.8",44.0966548046478,8.50799619078258,1.2658788124845,6.7210195058753,1.80457432379663e-11,7.58679440500381e-10
"ENSG00000131171.12",218.32837488557,7.36012936830497,1.09618557871155,6.71430961257125,1.88958713228745e-11,7.87800368569509e-10
"ENSG00000164611.12",76.9536175597659,7.59535578588565,1.1349062168667,6.69249641336467,2.1939512765248e-11,9.07135391442442e-10
"ENSG00000136108.14",18.0177412450269,9.94372883475259,1.49109675841075,6.66873479448165,2.58018012694687e-11,1.05808534222256e-09
"ENSG00000162783.10",82.4720815440614,-9.07052267926495,1.36294144735685,-6.65510810963701,2.8309188760408e-11,1.15147049892944e-09
"ENSG00000139278.9",119.745381358816,6.79567674128195,1.02305877452925,6.64250863241841,3.08388596197409e-11,1.24424850546422e-09
"ENSG00000113810.15",159.788230219345,6.10353288885937,0.923489883120424,6.60920384773014,3.86392361295483e-11,1.54649678684904e-09
"ENSG00000139684.13",58.7453838024591,10.1723933713807,1.54533553045558,6.58264381482364,4.62155401784542e-11,1.83505037708576e-09
"ENSG00000183077.15",304.837812123311,7.38760381872619,1.12548754413336,6.5639143296026,5.24133221253904e-11,2.06475472908132e-09
"ENSG00000101654.17",76.7815075478733,7.06969834531552,1.07795133679099,6.55845779305924,5.43670897797738e-11,2.12498867318913e-09
"ENSG00000140332.15",63.9844804447966,8.60606869376367,1.31681993902975,6.5354939112668,6.33999615572384e-11,2.45883726876639e-09
"ENSG00000277632.1",13.3925513516105,-5.21602298360782,0.798550668553899,-6.53186227124892,6.49568777034123e-11,2.49984045500132e-09
"ENSG00000089280.18",30.9294987887611,8.60022649610116,1.31814940875887,6.52447016927986,6.8242329792563e-11,2.60623187749765e-09
"ENSG00000091164.12",47.6203938735347,-7.71489197153132,1.18309031991321,-6.52096618633248,6.98559332189396e-11,2.64764571132087e-09
"ENSG00000163605.14",194.583193271887,8.50194476966542,1.30720060623286,6.50393270101569,7.82469131883263e-11,2.94337824572328e-09
"ENSG00000143158.10",129.915349864155,6.9201339375605,1.06459246456475,6.50026575229402,8.01782459975292e-11,2.99352063228089e-09
"ENSG00000141279.15",30.5787156647492,-8.01312621455162,1.23301252999546,-6.49881977645524,8.09525694612175e-11,3.00004225936645e-09
"ENSG00000168685.14",8.00173154416982,-4.77085469941198,0.735721845661485,-6.48459023956604,8.89732596037618e-11,3.27303836615897e-09
"ENSG00000145354.9",72.1305515567024,7.9366080726258,1.22676470098468,6.46954388747523,9.82991780946951e-11,3.58971378107854e-09
"ENSG00000156110.13",63.4763722997654,11.4432697022028,1.77557187657534,6.44483608530348,1.1572541945504e-10,4.19546575024324e-09
"ENSG00000062716.12",34.714042108356,7.01481262044522,1.08963191268263,6.43778191405484,1.21232015908772e-10,4.36348039993945e-09
"ENSG00000197323.11",45.1663344314609,9.53035359991638,1.48127571683161,6.43388228918073,1.24385200859935e-10,4.44499399930183e-09
"ENSG00000134954.14",20.8967224082546,-5.71127296542644,0.888045231498828,-6.43128611341908,1.26528734223561e-10,4.48952664766295e-09
"ENSG00000084733.10",103.299655940061,-8.49502315312646,1.32529419307359,-6.40991501926455,1.45600772020876e-10,5.12986381986226e-09
"ENSG00000110651.11",172.123383085365,9.45258800163093,1.47727772361319,6.39865331382063,1.56753299566243e-10,5.48417313097842e-09
"ENSG00000136156.12",98.586466561487,6.18655923201762,0.968326790916445,6.38891672734008,1.67064999390804e-10,5.80434855522355e-09
"ENSG00000083168.9",98.903837727136,7.97009881692948,1.25087886799734,6.37159921782805,1.87067210115354e-10,6.45446380832495e-09
"ENSG00000271503.5",180.975424142357,4.26760377662381,0.672497431066405,6.34590346294186,2.21123869187908e-10,7.57727888730895e-09
"ENSG00000101126.15",91.1312293885461,7.23206656069829,1.14115164238654,6.33751579726384,2.33499275986188e-10,7.94691753577482e-09
"ENSG00000109390.11",101.937109756881,8.83586710183324,1.3978637771724,6.32097865766752,2.59911924823726e-10,8.78607675603448e-09
"ENSG00000100612.13",76.0570959763626,6.20115819272833,0.983356027798772,6.30611702926105,2.86122724196021e-10,9.60719455807178e-09
"ENSG00000116815.15",345.675284129446,-6.86241735544026,1.08887147751341,-6.30232079465569,2.93221478976821e-10,9.7799137288069e-09
"ENSG00000172175.12",97.2747111955619,7.54683189202128,1.19783603389765,6.30038809858191,2.96901294182842e-10,9.83706738275998e-09
"ENSG00000184983.9",67.7712270393257,5.42511645693665,0.862753097682027,6.28814486034579,3.21282052136343e-10,1.05748296502508e-08
"ENSG00000169976.6",40.0429480080902,-7.41327351001412,1.17998696997508,-6.28250455186866,3.33161513250626e-10,1.08941637306724e-08
"ENSG00000112245.10",42.7087075208633,6.16219372035706,0.986763060329098,6.24485650922309,4.24189349495039e-10,1.37806449059979e-08
"ENSG00000109689.15",13.2757289249539,8.72759483904854,1.41389638826693,6.17272588817228,6.71225276069972e-10,2.16654197172779e-08
"ENSG00000168894.9",54.6505903124936,7.12746519073241,1.15662957286473,6.16227127331629,7.17088669755857e-10,2.29974013768497e-08
"ENSG00000171105.13",7.63321863278249,-7.90535692336377,1.28324721869508,-6.16043176107767,7.25468719790625e-10,2.31179618160032e-08
"ENSG00000143870.12",271.000346835881,6.12327945229107,0.994296740833646,6.15840241732779,7.34824401686759e-10,2.32678891242966e-08
"ENSG00000141298.17",185.547030338076,7.59342866664353,1.23380893325411,6.15446076129163,7.53333721236078e-10,2.37039535053088e-08
"ENSG00000043093.13",480.365090284911,6.24340841281299,1.01506511245495,6.15074672176767,7.71189895956056e-10,2.41141440591759e-08
"ENSG00000115919.14",130.741084898523,-14.322491722901,2.33484567654863,-6.13423485190357,8.55700302093509e-10,2.65904882694026e-08
"ENSG00000197448.13",24.3220700318801,6.66768397723875,1.09913775642564,6.06628599396115,1.30901948721032e-09,4.04260771266249e-08
"ENSG00000074319.12",29.4119363391813,-9.89509188360076,1.63231644264915,-6.06199363374765,1.34444537526985e-09,4.12654000765341e-08
"ENSG00000170242.17",29.5373325839422,7.62323788719167,1.25867708418265,6.05654776986903,1.39073853896502e-09,4.24260055514755e-08
"ENSG00000117222.13",44.7601315578067,8.6789384782115,1.4345797635373,6.04981242507665,1.45014578513896e-09,4.39701779578802e-08
