"","ensembl_gene_id","X","C473","C481","LC03","RC02","RC03","LC01","R03","R02","hgnc_symbol"
"415","ENSG00000105583","ENSG00000105583.9",2,749.6245833,52.07615385,0.4375,1.307692308,913.5089655,4.666666667,989.015974,"WDR83OS"
"416","ENSG00000105640","ENSG00000105640.12",16182.11,12714.45417,13711.88,6515.92375,2637.068462,12495.39345,3247.400833,15766.24195,"RPL18A"
"417","ENSG00000105643","ENSG00000105643.9",7795,108.8333333,20.92307692,796.375,6572.846154,486.2413793,1264.166667,251.4935065,"ARRDC2"
"418","ENSG00000105717","ENSG00000105717.13",1325,956.1458333,0.153846154,1.8125,0.076923077,198.0344828,0.166666667,3.662337662,"PBX4"
"419","ENSG00000105755","ENSG00000105755.7",1,1.333333333,1076.615385,0.0625,0.769230769,0.896551724,898.0833333,19.63636364,"ETHE1"
"420","ENSG00000105819","ENSG00000105819.13",7,241.370625,0.076923077,3.8125,0.153846154,1.960689655,1540.833333,296.2507792,"PMPCB"
"421","ENSG00000105835","ENSG00000105835.11",1,884.148125,1.021538462,460.415625,254.5384615,624.0286207,1128.529167,839.2125974,"NAMPT"
"422","ENSG00000105851","ENSG00000105851.10",4,73.16666667,0.076923077,9.9375,1.076923077,26.44827586,624.25,528.5974026,"PIK3CG"
"423","ENSG00000105879","ENSG00000105879.11",1773,336.2083333,1642.384615,0.875,2.692307692,225.3103448,327.8333333,242.2987013,"CBLL1"
"424","ENSG00000105887","ENSG00000105887.10",1,1170.1075,2964.615385,839.0625,12.92307692,474.9655172,1236,810.6318182,"MTPN"
"425","ENSG00000105939","ENSG00000105939.12",1,2382.375,9513.307692,9309.625,407.3076923,1332.827586,2295.25,3175.570649,"ZC3HAV1"
"426","ENSG00000105993","ENSG00000105993.14",2,1745.972708,3591.756154,3185.230625,7.153846154,2284.44931,1945.068333,1482.883896,"DNAJB6"
"427","ENSG00000106052","ENSG00000106052.13",2,981.58125,1126.768462,2024.125,67.92307692,3480.007241,2887.916667,3055.036623,"TAX1BP1"
"428","ENSG00000106153","ENSG00000106153.12",4080.6,3083.961042,2277.751538,1217.935,6.076923077,2734.162759,2237.823333,1555.940519,"CHCHD2"
"429","ENSG00000106211","ENSG00000106211.8",98,9.458333333,5277.923077,351.684375,1.307692308,3.379310345,6246,105.5324675,"HSPB1"
"430","ENSG00000106245","ENSG00000106245.10",1,1262.716667,4203.691538,78.4925,1.923076923,533.9751724,1354.215833,1260.004416,"BUD31"
"431","ENSG00000106546","ENSG00000106546.12",3,401.1995833,3.538461538,491.864375,1.230769231,677.5210345,280.2866667,182.8062338,"AHR"
"432","ENSG00000106588","ENSG00000106588.10",8,1757.509583,927.0769231,1195.605625,8476.299231,2280.911379,3540.166667,1171.031558,"PSMA2"
"433","ENSG00000106615","ENSG00000106615.9",1,952.9791667,1.846153846,394.1875,1.153846154,685.1724138,10.66666667,405.5064935,"RHEB"
"434","ENSG00000106682","ENSG00000106682.14",3294,1517.952708,92.84615385,479.623125,1795.537692,1611.822759,532.9166667,717.844026,"EIF4H"
"435","ENSG00000106803","ENSG00000106803.9",3,1205.604167,2.076923077,1088.3125,25.92307692,1011,981.25,503.3506494,"SEC61B"
"436","ENSG00000106948","ENSG00000106948.16",5,369.5,342.5384615,310.875,6269.153846,41.55172414,207.25,202.0909091,"AKNA"
"437","ENSG00000107099","ENSG00000107099.15",1,15.4375,768.4615385,42.846875,1317,16.31034483,1.083333333,1096.623377,"DOCK8"
"438","ENSG00000107223","ENSG00000107223.12",2,540.9791667,871.8461538,163.5,1.615384615,226.7241379,583.8333333,495.6103896,"EDF1"
"439","ENSG00000107290","ENSG00000107290.13",1,261.7083333,2773,941.8125,619.3846154,520.5862069,508.4166667,575.038961,"SETX"
"440","ENSG00000107581","ENSG00000107581.12",6045,1833.604167,7092.384615,3784.6875,9040,1420.137931,1283.333333,1623.727273,"EIF3A"
"441","ENSG00000107854","ENSG00000107854.5",2,0.291666667,409.6153846,6.75,0.538461538,6.068965517,0.333333333,57.12987013,"TNKS2"
"442","ENSG00000107949","ENSG00000107949.16",2,1332.811458,0.736923077,2484.6825,1.538461538,1646.542414,4982.25,892.7592208,"BCCIP"
"443","ENSG00000107968","ENSG00000107968.9",1,542.75,0.923076923,844.125,1120.846154,2049.448276,0.75,939.4285714,"MAP3K8"
"444","ENSG00000108010","ENSG00000108010.11",1,382.6875,0.461538462,68.4375,0.461538462,24.79310345,1219.583333,29.83116883,"GLRX3"
"445","ENSG00000108055","ENSG00000108055.9",4035,956.009375,1,38.125,194.0338462,4006.677241,2328.166667,856.4088312,"SMC3"
"446","ENSG00000108061","ENSG00000108061.11",3180,1093.291667,143.3076923,284.5,157.7692308,575.5862069,1788.166667,1002.896104,"SHOC2"
"447","ENSG00000108094","ENSG00000108094.14",1,39.02083333,1.153846154,7.9375,11.23076923,111.8965517,0.25,177.025974,"CUL2"
"448","ENSG00000108100","ENSG00000108100.17",1,238.8541667,0.923076923,0.125,0.153846154,394.7586207,0.166666667,157.8831169,"CCNY"
"449","ENSG00000108107","ENSG00000108107.14",2495,815.8333333,4820.923077,1139.5625,5473.769231,2052.724138,3409.083333,1719.194805,"RPL28"
"450","ENSG00000108219","ENSG00000108219.14",2,1.4375,0.307692308,0.25,6620.538462,81.31034483,0.833333333,18.77922078,"TSPAN14"
"451","ENSG00000108256","ENSG00000108256.8",1,158.1666667,605.6923077,1878.75,0.769230769,654.7586207,1.333333333,735.1038961,"NUFIP2"
"452","ENSG00000108298","ENSG00000108298.9",11768,6552.02125,9543.998462,5075.263125,2343.606923,7960.196897,2603.666667,7580.193896,"RPL19"
"453","ENSG00000108306","ENSG00000108306.11",66,2.229166667,2.846153846,18.0625,2301.307692,0.896551724,486.0833333,17.97402597,"FBXL20"
"454","ENSG00000108443","ENSG00000108443.13",1,649.7077083,1249.307692,10.375,0.307692308,1009.103448,737.9166667,158.3636364,"RPS6KB1"
"455","ENSG00000108465","ENSG00000108465.14",1,94.35416667,0.076923077,0.5,0.230769231,0.310344828,0.25,618.5584416,"CDK5RAP3"
"456","ENSG00000108510","ENSG00000108510.9",2,1215.145833,497.6153846,1047.375,27.46153846,2455.344828,1702.333333,491.0649351,"MED13"
"457","ENSG00000108515","ENSG00000108515.17",5.01,9.047291667,12.77538462,2.81625,0.076923077,6.110344828,66.76416667,7.517012987,"ENO3"
"458","ENSG00000108518","ENSG00000108518.7",5653.99,14915.80688,12206.60923,4700.24625,7387.846154,9910.613793,26465.23583,10568.93753,"PFN1"
"459","ENSG00000108561","ENSG00000108561.8",1,1547.104167,0.076923077,0.6875,1214.384615,1101.448276,5.666666667,548.4805195,"C1QBP"
"460","ENSG00000108582","ENSG00000108582.11",4,493.125,0.307692308,571.5,0.769230769,140.2068966,0.333333333,76.88311688,"CPD"
"461","ENSG00000108588","ENSG00000108588.13",1,1126.8125,0.384615385,77.4375,0.846153846,598.862069,1558.333333,734.987013,"CCDC47"
"462","ENSG00000108622","ENSG00000108622.10",1,44.670625,0.153846154,0.1875,0.230769231,0.615172414,0.166666667,259.2124675,"ICAM2"
"463","ENSG00000108639","ENSG00000108639.7",8243,11286.04188,3330.846154,1746.1875,80,846.8275862,531.4166667,3069.454675,"SYNGR2"
"464","ENSG00000108654","ENSG00000108654.13",1949,5607.625,3317.307692,2063.0625,14094.69231,4959.137931,5184.583333,7546.216623,"DDX5"
"465","ENSG00000108671","ENSG00000108671.9",8,5000.215417,135.6923077,1012.8125,3833.769231,1047.206897,416.9166667,1085.674545,"PSMD11"
"466","ENSG00000108826","ENSG00000108826.15",1,305.4791667,413.0769231,475.9375,1.923076923,220.3103448,466.9166667,79.96103896,"MRPL27"
"467","ENSG00000108848","ENSG00000108848.15",7586,1282.270833,2660.769231,273.125,1.769230769,639.2758621,51.16666667,1181.232727,"LUC7L3"
"468","ENSG00000108854","ENSG00000108854.15",1,375.2083333,1037.846154,226.468125,73.92307692,10.44827586,396.5833333,87.46753247,"SMURF2"
"469","ENSG00000108946","ENSG00000108946.14",4,705.9791667,3.307692308,343.1875,2.538461538,373.1034483,1306.333333,683.0432468,"PRKAR1A"
"470","ENSG00000108953","ENSG00000108953.16",2,4103.3125,1846.076923,1564.4375,469.7692308,1990.137931,2548.5,1122.545455,"YWHAE"
"471","ENSG00000109046","ENSG00000109046.14",1795,6020.208333,2601.230769,502.0625,1272,2212,1057,2730.467532,"WSB1"
"472","ENSG00000109220","ENSG00000109220.10",1,8.479166667,9.307692308,288.125,0.769230769,4.068965517,1.833333333,119.3766234,"CHIC2"
"473","ENSG00000109320","ENSG00000109320.11",2,4226.520833,265.5384615,4169.5625,1727.230769,6515.827586,3739.75,793.3896104,"NFKB1"
"474","ENSG00000109332","ENSG00000109332.19",5,4033.208333,776.1538462,3558.3125,19049.30769,3203.334138,1679.166667,5238.895195,"UBE2D3"
"475","ENSG00000109390","ENSG00000109390.11",3423,917.8125,1306.153846,1910.5,4.769230769,464.9310345,312.25,413.5974026,"NDUFC1"
"476","ENSG00000109475","ENSG00000109475.16",19034,6133.64125,4393.766154,2298.0625,5590.462308,13233.46621,4718.395833,11701.04987,"RPL34"
"477","ENSG00000109670","ENSG00000109670.13",1,139.8958333,3569.076923,23.5625,19.84615385,214.5517241,833.0833333,777.7933766,"FBXW7"
"478","ENSG00000109686","ENSG00000109686.17",16.59,44.799375,74.94,33.596875,397.1123077,118.1768966,88.5825,82.75636364,"SH3D19"
"479","ENSG00000109689","ENSG00000109689.15",2,1.583333333,1221.384615,324.5,0.692307692,628.4482759,0.333333333,100.2727273,"STIM2"
"480","ENSG00000109861","ENSG00000109861.15",1,62.85416667,0.153846154,623.0625,19.61538462,4.896551724,643.6666667,41.76623377,"CTSC"
"481","ENSG00000109929","ENSG00000109929.9",1,0.958333333,0.153846154,821.375,0.538461538,201.7931034,0.083333333,248.5844156,"SC5D"
"482","ENSG00000109971","ENSG00000109971.13",6,4100.9375,3229.153846,3125.625,1321.230769,6869.103448,3190.833333,2052.597403,"HSPA8"
"483","ENSG00000110031","ENSG00000110031.12",3,3071.645833,595.7692308,1543.875,10,1425.344828,0.666666667,806.3636364,"LPXN"
"484","ENSG00000110066","ENSG00000110066.14",1,24.04166667,796.4615385,694.6875,0.153846154,358.1034483,0.083333333,198.7272727,"KMT5B"
"485","ENSG00000110077","ENSG00000110077.14",1,0.1875,0.846153846,1.0625,52.46153846,0.034482759,2193.666667,101.7012987,"MS4A6A"
"486","ENSG00000110108","ENSG00000110108.9",1,305.6666667,0.153846154,138.75,0.153846154,14.5862069,1.416666667,5.181818182,"TMEM109"
"487","ENSG00000110172","ENSG00000110172.11",4,616.4325,1872.559231,49.93625,4654.35,1264.655172,6.25,989.8001299,"CHORDC1"
"488","ENSG00000110321","ENSG00000110321.16",15135,3326.895833,4014.538462,828.375,62.92307692,1629.034483,2384.75,2257.857143,"EIF4G2"
"489","ENSG00000110324","ENSG00000110324.10",5740,6.75,64.61538462,5.5,7.615384615,99.79310345,1978.833333,224.0649351,"IL10RA"
"490","ENSG00000110330","ENSG00000110330.8",2,382.5625,0.769230769,701.6875,3029.153846,554.9655172,14.83333333,156.4285714,"BIRC2"
"491","ENSG00000110344","ENSG00000110344.9",2,799.6477083,1096.384615,1118.77125,1591.362308,293.8934483,0.9875,698.5766234,"UBE4A"
"492","ENSG00000110367","ENSG00000110367.11",2,618.7708333,235.7692308,0.0625,120.6923077,758,1.083333333,1092.909091,"DDX6"
"493","ENSG00000110422","ENSG00000110422.11",6,2166.854167,2423.384615,2386.3125,0.307692308,422.4827586,5.333333333,613.974026,"HIPK3"
"494","ENSG00000110696","ENSG00000110696.9",10985,3644.020833,928.2307692,3167.125,50.61538462,1796.413793,6.666666667,2701.116883,"C11orf58"
"495","ENSG00000110700","ENSG00000110700.6",6617.92,3650.200208,3632.873077,1238.02625,65.53692308,5058.138966,2430.041667,3846.342338,"RPS13"
"496","ENSG00000110713","ENSG00000110713.15",1,546.9583333,0.230769231,712.3125,1867.769231,630.2758621,10.83333333,697.3246753,"NUP98"
"497","ENSG00000110717","ENSG00000110717.12",3938,134.1041667,0.153846154,0.6875,1.461538462,58.82758621,2.916666667,176.7532468,"NDUFS8"
"498","ENSG00000110777","ENSG00000110777.11",2,2.041666667,3.538461538,275.625,0.769230769,300.1724138,1129.315,217.2727273,"POU2AF1"
"499","ENSG00000110801","ENSG00000110801.13",1,585.2085417,732.31,4.125,0.384615385,111.7634483,6.416666667,179.8461039,"PSMD9"
"500","ENSG00000110848","ENSG00000110848.8",13490,4974.0625,7583.692308,2656.625,3554.538462,14670.31034,1978.166667,8591.974026,"CD69"
"501","ENSG00000110852","ENSG00000110852.4",4,288.1458333,4523.692308,0.75,6,753.7931034,5.75,540.3116883,"CLEC2B"
"502","ENSG00000110876","ENSG00000110876.9",1,0.770833333,7.769230769,3.5,0.153846154,122.2413793,71.5,0.649350649,"SELPLG"
"503","ENSG00000110917","ENSG00000110917.7",1,52.87666667,4.16,0.375,0.307692308,554.8965517,1,175.1168831,"MLEC"
"504","ENSG00000110955","ENSG00000110955.8",1,1424.020833,60.84615385,1979.4375,8,2517.655172,987.25,3473.714286,"ATP5F1B"
"505","ENSG00000110958","ENSG00000110958.15",1,1528.104167,2227.563846,2409.375,18.53846154,1228.551724,3557.583333,1564.558442,"PTGES3"
"506","ENSG00000111196","ENSG00000111196.9",1,2.916666667,0.153846154,0.125,0.076923077,258.7931034,2.166666667,1.688311688,"MAGOHB"
"507","ENSG00000111229","ENSG00000111229.15",9,4610.559583,4039.726923,406.625,4049.645385,1497.551724,2646.583333,5392.965325,"ARPC3"
"508","ENSG00000111231","ENSG00000111231.8",1,746.125,0.230769231,1319.375,1.923076923,766.0689655,0.166666667,289.987013,"GPN3"
"509","ENSG00000111266","ENSG00000111266.8",293,120.6041667,2549.230769,0.4375,0.076923077,228.4137931,1.5,164.4935065,"DUSP16"
"510","ENSG00000111269","ENSG00000111269.2",2,0.875,9.461538462,328.4375,0.923076923,0.379310345,4.083333333,59.46753247,"CREBL2"
"511","ENSG00000111276","ENSG00000111276.10",2,0.645833333,0.230769231,0.8125,27.46153846,0.724137931,0.25,131.6103896,"CDKN1B"
"512","ENSG00000111331","ENSG00000111331.12",2,23.41666667,0.076923077,0.0625,0.076923077,27.96551724,0.416666667,0.636363636,"OAS3"
"513","ENSG00000111348","ENSG00000111348.8",4478,6527.291667,12231.07692,4548.875,2387.076923,5320.310345,3260,10808.02597,"ARHGDIB"
"514","ENSG00000111371","ENSG00000111371.15",3425,5159.104167,3727.076923,2210.6875,2776.846154,7098.551724,1026.75,2526.441558,"SLC38A1"
"515","ENSG00000111481","ENSG00000111481.9",1,107.625,182.5384615,136.125,0.384615385,656.1724138,62.16666667,100.4285714,"COPZ1"
"516","ENSG00000111530","ENSG00000111530.12",339,83.70833333,181.5384615,2147.125,0.153846154,511.5517241,3326.833333,210.8181818,"CAND1"
"517","ENSG00000111596","ENSG00000111596.11",8770,1106.045625,227.2307692,2.75,2.769230769,597.992069,18.33333333,465.104026,"CNOT2"
"518","ENSG00000111615","ENSG00000111615.13",1,991.07125,1.623846154,106.3125,1.530769231,27.5762069,1.345833333,1102.787273,"KRR1"
"519","ENSG00000111640","ENSG00000111640.14",1890,5766.752708,1892.133077,3273.47125,8538.873846,5018.945172,2754.0675,2248.57974,"GAPDH"
"520","ENSG00000111669","ENSG00000111669.14",13,3658.153958,3742.296154,197.3125,70.76923077,2698.023448,8.666666667,1852.102208,"TPI1"
"521","ENSG00000111716","ENSG00000111716.12",6,834.3125,351.3846154,2381.5,0.846153846,3457.62069,2627.75,1472.272727,"LDHB"
"522","ENSG00000111775","ENSG00000111775.2",5,3132.728125,938.1730769,529.995,46.70076923,3069.958966,3146.914167,1500.068442,"COX6A1"
"523","ENSG00000111790","ENSG00000111790.13",2,358.6041667,67.61538462,178.25,1.846153846,727.3448276,27.58333333,835.6493506,"FGFR1OP2"
"524","ENSG00000111796","ENSG00000111796.3",3,2.395833333,965,1.9375,0.076923077,298.6206897,0.666666667,5.376623377,"KLRB1"
"525","ENSG00000111802","ENSG00000111802.13",1,108.1875,0.153846154,63.5625,0.461538462,0.551724138,0.166666667,342.3116883,"TDP2"
"526","ENSG00000111859","ENSG00000111859.16",1,1.354166667,0.076923077,65.1875,0.076923077,2,0.25,71.55844156,"NEDD9"
"527","ENSG00000111897","ENSG00000111897.6",2,1321.041667,236.6923077,535.4375,34.92307692,843.3448276,575.0833333,679.9090909,"SERINC1"
"528","ENSG00000111906","ENSG00000111906.17",1,365.4791667,0.384615385,27.9375,0.076923077,0.379310345,0.583333333,240.1558442,"HDDC2"
"529","ENSG00000111913","ENSG00000111913.17",636,1073.453958,330.0769231,19.9375,0.769230769,1054.567241,0.166666667,944.2050649,"RIPOR2"
"530","ENSG00000112029","ENSG00000112029.9",2,0.166666667,498.2307692,0.0625,0.153846154,0.310344828,0.083333333,133.5714286,"FBXO5"
"531","ENSG00000112078","ENSG00000112078.13",9,218.25,728.4615385,32,7.384615385,1038.206897,0.166666667,171.4025974,"KCTD20"
"532","ENSG00000112081","ENSG00000112081.16",9,3744.625,8920.076923,1798.1875,5242.461538,3044.689655,6126,2920.831169,"SRSF3"
"533","ENSG00000112096","ENSG00000112096.16",4,823.2110417,590.4615385,2531.5,503.6923077,1612.103448,10413.16667,1060.382208,"SOD2"
"534","ENSG00000112137","ENSG00000112137.17",1,3465.87125,3378.442308,423.125,3397.357692,2618.60931,14.5175,2674.754935,"PHACTR1"
"535","ENSG00000112149","ENSG00000112149.9",9692,11287.10417,8254.076923,5706.75,7096.230769,13419.72414,4023.333333,9091.506494,"CD83"
"536","ENSG00000112245","ENSG00000112245.10",1,953.1458333,1500,1442.125,107.6153846,1637.37931,0.666666667,1107.207792,"PTP4A1"
"537","ENSG00000112249","ENSG00000112249.13",4,227.6666667,14.92307692,233.3125,0.076923077,1.275862069,1035.833333,263.5584416,"ASCC3"
"538","ENSG00000112304","ENSG00000112304.10",4,689.4158333,21.23615385,34.10625,3.196923077,39.9537931,32.28333333,126.9523377,"ACOT13"
"539","ENSG00000112306","ENSG00000112306.7",6346.99,1605.555208,3084.375385,1693.476875,3281.723077,3967.075862,1662.6525,2017.795065,"RPS12"
"540","ENSG00000112308","ENSG00000112308.12",5,16746.64938,17337.76385,5659.14375,47694.49538,3316.706552,6268.98,4749.468961,"C6orf62"
"541","ENSG00000112309","ENSG00000112309.10",2,22.785,0.139230769,9.5625,0.076923077,82.59586207,0.083333333,0.014415584,"B3GAT2"
"542","ENSG00000112339","ENSG00000112339.14",1,753.1875,1870.461538,164.6875,3554.538462,185.4482759,0.333333333,411.6233766,"HBS1L"
"543","ENSG00000112343","ENSG00000112343.10",2,1217.954167,328.9230769,560.486875,47.61538462,1839.983448,2391.191667,1145.305325,"TRIM38"
"544","ENSG00000112406","ENSG00000112406.4",2,726.25,1299.461538,1.25,0.153846154,247.862069,3.416666667,1236.246753,"HECA"
"545","ENSG00000112419","ENSG00000112419.14",612,123.7633333,2872.307692,219.0625,0.769230769,95.82758621,37.66666667,120.4387013,"PHACTR2"
"546","ENSG00000112514","ENSG00000112514.15",5,110.5,16.23076923,4.6875,2.230769231,193.5862069,1247.5,590.2337662,"CUTA"
"547","ENSG00000112531","ENSG00000112531.16",5328,616.2708333,1.538461538,1002.625,42.38461538,226.862069,1333.333333,424.8701299,"QKI"
"548","ENSG00000112695","ENSG00000112695.11",3,1774.25,1554.692308,551.375,1068,1680,818.8333333,1402.051948,"COX7A2"
"549","ENSG00000112739","ENSG00000112739.16",1,924.208125,188.8461538,153.375,0.769230769,1841.37931,749.5833333,479.8181818,"PRPF4B"
"550","ENSG00000112851","ENSG00000112851.14",12,307.0625,4.538461538,298.75,0.230769231,978.7586207,1.666666667,421.4025974,"ERBIN"
"551","ENSG00000112983","ENSG00000112983.17",15,74.0625,0.076923077,13.375,0.076923077,609.7241379,28.25,332.7922078,"BRD8"
"552","ENSG00000113141","ENSG00000113141.17",3,678.269375,1.230769231,3211.98625,1.615384615,1200.887931,1333.695,1504.490779,"IK"
"553","ENSG00000113240","ENSG00000113240.12",1,0.541666667,2.384615385,1.1875,0.153846154,359.4137931,1.5,631.4805195,"CLK4"
"554","ENSG00000113282","ENSG00000113282.13",2119,910.2083333,135.1538462,1659.8125,64.46153846,742.3448276,3239.916667,1129.324675,"CLINT1"
"555","ENSG00000113312","ENSG00000113312.10",10352,701.6666667,40.53846154,396.3125,10759.69231,340.5862069,0.666666667,490.3116883,"TTC1"
"556","ENSG00000113369","ENSG00000113369.8",1891,1149,2047.923077,4,4.230769231,2.206896552,3277.333333,299.6753247,"ARRDC3"
"557","ENSG00000113387","ENSG00000113387.11",12,2351.104167,3038.846154,2782.0625,3667,5629.655172,2428.5,3261.532468,"SUB1"
"558","ENSG00000113441","ENSG00000113441.15",1,58.4375,1149.153846,731.5,1.923076923,1313.652759,1146.833333,441.2597403,"LNPEP"
"559","ENSG00000113448","ENSG00000113448.18",4,71.47916667,0.846153846,504.0625,0.769230769,184.0344828,3024.833333,284.0649351,"PDE4D"
"560","ENSG00000113460","ENSG00000113460.12",1,1228.874792,0.076923077,14.871875,0.153846154,344.3755172,0.083333333,589.5393506,"BRIX1"
"561","ENSG00000113558","ENSG00000113558.18",7,3247.70875,4176.586154,1647.285,14.07692308,7154.266207,4774.546667,3794.157403,"SKP1"
"562","ENSG00000113575","ENSG00000113575.9",3,1097.225833,1175.180769,3888.50125,1.636153846,1405.885517,1158.166667,1213.288831,"PPP2CA"
"563","ENSG00000113580","ENSG00000113580.14",1309,1259.270833,715.9230769,6.25,12.15384615,2269.068966,3909.5,1489.636364,"NR3C1"
"564","ENSG00000113597","ENSG00000113597.17",6,0.416666667,0.076923077,0.125,2138.615385,0.068965517,0.166666667,86.30038961,"TRAPPC13"
"565","ENSG00000113712","ENSG00000113712.17",2,1951.678125,426.2823077,1669.253125,160.4646154,2155.64,808.6666667,1667.139481,"CSNK1A1"
"566","ENSG00000113732","ENSG00000113732.8",10366,4342.083333,2987.153846,3397.875,15942.76923,2659.689655,5.666666667,2784.688312,"ATP6V0E1"
"567","ENSG00000113810","ENSG00000113810.15",3,549.5416667,1.615384615,1088.974375,3.153846154,6.993103448,118.5,304.0702597,"SMC4"
"568","ENSG00000113811","ENSG00000113811.10",2,3508.729167,1339.692308,1761.9375,5733.692308,4327.448276,4562.666667,5182.948052,"SELENOK"
"569","ENSG00000113851","ENSG00000113851.14",2,392.9583333,2450.384615,336.5,12228.61538,373.7586207,3.833333333,795.4805195,"CRBN"
"570","ENSG00000114013","ENSG00000114013.15",1,233.2708333,2058.846154,2002.9375,2285.461538,760.3103448,53.41666667,618.4935065,"CD86"
"571","ENSG00000114062","ENSG00000114062.18",2,274.7708333,904.9230769,804.5,0.153846154,92.86206897,7.916666667,399.7662338,"UBE3A"
"572","ENSG00000114098","ENSG00000114098.17",3,1206.645833,0.769230769,174.375,7.769230769,237.0344828,0.083333333,656.6623377,"ARMC8"
"573","ENSG00000114127","ENSG00000114127.10",328,671.8958333,3359.692308,367.3125,19850.46154,802.5172414,1.75,796.1038961,"XRN1"
"574","ENSG00000114209","ENSG00000114209.14",1,758.0416667,1516.230769,5860.5,1453.230769,112.4137931,1,536.4675325,"PDCD10"
"575","ENSG00000114353","ENSG00000114353.16",2,174.8125,11.84615385,90.375,0.538461538,459.6206897,843.6666667,189.012987,"GNAI2"
"576","ENSG00000114354","ENSG00000114354.13",2,21.66666667,0.153846154,214.75,0.230769231,107.2758621,0.5,975.5324675,"TFG"
"577","ENSG00000114391","ENSG00000114391.12",104,2408.923542,3697.113077,4329.514375,71.53846154,3177.826207,3155.75,2286.506364,"RPL24"
"578","ENSG00000114416","ENSG00000114416.17",1,256.25,0.230769231,24.5625,0.461538462,1115.724138,0.25,623.0649351,"FXR1"
"579","ENSG00000114423","ENSG00000114423.18",1,7.604166667,11.53846154,98.6875,1.769230769,103.3793103,0.583333333,175.6363636,"CBLB"
"580","ENSG00000114503","ENSG00000114503.10",5,1239.3125,1221.769231,14.1875,0.153846154,88.48275862,1.916666667,310.214026,"NCBP2"
"581","ENSG00000114541","ENSG00000114541.14",3,1.729166667,0.384615385,0.0625,0.846153846,6,3.75,3,"FRMD4B"
"582","ENSG00000114573","ENSG00000114573.9",6,105.375,634,1315.5,2.923076923,927.5517241,0.333333333,307.4805195,"ATP6V1A"
"583","ENSG00000114857","ENSG00000114857.17",10185,895.2291667,4990.769231,176.5625,135.6923077,832.1724138,2127.166667,2086.025974,"NKTR"
"584","ENSG00000114861","ENSG00000114861.18",2,9868.333333,3396.923077,1709.3125,214.3846154,2381.275862,1434,2568.103896,"FOXP1"
"585","ENSG00000114902","ENSG00000114902.13",2,302.7833333,610.3846154,3.1875,1,357.6072414,1.5,851.4545455,"SPCS1"
"586","ENSG00000114942","ENSG00000114942.13",3679.77,2711.724792,3984.123846,837.564375,3156.102308,4774.373103,8.333333333,2381.63039,"EEF1B2"
"587","ENSG00000114956","ENSG00000114956.19",332,862.75,1043,620.1875,47.38461538,5.068965517,0.25,332.4805195,"DGUOK"
"588","ENSG00000114978","ENSG00000114978.17",2,5192.1875,48.23076923,1078.375,16357.46154,1589.310345,743.4166667,2886.545455,"MOB1A"
"589","ENSG00000115009","ENSG00000115009.11",3,3.333333333,0.076923077,0.1875,0.461538462,13.55172414,0.916666667,75.75324675,"CCL20"
"590","ENSG00000115020","ENSG00000115020.16",2,2454,556.4615385,2583.375,1143.692308,3972.37931,1006.166667,1680.922078,"PIKFYVE"
"591","ENSG00000115053","ENSG00000115053.15",2,5009.875,1164.461538,1925.25,20096.76923,4475.172414,1131,3291.766234,"NCL"
"592","ENSG00000115073","ENSG00000115073.7",1,58.72916667,124.2307692,91.125,0.153846154,7.344827586,0.166666667,0.12987013,"ACTR1B"
"593","ENSG00000115091","ENSG00000115091.11",2,1638.958333,246.0769231,312.875,21263.23077,4549.655172,1582.583333,1699.922078,"ACTR3"
"594","ENSG00000115165","ENSG00000115165.9",3,3408.541667,4016.307692,2014.75,3.307692308,3744.241379,6856.583333,3638.792208,"CYTIP"
"595","ENSG00000115216","ENSG00000115216.13",1,5.3125,4.076923077,54.25,0.307692308,394.3103448,335.5,368.6883117,"NRBP1"
"596","ENSG00000115232","ENSG00000115232.13",4,283.1458333,16,11.3125,0.769230769,1.931034483,0.5,263.1038961,"ITGA4"
"597","ENSG00000115233","ENSG00000115233.11",1,1082.75,0.538461538,28.0625,3.230769231,946.0344828,2958.75,83.55844156,"PSMD14"
"598","ENSG00000115268","ENSG00000115268.9",1865.13,3004.624583,5357.54,4131.30625,298.6361538,4362.971379,1848.645833,4402.914416,"RPS15"
"599","ENSG00000115286","ENSG00000115286.19",1,207.860625,0.384615385,0.125,720.8484615,114.5458621,0.083333333,304.5103896,"NDUFS7"
"600","ENSG00000115306","ENSG00000115306.15",1,1679.833333,0.230769231,1.3125,2,39.72413793,0.5,341.2467532,"SPTBN1"
"601","ENSG00000115310","ENSG00000115310.17",1,317.25,630.3846154,1187.875,0.692307692,925.9655172,1.083333333,134.3116883,"RTN4"
"602","ENSG00000115415","ENSG00000115415.18",3,229.9583333,393.0769231,999.5,102.99,136.8275862,12.66666667,189.1428571,"STAT1"
"603","ENSG00000115421","ENSG00000115421.12",2135,83.5,312.9230769,430.5,0.153846154,0.655172414,0.083333333,295.1558442,"PAPOLG"
"604","ENSG00000115523","ENSG00000115523.16",17,52.70833333,75.23076923,5.3125,3.615384615,236.6206897,18.5,6.74025974,"GNLY"
"605","ENSG00000115524","ENSG00000115524.15",3829,2641.354167,9153,1864.5,17146.30769,7577.448276,1589.166667,4216.350649,"SF3B1"
