,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
H2AC14,9.886604844,-5.168295738,4.767076695,-1.084164587,0.27829183,NA
PALLD,36.59480088,-3.964205453,3.657416606,-1.083881297,0.278417433,0.948757487
SLA,327.0646452,-1.889895102,1.743840068,-1.083754833,0.278473516,0.948757487
ACYP1,3.043375279,5.203749915,4.802210803,1.08361547,0.278535329,NA
ATP10A,3.043375279,5.203749915,4.802210803,1.08361547,0.278535329,NA
IFFO1,3.043375279,5.203749915,4.802210803,1.08361547,0.278535329,NA
IFI27L1,3.043375279,5.203749915,4.802210803,1.08361547,0.278535329,NA
MTX3,3.043375279,5.203749915,4.802210803,1.08361547,0.278535329,NA
SPINK1,3.043375279,5.203749915,4.802210803,1.08361547,0.278535329,NA
C9orf78,689.6512319,-1.405972243,1.297627227,-1.083494716,0.278588895,0.948757487
PNPLA2,55.22626667,-3.524970643,3.253452056,-1.083455537,0.278606276,0.948757487
TBC1D22A,115.6893701,2.516594649,2.322836907,1.083414269,0.278624585,0.948757487
MSN,853.9647384,-1.211905807,1.118687701,-1.083328087,0.278662823,0.948757487
MCM6,48.79700592,-2.651697532,2.448465245,-1.08300395,0.27880667,0.948757487
RHEBP1,22.93679184,3.659681051,3.379830084,1.082800306,0.27889707,NA
STK24,47.0861857,-2.85193518,2.634276361,-1.082625659,0.278974614,0.948757487
THADA,23.0354173,-3.978498662,3.675531641,-1.082428081,0.279062356,NA
MBD1,234.9660847,1.677343541,1.550054853,1.082118828,0.279199731,0.948757487
RASGEF1B,4878.689112,1.174973834,1.086218477,1.08171041,0.279381226,0.948757487
EHBP1L1,33.26854469,3.347569985,3.094719291,1.081703919,0.279384111,NA
FGFR1OP,111.8266143,-2.243864916,2.074596976,-1.081590758,0.279434413,0.948757487
TMEM154,1238.646321,1.250550378,1.156259667,1.081548041,0.279453403,0.948757487
GK,375.8037228,-2.18456312,2.020048885,-1.08144072,0.279501117,0.948757487
PPIP5K2,139.1055441,-2.382483508,2.203769394,-1.081094743,0.279654971,0.948757487
SLC20A2,222.0749886,2.30856658,2.135524101,1.08103045,0.279683569,0.948757487
MYL12B,2364.596074,1.141367559,1.056011492,1.080828729,0.279773306,0.948757487
IL7,40.29335842,3.313663661,3.067472201,1.080258742,0.280026977,0.948757487
GTF2I,118.256643,1.874093096,1.735167104,1.080064907,0.280113278,0.948757487
IL15RA,92.41996775,2.615616336,2.421778954,1.080039254,0.2801247,0.948757487
NDST2,16.28513276,4.742743526,4.391633411,1.079949778,0.280164545,NA
NEU1,26.75253381,-3.524652828,3.263922262,-1.079882591,0.280194467,NA
PSMD5,93.79558043,-2.416891413,2.238167159,-1.079852952,0.280207667,0.948757487
TENT5A,213.086101,-2.367486569,2.193062966,-1.079534243,0.280349637,0.948757487
PDXK,105.1133235,-2.285129898,2.117726161,-1.079048812,0.280565968,0.948757487
PLP2,437.8732522,-1.512377547,1.402174345,-1.078594507,0.280768531,0.948757487
DCAF8,536.065258,1.473109322,1.366396006,1.078098382,0.280989854,0.948757487
LSM5,374.9522198,-1.416863748,1.314395819,-1.077958197,0.281052412,0.948757487
TRANK1,202.9825811,2.234622587,2.073557199,1.077675884,0.281178424,0.948757487
LINC01943,7.829598877,5.151824432,4.780569573,1.077659127,0.281185905,NA
USP47,582.1134286,1.286446667,1.193749961,1.077651693,0.281189224,0.948757487
UHRF2,139.9268588,-1.867769757,1.734841199,-1.076622896,0.281648771,0.948757487
EMC10,176.395363,2.28908857,2.126913627,1.076248956,0.28181593,0.948757487
TMEM208,191.3744874,1.64801827,1.531589713,1.076018111,0.281919156,0.948757487
ATP5IF1,653.5039154,1.261830172,1.172711262,1.075993906,0.281929982,0.948757487
PDHB,883.2505645,1.223785816,1.137467049,1.075886829,0.281977873,0.948757487
NSDHL,63.0017469,3.402530254,3.16341683,1.075587075,0.282111971,0.948757487
DNAJB6,1824.816459,1.144247464,1.063966861,1.075454045,0.282171496,0.948757487
PPP1R15B,971.8834765,-1.503418533,1.398623105,-1.074927568,0.282407158,0.948757487
HSPBAP1,53.97996418,-2.59869751,2.417657095,-1.074882586,0.282427299,0.948757487
TUBD1,122.490961,-2.439070159,2.269389758,-1.074769176,0.282478084,0.948757487
HECTD1,642.432151,-1.350497589,1.256783958,-1.074566221,0.282568982,0.948757487
GNA13,1454.15439,1.325721236,1.234047067,1.074287417,0.282693883,0.948757487
WASHC5,58.55867213,2.513974161,2.340276941,1.074220797,0.282723733,0.948757487
KLRB1,188.5653995,1.847637148,1.721167707,1.07347886,0.283056319,0.948757487
SCO1,39.8085399,-3.463181674,3.228268616,-1.072767507,0.283375443,0.948757487
BABAM1,485.4181404,2.085814473,1.944855419,1.072477909,0.283505431,0.948757487
ANKRD13A,625.8162489,1.259574116,1.174637627,1.072308674,0.283581412,0.948757487
TAPT1,67.36041592,-2.780489966,2.593640808,-1.072041262,0.283701499,0.948757487
C1GALT1,712.93659,1.277019477,1.191311445,1.07194427,0.283745064,0.948757487
ZNF644,339.9658787,-1.401034627,1.307092442,-1.07187111,0.283777928,0.948757487
UBL5,997.6736988,1.202026254,1.121553202,1.071751435,0.283831692,0.948757487
ZNF33A,177.7924568,1.64987207,1.540289995,1.071143794,0.284104779,0.948757487
GPATCH11,209.3217601,1.622697465,1.515078373,1.07103203,0.284155028,0.948757487
POLD4,61.40483519,2.438419304,2.276857014,1.07095847,0.284188104,0.948757487
DDX60L,118.6163403,-2.409422143,2.250292906,-1.0707149,0.284297641,0.948757487
SETD1B,312.6204168,-1.931827567,1.804733495,-1.070422626,0.284429119,0.948757487
TBC1D1,158.3086516,-2.500873985,2.336388273,-1.070401703,0.284438533,0.948757487
EP400,73.91022254,-2.714161316,2.536028233,-1.07024097,0.284510857,0.948757487
AKT1,57.7989168,2.720411807,2.542093356,1.070146303,0.28455346,0.948757487
ATXN1L,9.421488906,-5.098707298,4.767331153,-1.069509781,0.284840024,NA
ZNF275,61.27203094,-2.852359876,2.66856436,-1.068874305,0.285126312,0.948757487
ZDHHC21,68.03825755,2.731433739,2.555521661,1.068836074,0.285143541,0.948757487
LSM2,87.47981812,2.574628109,2.408918186,1.068790183,0.285164224,0.948757487
ERH,178.5545267,1.793215186,1.677904981,1.068722726,0.285194628,0.948757487
KMT2C,556.4161434,-1.316291656,1.231995667,-1.06842231,0.285330058,0.948757487
PPP1R15A,691.5214704,-1.61749392,1.513993213,-1.068362728,0.285356923,0.948757487
IFRD1,436.8477517,1.440910736,1.34874001,1.068338394,0.285367896,0.948757487
MED16,8.772248727,5.091512972,4.765832739,1.06833648,0.285368759,NA
PLEKHO1,133.6500863,-1.845355489,1.727965467,-1.067935398,0.285549654,0.948878885
CCNF,3.11673547,-5.124926081,4.800539693,-1.0675729,0.285713213,NA
ORMDL3,9.354915091,-5.088233253,4.767370512,-1.067303924,0.285834617,NA
ZBED5-AS1,9.354915091,-5.088233253,4.767370512,-1.067303924,0.285834617,NA
FNIP1,919.7717125,1.248067504,1.170725644,1.06606318,0.286395082,0.94934701
KDM5C,14.87868312,-4.711139862,4.423133637,-1.065113616,0.286824518,NA
RPP38,88.11275216,2.069244227,1.945524137,1.063592164,0.287513494,0.94934701
TMEM70,307.3138607,-1.67877373,1.578630605,-1.063436706,0.287583954,0.94934701
PSMA3-AS1,2741.494232,1.172962159,1.103227675,1.063209513,0.287686949,0.94934701
LYSMD3,74.52601094,-2.794677418,2.628930817,-1.063047152,0.287760569,0.94934701
AKAP10,66.08356981,-2.326442632,2.18872378,-1.062921988,0.287817331,0.94934701
SSNA1,40.43176223,-3.77289617,3.550027856,-1.062779314,0.287882042,0.94934701
SLC2A4RG,3.050161654,-5.09410811,4.800880237,-1.06107794,0.288654482,NA
HYOU1,9.16176095,-5.057230079,4.767488714,-1.060774421,0.28879243,NA
VPS11,159.8665938,1.935547565,1.824735422,1.060727786,0.288813628,0.94934701
HIPK1,183.8190428,-1.649871726,1.555480247,-1.060683175,0.288833909,0.94934701
MCM7,546.4772212,-1.573624367,1.484709695,-1.059886907,0.289196053,0.94934701
GORAB,145.4361327,-2.416372282,2.281240664,-1.05923602,0.289492304,0.94934701
YME1L1,769.7139649,1.244372837,1.175014682,1.05902748,0.289587265,0.94934701
EPS8,7.386586619,5.063108448,4.781010981,1.059003727,0.289598082,NA
FAM89B,60.58914457,2.81995796,2.664112137,1.058498222,0.289828361,0.94934701
LUC7L,213.1433167,-2.040100172,1.927471623,-1.058433311,0.289857939,0.94934701
UBE2R2,343.3514648,-1.596449285,1.508479604,-1.058316785,0.289911043,0.94934701
RC3H2,322.4139218,1.423768534,1.345506345,1.058165604,0.28997995,0.94934701
RGP1,71.65120586,3.215073275,3.038774178,1.058016518,0.290047912,0.94934701
POLR2K,293.2618264,1.502069838,1.419779263,1.057960118,0.290073625,0.94934701
EGLN3,39.97375479,-3.400683813,3.215414311,-1.057619169,0.2902291,0.94934701
AGA,118.8096894,2.664638105,2.520662033,1.057118356,0.290457575,0.94934701
TMEM14A,336.761299,1.649997863,1.561021386,1.056998884,0.290512097,0.94934701
EIF4B,3081.612635,-1.152235138,1.090243139,-1.05686071,0.290575162,0.94934701
EPB41,497.0715232,1.274233386,1.20631375,1.056303458,0.290829596,0.94934701
PPP2R5A,56.96158481,-2.859014715,2.708179543,-1.055696149,0.291107057,0.94934701
NCF1C,76.04012184,2.191705808,2.076616445,1.055421579,0.291232558,0.94934701
ASXL1,141.9689797,1.78167753,1.68824167,1.055345074,0.291267534,0.94934701
CREBZF,24.47833294,-4.410758007,4.180071433,-1.055187233,0.291339702,NA
FBXO30,136.6030381,2.382305924,2.258007687,1.055047748,0.291403488,0.94934701
RP9,71.5430869,-2.217087642,2.101544794,-1.05497996,0.29143449,0.94934701
KBTBD7,2.757605044,5.067824023,4.803932352,1.054932429,0.29145623,NA
PPCS,170.6875043,-1.923381638,1.823246588,-1.054921288,0.291461325,0.94934701
CIAO2A,806.3923755,1.216125693,1.152832732,1.05490212,0.291470093,0.94934701
HLA-DQA1,1387.123845,-1.170298144,1.109673646,-1.054632727,0.29159333,0.94934701
CACNB1,2.766704799,5.065954826,4.803957169,1.054537883,0.291636726,NA
CFD,2.766704799,5.065954826,4.803957169,1.054537883,0.291636726,NA
CPVL,2.766704799,5.065954826,4.803957169,1.054537883,0.291636726,NA
PKD1P6,2.766704799,5.065954826,4.803957169,1.054537883,0.291636726,NA
SEC14L1P1,2.766704799,5.065954826,4.803957169,1.054537883,0.291636726,NA
STK16,2.766704799,5.065954826,4.803957169,1.054537883,0.291636726,NA
TF,2.766704799,5.065954826,4.803957169,1.054537883,0.291636726,NA
TMCO4,2.766704799,5.065954826,4.803957169,1.054537883,0.291636726,NA
TTR,2.766704799,5.065954826,4.803957169,1.054537883,0.291636726,NA
ANAPC13,194.4999624,-1.628037401,1.544124398,-1.054343421,0.291725716,0.94934701
NR1H2,119.5548099,2.057682771,1.952333067,1.053960928,0.291900806,0.94934701
PCF11,664.1953554,-1.250051938,1.186075969,-1.053939184,0.291910762,0.94934701
HNRNPH1,31399.52397,1.035128606,0.982224228,1.053861814,0.291946188,0.94934701
FAM184A,16.00446885,4.915466059,4.66497279,1.05369662,0.292021837,NA
POLA1,2.963885925,-5.058054124,4.801287947,-1.053478604,0.292121695,NA
SPATS2L,2.963885925,-5.058054124,4.801287947,-1.053478604,0.292121695,NA
VBP1,684.9019375,1.217993477,1.156176379,1.053466841,0.292127084,0.94934701
UTP3,173.7664391,-1.834178677,1.741160415,-1.053423143,0.292147102,0.94934701
CCDC92,60.00352538,-2.817404153,2.675601392,-1.052998463,0.292341697,0.94934701
BRI3,27.82803382,3.588753083,3.409226764,1.052658955,0.292497327,NA
ACOT13,253.8234316,1.548714132,1.471480082,1.052487323,0.292576024,0.94934701
SUCO,35.88725211,-3.299811606,3.135500185,-1.052403576,0.292614429,NA
PTP4A1,956.0816653,1.380400799,1.312198796,1.051975358,0.292810855,0.94934701
CCDC126,146.7390666,-1.763254878,1.676151513,-1.051966284,0.292815019,0.94934701
BIN1,110.3924915,-1.968002118,1.870888282,-1.051907875,0.292841818,0.94934701
PDIA4,158.7935602,1.86937261,1.777519323,1.051674987,0.292948691,0.94934701
GTF3A,1018.649467,-1.181059421,1.123062722,-1.051641549,0.292964037,0.94934701
STAG2,1113.912207,-1.191994453,1.133601469,-1.051511035,0.293023944,0.94934701
ZNF350,69.77326278,-2.685032858,2.553626023,-1.051458919,0.293047868,0.94934701
PIGF,84.04604007,2.137479304,2.033254416,1.051260131,0.293139133,0.94934701
XBP1,70.49637065,-2.250353376,2.140758953,-1.051194191,0.293169411,0.94934701
NOA1,61.18672759,2.752732249,2.619749504,1.050761626,0.293368084,0.94934701
CHST11,70.98873212,-2.285066868,2.174735606,-1.050733184,0.293381151,0.94934701
RASSF1,104.9010167,1.93089388,1.838124987,1.050469306,0.293502396,0.94934701
TP53INP2,64.77334231,2.889585191,2.750844396,1.050435712,0.293517834,0.94934701
CDKN1B,204.7918459,-2.142431943,2.040316827,-1.050048656,0.293695743,0.94934701
SMCHD1,1463.471872,-1.112176888,1.059409158,-1.049808641,0.293806102,0.94934701
ACTB,22238.24122,1.046204294,0.99681491,1.049547197,0.293926345,0.94934701
UPF3A,157.8286271,-1.72926383,1.64894869,-1.048706876,0.294313048,0.94934701
NFYB,7.745134951,-5.013311391,4.781260235,-1.048533471,0.294392889,NA
ABCC1,68.97070763,-2.197452264,2.095793222,-1.048506237,0.29440543,0.94934701
XPO1,324.7918424,1.470719717,1.403040359,1.048237641,0.294529132,0.94934701
CFLAR,1301.856215,-1.13057436,1.078921544,-1.047874488,0.294696438,0.94934701
COX11,144.4301512,-2.069829373,1.975315071,-1.04784771,0.294708777,0.94934701
CLDND1,1123.910622,1.333485302,1.272652119,1.047800323,0.294730614,0.94934701
NDUFB2,1665.810949,1.144865899,1.09276683,1.047676291,0.294787775,0.94934701
VTA1,945.6438093,1.371546238,1.309287973,1.047551239,0.294845413,0.94934701
SUZ12P1,2.903879415,-5.027427922,4.801642339,-1.047022574,0.295089167,NA
ZBTB18,42.34314422,-3.103587051,2.964717582,-1.046840708,0.295173052,0.949933768
APOL1,2.89731211,-5.025908008,4.801660123,-1.046702157,0.295236969,NA
NHLRC2,2.89731211,-5.025908008,4.801660123,-1.046702157,0.295236969,NA
PRR5,2.89731211,-5.025908008,4.801660123,-1.046702157,0.295236969,NA
HMGN2,4643.265056,1.100563506,1.051694597,1.046466825,0.295345554,0.950020928
LIX1L-AS1,18.8173273,-4.822145823,4.610001247,-1.046018334,0.295552568,NA
WDR33,443.9287096,-1.399996107,1.338408999,-1.046015163,0.295554032,0.950223666
ATG9A,14.48580754,-4.670747314,4.465523694,-1.045957346,0.295580726,NA
CXorf65,13.3440709,-4.908392181,4.693598264,-1.045763166,0.295670391,NA
RPL10P9,76.12384384,-2.281411423,2.182196742,-1.045465507,0.295807875,0.950350413
PEF1,238.6680991,1.769799086,1.693101778,1.04529988,0.295884393,0.950350413
CCL2,7.045369124,4.99302063,4.781379375,1.04426364,0.29636343,NA
SRSF11,1957.514022,1.085978821,1.040163237,1.044046532,0.296463861,0.951065426
TLK2,60.86892789,-2.781364206,2.664154264,-1.043995178,0.29648762,0.951065426
PEX19,68.07233005,-2.744527743,2.629175601,-1.043873883,0.296543743,0.951065426
CENPN,108.5307461,2.330386064,2.233425775,1.043413258,0.296756936,0.951222721
RETREG2,250.284051,1.897988847,1.819497818,1.043138842,0.296883993,0.951222721
PPP1R2,931.0248426,1.203801557,1.155367126,1.041921248,0.297448192,0.952450408
AK2,509.8372589,1.339815082,1.286410397,1.041514501,0.297636827,0.952450408
ZNHIT6,57.42017428,-3.041023562,2.920262438,-1.041352833,0.297711825,0.952450408
CHAF1A,2.857007514,-4.999127153,4.80197655,-1.041056136,0.297849496,NA
MAP3K13,273.5092532,-2.100568419,2.01908108,-1.040358626,0.298173316,0.952450408
COMMD3-BMI1,8.582298528,-4.960009746,4.767876206,-1.04029751,0.298201701,NA
GEMIN4,2.637610769,4.997982437,4.804881745,1.040188438,0.298252362,NA
ZBTB24,189.5407695,-2.150917317,2.067903871,-1.040143765,0.298273113,0.952450408
MALSU1,159.4361916,2.317471023,2.228317879,1.040009168,0.298335641,0.952450408
ANP32A,572.0655362,1.505305797,1.448137083,1.039477418,0.298582755,0.952450408
ZNF480,202.2131328,-1.720285517,1.655054375,-1.039413292,0.298612565,0.952450408
HMGA1,177.7150061,1.6504119,1.588019299,1.039289573,0.298670083,0.952450408
E2F5,135.9658707,2.805284685,2.700198184,1.03891807,0.298842842,0.952450408
STAT3,828.0774412,-1.17735032,1.133312265,-1.03885783,0.298870861,0.952450408
GMFG,1171.640943,1.1339081,1.092552927,1.037851872,0.299339023,0.952906451
CHORDC1,772.9968443,-1.222472576,1.177960756,-1.037787184,0.299369145,0.952906451
POLR2J,126.3321157,-1.837999735,1.771518194,-1.037528004,0.299489852,0.952906451
PTPRE,144.6800596,2.290240503,2.207892464,1.037297124,0.299597406,0.952906451
H2BC8,22.60790365,-3.948364147,3.809184579,-1.03653789,0.299951272,NA
ESCO1,632.9877486,1.307146646,1.261617418,1.036087983,0.300161098,0.95423477
CTLA4,6.833245659,4.947528001,4.781628231,1.034695247,0.300811257,NA
IGHV3-43,6.833245659,4.947528001,4.781628231,1.034695247,0.300811257,NA
KLHL3,6.833245659,4.947528001,4.781628231,1.034695247,0.300811257,NA
SLC25A23,20.82906404,-4.601650788,4.447511813,-1.03465735,0.300828961,NA
PMPCB,613.9059138,-1.330188691,1.285711363,-1.034593556,0.300858765,0.955905811
TNFAIP3,698.0071257,-1.188352388,1.148904255,-1.03433544,0.300979374,0.955905811
ECHDC1,150.920699,2.177174952,2.106302354,1.033647875,0.301300809,0.956461704
QSOX1,2.770731784,-4.960971641,4.802437597,-1.033011162,0.301598675,NA
PEX13,99.57450622,-2.683916943,2.599113179,-1.032627961,0.301778038,0.956984104
BOLA2-SMG1P6,268.8581121,1.535235398,1.486728428,1.032626651,0.301778651,0.956984104
FSIP2,7.358826669,-4.937431907,4.781613184,-1.032587062,0.301797186,NA
TIMP1,68.18442978,-2.895506199,2.804752345,-1.032357172,0.301904827,0.956984104
GRK6,48.51370056,2.654370324,2.573126897,1.031573813,0.302271813,0.957417561
THAP5,741.2613047,-1.689965728,1.638453258,-1.031439694,0.302334675,0.957417561
CETN3,2.545481579,4.952621163,4.805523324,1.03061016,0.30272367,NA
HMMR,2.545481579,4.952621163,4.805523324,1.03061016,0.30272367,NA
KCNC4,2.545481579,4.952621163,4.805523324,1.03061016,0.30272367,NA
KRCC1,185.4651579,1.764552544,1.712281387,1.030527201,0.30276259,0.957901753
SDE2,618.8396083,-1.393487579,1.352787204,-1.03008631,0.302969491,0.957901753
EIF1AX,843.5995505,-1.222996171,1.187895223,-1.029548859,0.303221833,0.957901753
TRPV3,69.11660175,2.499045999,2.427655056,1.029407367,0.303288289,0.957901753
GINM1,312.3197431,-1.38623525,1.347097102,-1.029053694,0.303454444,0.957901753
TMEM131L,562.5588801,1.266513539,1.2307811,1.029032327,0.303464484,0.957901753
MAP4K1,209.7190246,1.828166907,1.777449661,1.028533717,0.303698839,0.957901753
GATAD1,76.30836915,-2.409707557,2.342955692,-1.028490451,0.30371918,0.957901753
PCNA,64.31045967,-2.582994368,2.511899431,-1.028303258,0.303807199,0.957901753
TM2D2,43.10649118,-3.131444819,3.046420759,-1.027909493,0.303992404,0.958023334
DHX32,12.59295779,-4.82348871,4.693833975,-1.027622352,0.304127506,NA
PSMD2,336.1167764,-1.361141709,1.324648622,-1.027549258,0.304161903,0.95809533
GTF2A2,488.65848,-1.333881862,1.298923269,-1.026913516,0.304461189,0.958447741
FBXO25,20.62399199,-3.583770088,3.489998536,-1.026868651,0.304482318,NA
PPP1R3B,2.723859883,-4.931103274,4.802807075,-1.026712753,0.304555742,NA
ZC3H15,1210.266745,-1.184586655,1.153793712,-1.026688431,0.304567199,0.958447741
TRIM24,32.6521574,-3.439913016,3.350926497,-1.026555795,0.304629678,NA
CPNE2,2.704157969,-4.926600661,4.802863437,-1.025763219,0.305003207,NA
GDAP1,2.704157969,-4.926600661,4.802863437,-1.025763219,0.305003207,NA
HMGB1P51,2.704157969,-4.926600661,4.802863437,-1.025763219,0.305003207,NA
RAB3B,2.704157969,-4.926600661,4.802863437,-1.025763219,0.305003207,NA
SLC2A14,2.704157969,-4.926600661,4.802863437,-1.025763219,0.305003207,NA
SRF,2.704157969,-4.926600661,4.802863437,-1.025763219,0.305003207,NA
URGCP,2.704157969,-4.926600661,4.802863437,-1.025763219,0.305003207,NA
VAC14,2.704157969,-4.926600661,4.802863437,-1.025763219,0.305003207,NA
NOLC1,790.8908254,-1.339404497,1.305829499,-1.025711625,0.305027533,0.958701829
TCTN1,122.4174245,-2.818496309,2.748136732,-1.025602648,0.305078919,0.958701829
SDHB,539.7017494,1.488147444,1.451025848,1.025583001,0.305088183,0.958701829
EXOC7,24.38925051,3.695409874,3.603725445,1.025441569,0.305154883,NA
ZBTB41,26.30023655,-4.179648374,4.076171796,-1.025385725,0.305181221,NA
ZBTB43,589.1432275,-1.457260216,1.423245197,-1.023899619,0.30588269,0.959908485
ZNF337,38.6091627,-3.700278335,3.617346496,-1.022926153,0.306342763,0.959908485
SAMD4B,68.35410962,-2.913962645,2.849117161,-1.022759852,0.306421405,0.959908485
CD52,6947.632916,1.050546068,1.02745019,1.02247883,0.306554327,0.959908485
APOH,2.490034319,4.913592426,4.806091632,1.022367612,0.306606944,NA
FGL1,2.490034319,4.913592426,4.806091632,1.022367612,0.306606944,NA
KCNA3,2.490034319,4.913592426,4.806091632,1.022367612,0.306606944,NA
TWSG1,2.490034319,4.913592426,4.806091632,1.022367612,0.306606944,NA
ZC4H2,2.490034319,4.913592426,4.806091632,1.022367612,0.306606944,NA
NOMO1,41.98682241,-3.302872949,3.230800701,-1.022307859,0.306635215,0.959908485
SIDT1,95.15727158,-2.080866481,2.035583865,-1.022245517,0.306664712,0.959908485
C2CD3,60.08249927,-2.587768175,2.532058577,-1.022001702,0.306780095,0.959908485
HERC4,89.24246461,2.490108871,2.438539976,1.021147447,0.307184586,0.959908485
SIPA1L1,629.025252,-1.370950891,1.342625966,-1.021096661,0.307208645,0.959908485
SLC25A38,187.0453831,1.766724154,1.730458506,1.020957248,0.307274694,0.959908485
MRPL21,768.3583844,-1.48166244,1.451373191,-1.020869373,0.307316331,0.959908485
LYPLA2,52.96610738,-2.876743583,2.818981851,-1.020490282,0.307495996,0.959908485
PSMG4,81.88367504,2.043672673,2.002825975,1.020394532,0.307541386,0.959908485
PITHD1,131.4554267,-2.263204841,2.218153655,-1.020310219,0.307581358,0.959908485
ARMC2,2.462452144,4.903241455,4.80624494,1.020181351,0.307642461,NA
PMFBP1,2.462452144,4.903241455,4.80624494,1.020181351,0.307642461,NA
PHB,536.6420529,1.282471127,1.257188711,1.020110279,0.307676162,0.959908485
IFT27,108.9138766,2.045996176,2.007373583,1.019240361,0.30808887,0.960681787
TBC1D4,6.492028164,4.87144514,4.782062329,1.018691268,0.308349559,NA
TMEM126A,137.1452696,-2.254007454,2.212751391,-1.018644689,0.30837168,0.960681787
JMJD6,366.8207745,1.920086,1.885491898,1.018347521,0.308512832,0.960681787
NCBP2,201.9204217,-1.629178823,1.600590953,-1.017860822,0.308744103,0.960681787
DHX29,334.3710207,-1.40275824,1.378206807,-1.017814041,0.308766338,0.960681787
ANKRD12,2748.156167,-1.086001898,1.067236228,-1.017583426,0.308875967,0.960681787
ZNF331,1923.080991,1.389544804,1.365752558,1.017420612,0.308953381,0.960681787
NAMPTP1,97.02166959,1.987091343,1.95491702,1.016458153,0.309411265,0.96148391
QRICH1,490.7609257,1.254883808,1.235016462,1.016086706,0.309588099,0.96148391
UNK,355.3920871,1.439514386,1.416913616,1.015950704,0.309652862,0.96148391
NAE1,282.1375066,1.566607788,1.542762775,1.015456047,0.309888488,0.961613549
CYTH2,91.91056452,-2.14590222,2.113678939,-1.015245116,0.309988999,0.961613549
RPA2,459.6472139,-1.360384228,1.340977874,-1.014471793,0.310357682,0.96208321
IMPAD1,90.58501528,-2.035797453,2.007076514,-1.014309838,0.310434931,0.96208321
SURF6,63.46145039,-2.317082478,2.286173007,-1.01352018,0.310811762,0.962258118
IBTK,126.0502187,2.238308554,2.208679991,1.013414602,0.310862168,0.962258118
MAP1LC3B,1078.338036,1.174992422,1.15960934,1.013265745,0.310933245,0.962258118
ZRSR2,329.1079644,1.569504773,1.550347698,1.012356632,0.311367566,0.962693004
SLFN11,293.2804844,-1.730267305,1.709151241,-1.012354708,0.311368486,0.962693004
LRRFIP2,2.597279558,-4.861297248,4.803700875,-1.01199,0.311542835,NA
SLC39A7,2.597279558,-4.861297248,4.803700875,-1.01199,0.311542835,NA
GZF1,75.78478939,-2.550908532,2.520886407,-1.011909353,0.311581397,0.962895585
PI4KA,13.43012137,-4.729542606,4.678622997,-1.010883461,0.312072211,NA
CDK17,94.89587639,-2.139519522,2.118301136,-1.0100167,0.312487289,0.965238516
XPR1,44.34508778,-3.200714689,3.169958811,-1.009702296,0.312637942,0.965247484
NLRP3,19.06821547,-4.030846241,3.997237288,-1.008408046,0.313258612,NA
ERRFI1,6.279904699,4.821874919,4.782357699,1.008263125,0.31332816,NA
HPS1,191.8497419,-1.936003061,1.920500457,-1.008072169,0.313419817,0.966483619
MTF2,353.8617703,-1.429015043,1.418204559,-1.007622655,0.313635649,0.966483619
MRPL11,212.0438144,-1.708801363,1.696026564,-1.007532193,0.313679095,0.966483619
ANGEL2,14.23782779,4.542138969,4.508816148,1.007390592,0.313747111,NA
SRPK1,304.5691249,-1.402139799,1.392090476,-1.007218872,0.313829606,0.966483619
G0S2,40.28510793,2.828237292,2.808030559,1.007196052,0.31384057,0.966483619
POP1,51.66968096,3.338518567,3.315250942,1.00701836,0.313925951,0.966483619
SNHG14,342.3036711,1.363329295,1.355115906,1.006061023,0.314386217,0.967444726
HIBCH,28.122134,3.469114346,3.448452365,1.005991668,0.314419578,NA
DDX54,25.04745122,-3.193395226,3.174951209,-1.005809228,0.314507347,NA
GABPB1,277.9399112,1.412388448,1.404822389,1.005385776,0.314711126,0.967937309
ALG2,6.215357684,4.806586806,4.782450857,1.005046774,0.314874328,NA
CLTC,201.8617672,1.74414665,1.735631174,1.00490627,0.314941985,0.967937309
SMARCC1,429.1863011,1.309790556,1.30356956,1.004772277,0.315006516,0.967937309
PSMC1P1,47.9864275,-2.45563988,2.444645384,-1.004497378,0.315138934,0.967937309
SPOCK2,371.5566203,-1.317662469,1.312186194,-1.004173398,0.315295042,0.967961706
HELB,2.511003829,-4.819950867,4.804250935,-1.003267925,0.315731608,NA
HELZ2,2.511003829,-4.819950867,4.804250935,-1.003267925,0.315731608,NA
TANGO6,2.511003829,-4.819950867,4.804250935,-1.003267925,0.315731608,NA
ZNF280D,278.0996076,2.077961632,2.071248735,1.00324099,0.3157446,0.968728927
TAF1,96.73533828,2.029985414,2.02397893,1.002967661,0.315876465,0.968728927
RPAP2,323.2508668,1.321189975,1.317589259,1.002732806,0.315989797,0.968728927
SEC14L1,462.5276502,1.251849465,1.248958077,1.00231504,0.316191461,0.968884531
SRGAP2B,492.8116054,1.299958951,1.297615391,1.001806051,0.316437274,0.968884531
BUB3,1033.130239,1.165313979,1.163329013,1.001706281,0.316485472,0.968884531
TMEM138,33.38170997,-3.323659431,3.318079122,-1.001681789,0.316497305,NA
NSMCE1,81.39140312,2.268047026,2.265432087,1.001154278,0.316752227,0.969079633
BLMH,10.59553386,4.701489445,4.696952838,1.000965862,0.316843313,NA
C1orf131,240.383736,1.447601142,1.446274967,1.000916959,0.316866957,0.969079633
AKTIP,29.76602559,3.559781742,3.558101077,1.000472349,0.317081973,NA
