"","stage1","stage2","stage3","stage4"
"MTR",241,0,222,104
"MTRES1",0,0,0,0
"MTREX",34,495,741,210
"MTRF1",0,1,0,289
"MTRF1L",42,36,2,102
"MT-RNR1",9548,39186,28802,13465
"MT-RNR2",159708,446802,337250,254921
"MTRNR2L12",1,3,4,6
"MTRNR2L8",0,1,0,0
"MTRR",697,0,0,253
"MTSS1",132,0,104,50
"MTURN",15,0,0,5
"MTX1",20,72,75,76
"MTX3",11,0,0,0
"MUC12",0,0,48,1
"MUC20-OT1",301,4,1,96
"MUC6",0,0,0,0
"MUL1",9,0,14,76
"MUSTN1",2,0,0,14
"MUTYH",123,0,100,0
"MVB12A",2,0,0,188
"MVD",0,0,0,8
"MVK",19,0,0,0
"MVP",2,42,0,185
"MX1",153,636,74,475
"MX2",124,183,11,202
"MXD1",84,4,4,277
"MXD3",25,1,0,2
"MXD4",126,4,249,29
"MXI1",78,1,8,250
"MXRA7",14,0,30,84
"MYADM",134,667,19,67
"MYBBP1A",8,35,0,151
"MYBL1",0,153,0,47
"MYBL2",7,0,0,0
"MYC",1182,654,568,739
"MYCBP",452,0,140,0
"MYCBP2",658,65,1844,841
"MYCBP2-AS1",25,4,65,12
"MYD88",8,0,201,108
"MYDGF",216,574,81,490
"MYEF2",45,15,49,0
"MYH11",57,4,6,0
"MYH9",718,680,924,938
"MYL12A",6687,10177,4446,7158
"MYL12AP1",1,1,0,1
"MYL12B",2196,4806,1075,2373
"MYL12BP1",0,0,0,0
"MYL12BP2",0,0,0,0
"MYL6",4775,7890,6437,6654
"MYL6B",50,0,0,83
"MYLIP",212,326,272,81
"MYLK",0,0,0,0
"MYNN",128,170,25,33
"MYO18A",27,24,0,0
"MYO19",38,195,1,113
"MYO1C",13,351,111,454
"MYO1E",153,57,1,197
"MYO1F",0,0,0,0
"MYO1G",10,13,82,1
"MYO5A",343,31,63,360
"MYO5B",0,0,0,4
"MYO5C",0,0,0,0
"MYO9A",305,65,133,41
"MYO9B",58,15,11,149
"MYSM1",454,0,80,41
"MZB1",78,20,24,7
"MZF1",0,22,0,94
"MZF1-AS1",12,62,0,5
"MZT1",78,25,1,246
"MZT2A",38,88,5,0
"MZT2B",14,5,63,55
"N4BP1",59,1120,378,78
"N4BP2",318,522,0,64
"N4BP2L1",123,5,152,276
"N4BP2L2",708,1726,1941,1266
"N4BP3",7,0,0,0
"N6AMT1",1,0,0,1
"NAA10",248,0,51,153
"NAA15",1366,3,4,959
"NAA16",5,391,275,336
"NAA20",175,1,917,312
"NAA25",37,92,73,318
"NAA30",677,1789,60,57
"NAA35",21,16,1,38
"NAA38",68,331,79,167
"NAA40",2,28,375,1
"NAA50",456,2991,421,791
"NAA60",2,0,110,7
"NAAA",149,30,372,108
"NAB1",44,406,0,4
"NABP1",1371,243,690,2002
"NABP2",17,0,0,0
"NACA",2790,2470,3655,4374
"NACA2",1,1,3,1
"NACA3P",1,2,4,2
"NACA4P",1,1,2,1
"NADK",571,0,61,14
"NADK2",352,155,54,421
"NADSYN1",49,78,21,7
"NAE1",67,907,86,253
"NAF1",3,476,19,70
"NAGA",14,0,0,1
"NAGK",250,165,231,400
"NAGLU",0,5,0,0
"NAGPA",0,11,0,92
"NAIF1",1,428,0,0
"NAMPT",793,512,1184,1120
"NAMPTP1",40,313,53,30
"NANP",0,0,0,0
"NANS",137,72,725,254
"NAP1L1",3816,2147,3048,3306
"NAP1L1P1",0,1,0,0
"NAP1L4",185,910,114,601
"NAP1L4P3",0,2,0,0
"NAP1L5",23,0,37,0
"NAPA",105,527,203,418
"NAPG",96,34,1403,272
"NAPSB",883,1737,390,425
"NARF",127,159,28,449
"NARS1",193,333,844,113
"NASP",504,489,2157,938
"NAT1",140,206,606,1
"NAT10",119,0,66,106
"NAV1",45,0,0,5
"NAV2",0,0,0,0
"NAXD",24,0,0,53
"NAXE",146,844,497,363
"NBAS",30,68,6,31
"NBDY",304,805,854,451
"NBEAL1",15,52,45,93
"NBN",174,67,1369,103
"NBPF1",0,0,1,27
"NBPF10",14,0,113,13
"NBPF11",79,1,39,122
"NBPF12",10,26,19,60
"NBPF14",182,42,320,450
"NBPF15",46,2,9,301
"NBPF19",1,1,102,2
"NBPF20",16,0,0,6
"NBPF25P",1,0,0,0
"NBPF26",181,19,53,227
"NBPF8",194,20,8,103
"NBPF9",127,6,245,123
"NBR1",193,68,0,167
"NCALD",0,0,0,0
"NCAPD2",11,29,242,124
"NCAPD3",37,179,0,76
"NCAPH",0,66,0,0
"NCAPH2",150,0,0,45
"NCBP1",12,0,24,51
"NCBP2",137,54,104,650
"NCBP2AS2",55,1,0,300
"NCBP3",110,361,221,169
"NCDN",0,0,0,0
"NCF1",126,62,0,68
"NCF1C",181,58,34,25
"NCF2",0,89,0,0
"NCF4",379,85,8,355
"NCK1",30,412,146,140
"NCK1-DT",0,0,0,0
"NCK2",51,6,0,84
"NCKAP1L",76,117,1,216
"NCL",1544,591,3153,3015
"NCLN",52,0,51,0
"NCMAP-DT",86,43,6,3
"NCOA1",26,440,457,226
"NCOA2",166,246,618,234
"NCOA3",1436,2894,1567,1179
"NCOA4",78,6,512,221
"NCOA5",12,0,2,52
"NCOA6",467,0,498,5
"NCOA7",233,1200,1,59
"NCOR1",1662,1723,888,1693
"NCOR2",0,1,138,41
"NCR1",0,0,4,0
"NCR3",66,1,0,16
"NCSTN",57,861,0,202
"NDC1",27,4,66,44
"NDC80",2,0,0,64
"NDEL1",218,1,447,155
"NDFIP1",414,270,52,268
"NDFIP2",0,0,0,2
"NDRG1",219,0,453,255
"NDRG3",0,314,0,0
"NDST2",56,1,0,3
"NDUFA1",711,861,941,1179
"NDUFA10",234,315,375,477
"NDUFA11",734,802,10,580
"NDUFA12",1021,899,666,639
"NDUFA13",1988,5148,1049,1782
"NDUFA2",237,974,308,392
"NDUFA3",564,222,267,414
"NDUFA4",1142,4608,1880,1414
"NDUFA5",383,604,262,765
"NDUFA5P11",0,0,0,0
"NDUFA6",971,1448,489,1150
"NDUFA7",45,199,140,48
"NDUFA8",209,926,112,297
"NDUFA9",24,1721,342,447
"NDUFAB1",290,744,349,707
"NDUFAF2",27,125,34,2
"NDUFAF3",695,512,526,428
"NDUFAF4",89,432,445,312
"NDUFAF5",261,0,79,0
"NDUFAF6",74,212,326,20
"NDUFAF7",19,0,1,1
"NDUFAF8",44,0,0,291
"NDUFB1",174,580,23,94
"NDUFB10",132,245,142,252
"NDUFB11",1158,2864,715,653
"NDUFB2",1224,3811,1125,1173
"NDUFB2-AS1",0,10,0,34
"NDUFB3",245,948,195,694
"NDUFB4",642,75,605,1018
"NDUFB4P12",1,0,1,1
"NDUFB5",217,620,324,10
"NDUFB6",115,712,764,293
"NDUFB7",254,323,78,64
"NDUFB8",946,5447,1751,1383
"NDUFB9",353,1393,298,635
"NDUFB9P2",0,0,0,0
"NDUFC1",577,925,77,254
"NDUFC2",1038,1752,559,857
"NDUFC2-KCTD14",6,35,0,17
"NDUFS1",180,43,213,9
"NDUFS2",151,216,287,195
"NDUFS3",67,1317,833,401
"NDUFS4",2,18,694,81
"NDUFS5",681,340,1339,426
"NDUFS6",308,1166,319,131
"NDUFS7",390,451,1,373
"NDUFS8",143,420,119,248
"NDUFV1",155,349,1,133
"NDUFV2",940,2722,1324,1756
"NDUFV2P1",31,113,32,45
"NDUFV3",104,172,340,30
"NEAT1",279,770,1182,1976
"NECAB1",0,0,0,0
"NECAP1",390,438,55,222
"NECAP2",20,230,365,165
"NECTIN3",0,0,1,0
"NEDD1",253,1,15,263
"NEDD4",0,1,0,0
"NEDD4L",4,223,0,49
"NEDD8",561,184,390,1036
"NEDD8-MDP1",0,0,0,0
"NEDD9",60,93,1,152
"NEIL1",683,377,0,570
"NEIL2",114,173,8,278
"NEK1",240,0,29,493
"NEK11",0,21,0,0
"NEK4",20,0,61,100
"NEK6",0,196,14,81
"NEK7",54,104,30,279
"NEK9",787,0,0,203
"NELFA",6,0,246,75
"NELFCD",251,1,1,561
"NELFE",604,66,45,211
"NELL2",0,0,0,0
"NEMF",1303,811,1232,1398
"NEMP1",242,110,0,238
"NEMP2",16,0,498,30
"NENF",5,0,92,29
"NEPRO",25,5,535,164
"NET1",35,91,0,3
"NETO2",0,0,0,0
"NEU1",7,1,4,122
"NEXN",9,0,48,98
"NF1",225,228,215,153
"NF2",112,47,0,288
"NFAT5",755,643,1290,86
"NFATC1",132,3,93,522
"NFATC2",2403,20,36,216
"NFATC2IP",57,1,38,165
"NFATC3",269,0,601,155
"NFE2L1",3,11,33,133
"NFE2L2",1454,964,1320,1647
"NFIA",0,49,0,4
"NFIC",2,0,8,2
"NFIL3",1,0,0,0
"NFKB1",762,3145,2630,1673
"NFKB2",20,1,55,344
"NFKBIA",2910,4837,4320,4544
"NFKBIB",40,1,64,174
"NFKBID",182,197,276,769
"NFKBIE",33,482,98,152
"NFKBIZ",1135,766,623,1251
"NFRKB",279,0,974,39
"NFS1",0,0,0,0
"NFU1",341,513,80,256
"NFX1",229,363,193,167
"NFXL1",0,80,12,23
"NFYA",4,76,71,157
"NFYB",0,1,0,39
"NFYC",234,2,85,237
"NGDN",308,746,992,924
"NGLY1",1195,2152,879,1834
"NGRN",188,150,463,363
"NHLRC2",0,0,0,15
"NHLRC3",67,693,140,117
"NHP2",321,383,368,949
"NHP2P1",0,1,1,4
"NHSL1",0,0,0,0
"NHSL2",0,0,1,0
"NIBAN1",38,783,21,10
"NIBAN3",465,1036,9,454
"NIFK",751,165,181,705
"NIN",836,688,1143,1156
"NINJ1",106,9,159,213
"NINJ2",20,0,260,5
"NIP7",81,776,577,736
"NIPA1",24,0,53,8
"NIPA2",150,628,324,511
"NIPAL3",57,106,20,130
"NIPBL",530,1681,888,599
"NIPSNAP1",0,334,0,1
"NIPSNAP2",162,5,30,187
"NIPSNAP3A",64,2,0,172
"NISCH",17,0,372,8
"NIT1",1,5,1,61
"NIT2",64,762,149,1
"NKAP",215,1,259,138
"NKAPD1",0,356,0,246
"NKG7",1,3,3,116
"NKIRAS2",0,0,145,98
"NKTR",845,873,2056,2228
"NKX3-1",435,0,0,818
"NLRC3",19,0,0,3
"NLRC5",62,204,163,349
"NLRP1",266,175,213,331
"NLRP12",0,0,0,0
"NLRP3",4,0,58,15
"NMD3",66,0,769,58
"NME1",25,743,797,285
"NME1-NME2",0,20,0,70
"NME2",357,1044,1385,410
"NME2P1",0,1,1,0
"NME3",0,0,0,25
"NME4",0,0,117,72
"NME7",34,0,2,13
"NMI",50,1,174,287
"NMRK1",19,27,0,110
"NMT1",95,107,114,105
"NMT2",88,242,0,162
"NNMT",0,0,0,0
"NNT",65,425,0,0
"NNT-AS1",35,7,0,0
"NOA1",191,2,29,2
"NOB1",178,1212,369,550
"NOC3L",99,31,217,176
"NOCT",26,4,0,37
"NOD2",0,0,0,1
"NOL10",29,11,335,51
"NOL11",6,186,187,75
"NOL12",66,151,0,105
"NOL4L",24,74,21,49
"NOL6",0,253,47,104
"NOL7",399,632,591,1043
"NOL8",120,863,1509,941
"NOL9",418,0,367,2
"NOLC1",559,327,1923,349
"NOM1",0,68,87,1
"NOMO1",14,0,146,1
"NOMO2",18,131,1,57
"NOMO3",10,2,0,0
"NONO",727,3650,1178,960
"NOP10",2138,3362,892,1371
"NOP14",197,0,10,33
"NOP16",109,46,85,1180
"NOP2",90,8,139,31
"NOP53",73,507,417,173
"NOP56",477,876,520,1002
"NOP58",3441,5896,2155,3783
"NORAD",151,20,159,245
"NOSIP",119,160,60,225
"NOTCH1",61,0,0,39
"NOTCH2",289,0,598,13
"NOTCH2NLA",5,0,325,263
"NPAT",401,78,679,593
"NPC1",28,115,347,37
"NPC2",291,397,23,371
"NPEPL1",0,0,3,0
"NPEPPS",931,507,1189,473
"NPHP3",0,0,149,2
"NPHP4",33,1,0,78
"NPIPA1",2,71,1,0
"NPIPA5",0,26,0,0
"NPIPA9",3,12,149,15
"NPIPB11",4,42,22,27
"NPIPB12",86,178,181,544
"NPIPB13",2,7,7,10
"NPIPB15",1,1,2,0
"NPIPB3",42,303,352,145
"NPIPB4",113,183,463,263
"NPIPB5",85,300,436,281
"NPL",0,393,0,0
"NPLOC4",179,141,179,48
"NPM1",3119,5885,5386,6520
"NPM1P12",0,0,0,0
"NPM1P18",0,0,0,0
"NPM1P19",0,0,0,0
"NPM1P21",0,0,0,0
"NPM1P24",0,1,1,1
"NPM1P25",0,0,0,0
"NPM1P26",0,0,0,0
"NPM1P27",20,40,40,61
"NPM1P35",0,0,0,0
"NPM1P37",0,0,0,8
"NPM1P39",4,5,5,12
"NPM1P46",0,0,0,0
"NPM1P5",0,0,0,0
"NPM1P6",1,1,1,3
"NPRL2",419,12,48,9
"NPRL3",65,0,197,0
"NPTN",5,0,218,107
"NQO2",11,5,0,26
"NR1D2",119,908,6,891
"NR1H2",278,92,5,113
"NR2C1",0,1,6,103
"NR2C2",420,376,3,178
"NR2C2AP",11,4,0,147
"NR3C1",937,2569,861,994
"NR4A1",412,0,2,235
"NR4A1AS",771,0,21,425
"NR4A2",2569,4113,1270,2957
"NR4A3",1392,46,644,858
"NRAS",313,2112,324,137
"NRBF2",675,848,427,141
"NRBF2P3",0,0,0,0
"NRBP1",105,266,165,164
"NRDC",347,26,539,154
"NRDE2",88,33,7,193
"NRF1",50,0,2,124
"NRIP1",90,323,172,441
"NRIP3",4,998,0,105
"NRM",0,0,0,0
"NRP2",2,0,1,0
"NRROS",0,0,1,258
"NSA2",232,476,1124,245
"NSD1",7,291,116,234
"NSD2",2,0,63,1
"NSD3",3329,1836,1285,1638
"NSDHL",208,0,21,0
"NSF",165,1130,0,259
"NSFL1C",393,373,431,511
"NSFP1",19,32,0,12
"NSL1",42,628,292,528
"NSMAF",19,0,318,146
"NSMCE1",52,250,1,71
"NSMCE2",216,179,0,14
"NSMCE3",215,0,27,38
"NSMCE4A",160,0,188,264
"NSRP1",103,254,573,238
"NSUN2",327,1195,1,388
"NSUN3",0,86,0,127
"NSUN4",182,226,45,181
"NSUN5",5,0,87,0
"NSUN5P1",20,99,0,30
"NSUN5P2",75,98,0,73
"NSUN6",24,35,117,254
"NT5C",115,663,203,237
"NT5C2",102,0,287,81
"NT5C3A",634,585,281,613
"NT5C3AP1",3,8,2,5
"NT5C3B",15,239,38,0
"NT5DC1",84,27,16,420
"NT5DC2",71,185,0,0
"NT5DC3",261,0,747,596
"NTAN1",64,14,0,82
"NTHL1",1,0,0,0
"NTMT1",49,147,78,179
"NTPCR",78,86,147,639
"NUAK2",149,0,89,50
"NUB1",297,211,282,254
"NUBP1",11,132,0,225
"NUBP2",1,9,1,72
"NUCB1",1,0,0,29
"NUCB2",4,5,10,129
"NUCKS1",1799,3334,2054,1753
"NUDC",1525,180,438,613
"NUDCD1",23,0,1,83
"NUDCD2",435,258,49,608
"NUDCD3",0,123,28,85
"NUDT1",103,193,346,27
"NUDT15",100,2,92,5
"NUDT16L1",446,432,333,176
"NUDT19",1371,2815,0,451
"NUDT2",11,4,99,0
"NUDT21",51,12,1702,43
"NUDT22",83,0,125,60
"NUDT4",294,3046,703,920
"NUDT4B",0,5,4,0
"NUDT5",94,610,2,219
"NUDT9",36,19,0,57
"NUF2",0,0,0,30
"NUFIP1",19,63,13,23
"NUFIP2",202,504,470,512
"NUGGC",2,0,0,1
"NUMA1",228,0,97,122
"NUMB",41,0,637,48
"NUP107",210,330,24,58
"NUP133",224,0,111,89
"NUP153",150,195,12,557
"NUP155",3,95,22,237
"NUP160",2,45,80,1
"NUP188",13,134,0,196
"NUP205",180,0,671,89
"NUP210",93,56,178,31
"NUP214",68,4,82,43
"NUP35",162,0,314,18
"NUP37",27,1100,0,0
"NUP42",440,0,0,45
"NUP43",23,0,0,68
"NUP50",2258,3546,1377,2248
"NUP54",511,404,122,33
"NUP58",407,47,96,683
"NUP62",421,1010,11,108
"NUP85",697,41,382,170
"NUP88",945,3,102,190
"NUP93",12,323,364,108
"NUP98",541,1116,313,67
"NUPR1",6,0,0,1
"NUS1",18,1,1,264
"NUSAP1",129,133,104,125
"NUTF2",232,531,1275,1098
"NUTF2P2",0,0,0,0
"NUTM2A-AS1",69,109,0,75
"NUTM2B-AS1",94,23,1,274
"NVL",123,346,30,65
"NXF1",242,430,790,190
"NXPE3",0,0,90,15
"NXT1",419,676,155,1066
"OARD1",137,0,147,81
"OAS1",204,0,51,234
"OAS2",0,0,1,738
"OAS3",0,0,0,2
"OASL",0,1,1,21
"OAT",120,562,47,63
"OAZ1",10159,7189,4812,12161
"OAZ2",241,0,1,177
"OBI1",32,20,297,134
"OCIAD1",112,406,195,134
"OCIAD2",540,3458,2264,781
"OCLN",0,0,0,0
"ODC1",141,777,1219,182
"ODF2",3,0,1,34
"ODF2L",37,0,238,131
"ODF3B",2,8,0,1
"ODR4",88,34,60,140
"OFD1",913,594,1594,1157
"OFD1P17",1,0,1,1
"OGA",824,818,2318,611
"OGDH",177,0,314,65
"OGFOD1",268,34,158,267
"OGFR",0,0,0,40
"OGFRL1",876,48,105,132
"OGG1",0,0,18,66
"OGT",2353,1368,60,1066
"OIP5",0,0,0,0
"OIP5-AS1",338,328,554,81
"OLA1",325,1640,681,321
"OLA1P1",1,5,3,1
"OLMALINC",2,0,0,4
"OMA1",155,0,0,0
"OPA1",44,0,0,76
"OPA3",96,118,106,152
"OPHN1",0,0,2,1
"OPN3",0,90,149,0
"OPTN",63,1,52,193
"OR11G2",23,1,20,0
"OR2A1-AS1",2,1,0,1
"OR2A20P",75,554,3,6
"OR2A9P",0,1,10,0
"OR2L2",0,0,0,0
"OR7C1",0,0,0,1
"ORAI1",281,0,330,60
"ORAI2",956,322,984,316
"ORC2",124,0,2,117
"ORC3",98,8,0,121
"ORC4",21,278,16,130
"ORC6",0,0,13,37
"ORM1",11,0,523,0
"ORM2",2,0,0,0
"ORMDL1",890,1,1056,793
"ORMDL2",190,0,127,237
"ORMDL3",1,0,0,47
"OS9",78,224,49,296
"OSBP",43,0,115,427
"OSBPL10",289,445,28,348
"OSBPL11",141,487,222,175
"OSBPL2",45,1037,0,68
"OSBPL3",47,115,190,48
"OSBPL8",763,864,1641,970
"OSBPL9",502,1,146,725
"OSER1",521,189,71,417
"OSGEP",97,1,48,153
"OSM",0,0,0,0
"OST4",1586,3290,1599,887
"OSTC",206,2735,292,411
"OSTF1",262,157,456,463
"OSTM1",129,2,42,1
"OTUB1",465,1666,119,127
"OTUD1",154,0,70,131
"OTUD3",413,0,345,36
"OTUD4",74,256,412,600
"OTUD5",59,0,106,286
"OTUD6B",101,0,85,49
"OTUD6B-AS1",26,212,47,734
"OTUD7A",0,1,0,0
"OTUD7B",2,0,1,0
"OTULIN",10,174,166,147
"OTULINL",0,0,0,63
"OVCA2",427,0,63,19
"OXA1L",81,143,622,356
"OXCT1",806,0,1,88
"OXNAD1",0,1,0,1
"OXR1",159,19,149,2
"OXSR1",18,1,183,568
"P2RX4",16,0,2,44
"P2RX5",219,1037,264,98
"P2RX5-TAX1BP3",81,1,4,44
"P2RY10",186,170,1298,664
"P2RY11",0,0,15,0
"P2RY14",61,0,93,0
"P2RY8",115,14,42,212
"P3H1",48,0,0,127
"P4HA1",605,369,52,909
"P4HB",100,292,205,483
"P4HTM",467,0,0,164
"PA2G4",282,2536,1019,726
"PA2G4P1",0,0,0,1
"PA2G4P2",0,1,0,0
"PA2G4P4",0,7,2,2
"PAAF1",269,0,0,1
"PABPC1",4198,10535,7057,6081
"PABPC1P1",0,0,0,0
"PABPC1P3",22,1,0,0
"PABPC1P4",1,2,2,2
"PABPC3",2,6,4,4
"PABPC4",188,443,296,382
"PABPN1",92,60,389,155
"PACC1",281,850,0,128
"PACS1",27,27,206,56
"PACS2",23,0,0,26
"PACSIN2",42,12,43,108
"PADI2",1,2,14,3
"PAF1",256,578,524,427
"PAFAH1B1",125,403,380,800
"PAFAH1B2",3398,7035,2535,3133
"PAFAH1B3",8,0,0,42
"PAG1",648,134,396,361
"PAGR1",41,0,157,22
"PAICS",58,1,14,145
"PAIP1",151,461,5,226
"PAIP2",2387,4971,3349,5672
"PAK1",203,582,107,467
"PAK1IP1",113,537,127,611
"PAK2",602,67,1373,847
"PALB2",0,0,322,37
"PALLD",8,0,0,178
"PAM",112,0,0,5
"PAM16",125,0,0,76
"PAN2",16,1,121,0
"PAN3",5691,2660,1817,5188
"PANK2",181,0,126,3
"PANK3",3,170,756,385
"PANK4",8,0,0,43
"PANX1",0,0,120,0
"PAPLN",0,0,0,0
"PAPOLA",1481,1662,724,1714
"PAPOLG",157,0,468,445
"PAPSS1",169,269,11,144
"PAQR3",32,0,19,95
"PAQR7",365,1,86,256
"PARD6A",2,0,81,15
"PARD6B",111,0,242,161
"PARD6G",0,0,0,0
"PARK7",644,1423,1555,2345
"PARL",275,0,354,184
"PARM1",111,79,6,23
"PARN",156,0,77,94
"PARP1",844,519,402,969
"PARP12",32,0,120,82
"PARP14",1976,3160,588,5008
"PARP15",874,202,1493,1230
"PARP16",0,0,90,0
"PARP2",3,0,100,42
"PARP4",42,224,192,251
"PARP6",7,0,118,125
"PARP8",315,855,240,372
"PARP9",90,0,12,480
"PARVB",129,480,668,261
"PARVG",336,426,16,215
"PASK",159,905,1,137
"PATJ",16,0,7,60
"PATL1",0,196,50,634
"PATL2",0,0,0,28
"PAWR",0,532,84,1
"PAX5",416,737,174,365
"PAX8-AS1",7,0,1,61
"PAXBP1",54,6,586,160
"PAXBP1-AS1",3,0,0,0
"PAXIP1",0,3,665,123
"PAXIP1-AS1",183,0,0,149
"PAXIP1-AS2",54,13,1,1
"PAXX",116,0,0,224
"PBDC1",423,1177,261,478
"PBRM1",16,337,1547,403
"PBX2",5,1,1,3
"PBX4",6,2,177,44
"PBXIP1",84,1,296,216
"PCBD1",316,0,2,1
"PCBP1",123,151,464,669
"PCBP1-AS1",270,1700,1304,1202
"PCBP2",1556,1753,3502,2636
"PCCA",18,0,231,0
"PCCB",59,301,4,81
"PCDH9",283,0,0,197
"PCDHGA6",0,0,0,0
"PCED1B-AS1",670,2994,153,1572
"PCF11",453,336,1160,861
"PCGF1",0,0,73,387
"PCGF3",21,720,1019,370
"PCGF5",120,1148,477,553
"PCGF6",110,0,44,101
"PCID2",4,0,584,101
"PCIF1",592,637,91,404
"PCLAF",1,88,0,1
"PCM1",474,95,1158,1885
"PCMT1",362,685,120,673
"PCMTD1",784,211,1331,796
"PCMTD2",130,570,8,959
"PCNA",11,29,1,284
"PCNP",1033,567,882,1355
"PCNPP5",0,0,2,1
"PCNT",36,1,1,203
"PCNX1",20,67,182,13
"PCNX2",0,0,0,42
"PCNX3",8,0,112,5
"PCNX4",108,391,169,352
"PCSK7",853,592,240,198
"PDAP1",45,1,41,58
"PDCD10",235,859,2020,610
"PDCD11",44,208,403,47
"PDCD2",36,364,118,93
"PDCD4",5030,2785,4437,5385
"PDCD5",85,251,55,410
"PDCD6",716,817,494,893
"PDCD6IP",84,482,1584,442
"PDCD6IPP2",0,0,1,0
"PDCD7",64,2,307,281
"PDCL",130,0,1,320
"PDCL3",1967,2361,1318,1362
"PDCL3P4",3,2,2,2
"PDCL3P5",15,18,497,40
"PDE12",0,0,1,119
"PDE3B",0,1,1,10
"PDE4A",2,90,3,38
"PDE4B",2892,791,2940,1718
"PDE4D",83,152,194,265
"PDE4DIP",52,0,416,57
"PDE5A",0,0,0,0
"PDE6D",71,0,80,97
"PDE7A",1443,399,390,423
"PDE7B",0,0,1,0
"PDE8A",73,1,3,227
"PDE9A",4,0,0,0
"PDGFA",151,0,243,445
"PDHA1",112,37,0,505
"PDHB",1372,1126,644,505
"PDHX",1,0,0,304
"PDIA3",2386,3438,1209,2507
"PDIA3P1",53,93,25,65
"PDIA4",371,104,13,159
"PDIA5",0,3,0,0
"PDIA6",573,1343,200,819
"PDK1",49,2555,491,263
"PDK2",6,0,8,23
"PDK3",50,0,118,4
"PDLIM1",164,956,159,568
"PDLIM2",0,0,15,53
"PDLIM5",85,0,87,18
"PDP1",138,0,3,280
"PDP2",0,0,0,0
"PDPK1",52,12,24,57
"PDPR",6,126,1,35
"PDRG1",4,0,0,100
"PDS5A",614,742,480,872
"PDS5B",754,377,629,1443
"PDSS2",54,0,32,0
"PDXDC1",75,0,12,244
"PDXDC2P",20,24,3,12
"PDXK",64,1,155,243
"PDXP",0,1,0,9
"PDZD11",25,0,305,89
"PDZD8",32,1545,919,1292
"PEA15",47,34,310,178
"PEAK1",75,0,1,141
"PEAK3",0,0,8,0
"PEBP1",414,1128,378,1347
"PEBP1P2",0,0,0,1
"PECAM1",82,0,0,0
"PEF1",625,55,29,241
"PEG10",0,57,0,70
"PELI1",548,2,907,553
"PELI2",39,0,0,140
"PELO",339,1,0,13
"PELP1",22,5,0,51
"PEMT",56,1,199,31
"PEPD",21,0,38,30
"PER1",264,0,495,91
"PER2",691,751,2513,1365
"PER3",0,0,0,0
"PERP",1,0,1,33
"PET100",394,1012,989,372
"PET117",0,1,45,71
"PEX1",669,0,140,200
"PEX11B",259,371,508,438
"PEX13",47,2,0,446
"PEX14",0,0,0,4
"PEX16",50,0,4,103
"PEX19",32,0,199,39
"PEX2",481,26,484,107
"PEX26",0,83,0,0
"PEX3",15,1,27,116
"PFAS",20,48,1,41
"PFDN1",150,364,241,439
"PFDN2",834,266,648,374
"PFDN4",184,151,569,472
"PFDN5",2643,3370,3129,2545
"PFKFB2",23,0,351,59
"PFKFB3",71,71,16,61
"PFKL",53,134,239,209
"PFKP",52,33,0,29
"PFN1",7436,12720,3245,10616
"PFN1P1",3,8,13,6
"PGAM1",281,976,1250,933
"PGAM4",0,0,0,0
"PGAM5",331,0,30,97
"PGAP1",1,333,31,158
"PGBD2",284,0,363,17
"PGD",146,217,1,123
"PGGHG",2,1,108,12
"PGGT1B",552,349,50,445
"PGK1",2023,1621,2185,2041
"PGK1P2",0,0,0,0
"PGLS",165,10,51,1
"PGLYRP2",0,0,0,0
"PGM1",1,0,18,357
"PGM2",156,0,0,26
"PGM2L1",0,0,24,81
"PGM3",1,0,0,29
"PGPEP1",0,5,93,0
"PGRMC1",83,0,0,36
"PGRMC2",19,173,0,4
"PHACTR1",2502,5557,1306,3158
"PHACTR2",144,1,60,281
"PHACTR4",2,29,123,103
"PHAX",399,82,517,967
"PHB",700,880,137,625
"PHB2",101,500,59,471
"PHC1",10,24,1,22
"PHC2",106,377,62,0
"PHC3",234,213,44,133
"PHF1",75,50,1001,57
"PHF10",628,0,95,337
"PHF11",222,308,250,1100
"PHF12",102,0,39,297
"PHF13",44,0,6,0
"PHF14",46,37,0,92
"PHF19",24,1,87,81
"PHF2",33,138,29,15
"PHF20",423,1314,300,2127
"PHF20L1",105,1148,527,186
"PHF21A",53,0,0,27
"PHF23",50,33,4,393
"PHF3",664,399,1304,656
"PHF5A",110,1,0,54
"PHF6",283,3,0,221
"PHGDH",0,0,0,0
"PHGR1",15,0,0,2
"PHIP",1801,1429,1812,1120
"PHKB",266,166,38,128
"PHKG1",10,6,6,4
"PHKG2",68,0,0,50
"PHLDA1",0,2,252,1
"PHLDB2",0,0,0,6
"PHLPP1",2,146,1,0
"PHPT1",109,908,234,573
"PHRF1",0,0,0,0
"PHTF1",60,87,669,68
"PHTF2",538,1126,229,29
"PHYH",2,0,62,339
"PHYKPL",2,21,58,23
"PI4K2A",0,643,524,78
"PI4K2B",0,3,115,0
"PI4KA",1,1,0,67
"PI4KAP1",0,43,5,0
"PI4KAP2",0,29,4,1
"PI4KB",62,418,503,87
"PIAS1",531,1029,113,781
"PIAS2",184,111,4,165
"PIAS3",44,0,0,0
"PIBF1",200,313,144,30
"PICALM",265,2,70,151
"PIDD1",0,0,9,0
"PIEZO1",10,2,53,19
"PIGA",1,0,2,19
"PIGB",113,536,2,166
"PIGBOS1",48,0,0,118
