"","stage1","stage2","stage3","stage4"
"EIF1AXP1",8,3,0,26
"EIF1B",286,1686,216,735
"EIF1P3",0,1,1,1
"EIF2A",342,1337,160,431
"EIF2AK1",116,398,353,39
"EIF2AK2",9,13,1088,221
"EIF2AK3",704,27,942,417
"EIF2AK3-DT",0,0,0,0
"EIF2AK4",25,0,21,87
"EIF2B1",86,365,1,2
"EIF2B2",0,0,309,20
"EIF2B3",1,1,94,103
"EIF2B4",56,103,4,459
"EIF2B5",9,3,1,98
"EIF2D",78,0,0,29
"EIF2S1",527,457,638,832
"EIF2S2",1820,938,1172,903
"EIF2S2P3",1,0,0,0
"EIF2S2P4",41,2,14,21
"EIF2S3",6776,17790,6777,6457
"EIF2S3B",1,3,4,0
"EIF3A",1016,2973,2604,1252
"EIF3B",102,0,20,23
"EIF3C",603,522,792,634
"EIF3CL",17,42,58,66
"EIF3D",577,622,99,545
"EIF3E",980,1936,2301,1325
"EIF3EP1",0,0,0,0
"EIF3F",1017,2966,1010,878
"EIF3FP1",0,0,0,0
"EIF3FP3",26,84,7,17
"EIF3G",129,433,74,257
"EIF3H",571,737,3391,1072
"EIF3I",425,2185,406,983
"EIF3J",307,392,756,85
"EIF3J-DT",0,0,1,30
"EIF3K",384,510,658,444
"EIF3L",622,1958,3277,869
"EIF3LP1",0,0,0,0
"EIF3LP2",0,0,0,0
"EIF3LP3",0,0,0,0
"EIF3M",1132,564,980,1485
"EIF4A1",3823,3320,2620,5579
"EIF4A1P10",7,6,7,22
"EIF4A1P2",3,6,2,5
"EIF4A1P4",0,0,0,0
"EIF4A1P7",0,0,0,0
"EIF4A2",1331,1703,614,2037
"EIF4A3",201,1905,543,1239
"EIF4B",1587,2438,6283,2555
"EIF4BP3",1,6,6,0
"EIF4BP6",4,14,61,1
"EIF4BP7",1,0,3,0
"EIF4E",1397,2256,625,795
"EIF4E2",142,348,150,225
"EIF4E3",1,5,0,0
"EIF4EBP1",255,56,2,256
"EIF4EBP2",939,428,14,430
"EIF4EBP3",0,0,1,121
"EIF4EP2",41,34,14,6
"EIF4G1",279,209,45,467
"EIF4G2",1554,3169,4704,2090
"EIF4G3",636,38,914,62
"EIF4H",275,346,319,784
"EIF5",3912,3090,3449,6396
"EIF5A",4820,7928,4420,8390
"EIF5A2",0,0,0,0
"EIF5AL1",21,32,24,38
"EIF5B",799,2900,902,2817
"EIF5P1",1,0,1,1
"EIF6",282,593,619,789
"EIPR1",12,0,77,0
"ELAC2",77,0,160,39
"ELAVL1",32,52,43,47
"ELF1",4183,8633,2578,5810
"ELF2",403,549,588,173
"ELF4",0,2,0,1
"ELK3",66,1282,95,165
"ELK4",1082,788,589,688
"ELL",152,0,521,2
"ELL2",279,418,737,687
"ELMO1",313,174,1047,249
"ELMO2",47,6,160,25
"ELMOD2",3,0,0,1
"ELMOD3",0,0,4,0
"ELMSAN1",3553,4349,1445,4157
"ELOA",149,2,143,771
"ELOA-AS1",2,0,0,0
"ELOB",760,3000,774,664
"ELOC",945,795,730,957
"ELOF1",389,185,98,920
"ELOVL1",25,11,16,88
"ELOVL5",205,882,376,587
"ELP1",1,0,0,221
"ELP2",358,698,225,355
"ELP3",0,51,48,124
"ELP4",18,0,0,193
"ELP5",130,0,0,161
"ELP6",61,248,1,95
"EMB",574,111,143,255
"EMBP1",0,0,0,34
"EMC1",81,0,21,36
"EMC10",77,590,0,155
"EMC2",21,0,0,0
"EMC3",562,294,236,1007
"EMC3-AS1",54,10,100,107
"EMC4",887,1690,685,1010
"EMC6",205,108,332,266
"EMC7",126,26,101,1
"EMC8",3,191,0,149
"EMC9",1,0,0,71
"EME2",1,0,9,3
"EMG1",102,201,97,619
"EMILIN2",69,233,63,21
"EML4",2930,3363,3095,1305
"EML4-AS1",4,54,4,17
"EMP1",0,0,0,1
"EMP3",517,329,1126,955
"EMSY",100,11,206,98
"ENAH",2,0,0,0
"ENC1",3,0,0,18
"ENDOD1",24,13,0,27
"ENDOV",18,0,0,0
"ENO1",1849,3795,1351,2215
"ENO1P1",0,0,0,0
"ENO2",8,0,0,2
"ENO3",5,6,2,8
"ENOSF1",102,0,0,0
"ENOX2",49,0,448,71
"ENPP1",0,0,0,0
"ENPP4",31,0,170,181
"ENSA",200,22,399,700
"ENTPD1",236,2,196,145
"ENTPD4",109,0,3,479
"ENTPD5",37,0,2,0
"ENTPD7",0,165,0,0
"ENY2",435,4137,616,1213
"EOGT",0,3,0,170
"EOMES",0,0,0,0
"EP300",157,178,511,569
"EP400",0,46,41,277
"EP400P1",1,0,75,0
"EPAS1",0,0,0,0
"EPB41",601,874,272,387
"EPB41L4A-AS1",60,172,0,13
"EPC1",329,1652,677,581
"EPC2",14,780,337,155
"EPG5",10,0,109,0
"EPM2AIP1",107,722,46,704
"EPN1",0,0,0,27
"EPOR",3,0,0,0
"EPRS1",485,134,878,842
"EPS15",110,7,706,90
"EPS15L1",10,0,119,33
"EPS8",26,0,0,1
"EPSTI1",18,0,27,105
"ERAL1",0,315,71,31
"ERAP1",0,0,1,173
"ERAP2",430,761,107,1336
"ERBB3",0,0,0,0
"ERBIN",847,134,156,697
"ERC1",167,1,2,141
"ERCC1",186,104,293,196
"ERCC3",114,0,18,308
"ERCC4",0,0,112,97
"ERCC5",121,0,162,668
"ERCC6",0,0,0,95
"EREG",0,1,1,0
"ERG28",169,640,192,105
"ERGIC1",418,0,26,183
"ERGIC2",325,23,447,128
"ERGIC3",127,14,195,82
"ERH",284,283,14,188
"ERI1",117,996,38,15
"ERI3",273,45,14,25
"ERICH1",103,562,653,239
"ERICH6",0,1,3,1
"ERICH6-AS1",5,9,107,60
"ERLEC1",92,42,1,364
"ERLIN2",0,0,173,0
"ERN1",0,0,2,1
"ERO1A",760,503,1286,979
"ERO1B",17,335,16,163
"ERP29",121,2,7,238
"ERP44",452,793,627,470
"ERRFI1",22,0,0,1
"ERVK13-1",0,0,0,267
"ERVK3-1",118,736,596,540
"ESCO1",1319,405,267,584
"ESCO2",0,0,0,105
"ESD",2,1825,100,5
"ESF1",1256,651,887,460
"ESYT1",102,372,293,30
"ESYT2",269,847,2,135
"ETAA1",28,19,102,94
"ETF1",497,682,324,697
"ETFA",559,314,455,908
"ETFB",200,647,0,156
"ETFDH",128,0,1,460
"ETFRF1",526,2048,174,98
"ETHE1",244,0,0,11
"ETNK1",846,342,1430,2085
"ETS1",316,2,792,385
"ETS2",1,252,0,0
"ETV3",161,54,38,789
"ETV6",995,1462,1926,839
"EVI2A",500,94,173,616
"EVI2B",1222,3283,1219,1097
"EVI5",82,357,377,352
"EVL",225,165,49,689
"EWSR1",147,841,242,1128
"EXOC1",2,0,53,39
"EXOC2",9,200,176,35
"EXOC3",33,242,132,77
"EXOC4",26,327,0,5
"EXOC5",653,3,764,156
"EXOC6",4,190,87,37
"EXOC6B",58,0,0,0
"EXOC7",19,82,0,9
"EXOC8",153,0,37,0
"EXOG",59,0,7,31
"EXOSC1",867,0,2,30
"EXOSC10",81,646,625,324
"EXOSC2",16,0,201,216
"EXOSC3",1,537,0,25
"EXOSC4",1,0,77,47
"EXOSC5",15,234,85,68
"EXOSC6",454,218,90,809
"EXOSC7",72,0,144,77
"EXOSC8",194,1141,612,502
"EXOSC9",275,89,435,318
"EYA3",528,196,656,747
"EZH1",61,240,0,134
"EZH2",513,186,27,563
"EZR",35665,37864,21530,35733
"F11R",19,1,495,19
"F2R",0,0,1,0
"F2RL2",0,0,0,0
"F5",0,0,595,0
"F8",0,0,0,0
"F8A1",5,0,0,61
"FAAH2",16,0,0,33
"FAAP20",7,20,0,6
"FABP1",1,16,806,197
"FABP5",11,601,101,405
"FABP5P7",1,36,8,24
"FADS1",0,15,0,58
"FADS3",22,409,46,31
"FAF2",0,7,890,462
"FAHD1",1,0,91,143
"FAHD2B",67,0,0,107
"FAIM",1,0,1,9
"FAM102A",11,311,563,223
"FAM102B",9,2,13,49
"FAM104A",53,405,120,226
"FAM107B",1541,5196,2886,1207
"FAM110D",0,0,0,0
"FAM111A",255,1006,789,455
"FAM111B",1689,461,777,428
"FAM117A",28,96,260,215
"FAM117B",247,2,409,197
"FAM118A",9,4,16,57
"FAM120A",810,681,553,249
"FAM120AOS",97,0,0,81
"FAM120B",17,0,0,65
"FAM122A",0,0,0,0
"FAM122B",38,0,0,75
"FAM122C",167,294,0,104
"FAM126A",130,292,160,105
"FAM126B",147,396,127,263
"FAM133B",585,452,725,581
"FAM133CP",0,0,4,1
"FAM133DP",33,17,68,24
"FAM135A",37,0,48,23
"FAM136A",83,469,403,205
"FAM13A",0,17,344,0
"FAM13A-AS1",0,43,17,27
"FAM13B",125,562,248,335
"FAM149B1",38,15,68,2
"FAM160A2",0,1093,4,114
"FAM160B1",0,3,27,0
"FAM161A",0,0,0,48
"FAM161B",355,0,3,98
"FAM162A",143,607,46,590
"FAM166A",0,1,0,0
"FAM167A",15,0,0,42
"FAM168A",48,0,0,1
"FAM168B",1,166,89,59
"FAM169A",352,0,0,0
"FAM172A",43,253,484,223
"FAM174C",5,128,25,134
"FAM177A1",382,863,673,751
"FAM184A",0,73,2,0
"FAM189B",0,0,0,0
"FAM193A",42,9,280,167
"FAM193B",103,0,296,94
"FAM199X",13,0,250,189
"FAM200A",0,40,11,110
"FAM200B",0,467,188,30
"FAM204A",540,737,154,638
"FAM20B",44,0,104,589
"FAM210A",618,21,66,818
"FAM214A",165,782,498,385
"FAM214B",0,0,0,1
"FAM215B",46,163,0,27
"FAM217B",63,143,171,0
"FAM219B",0,0,0,53
"FAM221A",57,116,15,85
"FAM222B",16,0,52,100
"FAM227B",0,0,0,64
"FAM241A",0,0,2,5
"FAM24B",0,0,0,47
"FAM30A",39,51,687,348
"FAM32A",306,216,27,269
"FAM3C",51,0,93,552
"FAM49A",3086,6268,1341,3162
"FAM49B",700,3238,161,1066
"FAM50A",28,1,67,113
"FAM53B",31,0,96,1
"FAM53C",24,3,38,23
"FAM71D",0,1,0,0
"FAM76A",348,1009,249,392
"FAM76B",38,77,4,706
"FAM78A",67,5,0,1
"FAM83G",0,0,0,0
"FAM89B",122,91,29,0
"FAM91A1",134,0,125,12
"FAM98A",255,78,1566,132
"FAM98B",15,16,0,2
"FANCD2",614,233,373,950
"FANCE",29,2,197,28
"FANCF",40,0,0,228
"FANCI",17,270,0,3
"FANCL",16,112,36,0
"FANCM",43,0,0,54
"FAR1",110,120,320,542
"FAR2",1,0,1,0
"FARP2",617,1380,117,101
"FARS2",118,0,0,16
"FARSA",32,61,0,192
"FARSB",1,0,329,139
"FAS",52,2,270,126
"FASLG",0,1,1,1
"FASTK",0,0,1,40
"FASTKD1",25,1,1,355
"FASTKD2",14,24,0,76
"FASTKD3",17,0,0,299
"FASTKD5",27,51,0,33
"FAU",3130,6279,4261,3289
"FAUP1",2,3,4,2
"FBH1",394,0,0,99
"FBL",144,52,759,319
"FBP1",0,0,0,90
"FBRS",8,42,14,36
"FBXL12",7,0,305,19
"FBXL15",214,159,25,0
"FBXL17",0,0,0,0
"FBXL18",0,0,0,0
"FBXL20",700,759,1,384
"FBXL3",57,830,0,105
"FBXL4",95,0,11,50
"FBXL5",83,595,105,5
"FBXO11",96,683,276,258
"FBXO21",248,70,84,506
"FBXO22",82,0,323,263
"FBXO25",5,1,16,77
"FBXO28",28,45,0,8
"FBXO3",1,0,97,17
"FBXO30",4,535,84,1
"FBXO31",34,0,0,32
"FBXO33",166,329,0,347
"FBXO34",89,278,110,456
"FBXO38",34,260,0,365
"FBXO4",37,0,0,1
"FBXO42",435,182,0,137
"FBXO44",8,13,154,7
"FBXO45",318,245,358,32
"FBXO48",62,0,0,0
"FBXO5",10,0,2,125
"FBXO6",28,126,0,0
"FBXO7",215,1137,587,478
"FBXO9",59,118,202,22
"FBXW11",8,19,217,94
"FBXW2",91,0,1,0
"FBXW4",55,4,2,58
"FBXW5",40,0,0,5
"FBXW7",1854,2231,1883,1314
"FCER1A",0,3,0,0
"FCER1G",0,2,3,84
"FCER2",594,705,276,505
"FCF1",6,31,14,13
"FCGBP",0,88,2,0
"FCGR2A",10,0,0,16
"FCGR2B",372,0,0,290
"FCGR2C",71,0,0,18
"FCGRT",1,0,13,57
"FCHO1",5,0,13,1
"FCHO2",6,0,0,2
"FCHSD2",486,372,426,658
"FCMR",1656,585,447,1045
"FCRL1",150,502,114,88
"FCRL2",371,548,3,109
"FCRL3",369,10,264,241
"FCRL5",54,220,401,27
"FCRLA",1034,2287,15,483
"FDFT1",121,47,41,866
"FDPS",291,333,242,538
"FDX1",37,0,56,297
"FECH",0,0,0,0
"FEM1A",16,3,7,9
"FEM1B",56,5,1,23
"FEM1C",54,31,11,17
"FEN1",39,1,0,0
"FER",177,54,0,228
"FERMT2",0,0,0,0
"FERMT3",155,0,0,169
"FES",0,0,19,0
"FEZ1",0,0,0,84
"FGA",1,0,0,0
"FGB",3,0,0,0
"FGD2",865,2687,399,357
"FGD3",2,0,56,116
"FGD5-AS1",103,0,1,271
"FGD6",14,1,8,227
"FGFBP2",0,0,0,0
"FGFR1",18,0,0,0
"FGFR1OP",69,2,287,92
"FGFR1OP2",320,391,853,715
"FGG",4,0,1,0
"FGL1",9,0,0,0
"FGL2",20,2,6,65
"FH",181,0,24,0
"FHIT",2,99,0,54
"FIBP",177,184,322,32
"FICD",100,0,0,38
"FILIP1L",11,28,0,1
"FIP1L1",288,132,104,106
"FIS1",186,1,0,1
"FKBP11",72,995,214,386
"FKBP15",82,1,1,122
"FKBP1A",698,2517,255,721
"FKBP1C",9,21,3,12
"FKBP2",515,51,323,330
"FKBP3",73,1101,409,1005
"FKBP4",1,156,101,262
"FKBP5",12,294,450,761
"FKBP8",2,0,6,1
"FKRP",0,0,0,2
"FLAD1",221,424,17,265
"FLCN",195,657,87,530
"FLI1",42,213,21,320
"FLII",3,131,19,8
"FLNA",73,92,423,359
"FLOT1",24,0,0,52
"FLOT2",106,482,53,29
"FLRT2",0,0,0,0
"FLT3LG",0,35,31,0
"FLVCR1",0,0,86,3
"FMC1",72,0,0,8
"FMN1",0,0,0,0
"FMNL1",51,85,255,461
"FMNL3",169,483,127,57
"FMR1",151,442,2,98
"FN1",1,0,0,1
"FN3KRP",16,0,0,1
"FNBP1",2042,1631,2363,3256
"FNBP4",567,151,478,1476
"FNDC3A",8,641,429,116
"FNDC3B",0,1,8,88
"FNIP1",708,2128,330,967
"FNIP2",3,1,0,0
"FNTA",382,0,25,182
"FOLR2",409,123,0,0
"FOPNL",13,0,13,274
"FOS",817,1995,904,889
"FOSB",103,717,595,613
"FOSL1",0,0,0,4
"FOSL2",458,256,279,840
"FOXJ3",12,162,42,45
"FOXK1",123,269,310,267
"FOXK2",7,440,0,254
"FOXN2",794,8,66,320
"FOXN3",31,739,442,457
"FOXO1",1323,8,496,371
"FOXO3",19,580,59,78
"FOXP1",3590,1744,2745,8019
"FOXP4",45,115,32,9
"FOXRED1",0,16,0,0
"FPGS",2,0,8,8
"FPR3",0,0,0,0
"FRA10AC1",314,0,22,108
"FRAT1",0,363,25,2
"FRG1",37,367,455,52
"FRG1BP",27,0,21,20
"FRG1HP",60,0,3,12
"FRG1JP",0,0,0,0
"FRK",0,0,0,0
"FRMD4B",1,1,0,273
"FRMD6-AS1",0,0,0,0
"FRMD8",174,1276,30,271
"FRS2",11,0,1,52
"FRYL",536,327,480,74
"FSD2",0,0,0,0
"FSIP1",0,0,0,0
"FSIP2",0,1,0,37
"FTH1",26112,31101,20005,48093
"FTH1P10",51,99,46,119
"FTH1P11",9,10,18,30
"FTH1P12",0,1,0,1
"FTH1P16",1,36,2,6
"FTH1P2",36,41,36,95
"FTH1P20",7,8,7,18
"FTH1P23",1,3,1,3
"FTH1P3",0,0,0,0
"FTH1P4",0,0,0,0
"FTH1P5",0,0,0,0
"FTH1P7",32,47,41,112
"FTH1P8",12,22,19,42
"FTL",14399,17668,18739,31962
"FTLP2",0,0,0,0
"FTLP3",40,80,105,158
"FTO",56,10,309,232
"FTSJ1",41,8,128,156
"FTSJ3",80,0,60,426
"FTX",39,6,38,33
"FUBP1",287,860,347,582
"FUBP3",0,0,90,0
"FUCA1",14,1,294,18
"FUCA2",103,782,0,2
"FUNDC1",0,0,58,8
"FUNDC2",1569,627,564,654
"FUNDC2P1",4,1,2,1
"FUNDC2P2",0,0,0,0
"FUOM",14,20,0,0
"FURIN",0,1,3,99
"FUS",282,375,108,326
"FUT11",589,71,47,112
"FUT8",19,36,424,53
"FXN",11,0,120,129
"FXR1",651,43,686,295
"FXYD2",0,0,0,0
"FXYD5",417,2752,499,599
"FYB1",258,290,341,222
"FYCO1",0,0,13,2
"FYN",294,5,1039,452
"FYTTD1",969,877,2062,866
"FZD3",0,0,0,42
"FZR1",289,1,17,11
"G0S2",5,160,2,23
"G2E3",104,235,0,40
"G3BP1",1349,815,562,1824
"G3BP2",1110,2313,903,2038
"G6PC3",0,0,0,237
"G6PD",1,0,6,0
"GAA",0,0,0,89
"GAB1",0,0,0,0
"GAB3",595,0,0,0
"GABARAP",1148,2799,941,1885
"GABARAPL1",17,536,165,26
"GABARAPL2",887,1631,465,579
"GABPA",11,0,29,1
"GABPB1",202,689,113,241
"GABPB1-AS1",43,0,6,174
"GABPB2",77,1,0,162
"GADD45A",62,3,37,67
"GADD45B",455,113,550,1701
"GADD45GIP1",411,354,792,213
"GAK",10,61,151,117
"GALC",14,2,754,7
"GALE",0,0,0,106
"GALK2",6,0,0,9
"GALM",0,4,115,110
"GALNT1",550,1595,24,243
"GALNT10",0,20,536,25
"GALNT11",7,0,8,133
"GALNT12",11,0,402,32
"GALNT2",14,20,13,85
"GALNT3",15,54,0,213
"GALNT4",35,0,0,86
"GALNT6",707,0,27,52
"GALNT7",61,0,221,245
"GALT",50,48,0,0
"GAMT",1,25,1,0
"GAN",0,751,272,31
"GANAB",16,0,78,3
"GANC",14,1,155,141
"GAPDH",3392,4544,3445,3784
"GAPDHP1",1,1,3,3
"GAPDHP38",0,0,0,0
"GAPDHP40",0,0,0,0
"GAPDHP65",0,1,1,1
"GAPDHP69",0,0,0,0
"GAPT",92,227,9,208
"GAPVD1",326,160,1044,448
"GARS1",261,359,269,533
"GARS-DT",7,0,176,60
"GART",121,29,1,522
"GAS5",764,1658,456,1024
"GASK1B",0,0,0,0
"GATA2",0,0,0,0
"GATA3",1,0,39,112
"GATAD1",43,1,33,288
"GATAD2A",64,35,139,367
"GATAD2B",349,655,238,528
"GATC",0,2,0,10
"GATD3A",5,1104,4,250
"GATD3B",193,1,201,563
"GBA2",0,0,249,3
"GBF1",3,110,31,1
"GBP1",35,436,0,33
"GBP2",291,232,414,351
"GBP3",3,0,0,45
"GBP4",120,13,73,361
"GBP5",0,240,14,414
"GC",3,0,0,0
"GCA",4,6,11,62
"GCC1",64,0,1,0
"GCC2",1601,1954,2808,2905
"GCDH",84,0,523,73
"GCFC2",223,526,3,6
"GCH1",49,133,30,377
"GCHFR",62,610,0,132
"GCLM",539,0,130,227
"GCN1",46,0,177,184
"GCNT1",2,0,0,0
"GCSH",0,0,10,18
"GDAP1",0,0,0,14
"GDAP2",4,0,5,180
"GDE1",49,12,707,12
"GDF11",66,6,2,61
"GDI1",3,0,3,10
"GDI2",1074,2893,914,1075
"GDI2P2",0,1,0,0
"GDPD5",29,0,6,3
"GDPGP1",66,229,98,100
"GEM",0,0,0,1
"GEMIN4",8,2,0,0
"GEMIN5",4,0,39,147
"GEMIN7",185,365,63,430
"GEN1",1343,175,949,15
"GET1",147,22,103,107
"GET3",45,27,206,180
"GET4",141,243,112,4
"GFER",5,0,0,6
"GFI1",0,0,0,1
"GFM1",146,0,936,38
"GFM2",66,0,0,1
"GFOD1",18,28,0,212
"GFOD2",0,0,59,78
"GFPT1",67,296,727,54
"GFPT2",0,0,297,0
"GGA1",67,0,1,53
"GGA2",994,395,403,1270
"GGA3",170,0,13,2
"GGCT",0,0,0,0
"GGCX",78,0,46,116
"GGH",1,0,0,163
"GGNBP2",378,1134,450,376
"GGPS1",218,56,225,127
"GHITM",2621,2576,1429,3252
"GID8",76,0,257,83
"GIGYF1",126,71,109,355
"GIGYF2",181,1791,1245,133
"GIHCG",13,0,1,80
"GIMAP1",0,0,0,7
"GIMAP2",0,88,1,188
"GIMAP4",11,0,0,1
"GIMAP5",0,0,1,44
"GIMAP6",0,1,1,0
"GIMAP7",196,1,4,241
"GIN1",0,0,61,0
"GINM1",146,217,280,793
"GINS4",6,0,0,0
"GIT2",636,365,216,39
"GK",245,0,1119,90
"GLA",779,331,19,961
"GLB1",135,87,71,35
"GLCCI1",15,2,46,133
"GLE1",5,29,0,50
"GLG1",756,47,325,1673
"GLIDR",3,1,0,50
"GLIPR1",911,453,387,1998
"GLIPR2",37,301,25,25
"GLMN",86,58,2,178
"GLMP",36,0,0,3
"GLO1",51,210,9,147
"GLOD4",36,1293,1,418
"GLRX",111,636,518,157
"GLRX2",26,0,6,175
"GLRX3",102,50,70,476
"GLRX3P2",0,0,0,1
"GLRX5",3,0,738,7
"GLS",99,1279,513,661
"GLT8D1",0,14,3,83
"GLTP",867,440,166,883
"GLUD1",3,2,64,167
"GLUL",49,0,169,352
"GLYR1",130,486,108,65
"GM2A",38,125,166,9
"GMCL1",1,1,1123,111
"GMDS",4,1037,11,90
"GMEB1",31,781,64,53
"GMEB2",0,0,0,3
"GMFB",222,477,184,412
"GMFG",1510,1825,533,1182
"GMNN",157,1,0,41
"GMPPA",0,0,308,0
"GMPPB",73,132,50,1
"GMPR2",1,676,0,89
"GMPS",0,1,478,159
"GNA12",45,5,411,442
"GNA13",2899,1119,1332,356
"GNA15",0,0,0,0
"GNAI2",738,821,256,202
"GNAI3",878,2376,1157,997
"GNAQ",0,0,645,0
"GNAS",1415,4733,3530,3644
"GNB1",401,468,678,488
"GNB2",65,143,143,147
"GNB5",139,768,0,372
"GNE",0,0,164,0
"GNG2",363,1920,978,835
"GNG5",231,793,1339,649
"GNG5P2",0,0,0,0
"GNG7",340,475,501,1831
"GNGT2",25,12,0,43
"GNL1",391,5,92,156
"GNL2",198,520,190,541
"GNL3",1169,85,538,1557
"GNLY",2,32,38,361
"GNPAT",69,241,132,45
"GNPTAB",42,1,1073,606
"GNPTG",165,758,35,138
"GNS",0,0,0,41
"GOLGA1",7,4,2,1
"GOLGA2",46,1,47,73
"GOLGA3",193,17,155,951
"GOLGA4",594,2095,1421,789
"GOLGA5",0,0,254,16
"GOLGA7",6,0,191,530
"GOLGA8A",445,3,211,605
"GOLGA8B",102,2,192,504
"GOLGB1",1319,2366,2043,2219
"GOLIM4",208,703,600,742
"GOLPH3",729,68,772,35
"GOLPH3L",69,213,0,0
"GOLT1B",39,1195,54,302
"GON4L",46,2173,613,537
"GON7",55,19,0,259
"GOPC",54,0,383,31
"GORAB",83,0,447,33
"GORASP2",36,26,211,177
"GOSR1",378,8,412,572
"GOSR2",19,281,77,238
"GOT1",494,57,125,238
"GOT2",18,18,47,6
"GPAA1",1,0,146,37
"GPAM",0,0,50,0
"GPANK1",41,118,42,154
"GPAT4",365,105,275,338
"GPATCH11",309,342,45,205
"GPATCH2",23,0,33,58
"GPATCH2L",240,17,225,196
"GPATCH4",467,282,864,726
"GPATCH8",155,3641,56,405
"GPBP1",2437,6186,1767,4504
"GPBP1L1",385,125,143,351
"GPC3",1,0,0,0
"GPCPD1",1285,0,205,299
"GPD2",0,0,6,227
"GPHN",4,0,9,0
"GPI",314,1630,472,464
"GPKOW",14,0,113,19
"GPM6B",9,0,0,132
"GPN1",266,9,44,963
"GPN2",12,294,94,9
"GPN3",80,0,7,196
"GPNMB",0,0,0,0
"GPR107",4,0,321,132
"GPR108",57,160,0,167
"GPR132",1,0,18,78
"GPR137B",0,3,0,0
"GPR15",70,0,48,80
"GPR155",2,0,0,266
"GPR157",1,441,1,77
"GPR160",0,0,0,32
"GPR171",0,1,313,3
"GPR18",934,1239,1,337
"GPR180",0,200,0,1
"GPR183",9833,2479,10367,8110
"GPR22",1074,0,0,1
"GPR34",5,0,0,0
"GPR35",0,0,0,0
"GPR55",0,0,0,8
"GPR65",631,328,277,740
"GPR68",0,0,0,7
"GPR82",10,0,0,119
"GPR89A",112,0,0,354
"GPR89B",368,1,0,2
"GPRC5A",0,0,0,174
"GPRIN3",14,2,4,280
"GPS1",25,0,578,130
"GPS2",555,586,1040,353
"GPS2P1",2,3,3,2
"GPSM3",422,430,326,119
"GPX1",170,123,432,264
"GPX1P1",2,0,4,3
"GPX3",0,1,0,0
"GPX4",465,307,645,865
"GPX7",192,0,0,51
"GRAMD1A",10,0,0,17
"GRAMD1C",198,196,279,95
"GRAMD2B",0,1,0,51
"GRAMD4",0,0,0,60
"GRAMD4P3",0,0,0,0
"GRAP2",44,1,0,1
"GRASP",214,155,16,57
"GRB2",2712,4757,1456,2552
"GRHPR",20,256,9,120
"GRIP2",0,5,0,0
"GRIPAP1",44,295,10,256
"GRK2",3,1,69,4
"GRK3",305,681,348,299
"GRK5",65,5,447,296
"GRK6",54,127,1,33
"GRN",222,25,4,156
"GRPEL1",196,470,977,378
"GRPEL2",22,26,40,50
"GRSF1",183,16,517,440
"GRWD1",92,123,0,425
"GSAP",95,0,170,555
"GSE1",369,22,5,9
"GSK3B",24,0,23,1
"GSKIP",144,139,12,409
"GSN",239,2,63,2
"GSPT1",100,764,1199,416
"GSR",6,0,1,0
"GSS",7,0,153,1
"GSTA1",4,0,0,0
"GSTK1",124,1227,222,336
"GSTM1",81,1,1,325
"GSTM2",13,0,0,1
"GSTM3",0,0,0,0
"GSTM4",0,0,48,13
"GSTO1",214,62,123,130
"GSTP1",369,548,376,529
"GSTZ1",0,0,0,54
"GTDC1",8,0,166,127
"GTF2A1",39,808,1,330
"GTF2A2",366,177,993,476
"GTF2B",342,46,503,430
"GTF2E1",0,0,0,0
"GTF2E2",0,443,1127,8
"GTF2F1",50,0,179,91
"GTF2F2",501,348,341,92
"GTF2F2P1",0,0,0,0
"GTF2H1",33,2,428,126
"GTF2H2",55,0,108,143
"GTF2H3",40,0,61,19
"GTF2H5",24,41,0,182
"GTF2I",138,258,50,64
"GTF2IP1",98,372,747,84
"GTF2IP20",0,17,0,0
"GTF2IP4",7,143,25,4
"GTF2IRD1P1",22,88,2,51
"GTF2IRD2",0,0,0,162
"GTF2IRD2B",5,1,1,130
"GTF3A",439,897,1752,1304
"GTF3C1",0,274,18,29
"GTF3C3",76,1082,0,34
"GTF3C4",0,36,908,66
"GTF3C5",26,0,0,9
"GTF3C6",1039,740,1104,2055
"GTPBP1",93,2,0,529
"GTPBP10",21,0,0,30
"GTPBP3",0,0,0,0
"GTPBP4",397,1070,99,284
"GTPBP6",19,0,55,3
"GTPBP8",53,178,2,496
"GTSF1",616,3,0,73
"GUCA2B",0,43,0,70
"GUCD1",192,508,29,116
"GUF1",1,0,263,0
"GUK1",338,375,266,1013
"GUSB",12,52,279,128
"GUSBP1",0,0,0,0
"GVINP1",545,0,49,8
"GXYLT1",0,1,184,101
"GYG1",10,366,76,63
"GYPC",304,217,178,228
"GZF1",40,0,64,249
"GZMA",29,975,46,947
"GZMB",13,917,23,1335
"GZMH",0,1,0,23
"GZMK",27,2,0,406
"H1-10",0,0,40,0
"H1-2",130,73,1,125
"H1-3",116,0,0,3
"H1-4",54,5,1,172
"H2AC11",7,137,0,0
"H2AC14",1,0,37,0
"H2AC17",3,0,0,24
"H2AC18",446,305,102,75
"H2AC19",293,25,63,34
"H2AC20",7,22,0,9
"H2AC6",112,137,192,34
"H2AJ",37,0,0,158
"H2AW",0,0,0,1
"H2AX",18,122,0,20
"H2AZ1",5545,8772,3588,5764
"H2AZ2",72,527,412,350
"H2AZP2",0,0,0,0
"H2BC12",33,184,0,16
"H2BC15",0,0,0,58
"H2BC20P",14,0,0,3
"H2BC21",34,0,121,0
"H2BC4",10,1,1,2
