hgnc_symbol,C473,C481,LC03,RC02,RC03,LC01,R03,R02
FBXO21,251.4,389.0925926,622.0215054,0.846153846,237.8378378,70.16326531,0.333333333,257.5357143
FBXO25,0.8,147.4074074,5.64516129,0.153846154,0.027027027,0.755102041,46.77777778,9.946428571
FBXO3,4.933333333,0.425925926,33.27956989,0.076923077,0.189189189,0.142857143,286.4074074,1.428571429
FBXO30,251.5333333,1.166666667,1.301075269,0.538461538,7.756756757,534.9183673,1.259259259,0.053571429
FBXO34,0.533333333,490.2037037,422.1505376,329.3076923,39.75675676,277.9183673,0.925925926,137.4821429
FBXO45,1.533333333,0.166666667,63,1,604.0540541,245.2040816,1070.962963,31.91071429
FBXO7,557.2666667,812.3333333,143.3333333,0.230769231,182.0540541,1136.836735,1202.592593,248.5714286
FBXW4,0.133333333,0.37037037,115.9677419,0.153846154,90.78378378,3.897959184,6.333333333,20.17857143
FBXW5,0.2,0.87037037,9.032258065,0.538461538,80.37837838,0.469387755,0.037037037,0.410714286
FBXW7,463.4,172.1111111,2455.701613,4997.846154,3633.29027,2230.918367,187.0740741,74.66071429
FCER1G,7,1.185185185,167.3225806,0.461538462,0.567567568,2.408163265,0.222222222,0.321428571
FCGR2A,0.533333333,0.5,31.5616129,0.153846154,0.324864865,0.040816327,0.37037037,19.65107143
FCHSD2,0.333333333,269.2592593,1045.916882,0.153846154,656.6756757,371.877551,1276.352222,314.4239286
FCMR,685.5333333,864.7222222,1224.655914,1.307692308,1839.135135,584.6938776,653.6296296,1473.678571
FCRL5,195.5333333,0.074074074,54.19354839,83.61538462,107.1351351,220.122449,924.3333333,0.107142857
FDFT1,0.8,606.4259259,1126.139785,56.23076923,1.378378378,46.75510204,66.40740741,240.7321429
FDPS,331.3606667,547.937963,527.5932258,0.076923077,366.0294595,333.0965306,393.5696296,216.5658929
FDX1,167.6666667,0.111111111,592.8924731,0.230769231,57.05405405,0.183673469,1.444444444,16.78571429
FEM1A,0.133333333,15.37092593,2.214516129,17.92230769,31.67540541,2.701632653,1.804444444,0.529285714
FEM1C,1,2.740740741,30.65591398,26,0.027027027,31.36734694,5.333333333,108.5357143
FER,0.6,405.9074074,51.05376344,0.153846154,0.027027027,54.46938776,0.037037037,354.4107143
FGD2,5.133333333,324.3703704,390.0107527,40.61538462,1276.324324,2686.714286,1151.851852,453.6607143
FGD5-AS1,1.933333333,348.0185185,194.4193548,0.076923077,12.91891892,0.306122449,1.814814815,193.3035714
FGD6,22.2,453.2407407,0.021505376,0.384615385,0.648648649,0.755102041,0.222222222,27.69642857
FGFR1OP,810.6606667,33.05555556,151.7608602,48.76923077,0.054054054,1.646122449,0.481481481,137.9216071
FGFR1OP2,6.333333333,519.5555556,910.1935484,18.46153846,117.7837838,391.4285714,2535.481481,521.9821429
FGL2,0.733333333,129.2592593,0.311827957,17.07692308,6,2.142857143,0.37037037,34.375
FH,1.866666667,0.611111111,0.010752688,69.61538462,1,0.265306122,0.444444444,361.6248214
FIBP,456,64.72222222,0.268817204,0.153846154,15.18918919,183.5714286,510.5555556,338.6428571
FICD,0.133333333,72.64814815,2.505376344,1.230769231,0.135135135,0.163265306,0.037037037,199.6964286
FIP1L1,267.1813333,171.1994444,40.91010753,0.461538462,322.33,131.7959184,44.98925926,253.2857143
FIS1,0.533333333,0.592592593,1.258064516,0.076923077,324.1621622,0.551020408,0.222222222,47.44642857
FKBP11,5.6,384.9222222,387.0430108,635.9230769,46.13513514,995.4693878,1.569259259,97.25
FKBP1A,737.152,606.6803704,836.2306452,26.99692308,719.2021622,2517.093061,0.62962963,677.7155357
FKBP2,486.7333333,448.462963,212.4301075,233.5384615,621.972973,50.7755102,248,408.5714286
FKBP3,17.6,349.8538889,1659.343118,5.615384615,0.441891892,1101.481224,1204.182593,145.8794643
FKBP4,0.333333333,208.3016667,315.401828,115.8461538,0.081081081,156.4897959,185.4814815,1.875
FLCN,0.866666667,216.4259259,842.7204301,113.8461538,376.4594595,657.1428571,145.6296296,13.69642857
FLI1,2.133333333,231.037037,408.1075269,0.153846154,69.24324324,213.1836735,61.55555556,14.94642857
FLII,6.933333333,16.25925926,0.376344086,0.153846154,0.216216216,131.1020408,50.48148148,5.232142857
FLNA,608.4,567,150.344086,521.7692308,75.51351351,92.06122449,138.1851852,69.80357143
FMC1,0.133333333,12.82444444,2.644516129,0.153846154,0.216216216,0.06122449,0.074074074,143.2141071
FMNL1,418.7333333,828.9814815,93.08602151,115.0769231,83.40540541,85.30612245,231.8148148,19.46428571
FMNL3,0.066666667,28.25925926,86.35483871,132.6923077,226.4175676,482.5228571,246.8518519,111.755
FMR1,5.2,196.2222222,0.397849462,0.230769231,70.45945946,442.122449,0.444444444,231.625
FNBP1,3851.8,4625.518519,1887.032258,2899,3112.72973,1631.346939,338.7037037,971.2321429
FNBP4,51.06666667,1633.240741,1319.612903,10.76923077,191.8108108,150.9795918,1370.703704,942.6428571
FNDC3A,1.2,137.7407407,94.25806452,1.230769231,0.459459459,641.1020408,1284.296296,14.57142857
FNDC3B,11.06666667,175.7037037,0.913978495,12.38461538,0.891891892,1.346938776,0.666666667,0.017857143
FNIP1,730.6666667,749.7407407,1183.268817,258.5384615,1172.081081,2127.653061,1.851851852,243.8035714
FNIP2,0.266666667,0.148148148,0.053763441,0.153846154,5.351351351,1.102040816,0.074074074,0.017857143
FOS,1904.333333,504.1296296,1273.419355,749.1538462,243.6486486,1995.081633,59.37037037,1390.875
FOSB,621.1333333,587.462963,639.3978495,800.6153846,17.75675676,716.7959184,363.8518519,187.4107143
FOSL2,62.93333333,814.4259259,864.8709677,546.9230769,839.1891892,255.5714286,227.8148148,76.14285714
FOXJ3,123.6666667,37.38888889,52.92473118,3.307692308,3.27027027,161.9183673,0.037037037,20.39285714
FOXK1,193.8666667,529.0548148,4.956989247,1.230769231,243.4054054,268.6938776,735.7037037,2.892857143
FOXN2,161.6,50.05555556,589.9139785,2.384615385,1402.783784,7.653061224,33.18518519,185.4642857
FOXN3,1325.735333,814.6818519,99.70967742,0.153846154,61.24324324,739.4585714,0.259259259,0.375
FOXO1,373.1333333,636.0555556,106.2365591,8.846153846,2116.432432,8.224489796,1105.62963,530.4464286
FOXO3,138.062,17.87037037,138.3864516,1.153846154,0.216216216,580.2653061,36.88888889,38.39285714
FOXP1,3890.933333,13603.90741,2434.387097,2812,6219.486486,1744.408163,1531.111111,960.0714286
FRG1,7.666666667,100.2996296,3.789247312,592.8461538,0.972972973,367.45,764.6788889,72.42892857
FRMD8,90.33333333,348.7222222,192.5268817,0.692307692,2.972972973,1276.469388,0.222222222,344.9642857
FRYL,942.0666667,65.40740741,83.10752688,8.461538462,705.4054054,326.9591837,488.2222222,366.1428571
FSIP2,0.266666667,0.037037037,73.89247312,0.230769231,0.621621622,0.892653061,0.222222222,0.053571429
FTH1,39797.076,79475.88593,16709.6714,11495.88923,18134.85297,31100.77429,8722.203704,34089.73429
FTH1P10,102.2326667,209.0981481,28.82666667,20.66461538,36.90081081,99.22612245,16.12111111,65.16285714
FTH1P11,43.316,54.06388889,6.49483871,5.566923077,8.041891892,9.738979592,5.044074074,9.038571429
FTH1P12,0.746,1.680925926,0.273763441,0.461538462,0.162972973,0.801836735,0.037037037,0.349464286
FTH1P16,2.904,5.018703704,5.987526882,0.818461538,0.709459459,35.83204082,1.07037037,1.721607143
FTH1P2,76.602,171.1792593,19.67817204,18.92153846,24.21108108,41.06367347,12.54444444,47.53321429
FTH1P20,14.74333333,32.38833333,3.382795699,3.840769231,5.259189189,8.402857143,2.335555556,8.955178571
FTH1P23,2.135333333,5.811111111,0.653978495,0.488461538,0.688108108,2.65,0.37962963,1.097857143
FTH1P4,0.333333333,0.541851852,0.086236559,0.076923077,0.081081081,0.122653061,0.069259259,0.313571429
FTH1P7,93.46466667,195.0255556,29.11473118,17.80615385,22.49891892,47.03,12.54444444,41.66857143
FTH1P8,37.06,75.15759259,8.915053763,8.428461538,10.82054054,22.19,10.74296296,14.07071429
FTL,34606.65267,35609.85444,28314.1857,13015.09615,7040.565946,17668.16592,8593.954074,21756.58196
FTLP3,241.9473333,201.9788889,113.8035484,48.51923077,20.94756757,80.26265306,24.8237037,59.65017857
FTSJ1,173.3333333,312.5555556,0.215053763,0.307692308,74.72972973,8.489795918,209.1111111,6.767857143
FTSJ3,0.333333333,758.2592593,93.21505376,169.5384615,1.432432432,0.204081633,8.740740741,157.9642857
FUBP1,53.73333333,669.2962963,494.3225806,199.2307692,460.2432432,859.5714286,787.3703704,113.5892857
FUCA1,670.6666667,0.12962963,35.21505376,0.769230769,0.108108108,0.632653061,209.0740741,27.91071429
FUNDC2,1661.264,887.4533333,420.5052688,7.692307692,2757.765135,627.41,23.62962963,379.675
FUS,62.8,408.4444444,243.8387097,0.076923077,312.1621622,374.877551,261.4444444,252.5535714
FUT8,0.2,101.1296296,4.419354839,0.230769231,7.648648649,35.8244898,1271.851852,31.30357143
FXN,359.6,49.2962963,209.3225806,0.846153846,3.837837838,0.040816327,0.37037037,17.64285714
FXYD5,1081.4,396.5185185,802.2688172,146.9230769,77.75675676,2752.265306,268.6296296,755.3928571
FYB1,573.5333333,295.037037,148.4731183,0.769230769,457.1351351,289.7346939,449.8888889,58.10714286
FYN,641.5333333,585.0740741,318.1612903,2.076923077,587.3783784,5.285714286,2474.296296,1.303571429
FYTTD1,3718.866667,395.6666667,1336.602151,2288.384615,1207.48,877.3265306,179.7037037,729.9205357
G0S2,2.933333333,1.203703704,45.68817204,1.384615385,10.62162162,160.2244898,0.740740741,0.107142857
G3BP1,1382.8,2060.444444,1588.451613,266.1538462,2007.540541,814.9183673,36.92592593,689.5892857
G3BP2,217.6666667,1577.666667,2498.709677,1387.769231,1145.135135,2313.346939,1104.814815,1075.303571
GAB3,0.2,0.740740741,0.215053763,0.076923077,1189.324324,0.12244898,0.037037037,0.428571429
GABARAP,546.7093333,2016.872593,1753.285806,1040.230769,1092.1,2798.922653,1234.674074,1202.928929
GABARAPL1,166.8666667,39.59259259,11.61290323,324.5384615,9.864864865,535.8979592,3.481481481,23.55357143
GABARAPL2,5.933333333,360.2592593,798.5698925,3.076923077,1433.054054,1631.204082,1386.037037,341.4285714
GABPB1,0.133333333,214.462963,266.5698925,0.461538462,360.6740541,688.5632653,339.037037,43.87375
GABPB2,0.333333333,254.3518519,70.38709677,0.076923077,3,0.775510204,0.592592593,150.5714286
GADD45A,108.6666667,97.24074074,37.70967742,1.384615385,123.8648649,3,2.444444444,0.232142857
GADD45B,515.6666667,2418.462963,984.4301075,1122.692308,382.8918919,112.9795918,10.40740741,526.8928571
GADD45GIP1,451.1333333,373.1775926,52.9116129,1924.230769,255.3994595,354.0502041,0.148148148,567.2325
GAK,0.266666667,233.7037037,0.021505376,0.230769231,0.135135135,61.16326531,452.2962963,19.375
GALNT1,1.666666667,202.4259259,282.9247312,69.84615385,963.1621622,1595.428571,0.333333333,137.5892857
GALNT10,72.26666667,49.37037037,0.107526882,0.538461538,0.054054054,19.91836735,1535.148148,0.535714286
GALNT2,33.66666667,155.377963,14.05376344,6.240769231,0.351351351,20.04081633,0.037037037,26.76785714
GAPDH,4771.943333,4734.76963,2832.846452,4172.223077,3998.429189,4543.926531,1391.082593,2786.000893
GAPDHP1,6.599333333,4.753333333,1.737526882,2.461538462,1.455405405,1.220816327,0.761481481,1.517857143
GAPDHP65,1.266666667,1.290740741,0.395053763,0.692307692,0.463513514,0.536122449,0.312592593,0.358035714
GAPVD1,0.733333333,869.9444444,25.52688172,1794.692308,400.7027027,160.4693878,1335.111111,250.9464286
GARS1,697.9333333,432.7407407,632.5053763,0.615384615,14.86486486,359.4897959,109.2962963,507.8035714
GART,1.333333333,263.7777778,781.0860215,2.076923077,241.5405405,28.89795918,0.037037037,0.035714286
GAS5,887.2666667,1112.481481,936.2365591,419.6153846,422.5945946,1657.571429,60.51851852,1105.75
GATA3,116.5333333,17.7037037,206.3655914,0.153846154,1.486486486,0.285714286,0.962962963,0.089285714
GATAD2B,360.8,444.9074074,611.1290323,2.846153846,470.2432432,655.3265306,350.1111111,226.8571429
GATD3B,603.7926667,574.6003704,550.8154839,0.076923077,262.6059459,0.89122449,0.111111111,124.1557143
GBP2,242.4666667,702.5740741,0.311827957,40.07692308,477.8108108,231.9387755,959.8888889,104.375
GBP4,216.0666667,681.7962963,40.29032258,0.230769231,239.9189189,13.28571429,3.037037037,0.267857143
GBP5,17.86666667,289.537037,537.8064516,0.081538462,0.135135135,239.7781633,23.22222222,0.160714286
GCC2,764.7693333,2930.776852,2878.320538,4483.307692,1705.381622,1953.55102,3175.725185,1497.414464
GCDH,543.6,140.0925926,5.849462366,2.076923077,0.108108108,0.06122449,1022.333333,168.8392857
GCFC2,1.8,0.37037037,12.11827957,1.923076923,0.027027027,525.7142857,3.962962963,444.9814286
GCHFR,0.133333333,142.7838889,120.7025806,0.057692308,15.85837838,610.0702041,1.037037037,108.9698214
GCLM,227.3333333,1.092592593,453.3763441,99.92307692,768.5675676,0.06122449,61.48148148,309.4821429
GDE1,421.3333333,12.97277778,10.92473118,0.076923077,0.054054054,11.73469388,1698.448148,98.64732143
GDI2,530.4633333,902.8503704,1247.415591,1901.69,1459.53027,2892.692041,311.2592593,688.1235714
GEN1,292.1333333,18.94444444,11.29032258,2225,2622.108108,174.6122449,329.1851852,63.44642857
GET4,332.8,1.111111111,6.559139785,1.769230769,251.562973,243.1020408,0.481481481,31.37928571
GFM1,978.6666667,8.351851852,68.62365591,145.3846154,287.9189189,0.06122449,1683.444444,3.964285714
GFPT1,0.066666667,0.814814815,107.0860215,2179.846154,66.75675676,295.5102041,0.62962963,67.73214286
GGA1,0.133333333,0.148148148,105.4946237,1.846153846,0.108108108,0.408163265,0.037037037,132.9107143
GGA2,928.9333333,1208.981481,1331.193548,278.6923077,1286.081081,395.4285714,0.222222222,702.8928571
GGCX,82.90333333,82.01962963,148.991828,53.05923077,2.515135135,0.325918367,1.722962963,153.3573214
GGH,0.2,0.037037037,325.1397849,0.230769231,1.783783784,0.06122449,0.037037037,0.053571429
GGNBP2,445.0666667,408,344.2580645,0.153846154,317.4054054,1133.938776,904.0740741,439.4285714
GGPS1,204.4,0.388888889,253.5913978,52,29.2972973,55.93877551,419.0740741,407.3928571
GHITM,2588.666667,4452.703704,2051.612903,1435.307692,3136.081081,2575.816327,261.7037037,2106.589286
GID8,767.1333333,165.1851852,1.688172043,2.230769231,94.21621622,0.306122449,0.407407407,57.16071429
GIGYF2,0.133333333,172.6088889,94.01053763,3367,174.972973,1791.102041,367.2962963,186.6428571
GIMAP5,1.4,1.166666667,85.99698925,0.076923077,0.108108108,0.265306122,0.037037037,0.678571429
GIMAP7,2.2,195.7777778,286.2365591,6.153846154,391.5945946,1.326530612,3.259259259,1.267857143
GINM1,35.6,433.6851852,1152.892473,168.5384615,85.72972973,217.2857143,634.8148148,206.8928571
GIT2,1.066666667,25.32166667,51.74193548,0.667692308,1174.306216,364.8673469,645.7762963,96.90446429
GK,566.1333333,3.111111111,177.5444086,2791.442308,345.9605405,0.448979592,0.111111111,143.3928571
GLA,1.066666667,650.2962963,1271.182796,54.69230769,103,331.3877551,0.407407407,1454.357143
GLG1,207.3333333,1064.759259,2281.698925,73.69230769,938.7297297,47.48979592,694.3703704,572.6607143
GLIPR1,16.8,2328.814815,1666.697742,4.307692308,656.7118919,452.6379592,1140.750741,1166.046071
GLIPR2,73.73333333,21.90740741,27.16129032,0.076923077,0.675675676,300.6734694,0.925925926,72.80357143
GLMN,1.066666667,325.6296296,31.16129032,3.615384615,156.2432432,58.16326531,0.074074074,15.73214286
GLO1,25.46666667,208.3888889,84.83870968,0.461538462,0.189189189,209.5510204,0.259259259,101.8035714
GLOD4,0.933333333,417.7962963,418.172043,1.076923077,56.05405405,1292.612245,0.111111111,15.03571429
GLRX,506.8666667,217.1851852,97.34408602,1.076923077,30.91891892,635.5102041,1046.666667,191.8928571
GLRX3,0.533333333,213.6481481,738.9769892,1.923076923,1.243243243,50.32653061,208.4814815,201.8571429
GLS,11.4,674.7162963,647.9354839,616.2307692,172.1075676,1279.265306,911.2592593,25.75
GLTP,217.2666667,477.1666667,1289.777204,67.07692308,1049.216216,440.3061224,213.2962963,685.7430357
GLUD1,190.4666667,21.74074074,311.8892473,0.153846154,0.378378378,2.204081633,2.148148148,5.982142857
GLUL,111.0666667,702.7592593,0.268817204,1.230769231,7,0.285714286,396,90.55357143
GM2A,27.26666667,1.222222222,16.21505376,0.384615385,24.2972973,125.4693878,470.4074074,52.19642857
GMCL1,0.466666667,198.9444444,22.66666667,3368.538462,1.972972973,0.551020408,0.148148148,0.071428571
GMFG,334.7333333,970.3518519,1393.107527,1.692307692,1718.486486,1825.244898,1262.777778,1301.946429
GNA13,1419.733333,473.7037037,237.7204301,2565.384615,5358.540541,1118.857143,9.62962963,439.0357143
GNAI2,5.133333333,395,9.344086022,465.1538462,1382.324324,820.8367347,297.7037037,94.625
GNAI3,1138.266667,810.4074074,1183.378495,44.84615385,1112.27027,2376.122449,2286.777778,644.375
GNAQ,0.066666667,0.388888889,0.279569892,1353.307692,0.108108108,0.102040816,582.3703704,0.089285714
GNAS,3755.2,2385.62963,4902.688172,1465.615385,1880.027027,4732.734694,5368.333333,950.125
GNB1,20.93333333,745.037037,230.1182796,0.692307692,739.3513514,467.9183673,2011.481481,62.5
GNG2,2403.272667,968.7283333,700.553871,39.84615385,443.6756757,1919.923673,490.3014815,282.2960714
GNG5,361.6666667,911.2407407,387.5698925,3463.846154,56.16216216,793,192.1481481,406.1964286
GNG7,378.6,3031.37037,631.4193548,313.9230769,213.3783784,475.4489796,811.3333333,466.3392857
GNL2,509.1333333,619.0185185,463.5268817,5.153846154,35.97297297,519.5306122,56.33333333,359.875
GNL3,610.2666667,677.8148148,2436.258065,24.38461538,1135.567568,85.12244898,980.1481481,1203.125
GNLY,98.26666667,718.6851852,2.752688172,2.153846154,1.837837838,32.10204082,12.33333333,2.25
GNPAT,0.266666667,1.611111111,89.2688172,0.076923077,38.91891892,241.4897959,396.7037037,98.55357143
GNPTAB,1.2,786.3703704,425.7419355,2668.538462,1,1.020408163,550.6666667,83.85714286
GNPTG,103.7013333,96.40388889,178.7956989,0.076923077,146.6756757,757.9591837,0.037037037,183
GOLGA1,0.066666667,1.777777778,0.021505376,0.076923077,14.78378378,4.244897959,6.333333333,0.125
GOLGA2,139.6666667,121.2962963,24.8172043,0.153846154,2.567567568,0.93877551,0.333333333,88.5
GOLGA3,66,1232.388889,669.6666667,3,39.35135135,16.55102041,396.7777778,346.5357143
GOLGA4,719.6653333,804.4259259,774.5262366,1927.538462,365.3243243,2095.037755,1615.148148,821.7191071
GOLGA5,48.33333333,31.57407407,1.376344086,8.076923077,0.135135135,0.06122449,706.8518519,0.071428571
GOLGA7,572.8666667,750.5555556,309.6451613,0.076923077,2.108108108,0.489795918,0.407407407,10.35714286
GOLGA8A,338.508,529.6281481,680.1895699,78.07692308,834.6278378,2.56244898,216.6811111,55.65553571
GOLGB1,5322.066667,3396.5,1041.666667,306.2307692,1990.891892,2366.469388,501.4074074,646.75
GOLIM4,174.1333333,468.6111111,1015.526882,589.6923077,347.0540541,703.4081633,1035.666667,69.44642857
GOLPH3,473.8,4.462962963,64.87096774,1580.153846,1187.72973,67.63265306,263.3703704,271.0178571
GOLT1B,159.2,184.0185185,420.6021505,2.230769231,1.72972973,1194.755102,0.851851852,75.46428571
GON4L,0.933333333,392.5083333,681.8892473,1833.570769,0.216216216,2172.839184,5.777777778,91.74839286
GOPC,271.7333333,0.240740741,61.5483871,0.538461538,19.43243243,0.473673469,876.3333333,87.69642857
GORASP2,633.4,196.4444444,158.3225806,0.307692308,37.56756757,25.83673469,0.296296296,34.67857143
GOSR1,0.533333333,1141.555556,3.215053763,1143.615385,547.9189189,7.87755102,92.2962963,208.3214286
GOT2,140.2666667,12.5,0.053763441,0.307692308,19.32432432,18.2244898,0.037037037,15.80357143
GPAA1,6.266666667,58.2037037,15.12903226,0.076923077,0.027027027,0.020408163,431.9259259,1.660714286
GPANK1,0.133333333,42.77777778,265.5053763,0.846153846,0.162702703,117.7959184,123.8888889,81.49
GPAT4,684.7873333,639.8462963,35.21215054,0.076923077,713.2889189,104.5283673,138.8296296,17.53571429
GPATCH11,126.8666667,77.90740741,331.1935484,7.384615385,491.6486486,341.5510204,0.777777778,126.8214286
GPATCH2,0.066666667,0.203703704,115.3978495,0.307692308,0.027027027,0.163265306,97.33333333,45.73214286
GPATCH4,200.8666667,743.6111111,708.9784946,2391.769231,389.0810811,281.5510204,0.37037037,545.8035714
GPATCH8,80.46666667,706,104.2258065,0.307692308,101.5945946,3640.959184,88.11111111,209.3928571
GPBP1,266.4666667,2199.388889,6808.344086,3610.307692,2647.297297,6185.55102,1424.962963,2226.5
GPBP1L1,406.8666667,149.0555556,552.1935484,0.230769231,661.9189189,124.9591837,22.77777778,107.9642857
GPI,452.4,715.1111111,213.3225806,5,472.7297297,1629.673469,959.2962963,156.1428571
GPN3,19.86666667,381.242037,10.7311828,0.153846154,9.540540541,0.326530612,0.777777778,150.2923214
GPR132,0.133333333,0.314814815,155.3763441,1.384615385,0.027027027,0.020408163,52.37037037,2.839285714
GPR15,142.8,156.2592593,3.150537634,2.076923077,137.2702703,0.367346939,0.185185185,1.982142857
GPR171,930.4666667,4.666666667,2.322580645,4.692307692,0.405405405,0.551020408,2.777777778,0.571428571
GPR18,1,255.6666667,419.3225806,0.461538462,1620.243243,1238.693878,0.444444444,247
GPR183,1533.4,4941.240741,11279.05376,25666,9032.864865,2479.408163,3902.555556,10632.67857
GPR65,5.866666667,460.125,1020.845376,823.8323077,828.6613514,328.3126531,1.888888889,434.2155357
GPR89A,0.110666667,224.6653704,483.0050538,0.076923077,3.165945946,0.114489796,0.018518519,221.2214286
GPRIN3,2.866666667,557.3333333,2.548387097,5.615384615,0.675675676,1.632653061,4.222222222,26.48214286
GPS1,0.466666667,0.111111111,259.5053763,1619.153846,0.081081081,0.040816327,113.962963,49.23214286
GPS2,1776.602,494.2033333,212.7312903,1263.628462,886.137027,585.8367347,78.87185185,223.7751786
GPSM3,49.46666667,48.2962963,189.6989247,927.3076923,800.9189189,429.877551,0.296296296,43.875
GPX1,994.4913333,303.8172222,223.2684946,0.769230769,116.9727027,122.747551,302.1481481,223.7271429
GPX4,1381.933333,1101.37037,628.7956989,246.2307692,152.2702703,306.5306122,305.7037037,777.3928571
GRB2,971.8,3519.296296,1584.924731,2633.692308,3532.783784,4757.44898,763.5555556,1892.178571
GRHPR,26.46666667,219.6851852,20.11827957,0.076923077,28.56756757,255.7755102,0.037037037,11.19642857
GRIPAP1,0.266666667,510.0925926,1.548387097,30.15384615,0.108108108,295.2653061,0.037037037,87.26785714
GRK2,9.066666667,1.796296296,6.569892473,0.076923077,0.027027027,0.653061224,196.9259259,6.464285714
GRK3,367.9333333,514.4259259,83.19354839,466.9230769,561.0810811,681.1020408,208.7037037,48.26785714
GRK5,220.5333333,591.2407407,0.010752688,1120.153846,0.027027027,4.836734694,0.037037037,130.7142857
GRN,0.6,41.62962963,270.6989247,0.307692308,121.3513514,25.02040816,10.07407407,323.6428571
GRPEL1,276.2666667,254.3703704,502.2043011,1527.076923,2.540540541,470.2653061,1126.592593,389.0714286
GRSF1,676.1333333,576.462963,302.6774194,874.3076923,0.783783784,16.28571429,0.555555556,365.1607143
GSKIP,0.333333333,1.592592593,816.4946237,34.30769231,0.054054054,138.9795918,0.148148148,287.1785714
GSN,189.2,0.759259259,3,0.538461538,478.0540541,2.469387755,0.703703704,0.482142857
GSPT1,777.6666667,456.3888889,375.1182796,1553.923077,38.89189189,763.9387755,1265.111111,161.3928571
GSTK1,404.6,131.2407407,539.9677419,0.153846154,52,1227.469388,259.8148148,197
GSTM2,0.066666667,1.540740741,0.129032258,0.153846154,0.254594595,0.06122449,0.074074074,25.71428571
GSTO1,362.1333333,259.9259259,0.516129032,0.153846154,95.27027027,62.12244898,6.222222222,332.9464286
GSTP1,1126.8,630.1666667,427.5376344,0.384615385,120.4864865,547.7755102,0.037037037,617.7321429
GTF2A2,453.8666667,854,99,1182.538462,375.4594595,176.9795918,1342.444444,356
GTF2B,436.4,293.4814815,565.6989247,1071.461538,285.972973,45.97959184,0.037037037,397.6964286
GTF2H1,0.8,126.5185185,126.0537634,0.384615385,20.02702703,2.06122449,1281.666667,45.75
GTF2I,68.226,8.09462963,120.8255914,0.966153846,0.028108108,257.9840816,79.55555556,276.4278571
GTF2IP1,138.7826667,17.41611111,149.7868817,2100.877692,1.091621622,372.3465306,0.498888889,195.7519643
GTF2IP4,73.19133333,0.211481481,7.591827957,0.002307692,0.150540541,143.3593878,0.352962963,14.57017857
GTF3A,3019.198667,1859.523333,748.3548387,41.61538462,2.378378378,896.6734694,2193.740741,876.4508929
GTF3C6,2218.466667,1646.555556,2464.397849,1088.769231,932.2972973,739.8163265,3.851851852,1146
GTPBP1,0.2,847.0925926,210.7,0.076923077,71.27027027,1.530612245,0.148148148,114.0714286
GTPBP4,293.1333333,367.0914815,200.756129,2.307692308,262.1724324,1070.415714,0.296296296,531.8214286
GTPBP6,0.1,6.787037037,0.005376344,156.2307692,9.378378378,0.091836735,8.333333333,28.38392857
GTPBP8,1.666666667,894.9074074,96.17204301,0.153846154,0.675675676,178.2857143,4.185185185,104.9107143
GUCD1,0.133333333,22.01851852,210.827957,83.84615385,87.48648649,507.5102041,3.555555556,297.4107143
GUK1,82,1763.592593,262.1505376,62.07692308,1.891891892,374.7755102,655,674.5892857
GUSB,3.066666667,218.1296296,38.53763441,7.230769231,4.27027027,51.91836735,825.5925926,19.82142857
GVINP1,0.333333333,0.074074074,15.3655914,59.84615385,1076.513514,0.081632653,85.37037037,13.05357143
GYPC,26.06666667,192.5925926,263.4301075,20.30769231,273.0540541,217.122449,487.9259259,335.2321429
GZMA,23.06666667,1654.907407,238.9462366,5.615384615,54.40540541,975.1428571,107.8888889,3.571428571
GZMB,47.66666667,1066.568704,1604.387097,3.076923077,20.72972973,917.4081633,16.96296296,4.482142857
H1-2,1.2,249.6296296,0.440860215,0.230769231,182.5405405,72.59183673,0.37037037,77.91071429
H2AC18,291.7886667,75.58648148,73.60043011,11.72538462,300.5718919,304.855102,1.481481481,590.78125
H2AJ,0.066666667,316.0740741,0.698924731,0.076923077,0.216216216,0.142857143,0.037037037,73.25
H2AX,0.2,36.40740741,4.032258065,0.153846154,0.027027027,121.8571429,0.037037037,35.39285714
H2AZ1,2895.266667,5319.222222,6209,4974.846154,6328.891892,8772.183673,2895.333333,4761.392857
H2AZ2,98.2,81.66666667,619.1612903,1135.846154,12.18918919,526.5102041,0.518518519,131.1071429
H2AZP2,0.133333333,0.148148148,0.193548387,0.230769231,0.189189189,0.285714286,0.111111111,0.125
H2BC4,0.066666667,0.37037037,3.784946237,0.153846154,19.81081081,0.510204082,2.925925926,0.053571429
H2BC8,0.2,9.12962963,0.021505376,4.846153846,0.162162162,0.081632653,228.1481481,10.125
H3-3A,4112.97,5181.784259,3120.403441,3890.655385,3303.878378,4608.41898,2096.986667,3140.818571
H3-3B,22777.08333,22085.15815,36967.69613,13365.92692,28155.58108,35762.50551,18144.0763,14360.14929
H3-5,7.65,7.916296296,11.37913978,6.381538462,10.71702703,8.722040816,3.923703704,3.440535714
H3P16,0.475333333,0.368518519,0.202688172,0.248461538,0.342702703,0.476326531,0.042592593,0.125714286
H3P6,612.4833333,682.4377778,438.718172,349.7930769,795.3386486,983.0077551,375.6114815,570.4303571
H4C15,0.066666667,0.962592593,319.5119355,957.5384615,0.027027027,0.088367347,76.49222222,32.42928571
H4C3,3278.533333,6030.574074,5307.924731,10474.92308,4079.756757,6423.469388,1988.888889,2664.285714
