hgnc_symbol,stage1,stage2,stage3,stage4
TES,366.1760208,526.5416327,305.0066819,521.995454
SYNCRIP,399.0365517,3148.323061,2377.888253,1438.797372
ATP5MC2,462.6747104,919.122449,494.2716049,608.6508364
CD63,927.0270271,1799.714286,2134.68642,658.410693
BLOC1S1,192.3384194,525.5918367,60.50104464,184.9351852
CCT7,589.382722,1868.612245,32.0980057,474.4157706
USP15,778.1590251,1334.244898,1197.237227,877.0471923
DHX9,278.1954634,2155.204082,495.9851852,530.5454003
CEP350,448.1549228,1606.204082,394.7713201,1610.543907
RC3H1,867.144305,407.4081633,1348.189744,1787.694146
ITM2B,1163.774372,495.122449,221.6127255,1862.524194
LCP1,2206.948842,3706.387755,1420.471985,1688.827659
LIMD2,405.8424783,259.0612245,584.3502375,1085.446879
TRA2B,1060.236004,1307.673469,774.0423551,866.4958184
TANK,460.6479247,503.8163265,497.4395063,1066.806153
SKIL,9509.90227,16008.7551,5874.623931,15919.50836
CBWD2,590.5732288,751.9753061,924.6675802,730.9832557
ANP32B,1085.210183,85.91836735,1382.039886,945.5928913
DERL1,333.9648238,265.4693878,1120.488522,531.0973776
TMEM14B,429.2944015,31.36734694,336.1614435,87.38739548
IRF4,950.2277992,9.775510204,275.217094,842.602748
RAB30,697.7828187,1244.897959,171.7705603,1111.356631
THBS1,28.72659267,2.308571429,118.0121557,13.82825568
RAB1A,751.4533639,386.1836735,546.7984807,269.2774791
ACTR2,1448.759932,5756.531633,369.4843305,2236.823659
ATRAID,321.0900096,566.4285714,207.8336182,462.6218638
USP8,1641.739209,237.0408163,677.2621083,517.0765831
CNOT6L,3020.989438,710.3877551,1199.094397,1337.914221
ETV6,994.7347975,1462.469388,1926.05622,839.2771807
SINHCAF,1462.538031,854.6495918,297.7857284,2322.935684
AEBP2,1492.707771,639.1428571,690.6446344,2262.306153
GLTP,867.4796259,440.3061224,165.879962,883.4719354
RHOF,958.509037,1685.213265,900.5629061,1429.969059
TMX1,378.8419402,1776.632245,341.9604938,1429.407706
BNIP2,892.7664626,371.6938776,1361.964815,1475.945885
ETFA,559.4741796,313.8979592,455.2224123,907.7222223
IRF8,1502.550676,1863.204082,1155.553466,1274.934289
NDUFB10,131.9080599,245,141.9251662,251.9540024
SSH2,631.3600386,345.6734694,27.16353276,460.8608125
EIF4A3,201.2067592,1904.816327,542.9103514,1239.301673
ANAPC11,597.066361,1519.693878,64.78043686,630.9563917
BRD4,169.6023166,454.9183673,285.6871795,797.5639186
IFITM3,141.3434339,186.1557143,171.541094,211.7260066
IFNAR1,430.438224,708.1428571,295.8723647,1307.674432
SOD1,759.1737452,1752.979592,1005.168471,522.2715054
ERVK3-1,118.3272587,736.2244898,595.8743172,539.8714516
PSMB6,1807.605454,3405.183673,1951.266476,1528.964755
MCL1,1198.513272,949.0612245,713.7435897,802.5459976
ENSA,199.975654,21.95918367,398.9311396,699.9789425
POGZ,259.5774614,1123.22449,1040.8283,1346.374552
C1orf56,3892.908533,5646.409592,3144.476543,5437.409499
ILF2,2519.320222,1547.326531,1740.036467,1127.589008
LYST,363.177126,842.9591837,470.7082623,1217.636499
SRP9,1916.049549,4675.614898,515.0935993,2187.302008
ARF1,1751.620657,2300.816327,726.9054131,1699.883811
PDIA6,573.4722129,1343.348776,200.2655575,819.2601314
EML4,2930.458482,3362.935918,3095.386311,1305.153871
UBXN4,941.1824325,4907.489796,413.5282051,1246.266727
HSPD1,1590.65036,2687.464694,2943.198126,2456.110968
TMF1,303.42875,2321.495306,174.1015347,777.0151344
NFKBIZ,1135.277268,765.7142857,623.3925926,1251.442354
RUBCN,843.9908519,511.7142857,480.577398,917.9372761
NDUFS6,308.1906371,1166.244898,319.3669516,130.8019714
GZMA,28.98841699,975.1428571,45.52364673,946.9268218
BTF3,1717.926158,5151.225306,2225.050967,3124.450212
TNFAIP8,343.1838803,531.6122449,952.6258309,940.9426525
ATG12,466.6204899,2700.294082,1499.802659,1675.488827
G3BP1,1348.564913,814.9183673,561.959924,1824.448029
NHP2,320.7140468,382.7587755,367.7276619,949.4026944
HIGD2A,295.416583,529.7218367,316.3283951,434.5470251
ABRACL,199.313224,1250.877551,222.3451092,586.5531662
MDH2,540.1826738,1092.081633,253.540171,115.6239546
TACC1,173.4493243,515.7959184,392.8757836,698.8348268
NDUFB9,352.9435763,1392.830612,297.619548,634.9238321
PLIN2,357.7666506,3457.428571,774.2446343,1236.885305
CBWD5,336.5828306,917.8485714,66.97287178,1037.449489
POLE3,605.2331081,864.877551,311.774169,602.8718638
ADD3,287.9589769,86.97959184,357.4395062,645.1379929
EIF4EBP2,938.6187261,428.2857143,14.37473884,429.7948029
GSTO1,214.1083494,62.12244898,122.8364672,130.2210275
EIF3M,1132.317061,563.7916327,979.5845319,1485.114899
CWC15,1085.627413,2001.755102,612.2309591,360.1146954
PDCD4,5029.896316,2785.167755,4436.54581,5384.898253
PIP4K2A,3017.449083,2711.081633,2189.8283,4840.204003
CRIM1,374.6498553,195.0408163,646.148148,464.0704899
NGLY1,1194.74638,2152.020408,878.7967713,1834.038812
TMEM263,504.7010473,0.816326531,15.22905983,1368.177718
EIF4E,1396.57069,2256.017755,624.8235462,795.3877031
FAM177A1,382.3351834,863.3469388,673.3895536,750.8975509
CDC123,207.8400242,679.2289796,726.8889647,685.0328824
ATP5F1A,824.2024612,2156.122449,2281.388604,1127.815113
TGOLN2,1263.145994,589.9795918,1283.655081,641.5086619
UTRN,2612.435328,390.7959184,394.5023742,601.6565114
SMARCA5,600.7510811,962.6493878,479.2477209,839.6539546
RANBP2,3260.113545,2500.496939,1543.618902,1806.048931
CD96,719.9802126,21.02040816,120.4011396,478.4250299
SREK1,439.6925628,1925.530612,1853.090788,1129.806496
TBRG1,658.8696912,652.3673469,238.5002849,623.1215652
MIA3,131.1156467,1388.673469,868.7026212,679.513142
BUB3,1352.731419,1603.612245,281.8864197,1270.253883
ATP5MC3,114.8894787,1624.55102,421.777018,528.175926
ATP5PF,1949.284508,1264.653061,1702.693447,1272.539128
XPC,492.4858929,47.58122449,563.6551244,530.1306452
ANKRD40,748.187406,2787.450816,1493.47256,1408.349029
SAMSN1,3172.493002,385.1836735,1922.281102,2404.045102
ZCCHC10,152.4712838,536.6938776,137.1396011,1086.879331
SLC16A1,182.5600869,1083.22449,3.572839506,575.5755675
ELMO1,312.5808398,174.2653061,1047.160114,248.749104
SLA,249.4693533,3.142857143,763.7038935,306.14546
USP16,271.0443099,1641.436122,870.9960114,1510.119713
ATP5MPL,748.2039093,895.4489796,501.6203229,524.651135
WASF2,1835.213644,1490.962653,1355.320853,1303.212049
AUTS2,93.97031853,21.63265306,413.3263057,99.281362
TAGLN2,863.4857624,593.6122449,971.0900854,1668.216311
ADIPOR1,485.8277027,305.0408163,1378.169991,360.6914576
BTG2,859.4840732,1885.673469,118.1244065,412.2111708
SAFB,312.6221139,875.4395918,303.8183533,487.8211171
ADAR,418.8158784,423.0816327,218.7623932,1394.252389
CCDC12,546.0752896,1.326530612,163.8195632,472.7165472
ORAI2,956.2524134,321.6530612,984.2811017,315.9456392
SQSTM1,623.6250338,1055.42449,175.66215,2324.253919
RPL8,3518.105454,6300.795918,3138.529155,4454.128136
AP2M1,401.8759653,782.8163265,58.28869895,401.5316607
U2AF1L4,647.6722973,522.4489796,497.5100646,728.3089519
IKZF3,567.4956564,405.8367347,859.4415955,418.1508363
CMPK1,13.82142857,257.8163265,99.57834757,432.4103943
FUBP1,286.9162645,859.5714286,346.7781576,581.8094385
WDR26,465.0777027,1106.959184,1134.6585,1036.517622
DPY30,572.3306684,342.4504082,257.8001387,567.5865771
S100A11,283.9263996,647.244898,635.8396961,481.6609916
ARHGAP25,682.4186776,1113.183673,859.7604937,588.4405616
MRPS18C,185.0012596,456.8163265,795.3083363,598.650914
CGGBP1,131.111028,340.4285714,802.2923077,495.6932497
HIPK1,120.2019788,52.93877551,256.6510921,376.0459976
ATP1A1,371.0420946,220.877551,1304.771767,605.4203104
KRTCAP2,319.2179054,736.7346939,358.4260209,436.9023298
CCT3,331.4000965,276.1836735,1885.838366,967.6505375
TRAT1,3.705357143,1.142857143,3.108641975,673.9758065
PSMD6,298.6160715,662.3877551,144.497246,748.7037039
WDR43,911.089527,852.244898,1351.673314,1700.103346
DTX3L,410.6076255,224.3877551,388.611206,858.157109
RPN1,618.0697394,573.5918367,508.8581196,383.4339905
DNAJB14,226.1782819,378.9791837,712.9443684,653.71181
C4orf3,1141.851593,3983.469388,1892.023362,2515.063023
ANXA5,296.5289576,197.8571429,1283.565432,220.3670848
UQCRQ,865.1242762,1715.55102,865.0499526,1250.138928
CREBRF,417.1561294,784.0612245,868.4866095,1225.428614
PTTG1,600.2333493,1650.530612,125.7675214,232.172043
SYTL3,35.30429537,119.8979592,5.301424501,288.852748
TP53INP1,120.2917471,6.714285714,1223.151187,545.7153525
PCF11,453.0191361,336.2718367,1160.440332,860.945708
ATP5F1C,312.1978765,3063.387755,486.4440646,988.2401434
VDAC2,536.6898288,1188.545306,815.2228225,1610.713414
FUNDC2,1568.720068,627.41,564.1953124,653.9793011
CCDC186,160.9850386,597.9387755,259.7753087,894.4707288
CEP57,1140.519787,152.1428571,751.2778726,850.8416967
RAB8B,472.1356178,3373.244898,1997.592402,2253.190263
CCT2,962.2970562,675.2244898,1543.921178,1404.442951
SEC11C,135.9756274,488.7142857,837.2926875,532.0062724
HSP90B1,2714.761921,1283.243673,4741.927926,2184.383208
AP1G1,937.2707528,748.3265306,183.5906932,1364.787336
CIAO2A,1388.621139,846.3061224,459.4089269,639.1580048
TERF2IP,591.1117616,1538.632653,487.6110162,814.1541219
CD3D,15.70921814,619.8163265,602.8955365,279.1117085
RAB8A,434.761653,1032.398163,252.8713656,459.2706751
JSRP1,20.73335425,19.96102041,42.38168091,23.93606034
ATP5PD,186.887307,674.2857143,300.1725071,416.5206093
POLR2G,267.1522684,1866.44898,1106.977778,499.0866189
RPSA,2485.422433,6596.505102,5137.726765,2830.930911
MAPK1IP1L,1685.649131,1777.816327,824.00038,2958.605137
DDIT4,421.6954488,6.178979592,169.909339,568.9727211
IRF2BP2,1125.083719,1510.327755,662.8451055,944.2362396
PDHB,1372.38839,1125.69551,643.784625,505.2474791
STAT3,575.1749518,446.6734694,1113.108072,1475.528674
RNF181,349.8675193,582.1632653,5.448812915,165.3978495
LETM1,1274.118243,711.6530612,1552.639506,1066.717145
UQCRFS1,1183.605389,2571.342653,352.422074,647.7655735
LMAN2,827.780888,545.244898,161.8769231,1034.030167
GPR183,9832.771718,2479.408163,10367.31852,8110.147251
HINT1,1541.603041,1926.77551,2108.500095,2696.343489
BOLA2B,313.0130599,1425.969388,621.7281634,355.513871
LIMS1,12.26831323,2.18755102,543.4743267,412.9963829
SYAP1,1294.579392,2521.346939,1436.187654,1641.842593
TOR1AIP2,2444.435328,3184.326531,423.4,2365.159284
TMEM154,2463.226352,898.5306122,602.4936373,1088.487156
STAT2,1071.944257,928.5102041,147.2077873,771.7267026
HSPA4,356.5764961,241.4081633,291.1160494,865.2093787
CHCHD7,459.9010618,341.9591837,438.7031339,675.1795102
LSM3,604.8741458,496.554898,149.4154264,713.9284349
RPS9,799.8126689,1390.163878,1308.120072,1463.703734
NDUFA3,563.717085,221.8163265,266.8849003,414.1956183
PGAM1,280.5302775,975.9138776,1250.467597,933.359525
CHD7,584.8513514,760.0204082,293.9661918,734.2586619
RSL1D1,2405.874517,4385.387755,2336.916999,3050.778077
TBCA,360.1908784,700.6530612,648.6161443,313.7792712
ATF7IP,562.0135135,84.89795918,556.354226,1272.790323
CAMTA1,566.7828186,696.0816327,1790.97303,563.0486858
SMN1,161.2292495,0.762244898,26.96848433,270.6330556
ZNF24,189.9905888,3168.938776,969.9610636,739.405914
PPP1CA,1102.326006,878.0687755,1031.833191,524.1751673
CFL1,2546.923745,4026.795306,2103.110352,3444.192282
CBWD1,131.4376689,967.2008163,415.5678481,422.5560126
MRPL57,239.5125483,772.2040816,239.2132953,340.9970131
PARP14,1975.927124,3159.877551,587.9819562,5008.486261
NABP1,1371.338861,242.6530612,689.7406933,2002.343489
CHD2,4273.181468,2890.271837,4569.78075,3560.077572
EIF1AX,702.9205186,275.7387755,1008.107854,1702.011458
TOMM20,220.1732963,1548.234286,225.9532194,193.9944235
GNG5,231.1792954,793,1339.220323,649.4053166
TRMT10C,426.5721526,452.9387755,323.0898386,517.9193549
ANKRD36C,270.2701545,29.88326531,797.2119753,450.2773268
RSRC1,401.8618533,811.0761224,165.6252422,1029.083232
RHOG,475.8923745,802.8367347,1160.374739,989.5092594
ARIH2,645.2462983,200.5132653,439.2493637,1488.444514
AP3S1,285.9804537,2288.285714,432.2735042,1046.370104
UBE2N,1429.779416,1798.428571,511.5011472,2094.328268
MAF,189.6848456,1257.897959,38.80094968,225.8443847
