hgnc_symbol,stage1,stage2,stage3,stage4
CD74,120672.2951,138856.5714,86123.44636,147789.009
MS4A1,9887.973936,10099.26531,9336.726686,7204.391278
BCL11A,6399.828912,4294.285714,2959.311301,5494.744923
CCR7,6789.120657,9049.122449,10803.67597,8358.139188
