ensembl_gene_id,logFC,logCPM,PValue,qval,chromosome_name,hgnc_symbol
ENSG00000116809,-0.672875505,5.041775291,0.433023538,0.136474726,1,ZBTB17
ENSG00000044115,0.677698687,4.265492647,0.43305469,0.136482945,5,CTNNA1
ENSG00000100124,0.674281389,5.171882087,0.433701172,0.136653469,22,ANKRD54
ENSG00000178464,-0.698999832,3.585194547,0.434377992,0.136831907,19,RPL10P16
ENSG00000176542,0.665098449,5.492005315,0.435192765,0.137046594,3,USF3
ENSG00000197958,0.652258557,9.115669265,0.435947609,0.137245373,9,RPL12
ENSG00000131437,-0.692476735,2.901372461,0.437988334,0.137782209,5,KIF3A
ENSG00000091527,-0.648882661,9.238682381,0.438240173,0.137848402,3,CDV3
ENSG00000106588,-0.649625583,8.190824642,0.438359305,0.137879709,7,PSMA2
ENSG00000196843,0.711792396,2.2813243,0.438697671,0.137968616,2,ARID5A
ENSG00000133226,-0.648003137,9.550462756,0.438740073,0.137979756,1,SRRM1
ENSG00000183283,0.64782259,8.928632723,0.439143701,0.138085778,12,DAZAP2
ENSG00000114353,0.652273452,6.536144796,0.439409665,0.138155621,3,GNAI2
ENSG00000123136,0.648040935,8.136782452,0.439546158,0.13819146,19,DDX39A
ENSG00000243466,-0.646947643,7.536970841,0.440945887,0.13855877,2,IGKV1-5
ENSG00000115866,0.647709407,6.87658292,0.441077646,0.138593326,2,DARS1
ENSG00000198825,-0.699515963,3.038175439,0.441977341,0.138829193,10,INPP5F
ENSG00000178988,-0.647117671,6.771436938,0.441977554,0.138829249,4,MRFAP1L1
ENSG00000143799,0.651163213,5.877884008,0.442015532,0.138839201,1,PARP1
ENSG00000047849,-0.657853623,4.984965887,0.442713001,0.139021937,3,MAP4
ENSG00000100603,0.644232677,7.226772016,0.442983872,0.13909288,14,SNW1
ENSG00000084090,0.64897895,6.236743509,0.44355196,0.139241617,2,STARD7
ENSG00000173875,-0.660386293,5.01847375,0.443618586,0.139259057,19,ZNF791
ENSG00000122218,0.643892616,6.971873877,0.443760589,0.139296225,1,COPA
ENSG00000136169,-0.658525823,4.522375736,0.443925657,0.139339424,13,SETDB2
ENSG00000137970,-0.644131662,7.335432327,0.443940992,0.139343437,1,RPL7P9
ENSG00000110713,0.641475699,6.98186752,0.4455014,0.139751541,11,NUP98
ENSG00000144645,-0.645267699,6.300172742,0.4460675,0.139899479,3,OSBPL10
ENSG00000130592,-0.648924124,5.439395395,0.446349426,0.139973131,11,LSP1
ENSG00000198961,-0.641609495,6.782018054,0.446835939,0.140100194,5,PJA2
ENSG00000147168,-0.636368488,8.474961071,0.447476143,0.140267326,X,IL2RG
ENSG00000052723,-0.644701408,5.38904281,0.448001346,0.140404376,1,SIKE1
ENSG00000119707,-0.636240915,7.943962802,0.448018883,0.140408951,14,RBM25
ENSG00000111897,0.634416927,7.39678329,0.449291401,0.140740782,6,SERINC1
ENSG00000129235,-0.677018139,3.593567299,0.450006614,0.140927148,17,TXNDC17
ENSG00000179029,0.636752621,6.806980024,0.450244952,0.140989231,17,TMEM107
ENSG00000114861,-0.632469922,8.259376805,0.450408353,0.141031788,3,FOXP1
ENSG00000196504,0.633522188,7.308209723,0.450732232,0.141116124,2,PRPF40A
ENSG00000020633,-0.63395417,6.901271593,0.45075924,0.141123156,1,RUNX3
ENSG00000182899,0.630946375,9.636984664,0.450776953,0.141127767,3,RPL35A
ENSG00000167220,-0.652230612,4.390528318,0.452154658,0.141486275,18,HDHD2
ENSG00000107371,-0.634072339,6.563682787,0.452237452,0.141507808,9,EXOSC3
ENSG00000165502,-0.628154644,10.24817359,0.45260128,0.141602416,14,RPL36AL
ENSG00000115364,-0.64435531,4.445422624,0.453197861,0.141757492,2,MRPL19
ENSG00000115935,-0.62841795,8.370520074,0.453208793,0.141760333,2,WIPF1
ENSG00000021574,-0.649277479,4.300921885,0.453270073,0.141776258,2,SPAST
ENSG00000170144,0.627147463,8.983363495,0.453754368,0.141902089,2,HNRNPA3
ENSG00000269893,0.629433898,7.221629733,0.453811894,0.141917033,4,SNHG8
ENSG00000168461,0.628024496,7.794344627,0.454062954,0.141982244,18,RAB31
ENSG00000089737,-0.626910987,8.321446646,0.454323426,0.142049886,14,DDX24
ENSG00000143870,-0.626518529,7.879190539,0.455009571,0.142228009,2,PDIA6
ENSG00000100426,0.631475279,5.885506681,0.455010898,0.142228353,22,ZBED4
ENSG00000110660,-0.625983355,8.179067819,0.455104269,0.142252585,11,SLC35F2
ENSG00000113068,0.637659877,5.374690125,0.45528908,0.142300543,5,PFDN1
ENSG00000211898,-0.634800801,5.30185378,0.455438031,0.142339191,14,IGHD
ENSG00000113811,-0.62448833,9.123781903,0.455575478,0.142374849,3,SELENOK
ENSG00000085872,0.654470753,4.123948074,0.456588029,0.14263743,19,CHERP
ENSG00000138134,0.634633976,5.379787131,0.456909309,0.142720705,10,STAMBPL1
ENSG00000131408,0.666570467,3.412062028,0.457013467,0.142747698,19,NR1H2
ENSG00000267809,0.658575481,3.703700388,0.45708651,0.142766626,19,NDUFV2P1
ENSG00000124659,-0.627817547,6.171834019,0.457521688,0.142879376,6,TBCC
ENSG00000130844,0.62187294,8.67019205,0.457711464,0.142928533,19,ZNF331
ENSG00000181090,-0.62959322,6.044660771,0.457999828,0.143003215,9,EHMT1
ENSG00000188994,0.62015683,7.821546995,0.45967187,0.143435929,6,ZNF292
ENSG00000128463,0.620541932,7.587469838,0.459682657,0.143438719,15,EMC4
ENSG00000182831,0.624358814,6.405443333,0.459849718,0.143481923,16,C16orf72
ENSG00000078140,-0.625676616,5.276955526,0.459871697,0.143487607,4,UBE2K
ENSG00000135837,-0.618187587,8.131899914,0.46074492,0.143713344,1,CEP350
ENSG00000119048,0.619994807,7.285411409,0.460817262,0.143732039,5,UBE2B
ENSG00000198804,-0.616167713,12.96568234,0.460958617,0.143768565,MT,MT-CO1
ENSG00000004455,-0.620567134,6.44416349,0.46121911,0.143835866,1,AK2
ENSG00000131013,-0.621543195,6.285817047,0.461940517,0.144025355,6,PPIL4
ENSG00000232656,-0.811631861,0.991850725,0.462203211,0.144094332,10,IDI2-AS1
ENSG00000101654,0.616597035,7.288847318,0.462915717,0.144281358,18,RNMT
ENSG00000023191,0.676285043,2.260320744,0.463781458,0.144508484,11,RNH1
ENSG00000104517,-0.618011227,6.123222838,0.463919281,0.144544629,8,UBR5
ENSG00000120690,0.608915448,9.942917003,0.466543603,0.145232233,13,ELF1
ENSG00000258315,0.607579032,6.651740266,0.469953955,0.146123949,17,C17orf49
ENSG00000153037,0.607093276,6.679478579,0.470848362,0.14635747,5,SRP19
ENSG00000172766,-0.611066214,6.093542219,0.471045422,0.146408901,13,NAA16
ENSG00000164032,-0.602067156,10.57050859,0.471399702,0.146501348,4,H2AZ1
ENSG00000198000,-0.60497419,7.229043345,0.471474848,0.146520954,9,NOL8
ENSG00000042493,0.611964371,5.963269594,0.471911716,0.146634916,2,CAPG
ENSG00000160124,-0.615461403,4.654671943,0.472480736,0.1467833,3,CCDC58
ENSG00000128789,0.601991044,7.090959746,0.473085286,0.146940887,18,PSMG2
ENSG00000026297,0.600044172,8.289145789,0.473822651,0.147133006,6,RNASET2
ENSG00000177889,0.600874831,7.684454381,0.473828277,0.147134471,12,UBE2N
ENSG00000012124,-0.604961488,5.793011813,0.473941433,0.147163945,19,CD22
ENSG00000127838,0.631037815,3.363066578,0.474758491,0.147376698,2,PNKD
ENSG00000090581,0.601222143,6.441327942,0.4767317,0.147890014,16,GNPTG
ENSG00000243716,-0.6017631,5.70744366,0.47705605,0.147974326,16,NPIPB5
ENSG00000170860,-0.598973284,6.431175556,0.477436683,0.148073243,3,LSM3
ENSG00000090054,0.616718248,4.22863022,0.478881056,0.148448371,9,SPTLC1
ENSG00000146278,-0.592163507,8.244103796,0.479627674,0.148642135,6,PNRC1
ENSG00000136527,0.592302193,7.229682159,0.480122662,0.148770542,3,TRA2B
ENSG00000205220,-0.59283396,6.528089966,0.482082017,0.149278403,16,PSMB10
ENSG00000134308,-0.58809076,8.943705878,0.482180821,0.149303995,2,YWHAQ
ENSG00000166747,-0.589102207,7.013579708,0.483575806,0.149665136,16,AP1G1
ENSG00000149313,0.58913579,6.629285155,0.484176635,0.149820577,11,AASDHPPT
ENSG00000169155,-0.590293355,6.434632665,0.484234675,0.149835589,9,ZBTB43
ENSG00000122034,-0.587409908,7.274150535,0.484453023,0.149892061,13,GTF3A
ENSG00000183077,0.58555798,7.404387979,0.485499092,0.150162488,17,AFMID
ENSG00000159840,-1.367110943,0.043348059,0.485618099,0.150193241,7,ZYX
ENSG00000155926,-1.367110943,0.043348059,0.485618099,0.150193241,8,SLA
ENSG00000198744,-1.367110943,0.043348059,0.485618099,0.150193241,1,MTCO3P12
ENSG00000179406,-1.367110943,0.043348059,0.485618099,0.150193241,7,LINC00174
ENSG00000076321,-1.367110943,0.043348059,0.485618099,0.150193241,1,KLHL20
ENSG00000126821,0.584541628,6.93832411,0.487305858,0.150629118,14,SGPP1
ENSG00000115128,-0.590641409,5.392600447,0.487824839,0.150763049,2,SF3B6
ENSG00000182446,-0.597917456,4.624139697,0.487993363,0.150806529,17,NPLOC4
ENSG00000249353,-0.61463849,2.856084083,0.488484388,0.150933188,5,NPM1P27
ENSG00000119720,-0.660376289,2.616578437,0.489142963,0.151102999,14,NRDE2
ENSG00000129315,-0.653158997,2.526488441,0.489402445,0.151169885,12,CCNT1
ENSG00000107372,0.580603345,7.046536596,0.489536777,0.151204507,9,ZFAND5
ENSG00000178977,-0.590050328,4.588795122,0.49081268,0.151533192,17,LINC00324
ENSG00000100906,-0.575972374,9.696248307,0.49090343,0.151556559,14,NFKBIA
ENSG00000215492,-0.71564917,1.96797864,0.491116293,0.151611363,18,HNRNPA1P7
ENSG00000213719,-0.575660079,9.544671891,0.491185184,0.151629099,6,CLIC1
ENSG00000147604,-0.574758796,11.98103034,0.491467125,0.151701673,8,RPL7
ENSG00000108671,0.576536584,7.673980997,0.491847363,0.151799528,17,PSMD11
ENSG00000211450,-0.58135065,5.704801031,0.492077326,0.151858697,11,SELENOH
ENSG00000215817,0.80942467,1.305548564,0.49295147,0.152083529,1,ZC3H11B
ENSG00000229605,-0.761762638,1.32537902,0.49295147,0.152083529,10,RPL21P93
ENSG00000105810,0.806364497,0.863984363,0.493082107,0.152117117,7,CDK6
ENSG00000157350,0.578543142,6.329754979,0.493254129,0.152161342,16,ST3GAL2
ENSG00000105732,-0.609623498,3.37196641,0.493543711,0.152235779,19,ZNF574
ENSG00000119801,-0.572018579,9.931929523,0.493801351,0.152301993,2,YPEL5
ENSG00000106803,0.573973196,7.622053678,0.493831747,0.152309804,9,SEC61B
ENSG00000100365,0.610151504,3.322417406,0.493884284,0.152323304,22,NCF4
ENSG00000135956,-0.593699168,3.99853926,0.494293359,0.152428407,2,TMEM127
ENSG00000095319,0.596612411,3.967682316,0.494535184,0.152490526,9,NUP188
ENSG00000198492,0.571916116,8.129382517,0.494821719,0.152564115,1,YTHDF2
ENSG00000138326,-0.570833703,9.292629096,0.494896597,0.152583344,10,RPS24
ENSG00000113575,0.571126776,8.095481221,0.495445587,0.152724292,5,PPP2CA
ENSG00000166986,0.610981588,3.782666055,0.495932651,0.152849298,12,MARS1
ENSG00000174485,-0.571903699,7.263277215,0.496022893,0.152872454,15,DENND4A
ENSG00000236552,-0.580882032,5.190378171,0.497432439,0.153233962,10,RPL13AP5
ENSG00000215301,0.566677938,10.30228493,0.497742566,0.153313455,X,DDX3X
ENSG00000213741,-0.566835391,9.696740374,0.497766259,0.153319527,14,RPS29
ENSG00000198911,0.590861269,3.394062669,0.499641176,0.153799749,22,SREBF2
ENSG00000058729,0.567950478,6.344256266,0.499676546,0.153808803,5,RIOK2
ENSG00000145016,-0.566923953,6.454809962,0.499999316,0.15389141,3,RUBCN
ENSG00000196305,0.583978781,4.460231174,0.500482096,0.154014937,9,IARS1
ENSG00000113583,0.566648832,6.612986245,0.501025086,0.15415382,5,C5orf15
ENSG00000245112,0.592230197,4.119520968,0.501027656,0.154154478,4,SMARCA5-AS1
ENSG00000162244,-0.561880384,8.256874938,0.502251033,0.154467201,3,RPL29
ENSG00000003400,-0.593539606,3.950917582,0.503042271,0.154669323,2,CASP10
ENSG00000137815,0.56560963,6.205600919,0.50308475,0.154680171,15,RTF1
ENSG00000120063,-0.561103381,7.576992086,0.503545283,0.154797761,17,GNA13
ENSG00000147010,-0.56127692,7.227722716,0.503862831,0.154878821,X,SH3KBP1
ENSG00000099977,0.567822512,5.660654872,0.504127266,0.15494631,22,DDT
ENSG00000108256,-0.561289907,6.428812885,0.505696797,0.155346635,17,NUFIP2
ENSG00000213676,-0.563948245,5.334693773,0.506001247,0.15542424,6,ATF6B
ENSG00000230409,-0.694429756,2.021288658,0.506586001,0.155573249,3,TCEA1P2
ENSG00000113282,0.55743471,7.166785434,0.507066149,0.155695558,5,CLINT1
ENSG00000233426,0.593104808,3.312333196,0.507186889,0.155726308,2,EIF3FP3
ENSG00000089009,-0.554198084,10.1951902,0.507219155,0.155734525,12,RPL6
ENSG00000141580,0.579055544,4.294827757,0.509152228,0.156226491,17,WDR45B
ENSG00000039123,-0.553861239,6.398494984,0.510141105,0.156477913,5,MTREX
ENSG00000198846,-0.561595354,5.36347914,0.510427687,0.156550745,8,TOX
ENSG00000104824,0.550153021,8.658450683,0.510905898,0.156672247,19,HNRNPL
ENSG00000162852,0.563768558,5.237095891,0.511109721,0.156724021,1,CNST
ENSG00000071462,-0.550025514,7.286774542,0.511619355,0.156853446,7,BUD23
ENSG00000265972,-0.551514922,7.014100764,0.511774665,0.156892879,1,TXNIP
ENSG00000139146,-0.550706663,7.183219914,0.51187653,0.15691874,12,SINHCAF
ENSG00000205413,0.551892036,6.682105226,0.511909303,0.15692706,7,SAMD9
ENSG00000131143,0.54842142,8.335962279,0.512456918,0.157066054,16,COX4I1
ENSG00000196323,-0.554491545,5.329113995,0.512730632,0.157135508,11,ZBTB44
ENSG00000111642,-0.547925773,8.375482945,0.512783299,0.157148871,12,CHD4
ENSG00000230897,0.696216555,1.575870487,0.513557377,0.157345215,17,RPS18P12
ENSG00000241755,-0.73080998,1.596255699,0.513557377,0.157345215,2,IGKV1-9
ENSG00000067066,-0.547543702,7.825405443,0.513575826,0.157349893,2,SP100
ENSG00000004700,0.548821002,7.021197375,0.51371658,0.157385584,12,RECQL
ENSG00000216490,-0.546409326,8.261286036,0.514033913,0.157466037,19,IFI30
ENSG00000171530,0.548703464,6.349942262,0.515993962,0.157962586,5,TBCA
ENSG00000099785,-0.635379169,2.32751692,0.516046735,0.157975946,19,MARCHF2
ENSG00000170340,0.593249732,3.499254672,0.516077531,0.157983743,2,B3GNT2
ENSG00000167004,0.543007027,8.641777709,0.516394432,0.158063959,15,PDIA3
ENSG00000176340,-0.549432759,5.68113535,0.516885857,0.158188318,11,COX8A
ENSG00000183943,-0.547192578,6.267053638,0.517046886,0.158229059,X,PRKX
ENSG00000213281,0.542468489,7.939771128,0.517380975,0.158313571,1,NRAS
ENSG00000138757,0.541990125,8.070955608,0.517619792,0.158373971,4,G3BP2
ENSG00000168569,-0.544862275,6.452931305,0.518368555,0.15856328,11,TMEM223
ENSG00000158417,0.540388637,8.397542774,0.518577957,0.158616206,2,EIF5B
ENSG00000075413,-0.545288052,5.911557295,0.518615724,0.158625751,14,MARK3
ENSG00000152795,-0.538934887,9.355521138,0.519162761,0.158763975,4,HNRNPDL
ENSG00000109270,-0.543641908,6.649877054,0.519234917,0.158782203,4,LAMTOR3
ENSG00000115446,-0.572205687,3.350279896,0.519529921,0.15885672,2,UNC50
ENSG00000118181,0.537941988,10.6848276,0.519605242,0.158875743,11,RPS25
ENSG00000224631,-0.617477818,2.633057078,0.520480442,0.159096716,16,RPS27AP16
ENSG00000169919,0.608272304,2.642125979,0.520480442,0.159096716,7,GUSB
ENSG00000143751,0.538893571,6.327009573,0.521578807,0.159373851,1,SDE2
ENSG00000087470,-0.543410792,6.117945742,0.52169154,0.159402284,12,DNM1L
ENSG00000127947,-0.540931927,5.520188568,0.522268532,0.159547775,7,PTPN12
ENSG00000159720,0.542990164,6.114321901,0.522791249,0.159679533,16,ATP6V0D1
ENSG00000135900,0.537340647,7.103529874,0.522833628,0.159690213,2,MRPL44
ENSG00000165732,-0.531732967,9.062380503,0.524856977,0.160199775,10,DDX21
ENSG00000133318,-0.555365249,3.757924863,0.525475181,0.160355327,11,RTN3
ENSG00000025796,0.551069235,4.708706391,0.525957394,0.160476616,6,SEC63
ENSG00000258645,0.904995237,0.919388705,0.526437008,0.160597212,14,HSPE1P2
ENSG00000138867,0.533711282,5.893570913,0.52707115,0.160756605,22,GUCD1
ENSG00000115165,-0.52865478,8.953562845,0.527300127,0.160814142,2,CYTIP
ENSG00000163376,0.577931096,2.755278786,0.527614526,0.16089313,3,KBTBD8
ENSG00000119705,0.528611523,8.314751158,0.527756841,0.160928879,14,SLIRP
ENSG00000224184,0.555898617,4.337335332,0.528459335,0.161105292,2,MIR3681HG
ENSG00000086730,-0.531376803,6.049854385,0.529668884,0.161408846,7,LAT2
ENSG00000136167,0.525714368,8.757040888,0.52971097,0.161419403,13,LCP1
ENSG00000172270,-0.563710446,3.900917331,0.530585481,0.161638715,19,BSG
ENSG00000173960,0.537071321,5.243360999,0.530608419,0.161644466,2,UBXN2A
ENSG00000088387,-0.535326855,5.484667108,0.530798038,0.161692002,13,DOCK9
ENSG00000118816,-0.523634425,9.583591857,0.530958075,0.161732117,4,CCNI
ENSG00000120616,0.525038358,7.593005998,0.531279035,0.161812556,10,EPC1
ENSG00000221983,0.523097933,8.854409074,0.531697565,0.161917422,19,UBA52
ENSG00000147443,-0.54388756,4.225730834,0.532001421,0.161993537,8,DOK2
ENSG00000151092,0.522853216,7.974804604,0.532547014,0.162130169,3,NGLY1
ENSG00000225573,0.804674635,0.680371217,0.533403326,0.162344512,7,RPL35P5
ENSG00000170584,0.532932926,4.923912742,0.533493149,0.162366989,5,NUDCD2
ENSG00000125676,-0.523698552,7.189004377,0.533571987,0.162386715,X,THOC2
ENSG00000188042,0.543385222,4.13865057,0.53504942,0.162756203,2,ARL4C
ENSG00000159592,-0.539006952,4.417809638,0.535510778,0.162871508,1,GPBP1L1
ENSG00000160223,-0.550104564,4.106899386,0.536152795,0.163031906,21,ICOSLG
ENSG00000166275,-0.51876491,7.502186986,0.536262822,0.163059387,10,BORCS7
ENSG00000241343,0.516855325,8.596899794,0.536737744,0.163177986,X,RPL36A
ENSG00000100221,-0.519012494,6.972014442,0.536929838,0.163225946,22,JOSD1
ENSG00000102100,-0.555380571,3.411425397,0.53700701,0.163245211,X,SLC35A2
ENSG00000066135,-0.538134807,4.248243406,0.538406167,0.163594332,1,KDM4A
ENSG00000173926,0.526161589,5.362649383,0.53849022,0.163615295,5,MARCHF3
ENSG00000179091,0.518257973,6.65952524,0.538564796,0.163633893,8,CYC1
ENSG00000167085,0.518439321,6.689172947,0.538740601,0.163677733,17,PHB
ENSG00000125454,0.520829715,5.904440553,0.539224518,0.163798378,17,SLC25A19
ENSG00000232024,0.569824966,2.708270367,0.539320209,0.16382223,8,LSM12P1
ENSG00000270136,-0.645713518,1.99390537,0.539472182,0.163860108,1,MICOS10-NBL1
ENSG00000118705,-0.515209827,7.17402868,0.539814214,0.163945343,20,RPN2
ENSG00000108107,-0.512631915,8.093912194,0.540420579,0.164096402,19,RPL28
ENSG00000211459,-0.510985324,12.67546472,0.540474796,0.164109906,MT,MT-RNR1
ENSG00000156508,-0.510407309,13.17985448,0.540914692,0.164219452,6,EEF1A1
ENSG00000166471,-0.517099591,5.325377497,0.541526815,0.164371833,11,TMEM41B
ENSG00000140299,-0.514392671,5.964662785,0.542391968,0.164587098,15,BNIP2
ENSG00000158062,0.798816897,0.222821325,0.542580328,0.164633949,1,UBXN11
ENSG00000134321,-1.15713445,0.235919448,0.542580328,0.164633949,2,RSAD2
ENSG00000254598,0.966119437,0.30887305,0.542580328,0.164633949,11,CSNK2A3
ENSG00000000938,-0.558181275,3.0480434,0.543915918,0.164965982,1,FGR
ENSG00000043093,-0.507777807,8.494013851,0.543934884,0.164970695,3,DCUN1D1
ENSG00000178035,0.509457483,7.035957558,0.54405456,0.165000433,3,IMPDH2
ENSG00000112893,0.515682012,5.694767214,0.544162498,0.165027251,5,MAN2A1
ENSG00000117280,-0.513235182,5.892746905,0.544344174,0.165072386,1,RAB29
ENSG00000127914,-0.505622452,7.941282259,0.546097111,0.165507603,7,AKAP9
ENSG00000164172,0.592236775,2.538420287,0.546236496,0.165542188,5,MOCS2
ENSG00000177370,-0.508159356,6.324363943,0.546401674,0.165583168,17,TIMM22
ENSG00000184293,0.506755135,6.297724232,0.547599906,0.165880312,12,CLECL1
ENSG00000197694,0.504799602,6.791169678,0.548004936,0.165980701,9,SPTAN1
ENSG00000182400,0.510024669,5.535161025,0.548430011,0.166086028,14,TRAPPC6B
ENSG00000064666,-0.520387314,4.974334174,0.549028157,0.166234189,19,CNN2
ENSG00000102096,-0.501519368,8.277219134,0.549050371,0.166239691,X,PIM2
ENSG00000105583,-0.503614689,6.931866408,0.549194106,0.166275285,19,WDR83OS
ENSG00000172053,0.500859613,7.266716978,0.549699582,0.166400432,3,QARS1
ENSG00000248527,-0.49966486,9.78916988,0.549784657,0.166421491,1,MTATP6P1
ENSG00000197448,0.500084579,7.175007924,0.551773459,0.166913451,7,GSTK1
ENSG00000142534,0.496856641,9.718709976,0.552048185,0.166981358,19,RPS11
ENSG00000013306,0.50390675,5.871414397,0.552452418,0.167081253,17,SLC25A39
ENSG00000177425,-0.50081827,6.470999693,0.552665899,0.167133999,12,PAWR
ENSG00000229638,0.524620024,3.355306899,0.552677349,0.167136827,3,RPL4P4
ENSG00000162961,-0.503415944,5.837495179,0.552776989,0.167161443,2,DPY30
ENSG00000101266,-0.51152039,4.446750702,0.553095001,0.167239996,20,CSNK2A1
ENSG00000173575,-0.4958345,8.906122995,0.553171083,0.167258786,15,CHD2
ENSG00000134970,0.49950475,6.810069441,0.553322928,0.167296286,5,TMED7
ENSG00000232629,0.498830014,6.724746545,0.553696565,0.167388544,6,HLA-DQB2
ENSG00000146731,0.496324337,7.697668072,0.553777627,0.167408556,7,CCT6A
ENSG00000182923,0.499776232,6.42617324,0.55409414,0.167486687,3,CEP63
ENSG00000185658,-0.495066308,7.601055108,0.554863737,0.167676592,21,BRWD1
ENSG00000120437,0.505590043,5.435015686,0.55487741,0.167679965,6,ACAT2
ENSG00000038382,0.503660312,5.489569317,0.555107516,0.167736727,5,TRIO
ENSG00000015676,0.529662635,3.87283663,0.55516406,0.167750673,7,NUDCD3
ENSG00000168036,-0.493287912,8.31131655,0.555577856,0.167852721,3,CTNNB1
ENSG00000249784,0.807636679,1.026742728,0.555839802,0.167917306,4,SCARNA22
ENSG00000115561,-0.51628866,3.641912059,0.556485793,0.168076533,2,CHMP3
ENSG00000138768,-0.494496385,6.924575862,0.556995505,0.168202121,4,USO1
ENSG00000109686,-0.510787384,3.996401124,0.557460966,0.168316769,4,SH3D19
ENSG00000023318,-0.493141904,7.040988257,0.557507705,0.168328279,9,ERP44
ENSG00000085224,0.490272189,8.610057351,0.557799712,0.168400183,X,ATRX
ENSG00000124614,-0.489782042,8.679663501,0.558131882,0.16848196,6,RPS10
ENSG00000134001,-0.494374192,6.248727117,0.55894584,0.168682273,14,EIF2S1
ENSG00000176386,-0.489544229,6.90585041,0.559127706,0.168727015,9,CDC26
ENSG00000110958,-0.489453021,7.364172854,0.559671471,0.168860758,12,PTGES3
ENSG00000117322,0.496725368,4.893608943,0.559991951,0.16893956,1,CR2
ENSG00000130066,-0.48631211,10.89546315,0.560241572,0.169000927,X,SAT1
ENSG00000176715,-0.4937862,5.897554939,0.560391525,0.169037787,16,ACSF3
ENSG00000189159,0.491560343,6.288843139,0.560482467,0.169060139,17,JPT1
ENSG00000211679,0.486406638,8.852356067,0.560756456,0.169127475,22,IGLC3
ENSG00000160014,-0.490987141,5.859364718,0.561383083,0.169281428,19,CALM3
ENSG00000125971,0.49399547,5.884138426,0.562358282,0.169520894,20,DYNLRB1
ENSG00000147403,-0.483415059,10.88863259,0.562571304,0.169573183,X,RPL10
ENSG00000155330,0.488075592,6.466063561,0.563152497,0.169715805,16,C16orf87
ENSG00000106400,-0.524624116,3.607493288,0.563451443,0.169789143,7,ZNHIT1
ENSG00000237973,0.495587834,4.865239359,0.563962025,0.169914368,1,MTCO1P12
ENSG00000213923,0.491884871,4.776620031,0.564163454,0.169963759,22,CSNK1E
ENSG00000166822,0.492941237,5.440195459,0.564269814,0.169989836,16,TMEM170A
ENSG00000154144,0.485788919,6.27153179,0.565006174,0.170170323,11,TBRG1
ENSG00000164924,-0.479811471,10.28797846,0.565570389,0.170308558,8,YWHAZ
ENSG00000100796,0.484618877,5.864815094,0.565883535,0.170385257,14,PPP4R3A
ENSG00000105993,0.479868653,8.740943243,0.566079178,0.170433168,7,DNAJB6
ENSG00000122068,0.481869272,6.699332858,0.56645229,0.170524523,3,FYTTD1
ENSG00000112992,0.487100485,5.656752855,0.567826186,0.170860721,5,NNT
ENSG00000111716,-0.477564912,8.860116393,0.567857722,0.170868434,12,LDHB
ENSG00000109572,-0.490555725,4.3552383,0.568117114,0.170931873,4,CLCN3
ENSG00000153234,-0.47684713,9.403935032,0.568201178,0.17095243,2,NR4A2
ENSG00000134248,0.477192038,8.584275587,0.568335573,0.170985292,1,LAMTOR5
ENSG00000172500,-0.492368091,4.942634551,0.568516615,0.171029556,11,FIBP
ENSG00000046651,-0.478706087,6.616720578,0.568572342,0.17104318,X,OFD1
ENSG00000169612,0.490543245,4.745827306,0.568584738,0.171046211,15,RAMAC
ENSG00000239713,0.485445532,5.497045982,0.568648604,0.171061824,22,APOBEC3G
ENSG00000152193,0.673439573,1.348801614,0.568908258,0.171125294,13,OBI1
ENSG00000170476,0.673439573,1.348801614,0.568908258,0.171125294,5,MZB1
ENSG00000239039,-0.634270262,0.757803363,0.569025813,0.171154025,8,SNORD13
ENSG00000226564,-0.634270262,0.757803363,0.569025813,0.171154025,2,FTH1P20
ENSG00000153922,0.476114547,8.582945906,0.569207352,0.171198391,5,CHD1
ENSG00000173193,-0.474987582,9.022758544,0.569861485,0.171358207,3,PARP14
ENSG00000015475,-0.47796338,7.104742273,0.569945836,0.17137881,22,BID
ENSG00000135541,-0.48128591,5.414687067,0.570477422,0.171510309,6,AHI1
ENSG00000171456,0.483894569,5.588982159,0.570600607,0.171540775,20,ASXL1
ENSG00000173812,-0.473327803,10.5163323,0.570772214,0.171583513,17,EIF1
ENSG00000100129,-0.473356361,8.331721075,0.571595284,0.171788436,22,EIF3L
ENSG00000121895,0.475474907,5.923082138,0.572916168,0.17211709,4,TMEM156
ENSG00000198899,-0.470206397,12.02132991,0.573150401,0.172175343,MT,MT-ATP6
ENSG00000103187,-0.471762713,7.946742775,0.573218431,0.172192261,16,COTL1
ENSG00000198258,0.471827082,7.874443036,0.573268103,0.172204612,19,UBL5
ENSG00000132466,-0.474294338,6.101974137,0.574492967,0.172509078,4,ANKRD17
ENSG00000109046,-0.469488933,8.219365695,0.574820282,0.172590401,17,WSB1
ENSG00000196683,0.470857957,6.940832437,0.575608863,0.172786262,7,TOMM7
ENSG00000239569,-0.49432644,3.305923462,0.575679519,0.172803807,7,KMT2E-AS1
ENSG00000147065,-0.472015445,6.46772339,0.57572042,0.172813962,X,MSN
ENSG00000175073,0.46929524,7.315700464,0.576039113,0.172893085,8,VCPIP1
ENSG00000211892,0.48565772,4.323590851,0.577019176,0.173136313,14,IGHG4
ENSG00000105835,-0.468639704,6.397207237,0.577176545,0.173175355,7,NAMPT
ENSG00000205531,0.46888089,6.757869798,0.577347575,0.173217782,11,NAP1L4
