ensembl_gene_id,logFC,logCPM,PValue,qval,chromosome_name,hgnc_symbol
ENSG00000115053,-3.103712294,8.60964396,0.000584137,0.000339181,2,NCL
ENSG00000173163,-3.128484948,6.416458368,0.000593785,0.000344362,2,COMMD1
ENSG00000085788,3.490652445,3.332102591,0.000594471,0.00034473,8,DDHD2
ENSG00000197535,-3.234853557,4.489375165,0.000595174,0.000345107,15,MYO5A
ENSG00000230844,7.504171092,1.005220409,0.00059992,0.000347649,X,ZNF674-AS1
ENSG00000082068,-7.561669404,0.961137001,0.00059992,0.000347649,5,WDR70
ENSG00000115282,-7.561669404,0.961137001,0.00059992,0.000347649,2,TTC31
ENSG00000247092,-7.561669404,0.961137001,0.00059992,0.000347649,14,SNHG10
ENSG00000129810,7.504171092,1.005220409,0.00059992,0.000347649,3,SGO1
ENSG00000137824,-7.561669404,0.961137001,0.00059992,0.000347649,15,RMDN3
ENSG00000105122,7.504171092,1.005220409,0.00059992,0.000347649,19,RASAL3
ENSG00000134250,-7.561669404,0.961137001,0.00059992,0.000347649,1,NOTCH2
ENSG00000196535,7.504171092,1.005220409,0.00059992,0.000347649,17,MYO18A
ENSG00000240053,-7.561669404,0.961137001,0.00059992,0.000347649,6,LY6G5B
ENSG00000132128,-7.561669404,0.961137001,0.00059992,0.000347649,1,LRRC41
ENSG00000170876,4.791693678,1.513683614,0.000600631,0.00034803,3,TMEM43
ENSG00000140406,4.791693678,1.513683614,0.000600631,0.00034803,15,TLNRD1
ENSG00000171132,-4.96291434,1.436723104,0.000600631,0.00034803,2,PRKCE
ENSG00000167491,4.791693678,1.513683614,0.000600631,0.00034803,19,GATAD2A
ENSG00000186470,-4.96291434,1.436723104,0.000600631,0.00034803,6,BTN3A2
ENSG00000105287,3.202337983,4.745427916,0.000606618,0.000351258,19,PRKD2
ENSG00000161835,3.380646424,3.596781002,0.000610281,0.000353231,12,GRASP
ENSG00000166136,3.09064892,8.712216207,0.000613748,0.000355097,10,NDUFB8
ENSG00000100453,-3.085740761,9.227039397,0.000617218,0.000356963,14,GZMB
ENSG00000089022,3.162762935,5.21244701,0.000623987,0.000360598,12,MAPKAPK5
ENSG00000173674,-3.095183438,7.504443094,0.00062604,0.0003617,X,EIF1AX
ENSG00000139496,-3.175874944,5.031406994,0.000626285,0.000361831,13,NUP58
ENSG00000154710,3.12164582,6.297050991,0.000627012,0.000362221,7,RABGEF1
ENSG00000155629,3.371316587,3.588512464,0.000631744,0.000364758,10,PIK3AP1
ENSG00000197971,-3.133716625,5.774491619,0.000632066,0.00036493,18,MBP
ENSG00000119231,3.085360294,7.907183019,0.000636471,0.000367289,3,SENP5
ENSG00000132185,3.092624612,7.46203793,0.00063945,0.000368883,1,FCRLA
ENSG00000133706,3.153388859,5.234074461,0.000641245,0.000369842,5,LARS1
ENSG00000113384,-3.143228165,5.5317829,0.00064279,0.000370668,5,GOLPH3
ENSG00000159958,3.076528806,8.717402956,0.000648065,0.000373485,22,TNFRSF13C
ENSG00000169230,3.15151735,5.426402588,0.00064906,0.000374016,5,PRELID1
ENSG00000177885,3.075093427,8.518659439,0.000653329,0.000376293,17,GRB2
ENSG00000232956,-3.085368224,7.122372051,0.00066266,0.000381262,7,SNHG15
ENSG00000158604,3.094519392,6.527361912,0.000662673,0.000381269,7,TMED4
ENSG00000229644,3.194780642,4.60381509,0.000666284,0.000383189,10,NAMPTP1
ENSG00000140403,-3.114322976,5.739305573,0.000675605,0.000388139,15,DNAJA4
ENSG00000138777,-3.33107078,3.545876099,0.000677345,0.000389061,4,PPA2
ENSG00000138758,3.08498092,6.887449161,0.000680625,0.0003908,4,SEPTIN11
ENSG00000244754,3.077195399,7.058763765,0.000684248,0.000392718,13,N4BP2L2
ENSG00000145675,-3.352297875,3.363729861,0.000684486,0.000392844,5,PIK3R1
ENSG00000103769,-3.08019323,6.714698427,0.000686665,0.000393998,15,RAB11A
ENSG00000136560,-3.059815782,8.340808858,0.000689509,0.000395502,2,TANK
ENSG00000229944,4.750034043,1.477791166,0.0006939,0.000397822,17,EIF4EP2
ENSG00000142634,4.750034043,1.477791166,0.0006939,0.000397822,1,EFHD2
ENSG00000129534,3.061977401,7.731183147,0.00069586,0.000398857,14,MIS18BP1
ENSG00000139116,4.198374703,1.832076437,0.000696625,0.000399261,12,KIF21A
ENSG00000109920,-3.078243695,6.620648463,0.00070551,0.000403947,11,FNBP4
ENSG00000100445,-3.098584157,5.778136196,0.000717475,0.000410242,14,SDR39U1
ENSG00000120784,-3.270695844,3.89828548,0.000730355,0.000416999,19,ZFP30
ENSG00000186020,-7.494918797,0.903554101,0.000732646,0.000418199,19,ZNF529
ENSG00000159733,-7.494918797,0.903554101,0.000732646,0.000418199,4,ZFYVE28
ENSG00000124164,7.44311602,0.953585447,0.000732646,0.000418199,20,VAPB
ENSG00000186891,-7.494918797,0.903554101,0.000732646,0.000418199,1,TNFRSF18
ENSG00000246145,7.44311602,0.953585447,0.000732646,0.000418199,8,RRS1-AS1
ENSG00000148300,-7.494918797,0.903554101,0.000732646,0.000418199,9,REXO4
ENSG00000137040,7.44311602,0.953585447,0.000732646,0.000418199,9,RANBP6
ENSG00000100196,7.44311602,0.953585447,0.000732646,0.000418199,22,KDELR3
ENSG00000242580,7.44311602,0.953585447,0.000732646,0.000418199,2,IGKV1D-43
ENSG00000115486,-7.494918797,0.903554101,0.000732646,0.000418199,2,GGCX
ENSG00000158555,-7.494918797,0.903554101,0.000732646,0.000418199,11,GDPD5
ENSG00000136848,7.44311602,0.953585447,0.000732646,0.000418199,9,DAB2IP
ENSG00000134058,7.44311602,0.953585447,0.000732646,0.000418199,5,CDK7
ENSG00000167775,7.44311602,0.953585447,0.000732646,0.000418199,19,CD320
ENSG00000134061,-7.494918797,0.903554101,0.000732646,0.000418199,5,CD180
ENSG00000135637,7.44311602,0.953585447,0.000732646,0.000418199,2,CCDC142
ENSG00000173698,-7.494918797,0.903554101,0.000732646,0.000418199,X,ADGRG2
ENSG00000065457,-7.494918797,0.903554101,0.000732646,0.000418199,16,ADAT1
ENSG00000117528,-7.494918797,0.903554101,0.000732646,0.000418199,1,ABCD3
ENSG00000187778,3.21978133,4.311136656,0.000737829,0.000420915,12,MCRS1
ENSG00000090520,3.065238982,6.477764604,0.000742088,0.000423144,3,DNAJB11
ENSG00000134982,3.089680137,5.565178993,0.00074695,0.000425686,5,APC
ENSG00000109775,3.88059209,2.068463533,0.000749483,0.00042701,4,UFSP2
ENSG00000163006,3.052806074,6.696396516,0.000749977,0.000427268,2,CCDC138
ENSG00000213516,-3.247512805,4.012706057,0.000757415,0.000431149,1,RBMXL1
ENSG00000132463,-3.291560241,3.601531534,0.000757834,0.000431367,4,GRSF1
ENSG00000168811,-3.285462035,3.681618885,0.000762006,0.000433542,3,IL12A
ENSG00000169118,-3.176534701,4.130953495,0.000762927,0.000434021,15,CSNK1G1
ENSG00000092140,3.226903192,4.195064772,0.000765354,0.000435285,14,G2E3
ENSG00000139613,3.042807802,7.229060396,0.000767542,0.000436423,12,SMARCC2
ENSG00000128908,-3.080061604,5.761615757,0.00076852,0.000436932,15,INO80
ENSG00000129292,3.049611556,6.475679343,0.000781918,0.00044389,8,PHF20L1
ENSG00000013364,4.131467421,1.774245125,0.000783358,0.000444637,16,MVP
ENSG00000205571,-3.158703497,4.326272689,0.00078761,0.00044684,5,SMN2
ENSG00000112851,-3.051159249,6.424604314,0.000788297,0.000447196,5,ERBIN
ENSG00000166557,3.169963684,4.432991682,0.000790158,0.00044816,15,TMED3
ENSG00000165209,3.123992555,4.948686902,0.000790451,0.000448311,9,STRBP
ENSG00000110324,-3.352123819,3.129958474,0.000795707,0.00045103,11,IL10RA
ENSG00000112367,-3.107062806,4.774548988,0.000798229,0.000452334,6,FIG4
ENSG00000157500,4.707135573,1.440965697,0.000804374,0.000455507,3,APPL1
ENSG00000162086,-3.049412754,6.190510159,0.000805087,0.000455875,16,ZNF75A
ENSG00000112799,-3.024962255,7.041216448,0.000815556,0.00046127,6,LY86
ENSG00000137947,-3.094894785,4.928341304,0.000823247,0.000465225,1,GTF2B
ENSG00000054611,3.101173522,5.03121325,0.000823405,0.000465307,22,TBC1D22A
ENSG00000111666,-3.071912304,5.33560603,0.000823728,0.000465472,12,CHPT1
ENSG00000102898,3.085160563,5.3674152,0.000823741,0.000465479,16,NUTF2
ENSG00000225648,-3.09287236,4.895086877,0.000834712,0.000471109,7,SBDSP1
ENSG00000215417,3.173741681,4.014365525,0.000839291,0.000473455,13,MIR17HG
ENSG00000119421,3.040672497,6.168226338,0.000847914,0.000477867,9,NDUFA8
ENSG00000181904,-3.127647425,4.607024972,0.000850631,0.000479255,5,C5orf24
ENSG00000100304,3.166811418,4.321716634,0.000855629,0.000481806,22,TTLL12
ENSG00000130741,2.989187459,10.4297157,0.000859058,0.000483555,X,EIF2S3
ENSG00000177410,-3.036742894,6.019301227,0.000866924,0.000487562,20,ZFAS1
ENSG00000147649,3.239585528,3.670830788,0.000867273,0.00048774,8,MTDH
ENSG00000214160,3.255930814,3.589404197,0.000868558,0.000488394,3,ALG3
ENSG00000181744,-3.034519991,5.959815292,0.000868804,0.000488519,3,DIPK2A
ENSG00000121022,-3.000305464,7.212510888,0.000877968,0.000493176,8,COPS5
ENSG00000266338,-4.304514254,1.695776724,0.000882847,0.000495652,1,NBPF15
ENSG00000143314,-3.023132025,5.811258151,0.000886688,0.0004976,1,MRPL24
ENSG00000152558,2.983341823,8.907688004,0.000890106,0.000499331,11,TMEM123
ENSG00000165915,7.379362468,0.899994773,0.000900684,0.000504682,11,SLC39A13
ENSG00000165646,-7.424929312,0.843629185,0.000900684,0.000504682,10,SLC18A2
ENSG00000156304,-7.424929312,0.843629185,0.000900684,0.000504682,21,SCAF4
ENSG00000240370,7.379362468,0.899994773,0.000900684,0.000504682,12,RPL13P5
ENSG00000281358,7.379362468,0.899994773,0.000900684,0.000504682,3,RASSF1-AS1
ENSG00000248668,-7.424929312,0.843629185,0.000900684,0.000504682,5,OXCT1-AS1
ENSG00000099326,7.379362468,0.899994773,0.000900684,0.000504682,19,MZF1
ENSG00000183617,7.379362468,0.899994773,0.000900684,0.000504682,19,MRPL54
ENSG00000132313,-7.424929312,0.843629185,0.000900684,0.000504682,2,MRPL35
ENSG00000249898,7.379362468,0.899994773,0.000900684,0.000504682,8,MCPH1-AS1
ENSG00000147099,-7.424929312,0.843629185,0.000900684,0.000504682,X,HDAC8
ENSG00000184260,7.379362468,0.899994773,0.000900684,0.000504682,1,H2AC20
ENSG00000131149,7.379362468,0.899994773,0.000900684,0.000504682,16,GSE1
ENSG00000151948,-7.424929312,0.843629185,0.000900684,0.000504682,12,GLT1D1
ENSG00000137270,-7.424929312,0.843629185,0.000900684,0.000504682,6,GCM1
ENSG00000102302,7.379362468,0.899994773,0.000900684,0.000504682,X,FGD1
ENSG00000196550,-7.424929312,0.843629185,0.000900684,0.000504682,1,FAM72A
ENSG00000109184,7.379362468,0.899994773,0.000900684,0.000504682,4,DCUN1D4
ENSG00000196810,-7.424929312,0.843629185,0.000900684,0.000504682,4,CTBP1-DT
ENSG00000175279,-7.424929312,0.843629185,0.000900684,0.000504682,1,CENPS
ENSG00000237438,-7.424929312,0.843629185,0.000900684,0.000504682,22,CECR7
ENSG00000136807,7.379362468,0.899994773,0.000900684,0.000504682,9,CDK9
ENSG00000169217,-7.424929312,0.843629185,0.000900684,0.000504682,16,CD2BP2
ENSG00000101144,7.379362468,0.899994773,0.000900684,0.000504682,20,BMP7
ENSG00000151923,3.02225664,5.999395765,0.000901852,0.000505272,10,TIAL1
ENSG00000084072,3.002811587,6.711444242,0.000908937,0.000508955,1,PPIE
ENSG00000049239,3.824155702,2.019628707,0.000914836,0.000512018,1,H6PD
ENSG00000137274,3.824155702,2.019628707,0.000914836,0.000512018,6,BPHL
ENSG00000124762,-3.014983087,5.882571852,0.000921052,0.000515243,6,CDKN1A
ENSG00000174123,3.014905558,6.00888638,0.000924615,0.00051709,4,TLR10
ENSG00000177302,-3.371299727,2.705913527,0.000928005,0.000518847,17,TOP3A
ENSG00000128585,-2.992478468,6.404325699,0.00093455,0.000522235,7,MKLN1
ENSG00000177479,-2.984726959,6.949277093,0.000953134,0.000531837,3,ARIH2
ENSG00000107929,2.9746085,7.022489182,0.0009676,0.000539292,10,LARP4B
ENSG00000188313,3.032741795,5.127164214,0.000970875,0.000540977,3,PLSCR1
ENSG00000141380,3.09309671,4.465963851,0.000971196,0.000541142,18,SS18
ENSG00000159023,2.986714549,6.091228043,0.000986948,0.000549236,1,EPB41
ENSG00000101665,-3.395796997,2.544547503,0.000996744,0.000554259,18,SMAD7
ENSG00000187840,-3.013234024,5.137610459,0.001002633,0.000557275,8,EIF4EBP1
ENSG00000103365,3.046519809,4.949479407,0.001004225,0.00055809,16,GGA2
ENSG00000078596,-3.193781956,3.680758762,0.001013536,0.000562852,X,ITM2A
ENSG00000126391,2.973169607,6.635872622,0.001019846,0.000566075,11,FRMD8
ENSG00000128590,-2.998390082,5.723255623,0.001022173,0.000567263,7,DNAJB9
ENSG00000164211,-2.995980035,5.721121306,0.00103022,0.000571367,5,STARD4
ENSG00000112972,2.949697759,6.945648527,0.001068971,0.000591058,5,HMGCS1
ENSG00000142687,-3.224674719,3.25046132,0.001075433,0.00059433,1,KIAA0319L
ENSG00000115523,-3.066816353,4.384975341,0.001075903,0.000594568,2,GNLY
ENSG00000110395,-3.015846519,4.728126933,0.001081781,0.000597541,11,CBL
ENSG00000203667,2.968395228,5.781289937,0.001090917,0.000602157,1,COX20
ENSG00000153898,-2.956526018,6.329866166,0.001091865,0.000602635,1,MCOLN2
ENSG00000090316,4.617311148,1.364311556,0.001092649,0.000603031,4,MAEA
ENSG00000170515,2.929740113,7.628706083,0.001101674,0.000607583,12,PA2G4
ENSG00000182718,-2.95058944,6.497706652,0.001101979,0.000607737,15,ANXA2
ENSG00000066322,-3.24755341,3.037486918,0.0011127,0.000613136,1,ELOVL1
ENSG00000130787,-3.046155035,4.5738266,0.001113058,0.000613316,12,HIP1R
ENSG00000179456,-7.351370533,0.781164055,0.001115132,0.000614359,1,ZBTB18
ENSG00000133985,-7.351370533,0.781164055,0.001115132,0.000614359,14,TTC9
ENSG00000064201,-7.351370533,0.781164055,0.001115132,0.000614359,11,TSPAN32
ENSG00000119777,7.312660829,0.844294148,0.001115132,0.000614359,2,TMEM214
ENSG00000112658,-7.351370533,0.781164055,0.001115132,0.000614359,6,SRF
ENSG00000212232,-7.351370533,0.781164055,0.001115132,0.000614359,20,SNORD17
ENSG00000136856,7.312660829,0.844294148,0.001115132,0.000614359,9,SLC2A8
ENSG00000201183,7.312660829,0.844294148,0.001115132,0.000614359,1,RNVU1-3
ENSG00000263961,-7.351370533,0.781164055,0.001115132,0.000614359,1,RHEX
ENSG00000227373,7.312660829,0.844294148,0.001115132,0.000614359,1,RABGAP1L-DT
ENSG00000174915,-7.351370533,0.781164055,0.001115132,0.000614359,11,PTDSS2
ENSG00000188191,7.312660829,0.844294148,0.001115132,0.000614359,7,PRKAR1B
ENSG00000131626,7.312660829,0.844294148,0.001115132,0.000614359,11,PPFIA1
ENSG00000261371,-7.351370533,0.781164055,0.001115132,0.000614359,17,PECAM1
ENSG00000114670,7.312660829,0.844294148,0.001115132,0.000614359,3,NEK11
ENSG00000183019,-7.351370533,0.781164055,0.001115132,0.000614359,19,MCEMP1
ENSG00000186687,7.312660829,0.844294148,0.001115132,0.000614359,5,LYRM7
ENSG00000054219,-7.351370533,0.781164055,0.001115132,0.000614359,2,LY75
ENSG00000115318,-7.351370533,0.781164055,0.001115132,0.000614359,2,LOXL3
ENSG00000272333,-7.351370533,0.781164055,0.001115132,0.000614359,19,KMT2B
ENSG00000154059,-7.351370533,0.781164055,0.001115132,0.000614359,18,IMPACT
ENSG00000225171,-7.351370533,0.781164055,0.001115132,0.000614359,1,DUTP6
ENSG00000169084,-7.351370533,0.781164055,0.001115132,0.000614359,X,DHRSX
ENSG00000169084,-7.351370533,0.781164055,0.001115132,0.000614359,X,DHRSX
ENSG00000176444,-7.351370533,0.781164055,0.001115132,0.000614359,1,CLK2
ENSG00000030110,7.312660829,0.844294148,0.001115132,0.000614359,6,BAK1
ENSG00000119986,7.312660829,0.844294148,0.001115132,0.000614359,10,AVPI1
ENSG00000164331,-7.351370533,0.781164055,0.001115132,0.000614359,5,ANKRA2
ENSG00000164252,-3.005174735,4.817361796,0.001125951,0.00061985,5,AGGF1
ENSG00000148516,3.051597287,4.429469635,0.001130838,0.000622328,10,ZEB1
ENSG00000154001,3.025170023,4.58883966,0.001132406,0.000623123,14,PPP2R5E
ENSG00000243753,-3.27058889,2.925375041,0.001135603,0.000624742,6,HLA-L
ENSG00000185608,-2.931955039,6.442355308,0.001170882,0.000642567,22,MRPL40
ENSG00000035687,-3.044277214,4.123192324,0.00118104,0.000647683,1,ADSS2
ENSG00000135905,2.969959167,5.547237829,0.001183118,0.000648728,2,DOCK10
ENSG00000134759,2.939978867,5.774275168,0.001199116,0.000656769,18,ELP2
ENSG00000163131,-2.907247366,7.353130618,0.00121072,0.00066259,1,CTSS
ENSG00000184557,3.559883769,2.163161143,0.001211515,0.000662988,17,SOCS3
ENSG00000197747,-2.896925638,8.301144673,0.001219868,0.000667172,1,S100A10
ENSG00000231607,-3.119738821,3.764147129,0.001224188,0.000669334,13,DLEU2
ENSG00000170627,-3.897493407,1.855548197,0.001248936,0.000681693,12,GTSF1
ENSG00000144028,-2.920105587,6.024649552,0.001250389,0.000682418,2,SNRNP200
ENSG00000157538,2.905374043,6.682513516,0.001255453,0.000684941,21,VPS26C
ENSG00000145365,2.979425249,4.923894237,0.001256171,0.000685298,4,TIFA
ENSG00000184402,-2.950812501,5.339620841,0.001257096,0.000685759,20,SS18L1
ENSG00000114062,2.919780797,5.971975074,0.001263281,0.000688838,15,UBE3A
ENSG00000054523,-3.147795381,3.383333792,0.001265966,0.000690174,1,KIF1B
ENSG00000107669,-3.291259586,2.63573647,0.001272992,0.000693667,10,ATE1
ENSG00000135604,4.570210754,1.324370028,0.001280849,0.000697569,6,STX11
ENSG00000111144,4.570210754,1.324370028,0.001280849,0.000697569,12,LTA4H
ENSG00000170653,4.570210754,1.324370028,0.001280849,0.000697569,12,ATF7
ENSG00000116874,-4.18292517,1.589354119,0.001281795,0.000698038,1,WARS2
ENSG00000151287,3.987556568,1.650986474,0.001281795,0.000698038,13,TEX30
ENSG00000066136,-4.18292517,1.589354119,0.001281795,0.000698038,1,NFYC
ENSG00000174231,2.927959921,5.671457105,0.001288325,0.000701278,17,PRPF8
ENSG00000125245,2.90079298,6.601899629,0.001299787,0.000706957,13,GPR18
ENSG00000172663,3.073117398,3.778884669,0.001299961,0.000707043,11,TMEM134
ENSG00000169764,2.941988766,5.316867512,0.001305412,0.00070974,2,UGP2
ENSG00000204842,-2.898158599,6.372606022,0.001306418,0.000710238,12,ATXN2
ENSG00000100852,2.958881515,5.176118281,0.001308408,0.000711222,14,ARHGAP5
ENSG00000138286,-3.135529272,3.372545675,0.001316011,0.00071498,10,FAM149B1
ENSG00000143756,-2.959242277,4.776875846,0.001324699,0.000719268,1,FBXO28
ENSG00000147140,2.868648408,8.160306729,0.001345273,0.000729405,X,NONO
ENSG00000115677,2.923687086,5.569141752,0.001350235,0.000731845,2,HDLBP
ENSG00000151503,3.044756039,3.829636689,0.001350952,0.000732197,11,NCAPD3
ENSG00000106462,3.026500001,3.88542407,0.00136114,0.000737202,7,EZH2
ENSG00000119953,-2.914101911,5.648860007,0.001364078,0.000738644,10,SMNDC1
ENSG00000131374,3.039309306,4.152186441,0.001369634,0.000741369,3,TBC1D5
ENSG00000169136,-3.169205784,3.089858012,0.001378669,0.000745797,19,ATF5
ENSG00000146109,2.882265426,6.351292158,0.001385859,0.000749316,6,ABT1
ENSG00000062650,2.926641402,5.278630866,0.001386628,0.000749692,10,WAPL
ENSG00000123607,7.242725177,0.786310368,0.001391155,0.000751906,2,TTC21B
ENSG00000160410,-7.273858753,0.715934179,0.001391155,0.000751906,19,SHKBP1
ENSG00000176476,7.242725177,0.786310368,0.001391155,0.000751906,16,SGF29
ENSG00000099999,-7.273858753,0.715934179,0.001391155,0.000751906,22,RNF215
ENSG00000140983,7.242725177,0.786310368,0.001391155,0.000751906,16,RHOT2
ENSG00000165983,7.242725177,0.786310368,0.001391155,0.000751906,10,PTER
ENSG00000143315,7.242725177,0.786310368,0.001391155,0.000751906,1,PIGM
ENSG00000140451,7.242725177,0.786310368,0.001391155,0.000751906,15,PIF1
ENSG00000110048,-7.273858753,0.715934179,0.001391155,0.000751906,11,OSBP
ENSG00000196943,7.242725177,0.786310368,0.001391155,0.000751906,14,NOP9
ENSG00000186416,-7.273858753,0.715934179,0.001391155,0.000751906,X,NKRF
ENSG00000142347,-7.273858753,0.715934179,0.001391155,0.000751906,19,MYO1F
ENSG00000187193,7.242725177,0.786310368,0.001391155,0.000751906,16,MT1X
ENSG00000140400,-7.273858753,0.715934179,0.001391155,0.000751906,15,MAN2C1
ENSG00000218510,7.242725177,0.786310368,0.001391155,0.000751906,1,LINC00339
ENSG00000168827,-7.273858753,0.715934179,0.001391155,0.000751906,3,GFM1
ENSG00000001084,-7.273858753,0.715934179,0.001391155,0.000751906,6,GCLC
ENSG00000164574,7.242725177,0.786310368,0.001391155,0.000751906,5,GALNT10
ENSG00000160211,-7.273858753,0.715934179,0.001391155,0.000751906,X,G6PD
ENSG00000148803,7.242725177,0.786310368,0.001391155,0.000751906,10,FUOM
ENSG00000162585,7.242725177,0.786310368,0.001391155,0.000751906,1,FAAP20
ENSG00000119661,-7.273858753,0.715934179,0.001391155,0.000751906,14,DNAL1
ENSG00000117519,7.242725177,0.786310368,0.001391155,0.000751906,1,CNN3
ENSG00000224186,-7.273858753,0.715934179,0.001391155,0.000751906,5,C5orf66
ENSG00000168096,7.242725177,0.786310368,0.001391155,0.000751906,16,ANKS3
ENSG00000129968,-7.273858753,0.715934179,0.001391155,0.000751906,19,ABHD17A
ENSG00000198218,2.884955118,6.294629144,0.001392814,0.000752717,3,QRICH1
ENSG00000121879,-2.858215012,8.076864747,0.001397992,0.000755328,3,PIK3CA
ENSG00000100100,2.893185539,6.038163738,0.001408152,0.000760472,22,PIK3IP1
ENSG00000204370,2.876824171,6.200595436,0.001411547,0.000762189,11,SDHD
ENSG00000272391,2.914528353,5.317180951,0.001421797,0.000767372,7,POM121C
ENSG00000175893,3.23460144,3.107092507,0.001445739,0.000779459,9,ZDHHC21
ENSG00000123352,3.221197499,3.095440925,0.001445739,0.000779459,12,SPATS2
ENSG00000174851,-3.694353609,2.054022941,0.001457173,0.000785222,11,YIF1A
ENSG00000109917,3.94921834,1.618420954,0.001458763,0.000786023,11,ZPR1
ENSG00000157933,-4.140006453,1.552096788,0.001458763,0.000786023,1,SKI
ENSG00000099783,2.860395487,6.652340312,0.001461082,0.000787191,19,HNRNPM
ENSG00000114098,2.848398917,7.25204114,0.001491741,0.00080261,3,ARMC8
ENSG00000005844,-2.858364664,6.347752883,0.001497478,0.000805491,16,ITGAL
ENSG00000122674,-2.884499638,5.499461575,0.001497603,0.000805553,7,CCZ1
ENSG00000161654,2.841481258,7.459891336,0.001502646,0.000808084,17,LSM12
ENSG00000108055,-2.833977135,8.480937087,0.001504693,0.000809111,10,SMC3
ENSG00000168899,4.521520601,1.283268763,0.001507645,0.000810592,2,VAMP5
ENSG00000198952,4.521520601,1.283268763,0.001507645,0.000810592,1,SMG5
ENSG00000137936,2.866765614,5.862605791,0.001542397,0.000827994,1,BCAR3
ENSG00000095951,-2.889742477,5.242477782,0.00154365,0.00082862,6,HIVEP1
ENSG00000244509,2.826292325,8.035451207,0.001552089,0.000832837,22,APOBEC3C
ENSG00000255302,2.871534025,5.417736719,0.001565362,0.000839464,15,EID1
ENSG00000123146,-2.843429553,6.523044816,0.001571713,0.000842632,19,ADGRE5
ENSG00000131100,-2.903500534,4.962083347,0.001592241,0.000852859,22,ATP6V1E1
ENSG00000104671,3.479164443,2.094110573,0.001601365,0.000857399,8,DCTN6
ENSG00000136826,-2.844778631,5.9321376,0.001609289,0.000861339,9,KLF4
ENSG00000067057,-2.941256114,4.318291217,0.001614833,0.000864093,10,PFKP
ENSG00000153944,2.855538017,5.588917342,0.001652407,0.000882728,17,MSI2
ENSG00000100241,-2.891370395,4.896390029,0.001658188,0.000885589,22,SBF1
ENSG00000227376,3.909833433,1.585089245,0.001664638,0.00088878,11,FTH1P16
ENSG00000154217,2.92725445,4.368682427,0.001680193,0.000896468,17,PITPNC1
ENSG00000129680,2.898487626,4.785564786,0.001687359,0.000900006,X,MAP7D3
ENSG00000197102,-2.828549983,6.22812794,0.001698255,0.000905382,14,DYNC1H1
ENSG00000120875,-2.804534389,7.11063552,0.001708836,0.000910597,8,DUSP4
ENSG00000150753,2.80138951,7.687201356,0.001716977,0.000914606,5,CCT5
ENSG00000144136,-2.814968598,6.672585322,0.001719996,0.000916092,2,SLC20A1
ENSG00000136938,-2.842621608,5.602977829,0.001736404,0.000924161,9,ANP32B
ENSG00000143748,2.890175542,4.778330855,0.001738484,0.000925184,1,NVL
ENSG00000267064,-7.191944862,0.647683797,0.0017497,0.000930692,X,UXT-AS1
ENSG00000164506,-7.191944862,0.647683797,0.0017497,0.000930692,6,STXBP5
ENSG00000164830,7.169225862,0.725848029,0.0017497,0.000930692,8,OXR1
ENSG00000170502,7.169225862,0.725848029,0.0017497,0.000930692,4,NUDT9
ENSG00000162601,-7.191944862,0.647683797,0.0017497,0.000930692,1,MYSM1
ENSG00000066697,7.169225862,0.725848029,0.0017497,0.000930692,9,MSANTD3
ENSG00000076706,-7.191944862,0.647683797,0.0017497,0.000930692,11,MCAM
ENSG00000105699,-7.191944862,0.647683797,0.0017497,0.000930692,19,LSR
ENSG00000256582,-7.191944862,0.647683797,0.0017497,0.000930692,12,LINC02390
ENSG00000242076,7.169225862,0.725848029,0.0017497,0.000930692,2,IGKV1-33
ENSG00000206527,7.169225862,0.725848029,0.0017497,0.000930692,3,HACD2
ENSG00000170128,-7.191944862,0.647683797,0.0017497,0.000930692,1,GPR25
ENSG00000063660,-7.191944862,0.647683797,0.0017497,0.000930692,2,GPC1
ENSG00000106991,-7.191944862,0.647683797,0.0017497,0.000930692,9,ENG
ENSG00000224220,-7.191944862,0.647683797,0.0017497,0.000930692,2,DTNB-AS1
ENSG00000103051,7.169225862,0.725848029,0.0017497,0.000930692,16,COG4
ENSG00000002330,-7.191944862,0.647683797,0.0017497,0.000930692,11,BAD
ENSG00000144504,-7.191944862,0.647683797,0.0017497,0.000930692,2,ANKMY1
ENSG00000151779,-2.855001319,5.276771709,0.001752773,0.0009322,2,NBAS
ENSG00000065923,-3.117956233,2.924084463,0.00176037,0.000935927,X,SLC9A7
ENSG00000099817,-2.87203827,4.907275166,0.001772992,0.000942114,19,POLR2E
ENSG00000165178,3.32262499,2.252026711,0.001774082,0.000942648,7,NCF1C
ENSG00000143222,2.818531617,6.187551009,0.001778825,0.00094497,1,UFC1
ENSG00000164933,2.831264948,5.605867623,0.001780873,0.000945973,8,SLC25A32
ENSG00000242294,-4.653876274,1.16866533,0.001782286,0.000946665,7,STAG3L5P
ENSG00000162892,-4.653876274,1.16866533,0.001782286,0.000946665,1,IL24
ENSG00000197312,-2.78688401,7.630782474,0.001782352,0.000946697,1,DDI2
ENSG00000157181,-2.911175015,4.334519931,0.001784073,0.000947539,1,ODR4
ENSG00000164733,2.959137241,4.02260977,0.001828098,0.000969502,8,CTSB
ENSG00000090686,-2.781417203,7.422234409,0.001828725,0.000969815,1,USP48
ENSG00000214078,-2.864812595,4.662025771,0.001833743,0.000972315,20,CPNE1
ENSG00000168137,-2.825968459,5.60503237,0.001839226,0.000975045,3,SETD5
