,ensembl_gene_id,logFC,logCPM,PValue,qval,chromosome_name,hgnc_symbol
576,ENSG00000090013,10.08249599,3.37082903,4.82E-08,6.49E-08,19,BLVRB
4132,ENSG00000198837,-10.08459511,3.333098744,4.82E-08,6.49E-08,1,DENND4B
3641,ENSG00000178860,-10.08459511,3.333098744,4.82E-08,6.49E-08,8,MSC
3488,ENSG00000174238,-10.08459511,3.333098744,4.82E-08,6.49E-08,17,PITPNA
2895,ENSG00000163349,-5.583096151,7.484567573,4.93E-08,6.62E-08,1,HIPK1
170,ENSG00000039319,-7.45545601,3.79597148,4.96E-08,6.65E-08,5,ZFYVE16
2330,ENSG00000144161,-5.823555516,5.592169588,4.99E-08,6.69E-08,2,ZC3H8
1620,ENSG00000126070,-10.07320089,3.321904057,5.04E-08,6.75E-08,1,AGO3
2697,ENSG00000156709,10.07245163,3.361162378,5.04E-08,6.75E-08,X,AIFM1
1504,ENSG00000122641,-10.07320089,3.321904057,5.04E-08,6.75E-08,7,INHBA
3480,ENSG00000174004,-10.07320089,3.321904057,5.04E-08,6.75E-08,3,NRROS
2669,ENSG00000155636,-10.07320089,3.321904057,5.04E-08,6.75E-08,2,RBM45
4153,ENSG00000202058,-10.07320089,3.321904057,5.04E-08,6.75E-08,22,RN7SKP80
3265,ENSG00000169131,10.07245163,3.361162378,5.04E-08,6.75E-08,5,ZNF354A
2605,ENSG00000152784,6.146722563,5.12082663,5.11E-08,6.83E-08,4,PRDM8
1374,ENSG00000117859,-7.447193937,3.787847239,5.12E-08,6.84E-08,1,OSBPL9
5080,ENSG00000273033,-6.866061464,4.120452524,5.13E-08,6.85E-08,3,LINC02035
2090,ENSG00000138101,-10.06171596,3.310622306,5.26E-08,7.00E-08,2,DTNB
4613,ENSG00000240505,-10.06171596,3.310622306,5.26E-08,7.00E-08,17,TNFRSF13B
4038,ENSG00000197355,10.06233685,3.35143016,5.26E-08,7.00E-08,9,UAP1L1
4924,ENSG00000261868,-10.05013888,3.299252131,5.50E-08,7.28E-08,17,MFSD1P1
2112,ENSG00000138496,-10.05013888,3.299252131,5.50E-08,7.28E-08,3,PARP9
4101,ENSG00000198355,-10.05013888,3.299252131,5.50E-08,7.28E-08,22,PIM3
3375,ENSG00000171497,-10.05013888,3.299252131,5.50E-08,7.28E-08,4,PPID
246,ENSG00000059377,-10.05013888,3.299252131,5.50E-08,7.28E-08,7,TBXAS1
1149,ENSG00000111962,-10.05013888,3.299252131,5.50E-08,7.28E-08,6,UST
309,ENSG00000066422,-10.05013888,3.299252131,5.50E-08,7.28E-08,3,ZBTB11
1825,ENSG00000132718,5.834073622,5.669171962,5.59E-08,7.38E-08,1,SYT11
837,ENSG00000103496,-7.422119973,3.763197377,5.64E-08,7.44E-08,16,STX4
754,ENSG00000101337,-6.839481594,4.094323051,5.68E-08,7.48E-08,20,TM9SF4
3258,ENSG00000169093,10.03155992,3.321831024,5.75E-08,7.56E-08,X,ASMTL
3259,ENSG00000169093,10.03155992,3.321831024,5.75E-08,7.56E-08,X,ASMTL
1981,ENSG00000136048,10.03155992,3.321831024,5.75E-08,7.56E-08,12,DRAM1
3575,ENSG00000176485,10.03155992,3.321831024,5.75E-08,7.56E-08,11,PLAAT3
1413,ENSG00000119574,-10.03846813,3.287792141,5.75E-08,7.56E-08,19,ZBTB45
1503,ENSG00000122591,6.366950187,4.377426765,5.79E-08,7.61E-08,7,FAM126A
3853,ENSG00000185624,6.366950187,4.377426765,5.79E-08,7.61E-08,17,P4HB
3150,ENSG00000167323,-6.365557307,4.576331909,5.80E-08,7.62E-08,11,STIM1
3874,ENSG00000186063,-7.4136642,3.754886618,5.83E-08,7.65E-08,1,AIDA
4117,ENSG00000198574,-7.4136642,3.754886618,5.83E-08,7.65E-08,1,SH2D1B
1320,ENSG00000116649,6.660192519,4.115151325,5.83E-08,7.65E-08,1,SRM
257,ENSG00000061936,-5.542164203,7.240827821,5.89E-08,7.72E-08,12,SFSWAP
1656,ENSG00000127804,6.654246512,4.10939941,5.99E-08,7.83E-08,17,METTL16
4476,ENSG00000230124,-10.02670221,3.276240911,6.01E-08,7.86E-08,1,ACBD6
3879,ENSG00000186166,10.02115329,3.311827363,6.01E-08,7.86E-08,11,CCDC84
3478,ENSG00000173890,-10.02670221,3.276240911,6.01E-08,7.86E-08,3,GPR160
3692,ENSG00000180834,-10.02670221,3.276240911,6.01E-08,7.86E-08,3,MAP6D1
4054,ENSG00000197724,10.02115329,3.311827363,6.01E-08,7.86E-08,9,PHF2
660,ENSG00000100034,10.02115329,3.311827363,6.01E-08,7.86E-08,22,PPM1F
4087,ENSG00000198146,-10.02670221,3.276240911,6.01E-08,7.86E-08,15,ZNF770
2014,ENSG00000136738,6.648275897,4.103624405,6.14E-08,8.00E-08,10,STAM
1759,ENSG00000131148,7.235374167,3.772515542,6.22E-08,8.09E-08,16,EMC8
2299,ENSG00000143479,-10.01483954,3.264596982,6.29E-08,8.17E-08,1,DYRK3
2758,ENSG00000158863,-10.01483954,3.264596982,6.29E-08,8.17E-08,8,FAM160B2
3999,ENSG00000196787,10.01067105,3.30175345,6.29E-08,8.17E-08,6,H2AC11
3686,ENSG00000180573,10.01067105,3.30175345,6.29E-08,8.17E-08,6,H2AC6
2363,ENSG00000145103,-10.01483954,3.264596982,6.29E-08,8.17E-08,3,ILDR1
178,ENSG00000042429,-10.01483954,3.264596982,6.29E-08,8.17E-08,11,MED17
4655,ENSG00000243156,-10.01483954,3.264596982,6.29E-08,8.17E-08,22,MICAL3
3280,ENSG00000169446,10.01067105,3.30175345,6.29E-08,8.17E-08,X,MMGT1
805,ENSG00000102738,-10.01483954,3.264596982,6.29E-08,8.17E-08,13,MRPS31
4808,ENSG00000256188,-10.01483954,3.264596982,6.29E-08,8.17E-08,12,TAS2R30
2736,ENSG00000158156,10.01067105,3.30175345,6.29E-08,8.17E-08,1,XKR8
3970,ENSG00000196233,5.49279638,7.807005181,6.30E-08,8.18E-08,10,LCOR
3044,ENSG00000165506,7.220198381,3.7578724,6.43E-08,8.33E-08,14,DNAAF2
1579,ENSG00000125144,10.0001121,3.291608287,6.59E-08,8.52E-08,16,MT1G
880,ENSG00000104856,-10.00287852,3.252858861,6.59E-08,8.52E-08,19,RELB
1921,ENSG00000135119,-10.00287852,3.252858861,6.59E-08,8.52E-08,12,RNFT2
2611,ENSG00000153006,10.0001121,3.291608287,6.59E-08,8.52E-08,5,SREK1IP1
4428,ENSG00000227057,-10.00287852,3.252858861,6.59E-08,8.52E-08,6,WDR46
3237,ENSG00000168795,-10.00287852,3.252858861,6.59E-08,8.52E-08,9,ZBTB5
5044,ENSG00000271383,-7.379336618,3.721158258,6.65E-08,8.59E-08,1,NBPF19
4389,ENSG00000224259,9.989475286,3.281390857,6.89E-08,8.86E-08,1,LINC01133
836,ENSG00000103495,9.989475286,3.281390857,6.89E-08,8.86E-08,16,MAZ
392,ENSG00000072864,-9.990817502,3.241025016,6.89E-08,8.86E-08,16,NDE1
4588,ENSG00000237984,9.989475286,3.281390857,6.89E-08,8.86E-08,9,PTENP1
356,ENSG00000070423,-9.990817502,3.241025016,6.89E-08,8.86E-08,19,RNF126
2882,ENSG00000163125,-9.990817502,3.241025016,6.89E-08,8.86E-08,1,RPRD2
1282,ENSG00000115661,-9.990817502,3.241025016,6.89E-08,8.86E-08,2,STK16
878,ENSG00000104825,-7.361861591,3.703994868,7.11E-08,9.11E-08,19,NFKBIB
4353,ENSG00000215712,7.197131122,3.73562406,7.11E-08,9.11E-08,6,TMEM242
3900,ENSG00000187189,7.197131122,3.73562406,7.11E-08,9.11E-08,6,TSPYL4
988,ENSG00000107201,-9.978654804,3.229093881,7.22E-08,9.24E-08,9,DDX58
2225,ENSG00000141404,9.978759471,3.271100117,7.22E-08,9.24E-08,18,GNAL
600,ENSG00000091436,9.978759471,3.271100117,7.22E-08,9.24E-08,2,MAP3K20
3070,ENSG00000165943,-9.978654804,3.229093881,7.22E-08,9.24E-08,14,MOAP1
2797,ENSG00000160336,-9.978654804,3.229093881,7.22E-08,9.24E-08,19,ZNF761
1189,ENSG00000113088,-6.777823573,4.033746847,7.40E-08,9.44E-08,5,GZMK
2468,ENSG00000148484,5.470244129,7.417399257,7.45E-08,9.50E-08,10,RSU1
2969,ENSG00000164118,9.967963466,3.260735004,7.56E-08,9.62E-08,4,CEP44
1565,ENSG00000124535,9.967963466,3.260735004,7.56E-08,9.62E-08,6,WRNIP1
2999,ENSG00000164466,-6.082925641,4.865471544,7.60E-08,9.67E-08,5,SFXN1
1074,ENSG00000109943,7.181545467,3.720598127,7.61E-08,9.68E-08,11,CRTAM
3982,ENSG00000196498,-7.353044054,3.695336294,7.61E-08,9.68E-08,12,NCOR2
2118,ENSG00000138660,6.587170032,4.044562213,7.81E-08,9.90E-08,4,AP1AR
581,ENSG00000090339,-6.467257278,4.279068097,7.91E-08,1.00E-07,19,ICAM1
4129,ENSG00000198826,-9.966388695,3.217063848,7.93E-08,1.00E-07,15,ARHGAP11A
3460,ENSG00000173540,9.957086063,3.250294433,7.93E-08,1.00E-07,3,GMPPB
40,ENSG00000006015,-9.966388695,3.217063848,7.93E-08,1.00E-07,19,REX1BD
4154,ENSG00000203288,-9.966388695,3.217063848,7.93E-08,1.00E-07,1,TDRKH-AS1
1634,ENSG00000126768,-9.966388695,3.217063848,7.93E-08,1.00E-07,X,TIMM17B
3197,ENSG00000168016,9.957086063,3.250294433,7.93E-08,1.00E-07,3,TRANK1
3702,ENSG00000181450,-9.966388695,3.217063848,7.93E-08,1.00E-07,1,ZNF678
3435,ENSG00000172716,-6.067076787,4.849925126,8.08E-08,1.02E-07,17,SLFN11
2814,ENSG00000160856,-5.746595993,5.257638025,8.18E-08,1.03E-07,1,FCRL3
1916,ENSG00000135070,5.779739379,5.481513444,8.25E-08,1.04E-07,9,ISCA1
3527,ENSG00000175265,-6.455388895,4.267419416,8.28E-08,1.04E-07,15,GOLGA8A
4188,ENSG00000204316,5.54853601,6.240609392,8.29E-08,1.04E-07,17,MRPL38
3005,ENSG00000164603,9.946126024,3.23977729,8.31E-08,1.05E-07,7,BMT2
1761,ENSG00000131165,-9.954017403,3.20493327,8.31E-08,1.05E-07,16,CHMP1A
1828,ENSG00000132768,-9.954017403,3.20493327,8.31E-08,1.05E-07,1,DPH2
665,ENSG00000100083,-9.954017403,3.20493327,8.31E-08,1.05E-07,22,GGA1
2667,ENSG00000155561,-9.954017403,3.20493327,8.31E-08,1.05E-07,7,NUP205
4307,ENSG00000213889,9.946126024,3.23977729,8.31E-08,1.05E-07,19,PPM1N
3896,ENSG00000186908,-9.954017403,3.20493327,8.31E-08,1.05E-07,12,ZDHHC17
2379,ENSG00000145632,-5.845168953,4.84949939,8.33E-08,1.05E-07,5,PLK2
2971,ENSG00000164144,-5.522797683,6.28802501,8.43E-08,1.06E-07,4,ARFIP1
409,ENSG00000074696,-7.326263408,3.669045621,8.43E-08,1.06E-07,15,HACD3
1907,ENSG00000134802,-7.326263408,3.669045621,8.43E-08,1.06E-07,11,SLC43A3
2787,ENSG00000160179,-6.271202987,4.483698114,8.53E-08,1.07E-07,21,ABCG1
418,ENSG00000075884,5.476844344,6.842488074,8.69E-08,1.09E-07,2,ARHGAP15
51,ENSG00000006831,-9.941539106,3.192700461,8.72E-08,1.09E-07,12,ADIPOR2
1402,ENSG00000119285,-9.941539106,3.192700461,8.72E-08,1.09E-07,1,HEATR1
4854,ENSG00000258568,9.935082086,3.229182442,8.72E-08,1.09E-07,14,RHOQP1
2182,ENSG00000140284,-9.941539106,3.192700461,8.72E-08,1.09E-07,15,SLC27A2
1555,ENSG00000124198,5.759018351,5.461359653,8.95E-08,1.12E-07,20,ARFGEF2
552,ENSG00000088682,6.55561831,4.014096038,8.97E-08,1.12E-07,16,COQ9
1127,ENSG00000111641,-5.782046241,4.976238444,9.02E-08,1.12E-07,12,NOP2
1352,ENSG00000117308,-9.928951939,3.180363689,9.14E-08,1.14E-07,1,GALE
4239,ENSG00000206337,-9.928951939,3.180363689,9.14E-08,1.14E-07,6,HCP5
3644,ENSG00000178927,-6.038915311,4.8223097,9.15E-08,1.14E-07,17,CYBC1
990,ENSG00000107262,6.549224308,4.007924585,9.22E-08,1.15E-07,9,BAG1
934,ENSG00000105717,-6.720712772,3.977686088,9.22E-08,1.15E-07,19,PBX4
3676,ENSG00000180228,6.070272733,4.483991683,9.23E-08,1.15E-07,2,PRKRA
3128,ENSG00000166971,9.912737299,3.207754954,9.60E-08,1.19E-07,16,AKTIP
2766,ENSG00000159259,9.912737299,3.207754954,9.60E-08,1.19E-07,21,CHAF1B
3713,ENSG00000182022,9.912737299,3.207754954,9.60E-08,1.19E-07,10,CHST15
2331,ENSG00000144214,-9.916253985,3.16792118,9.60E-08,1.19E-07,2,LYG1
1209,ENSG00000113658,-9.916253985,3.16792118,9.60E-08,1.19E-07,5,SMAD5
1143,ENSG00000111860,-6.240077584,4.45316738,9.61E-08,1.19E-07,6,CEP85L
3231,ENSG00000168575,5.572890295,5.946526342,9.62E-08,1.19E-07,8,SLC20A2
2087,ENSG00000138035,-7.289764578,3.633232284,9.70E-08,1.20E-07,2,PNPT1
1014,ENSG00000108094,-9.903443275,3.155371112,1.01E-07,1.24E-07,10,CUL2
3894,ENSG00000186871,-9.903443275,3.155371112,1.01E-07,1.24E-07,X,ERCC6L
2754,ENSG00000158769,-7.280493744,3.62413889,1.01E-07,1.24E-07,1,F11R
1587,ENSG00000125447,-9.903443275,3.155371112,1.01E-07,1.24E-07,17,GGA3
4079,ENSG00000198055,9.901433771,3.196919913,1.01E-07,1.24E-07,5,GRK6
1174,ENSG00000112640,-9.903443275,3.155371112,1.01E-07,1.24E-07,6,PPP2R5D
3573,ENSG00000176463,9.901433771,3.196919913,1.01E-07,1.24E-07,15,SLCO3A1
3424,ENSG00000172465,-9.903443275,3.155371112,1.01E-07,1.24E-07,X,TCEAL1
2734,ENSG00000158109,-9.903443275,3.155371112,1.01E-07,1.24E-07,1,TPRG1L
2825,ENSG00000161551,-9.903443275,3.155371112,1.01E-07,1.24E-07,19,ZNF577
4305,ENSG00000213799,-9.903443275,3.155371112,1.01E-07,1.24E-07,19,ZNF845
3339,ENSG00000170852,5.686545113,5.525589515,1.03E-07,1.26E-07,7,KBTBD2
2822,ENSG00000161526,-5.352972383,8.037647989,1.03E-07,1.26E-07,17,SAP30BP
351,ENSG00000070010,-5.474759303,6.241097733,1.03E-07,1.26E-07,22,UFD1
1864,ENSG00000133794,-7.27116295,3.614988064,1.04E-07,1.27E-07,11,ARNTL
1214,ENSG00000113812,-9.890517791,3.142711619,1.06E-07,1.30E-07,3,ACTR8
1321,ENSG00000116663,9.89004098,3.186002359,1.06E-07,1.30E-07,1,FBXO6
876,ENSG00000104783,-9.890517791,3.142711619,1.06E-07,1.30E-07,19,KCNN4
1146,ENSG00000111877,6.510253515,3.970329135,1.06E-07,1.30E-07,6,MCM9
2559,ENSG00000151552,-9.890517791,3.142711619,1.06E-07,1.30E-07,4,QDPR
972,ENSG00000106565,-9.890517791,3.142711619,1.06E-07,1.30E-07,7,TMEM176B
4974,ENSG00000267106,9.89004098,3.186002359,1.06E-07,1.30E-07,19,ZNF561-AS1
857,ENSG00000104331,-5.583163594,5.767028153,1.07E-07,1.31E-07,8,IMPAD1
3346,ENSG00000170949,5.673168832,5.512590303,1.08E-07,1.32E-07,19,ZNF160
4494,ENSG00000231758,-9.877475456,3.129940782,1.11E-07,1.35E-07,2,ARHGAP15-AS1
3184,ENSG00000167925,-9.877475456,3.129940782,1.11E-07,1.35E-07,17,GHDC
4648,ENSG00000242616,-9.877475456,3.129940782,1.11E-07,1.35E-07,9,GNG10
753,ENSG00000101336,9.866981891,3.163914599,1.11E-07,1.35E-07,20,HCK
2930,ENSG00000163738,9.866981891,3.163914599,1.11E-07,1.35E-07,4,MTHFD2L
4762,ENSG00000253797,9.866981891,3.163914599,1.11E-07,1.35E-07,13,UTP14C
1611,ENSG00000125863,7.084320928,3.626984749,1.12E-07,1.36E-07,20,MKKS
881,ENSG00000104872,7.084320928,3.626984749,1.12E-07,1.36E-07,19,PIH1D1
1456,ENSG00000120802,6.497025754,3.957575677,1.13E-07,1.37E-07,12,TMPO
788,ENSG00000102178,6.497025754,3.957575677,1.13E-07,1.37E-07,X,UBL4A
3845,ENSG00000185432,-5.762969286,4.769132059,1.16E-07,1.40E-07,12,METTL7A
764,ENSG00000101444,9.855312646,3.15274176,1.17E-07,1.41E-07,20,AHCY
3081,ENSG00000166165,-9.864314138,3.117056635,1.17E-07,1.41E-07,14,CKB
625,ENSG00000095596,9.855312646,3.15274176,1.17E-07,1.41E-07,10,CYP26A1
3041,ENSG00000165457,9.855312646,3.15274176,1.17E-07,1.41E-07,11,FOLR2
800,ENSG00000102554,-9.864314138,3.117056635,1.17E-07,1.41E-07,13,KLF5
3955,ENSG00000189308,-9.864314138,3.117056635,1.17E-07,1.41E-07,4,LIN54
3326,ENSG00000170471,6.483675587,3.944708089,1.19E-07,1.43E-07,20,RALGAPB
3503,ENSG00000174749,-9.851031647,3.104057157,1.23E-07,1.48E-07,4,FAM241A
4274,ENSG00000213066,-6.653639171,3.911907687,1.23E-07,1.48E-07,6,FGFR1OP
2082,ENSG00000137965,-9.851031647,3.104057157,1.23E-07,1.48E-07,1,IFI44
839,ENSG00000103550,9.843548245,3.141481142,1.23E-07,1.48E-07,16,KNOP1
1341,ENSG00000117000,-5.306332615,8.329296254,1.23E-07,1.48E-07,1,RLF
3841,ENSG00000185338,-9.851031647,3.104057157,1.23E-07,1.48E-07,16,SOCS1
3563,ENSG00000176058,-9.851031647,3.104057157,1.23E-07,1.48E-07,9,TPRN
3782,ENSG00000183785,9.843548245,3.141481142,1.23E-07,1.48E-07,22,TUBA8
3287,ENSG00000169689,-7.223581704,3.568346471,1.25E-07,1.50E-07,17,CENPX
2431,ENSG00000147050,-7.223581704,3.568346471,1.25E-07,1.50E-07,X,KDM6A
1155,ENSG00000112130,7.058955387,3.602596085,1.25E-07,1.50E-07,6,RNF8
266,ENSG00000063180,-9.837625731,3.090940274,1.29E-07,1.54E-07,19,CA11
285,ENSG00000065357,-9.837625731,3.090940274,1.29E-07,1.54E-07,12,DGKA
486,ENSG00000081721,9.831687122,3.130131347,1.29E-07,1.54E-07,1,DUSP12
2385,ENSG00000145725,-9.837625731,3.090940274,1.29E-07,1.54E-07,5,PPIP5K2
884,ENSG00000104907,-9.837625731,3.090940274,1.29E-07,1.54E-07,19,TRMT1
4086,ENSG00000198131,9.831687122,3.130131347,1.29E-07,1.54E-07,19,ZNF544
2592,ENSG00000152443,9.831687122,3.130131347,1.29E-07,1.54E-07,19,ZNF776
2720,ENSG00000157593,-7.213874202,3.558835265,1.30E-07,1.55E-07,6,SLC35B2
3303,ENSG00000170035,-7.213874202,3.558835265,1.30E-07,1.55E-07,2,UBE2E3
2398,ENSG00000145996,5.767625463,5.155390055,1.31E-07,1.56E-07,6,CDKAL1
3177,ENSG00000167815,5.831282511,5.029836981,1.33E-07,1.58E-07,19,PRDX2
1858,ENSG00000133612,-9.824094074,3.077703856,1.36E-07,1.61E-07,7,AGAP3
1808,ENSG00000132394,9.819727674,3.118690948,1.36E-07,1.61E-07,3,EEFSEC
4191,ENSG00000204371,9.819727674,3.118690948,1.36E-07,1.61E-07,6,EHMT2
2672,ENSG00000155816,9.819727674,3.118690948,1.36E-07,1.61E-07,1,FMN2
5000,ENSG00000268471,9.819727674,3.118690948,1.36E-07,1.61E-07,4,MIR4453HG
5045,ENSG00000271425,-9.824094074,3.077703856,1.36E-07,1.61E-07,1,NBPF10
887,ENSG00000104960,-9.824094074,3.077703856,1.36E-07,1.61E-07,19,PTOV1
1765,ENSG00000131263,-9.824094074,3.077703856,1.36E-07,1.61E-07,X,RLIM
1053,ENSG00000109111,-9.824094074,3.077703856,1.36E-07,1.61E-07,17,SUPT6H
2414,ENSG00000146426,9.819727674,3.118690948,1.36E-07,1.61E-07,6,TIAM2
2989,ENSG00000164305,-6.153635987,4.368451757,1.37E-07,1.62E-07,4,CASP3
321,ENSG00000067113,6.44974948,3.912026099,1.38E-07,1.63E-07,5,PLPP1
2617,ENSG00000153283,-5.473868064,6.049016917,1.40E-07,1.65E-07,3,CD96
4545,ENSG00000235016,-7.204100938,3.549261227,1.40E-07,1.65E-07,3,SEMA3F-AS1
2191,ENSG00000140395,-6.614982971,3.87402972,1.42E-07,1.67E-07,15,WDR61
1857,ENSG00000133597,-9.810434294,3.064345713,1.43E-07,1.68E-07,7,ADCK2
3025,ENSG00000164970,-9.810434294,3.064345713,1.43E-07,1.68E-07,9,FAM219A
3269,ENSG00000169189,6.143020197,4.160998602,1.44E-07,1.70E-07,16,NSMCE1
2411,ENSG00000146414,-5.929221455,4.714852541,1.44E-07,1.70E-07,6,SHPRH
4605,ENSG00000239900,-5.509287538,5.694866432,1.45E-07,1.71E-07,22,ADSL
2435,ENSG00000147155,5.41219255,6.368163466,1.50E-07,1.76E-07,X,EBP
1661,ENSG00000127995,9.795507185,3.095532441,1.51E-07,1.77E-07,7,CASD1
3956,ENSG00000189319,-9.796643944,3.050863595,1.51E-07,1.77E-07,10,FAM53B
1156,ENSG00000112146,9.795507185,3.095532441,1.51E-07,1.77E-07,6,FBXO9
3504,ENSG00000174775,-9.796643944,3.050863595,1.51E-07,1.77E-07,11,HRAS
1682,ENSG00000128607,9.795507185,3.095532441,1.51E-07,1.77E-07,7,KLHDC10
3519,ENSG00000175130,5.464590034,5.841299268,1.51E-07,1.77E-07,1,MARCKSL1
5130,ENSG00000276231,-9.796643944,3.050863595,1.51E-07,1.77E-07,17,PIK3R6
4677,ENSG00000244270,-9.796643944,3.050863595,1.51E-07,1.77E-07,14,RPL32P29
126,ENSG00000024048,7.015662526,3.561004704,1.51E-07,1.77E-07,6,UBR2
4208,ENSG00000204604,-9.796643944,3.050863595,1.51E-07,1.77E-07,19,ZNF468
2335,ENSG00000144233,9.78324273,3.083811297,1.59E-07,1.85E-07,2,AMMECR1L
3241,ENSG00000168872,-9.782720502,3.037255191,1.59E-07,1.85E-07,16,DDX19A
4293,ENSG00000213614,-9.782720502,3.037255191,1.59E-07,1.85E-07,15,HEXA
657,ENSG00000100023,-9.782720502,3.037255191,1.59E-07,1.85E-07,22,PPIL2
4279,ENSG00000213152,9.78324273,3.083811297,1.59E-07,1.85E-07,12,RPL7AP60
907,ENSG00000105329,-9.782720502,3.037255191,1.59E-07,1.85E-07,19,TGFB1
2178,ENSG00000140105,-6.284806107,4.10022489,1.67E-07,1.94E-07,14,WARS1
3498,ENSG00000174606,-5.671301943,4.679640293,1.68E-07,1.95E-07,1,ANGEL2
1884,ENSG00000134255,9.77087312,3.07199347,1.68E-07,1.95E-07,1,CEPT1
3940,ENSG00000188732,9.77087312,3.07199347,1.68E-07,1.95E-07,7,FAM221A
1339,ENSG00000116977,-5.570680327,5.085756822,1.68E-07,1.95E-07,1,LGALS8
2751,ENSG00000158639,9.77087312,3.07199347,1.68E-07,1.95E-07,X,PAGE5
2088,ENSG00000138073,9.77087312,3.07199347,1.68E-07,1.95E-07,2,PREB
3688,ENSG00000180644,5.801783017,4.532568309,1.68E-07,1.95E-07,10,PRF1
3520,ENSG00000175155,9.77087312,3.07199347,1.68E-07,1.95E-07,17,YPEL2
133,ENSG00000027697,-5.342301188,6.332828806,1.70E-07,1.97E-07,6,IFNGR1
4750,ENSG00000251637,6.980067827,3.526841829,1.76E-07,2.03E-07,11,LINC02754
1609,ENSG00000125826,6.980067827,3.526841829,1.76E-07,2.03E-07,20,RBCK1
2902,ENSG00000163516,9.758396536,3.060077347,1.77E-07,2.04E-07,2,ANKZF1
3916,ENSG00000187860,-9.768661374,3.023518123,1.77E-07,2.04E-07,22,CCDC157
2177,ENSG00000140025,-9.768661374,3.023518123,1.77E-07,2.04E-07,14,EFCAB11
3423,ENSG00000172432,-9.768661374,3.023518123,1.77E-07,2.04E-07,6,GTPBP2
4809,ENSG00000256269,9.758396536,3.060077347,1.77E-07,2.04E-07,11,HMBS
1087,ENSG00000110400,-9.768661374,3.023518123,1.77E-07,2.04E-07,11,NECTIN1
1739,ENSG00000130714,-9.768661374,3.023518123,1.77E-07,2.04E-07,9,POMT1
3290,ENSG00000169733,9.758396536,3.060077347,1.77E-07,2.04E-07,17,RFNG
3190,ENSG00000167981,-9.768661374,3.023518123,1.77E-07,2.04E-07,16,ZNF597
2657,ENSG00000155085,5.779354901,4.510926695,1.82E-07,2.09E-07,6,AK9
1590,ENSG00000125482,5.586811129,5.294176357,1.83E-07,2.10E-07,9,TTF1
152,ENSG00000032389,-9.75446389,3.009649946,1.87E-07,2.14E-07,2,EIPR1
3977,ENSG00000196371,-9.75446389,3.009649946,1.87E-07,2.14E-07,11,FUT4
2609,ENSG00000152926,-9.75446389,3.009649946,1.87E-07,2.14E-07,7,ZNF117
1,ENSG00000000419,-6.550894329,3.811284909,1.88E-07,2.15E-07,20,DPM1
5040,ENSG00000270800,5.50570908,5.473157401,1.89E-07,2.16E-07,6,RPS10-NUDT3
1258,ENSG00000115204,6.96193564,3.50945063,1.90E-07,2.17E-07,2,MPV17
1298,ENSG00000115947,5.894672113,4.314432401,1.90E-07,2.17E-07,2,ORC4
3670,ENSG00000180008,-5.639404495,4.648534241,1.94E-07,2.22E-07,14,SOCS4
2365,ENSG00000145220,5.286570212,6.611990203,1.96E-07,2.24E-07,4,LYAR
848,ENSG00000104131,5.819017309,4.802547313,1.97E-07,2.25E-07,15,EIF3J
2518,ENSG00000149761,-9.7401253,2.995648144,1.97E-07,2.25E-07,11,NUDT22
3585,ENSG00000176887,9.733114929,3.035943543,1.97E-07,2.25E-07,2,SOX11
2723,ENSG00000157741,-5.625515273,4.634995352,2.04E-07,2.32E-07,7,UBN2
3077,ENSG00000166135,5.751972654,4.484519895,2.05E-07,2.33E-07,10,HIF1AN
47,ENSG00000006712,5.517211633,5.361282146,2.06E-07,2.34E-07,19,PAF1
3545,ENSG00000175606,-5.431433584,5.526827191,2.07E-07,2.35E-07,8,TMEM70
4712,ENSG00000248275,-5.28268609,6.553310781,2.07E-07,2.35E-07,5,TRIM52-AS1
2246,ENSG00000141994,-9.72564277,2.98151013,2.08E-07,2.36E-07,19,DUS3L
910,ENSG00000105364,9.720306024,3.023722423,2.08E-07,2.36E-07,19,MRPL4
373,ENSG00000071564,5.35357105,5.901132215,2.08E-07,2.36E-07,19,TCF3
4259,ENSG00000211675,5.283931214,6.514033626,2.10E-07,2.38E-07,22,IGLC1
694,ENSG00000100442,5.32944894,6.287804769,2.11E-07,2.39E-07,14,FKBP3
2121,ENSG00000138688,-7.091984286,3.439549208,2.14E-07,2.42E-07,4,KIAA1109
801,ENSG00000102572,-7.091984286,3.439549208,2.14E-07,2.42E-07,13,STK24
34,ENSG00000005810,-5.203865656,7.408017248,2.15E-07,2.43E-07,13,MYCBP2
2418,ENSG00000146587,5.345525364,6.179235065,2.17E-07,2.45E-07,7,RBAK
783,ENSG00000102054,5.857897892,4.279009633,2.18E-07,2.46E-07,X,RBBP7
993,ENSG00000107485,-9.711013382,2.967233239,2.20E-07,2.48E-07,10,GATA3
122,ENSG00000023572,-9.711013382,2.967233239,2.20E-07,2.48E-07,1,GLRX2
442,ENSG00000077684,-9.711013382,2.967233239,2.20E-07,2.48E-07,4,JADE1
2804,ENSG00000160584,-6.509343265,3.770642232,2.20E-07,2.48E-07,11,SIK3
4495,ENSG00000231770,9.707382376,3.011396123,2.20E-07,2.48E-07,3,TMEM44-AS1
4456,ENSG00000228775,-9.711013382,2.967233239,2.20E-07,2.48E-07,7,WEE2-AS1
3094,ENSG00000166337,5.852567067,4.2738773,2.23E-07,2.51E-07,11,TAF10
