,stage1,stage2
ENSG00000115211.15,56.01568533,102.6326531
ENSG00000115216.13,104.9382239,266.4489796
ENSG00000115232.13,209.1001448,313.1428571
ENSG00000115233.11,368.1959459,822.5918367
ENSG00000115234.10,182.4560811,84.55102041
ENSG00000115239.21,151.7507239,0.510204082
ENSG00000115241.10,184.5178572,19.20408163
ENSG00000115267.5,49.72224904,925.5714286
ENSG00000115268.9,2974.684551,3997.209592
ENSG00000115271.10,4.292712356,6.102040816
ENSG00000115274.14,15.34025097,1.387755102
ENSG00000115286.19,389.7369402,451.3706122
ENSG00000115289.13,0.076013514,0.06122449
ENSG00000115295.19,473.074807,0.12244898
ENSG00000115306.15,60.75096526,1204.632653
ENSG00000115307.16,211.2146525,218.632449
ENSG00000115310.17,396.2989865,162.6734694
ENSG00000115317.11,2.585299228,0.673673469
ENSG00000115325.13,0.008928572,0.020408163
ENSG00000115339.13,14.94256757,54.34693878
ENSG00000115350.11,119.0451255,498.6326531
ENSG00000115355.15,2184.002394,68.65306122
ENSG00000115364.13,102.4271236,122.2653061
ENSG00000115365.11,8.330839769,0.102040816
ENSG00000115368.9,151.1153475,0.448979592
ENSG00000115392.11,16.33235039,111.877551
ENSG00000115414.18,0.86003861,0.102040816
ENSG00000115415.18,8.415086873,84.6122449
ENSG00000115419.12,98.9287838,1279.265306
ENSG00000115421.12,156.9391892,0.469387755
ENSG00000115446.11,44.78692085,58.20408163
ENSG00000115459.17,0.035714286,0.163265306
ENSG00000115464.14,886.8627339,935.6520408
ENSG00000115484.14,615.9298553,577.7767347
ENSG00000115486.11,77.93622827,0.325918367
ENSG00000115514.11,483.6346526,945.6530612
ENSG00000115520.8,148.7053572,179.8979592
ENSG00000115523.16,2.043918919,32.10204082
ENSG00000115524.15,1521.875724,3480
ENSG00000115525.17,73.53450772,285.2040816
ENSG00000115539.13,1967.410461,2360.731429
ENSG00000115540.14,414.0711149,453.8183673
ENSG00000115541.10,2013.409228,4250.056327
ENSG00000115548.16,323.5422298,142.1428571
ENSG00000115561.15,501.2683398,73.10204082
ENSG00000115590.13,0.008928572,0.836734694
ENSG00000115594.11,395.6351352,0.204081633
ENSG00000115602.16,0.121621622,0.081632653
ENSG00000115604.10,0.112451738,0.102040816
ENSG00000115607.9,0.058397684,0.102040816
ENSG00000115649.15,147.3297056,115.4489796
ENSG00000115652.14,318.9654923,1.102040816
ENSG00000115661.13,9.794642855,0.040816327
ENSG00000115677.16,54.9736969,604.0612245
ENSG00000115685.14,186.4312259,703.9387755
ENSG00000115687.13,159.4394305,905.4285714
ENSG00000115694.14,41.36655405,0.020408163
ENSG00000115738.9,69.1382722,115.5102041
ENSG00000115750.16,0.692567568,101.7346939
ENSG00000115756.12,39.39309846,0.081632653
ENSG00000115758.12,141.4312258,777.0408163
ENSG00000115760.13,312.8400097,1071.653061
ENSG00000115761.15,28.87620657,11.48979592
ENSG00000115762.16,430.2008591,32.04081633
ENSG00000115806.12,36.1230695,25.83673469
ENSG00000115808.11,6.005067568,64.93877551
ENSG00000115816.14,285.0288755,873.3906122
ENSG00000115825.9,693.3249397,2116.44898
ENSG00000115827.13,0.089285715,0.06122449
ENSG00000115828.15,219.1966699,647.8367347
ENSG00000115839.17,83.63272202,33.55102041
ENSG00000115840.13,1.826013514,62.7755102
ENSG00000115866.10,777.8868245,1039.428571
ENSG00000115875.18,3711.687018,2898.714286
ENSG00000115884.10,0.162162162,0.06122449
ENSG00000115902.10,0.216216216,154.3061224
ENSG00000115904.12,71.91988418,5.265306122
ENSG00000115919.14,481.8083977,0.06122449
ENSG00000115935.17,1116.666023,1886.653061
ENSG00000115942.8,124.1885015,0.265306122
ENSG00000115944.14,415.660473,65.93877551
ENSG00000115946.7,123.7339769,1
ENSG00000115947.13,20.83180502,278.0204082
ENSG00000115956.9,1153.722249,113.0408163
ENSG00000115963.13,0.152027027,0.204081633
ENSG00000115966.16,107.3749107,241.6122449
ENSG00000115970.18,4.558600386,0.12244898
ENSG00000115977.18,10.21573359,4.897959184
ENSG00000115993.12,4.670608108,263.9387755
ENSG00000116001.15,24.14478765,33.24489796
ENSG00000116016.13,0.053812742,0.142857143
ENSG00000116017.10,11.10714286,4.387755102
ENSG00000116030.16,3537.147442,4810.858367
ENSG00000116044.15,1453.720478,963.547551
ENSG00000116062.14,88.65495417,507.3967347
ENSG00000116095.10,450.3542472,39.42857143
ENSG00000116120.9,0.638996139,0.06122449
ENSG00000116127.17,31.35955598,0.12244898
ENSG00000116128.10,44.45945946,0.040816327
ENSG00000116138.12,380.5832529,0.204081633
ENSG00000116147.16,78.20535715,0.020408163
ENSG00000116157.5,191.7321429,0.040816327
ENSG00000116161.17,134.3310811,3173.66898
ENSG00000116171.17,583.0388514,473.4489796
ENSG00000116191.17,682.4910423,490.0169388
ENSG00000116198.12,12.31732626,109.9387755
ENSG00000116199.11,43.63851351,0.040816327
ENSG00000116205.12,0.017857143,0.020408163
ENSG00000116209.11,1183.858108,775.8367347
ENSG00000116212.14,9.723938226,0.12244898
ENSG00000116213.15,42.92857143,0.040816327
ENSG00000116221.15,262.0555019,251.2857143
ENSG00000116237.15,0.098696911,0.081632653
ENSG00000116251.9,713.3273118,1054.36102
ENSG00000116260.16,0.090009653,0.040816327
ENSG00000116266.10,164.8040541,20.04081633
ENSG00000116273.5,43.61607143,0.06122449
ENSG00000116285.12,21.51785715,0.020408163
ENSG00000116288.12,643.7458977,1423.020408
ENSG00000116299.16,77.33301159,0.040816327
ENSG00000116337.15,273.9411197,0.163265306
ENSG00000116350.16,358.9906419,272.2653061
ENSG00000116353.15,327.8648649,0.12244898
ENSG00000116396.14,0.1875,11.89795918
ENSG00000116406.18,526.8303571,0.224489796
ENSG00000116455.13,54.12020996,0.387755102
ENSG00000116459.10,395.4770657,935.9630612
ENSG00000116473.14,45.26520271,699.6530612
ENSG00000116478.11,515.7374518,164.3673469
ENSG00000116489.12,14972.77896,8802.571429
ENSG00000116497.17,1.417471043,6.408163265
ENSG00000116514.16,43.98310811,50.53061224
ENSG00000116521.10,156.3776545,775.1428571
ENSG00000116539.12,1178.72249,317.4489796
ENSG00000116560.10,1158.473456,2883.102041
ENSG00000116580.18,45.98230454,2172.839184
ENSG00000116586.11,320.3327703,161.6938776
ENSG00000116604.17,68.45125484,111.0816327
ENSG00000116649.9,110.0540541,243.4897959
ENSG00000116663.10,28.24348456,126.2393878
ENSG00000116667.12,0.178812742,0.12244898
ENSG00000116668.12,0.803571429,0.040816327
ENSG00000116670.14,530.0999035,0.428571429
ENSG00000116679.15,349.2606177,185.2653061
ENSG00000116685.15,50.20114865,0.12244898
ENSG00000116688.16,13.84773166,0.102040816
ENSG00000116690.12,1.128976834,1.318163265
ENSG00000116691.10,1.1875,35.06122449
ENSG00000116698.21,8.866312742,6.530612245
ENSG00000116701.14,0.294642857,88.73469388
ENSG00000116704.7,458.3776545,132.8979592
ENSG00000116717.11,62.04850388,3
ENSG00000116731.22,1246.50917,1205.102041
ENSG00000116741.7,6411.26641,4315.653061
ENSG00000116747.12,1484.867737,2481.064286
ENSG00000116750.13,336.3849349,39.12469388
ENSG00000116752.5,1560.381999,213.9183673
ENSG00000116754.13,2576.842423,2912.040816
ENSG00000116761.11,2.360279923,0.285714286
ENSG00000116786.11,4.048021236,170.7142857
ENSG00000116791.13,0.098938224,0.06122449
ENSG00000116793.15,60.49975869,87.32653061
ENSG00000116809.11,3.724179537,182.9387755
ENSG00000116815.15,664.6867761,314.3673469
ENSG00000116824.4,39.71187259,19.18367347
ENSG00000116830.11,0.2746139,0.183673469
ENSG00000116852.14,200.1522683,0.040816327
ENSG00000116857.16,0.224179537,177.122449
ENSG00000116863.10,189.7799228,0.040816327
ENSG00000116871.15,0.062982626,281.122449
ENSG00000116874.11,178.6090734,1.714285714
ENSG00000116898.11,546.5617761,5.448979592
ENSG00000116903.7,153.3967182,0.12244898
ENSG00000116906.11,68.73624518,241.4897959
ENSG00000116918.13,77.04174713,0.06122449
ENSG00000116922.14,6.013513514,0.836734694
ENSG00000116954.7,412.8987549,280.8367347
ENSG00000116957.12,13.558639,0.040816327
ENSG00000116977.18,26.11003861,10.13653061
ENSG00000116984.12,240.9488417,0.06122449
ENSG00000116991.10,0.013513514,0.020408163
ENSG00000117000.8,758.9128861,114.5102041
ENSG00000117020.16,24.18296332,2.244897959
ENSG00000117036.11,161.2439672,54.24489796
ENSG00000117054.13,418.8856178,1629.877551
ENSG00000117090.14,178.8431467,192.5918367
ENSG00000117091.9,649.1254826,2828.530612
ENSG00000117115.12,0.768339769,1.775510204
ENSG00000117118.9,156.75,1670.734694
ENSG00000117133.10,410.0707046,554.3061224
ENSG00000117139.16,258.4975869,388.2857143
ENSG00000117143.13,895.7372104,643.5306122
ENSG00000117151.12,14.86137066,321.8710204
ENSG00000117153.15,6.55357143,93.67346939
ENSG00000117174.10,21.31708494,1.612244898
ENSG00000117222.13,1066.828186,919.3265306
ENSG00000117226.11,2.705357143,0.040816327
ENSG00000117228.9,34.64840734,436.1020408
ENSG00000117262.18,112.1936873,0.114489796
ENSG00000117280.12,54.67012549,354.1020408
ENSG00000117281.15,0.723696911,0.183673469
ENSG00000117298.14,172.7343147,502.3469388
ENSG00000117305.14,33.55164093,46.24489796
ENSG00000117308.14,0.076254826,0.06122449
ENSG00000117318.8,2650.103041,2688.346939
ENSG00000117322.17,92.74710423,250.3469388
ENSG00000117335.19,152.1590251,30.51020408
ENSG00000117360.12,292.9717664,211.5510204
ENSG00000117362.12,10.86631274,0.142857143
ENSG00000117385.15,48.31081081,0.06122449
ENSG00000117394.20,345.5692568,64.89795918
ENSG00000117395.12,9.135859072,1.87755102
ENSG00000117399.13,0.093870657,0.040816327
ENSG00000117410.13,1171.160473,1329.142857
ENSG00000117419.14,273.1628861,45.26530612
ENSG00000117448.13,84.31708496,26.08163265
ENSG00000117450.13,1142.171134,777.7993878
ENSG00000117475.13,8.603523165,883.3877551
ENSG00000117481.10,182.468388,225.9795918
ENSG00000117500.12,471.519778,95.04081633
ENSG00000117505.12,242.0955599,1718.510204
ENSG00000117519.15,315.9983108,19.55102041
ENSG00000117523.15,2214.727076,2505.77551
ENSG00000117533.14,6.979247106,0.265306122
ENSG00000117560.7,0.458494209,0.775510204
ENSG00000117569.18,864.5506755,156.122449
ENSG00000117592.8,238.0429537,1026.469388
ENSG00000117593.9,0.629584942,69.40816327
ENSG00000117597.17,22.06708494,0.020408163
ENSG00000117601.13,4.040540541,0.06122449
ENSG00000117602.11,123.2171429,189.5677551
ENSG00000117614.9,801.5072393,1289.857143
ENSG00000117616.17,459.2039093,303.6122449
ENSG00000117620.14,279.386583,15.22285714
ENSG00000117625.13,29.56660231,48.79591837
ENSG00000117632.22,233.3436293,265.0816327
ENSG00000117640.17,0.13465251,319.9444898
ENSG00000117643.14,256.2881274,0.020408163
ENSG00000117676.13,56.51351351,297.5102041
ENSG00000117682.16,0.058397684,51.79591837
ENSG00000117691.9,4.772442085,0.040816327
ENSG00000117697.14,42.17446911,628.1632653
ENSG00000117713.18,527.2398649,374.877551
ENSG00000117724.12,0.184362934,1.224489796
ENSG00000117748.9,392.5668436,94.97959184
ENSG00000117751.17,0.696428572,0.244897959
ENSG00000117758.13,181.4213321,106.4081633
ENSG00000117859.18,501.8023649,0.551020408
ENSG00000117862.11,1049.998552,837.6938776
ENSG00000117868.15,269.1838803,847.3469388
ENSG00000117877.10,0.062982626,0.063061224
ENSG00000117899.10,74.47924713,304.7755102
ENSG00000117906.13,131.9519788,1914.530612
ENSG00000117984.13,2.087316603,0.436122449
ENSG00000118046.14,45.63392857,153.9795918
ENSG00000118058.20,1028.511583,883.6289796
ENSG00000118137.9,20.3011583,0.551020408
ENSG00000118181.10,6835.059344,14156.73714
ENSG00000118197.13,68.32697877,37.65306122
ENSG00000118217.5,316.3375965,897.9183673
ENSG00000118242.15,0.058156371,0.204081633
ENSG00000118246.13,13.74107143,24.10204082
ENSG00000118257.16,1.73769305,0.020408163
ENSG00000118260.14,381.3624518,7.244897959
ENSG00000118271.9,10.16216216,0.102040816
ENSG00000118308.15,620.0011799,1996.476531
ENSG00000118363.11,801.0748092,2226.144286
ENSG00000118412.12,125.1073842,7.142857143
ENSG00000118418.14,249.4574807,1083.008163
ENSG00000118454.12,48.88489382,0.040816327
ENSG00000118482.11,664.3887549,398.6122449
ENSG00000118495.18,85.90250965,67.79591837
ENSG00000118496.4,3.905164093,534.9183673
ENSG00000118503.14,326.519305,577.1836735
ENSG00000118515.11,33.08059846,1438.693878
ENSG00000118557.15,1.63625,9.111836735
ENSG00000118564.14,83.04633204,595.2857143
ENSG00000118579.12,324.6129344,719.3877551
ENSG00000118596.11,29.02726834,197.2244898
ENSG00000118620.12,127.5615879,402.1428571
ENSG00000118640.10,1550.711872,706.4081633
ENSG00000118655.4,0.017857143,0.020408163
ENSG00000118680.12,2195.841627,4806.450408
ENSG00000118689.14,19.30453668,580.2653061
ENSG00000118690.12,2.491071429,9.142857143
ENSG00000118705.16,256.4348456,861.755102
ENSG00000118707.9,171.761583,204.1428571
ENSG00000118762.7,0.144063707,0.040816327
ENSG00000118785.13,1.544401545,476.6326531
ENSG00000118816.9,1459.786921,4571.428571
ENSG00000118855.18,0.184121622,1.142857143
ENSG00000118873.15,8.966457528,109.3265306
ENSG00000118894.14,0.258520753,0.285714286
ENSG00000118900.14,34.22490347,0.142857143
ENSG00000118922.17,718.1363419,111.7142857
ENSG00000118939.17,80.75546334,2.324285714
ENSG00000118961.14,0.017857143,0.020408163
ENSG00000118965.14,0.022442085,0.06122449
ENSG00000118971.7,544.2485522,324.755102
ENSG00000118985.15,278.6103186,417.755102
ENSG00000119004.15,13.86583012,227.6530612
ENSG00000119013.8,245.0074807,947.5114286
ENSG00000119041.10,75.91529921,1081.714286
ENSG00000119048.7,2891.716216,1369.734694
ENSG00000119138.4,244.3923745,155.8163265
ENSG00000119185.12,19.49251931,314.3061224
ENSG00000119203.13,5.777027027,245.8367347
ENSG00000119231.10,686.9189189,3113.55102
ENSG00000119242.8,27.24831081,0.12244898
ENSG00000119280.16,8.165781853,0.020408163
ENSG00000119285.10,14.4015444,0.087959184
ENSG00000119314.15,78.53330118,781.4897959
ENSG00000119318.12,317.1513031,134.122449
ENSG00000119321.8,82.31935327,0.571428571
ENSG00000119326.14,0.071669884,208.9183673
ENSG00000119328.11,0.053812742,268.3061224
ENSG00000119333.11,1.625,1.081632653
ENSG00000119335.16,12896.75308,16460.19204
ENSG00000119383.19,21.25024131,0.102040816
ENSG00000119392.14,4.540540541,28.81632653
ENSG00000119396.10,64.43967182,869.8979592
ENSG00000119397.16,1274.237452,369.877551
ENSG00000119402.16,90.85255794,0.183673469
ENSG00000119403.13,24.2726834,1.244897959
ENSG00000119408.16,0.080598456,195.8163265
ENSG00000119414.11,138.835666,257
ENSG00000119421.6,209.2801641,925.5510204
ENSG00000119431.9,0.196911197,0.020408163
ENSG00000119446.13,41.63996139,20.16326531
ENSG00000119471.14,0.251930502,0.163265306
ENSG00000119487.16,62.7857143,59.79591837
ENSG00000119508.17,1391.888272,45.6122449
ENSG00000119514.6,10.73214286,0.020408163
ENSG00000119522.16,0.260859073,588.1428571
ENSG00000119523.9,21.12813707,1.081632653
ENSG00000119537.15,59.77316604,137.5510204
ENSG00000119541.9,268.1264479,214.2244898
ENSG00000119559.15,0.035955599,0.040816327
ENSG00000119596.17,93.50675675,0.06122449
ENSG00000119616.11,6.156370657,31.30612245
ENSG00000119632.3,140.1498552,189.7959184
ENSG00000119638.12,787.2376929,0.06122449
ENSG00000119640.8,10.72321429,0.020408163
ENSG00000119650.12,44.72055985,0.408163265
ENSG00000119655.10,290.8050193,396.9795918
ENSG00000119669.4,458.4577703,727.4897959
ENSG00000119682.16,211.4611487,0.326530612
ENSG00000119684.15,0.017857143,0.346938776
ENSG00000119685.19,3.98641168,55.42857143
ENSG00000119688.20,9.816602315,0.12244898
ENSG00000119705.9,778.0513733,2728.959184
ENSG00000119707.13,1325.318502,1398.805714
ENSG00000119711.12,71.36003859,25.30612245
ENSG00000119714.10,0.008928572,0.020408163
ENSG00000119718.10,0.085424711,0.040816327
ENSG00000119720.17,88.29489142,33.2844898
ENSG00000119723.16,8.197871622,0.127142857
ENSG00000119725.18,81.59088322,0.612244898
ENSG00000119729.11,185.7964455,2138.774898
ENSG00000119760.15,16.585,0.244897959
ENSG00000119772.16,21.97297297,110.8367347
ENSG00000119777.18,68.58059848,21.28571429
ENSG00000119778.14,426.1353764,2.551020408
ENSG00000119787.13,315.6066602,299.2857143
ENSG00000119801.12,6652.925918,5704.632653
ENSG00000119812.18,255.1240348,77.75510204
ENSG00000119820.10,14.80429537,579.4285714
ENSG00000119844.15,91.1423745,898.5714286
ENSG00000119862.12,62.39309848,496.9387755
ENSG00000119866.20,6399.828912,4294.285714
ENSG00000119878.5,338.8597973,0.469387755
ENSG00000119899.12,4.07746139,0.102040816
ENSG00000119900.7,875.5652126,47.97959184
ENSG00000119906.11,216.2171814,72.30612245
ENSG00000119917.13,0.040540541,314.0612245
ENSG00000119922.9,184.1701255,15.51020408
ENSG00000119927.13,0.040540541,0.020408163
ENSG00000119929.12,45.06370657,185.7755102
ENSG00000119950.20,77.87958493,1.020408163
ENSG00000119953.12,161.9384653,84.73469388
ENSG00000119965.12,0.008928572,0.020408163
ENSG00000119969.14,30.90492278,5.142857143
ENSG00000119977.20,9.343870659,0.653061224
ENSG00000119979.16,14.37484073,19.93877551
ENSG00000120008.15,232.0966843,3.428571429
ENSG00000120029.12,33.14285715,0.020408163
ENSG00000120053.10,494.4307432,56.57142857
ENSG00000120063.9,2898.788128,1118.857143
ENSG00000120071.13,111.5263031,548.6326531
ENSG00000120129.5,1812.182674,694.755102
ENSG00000120137.6,2.888996139,169.5510204
ENSG00000120158.11,0.089285715,0.183673469
ENSG00000120159.11,227.559363,0.204081633
ENSG00000120162.9,11.87958494,205.9387755
ENSG00000120217.13,0.044642857,0.020408163
ENSG00000120253.13,22.80164093,0.040816327
ENSG00000120254.15,62.43243245,0.897959184
ENSG00000120256.9,0.013513514,0.020408163
ENSG00000120265.16,362.3807915,684.9591837
ENSG00000120278.15,35.89454633,409.4897959
ENSG00000120306.9,524.7560329,463.9591837
ENSG00000120314.18,37.56491313,616.6620408
ENSG00000120333.4,29.89864865,1.081632653
ENSG00000120334.15,4.22972973,641.0612245
ENSG00000120370.12,82.51375484,0.040816327
ENSG00000120437.8,87.98405889,366.1673469
ENSG00000120438.11,1203.395143,578.1061224
ENSG00000120451.10,2.629826255,206.0612245
ENSG00000120458.10,21.28137066,0.285714286
ENSG00000120509.10,24.54753861,0.102040816
ENSG00000120526.10,22.68798262,0.06122449
ENSG00000120533.12,434.6030406,4136.632653
ENSG00000120539.14,38.33928572,195.4489796
ENSG00000120594.16,0.013513514,0.020408163
ENSG00000120616.15,328.9417254,1651.793061
ENSG00000120656.11,6.501206565,198.4693878
ENSG00000120662.15,0.098214286,0.612244898
ENSG00000120675.5,202.5873552,396.6938776
ENSG00000120685.19,1.621138996,12.65306122
ENSG00000120686.11,55.10497104,750.8367347
ENSG00000120688.8,480.6339286,0.244897959
ENSG00000120690.15,4182.932915,8632.897959
ENSG00000120694.19,608.5562259,2852.367347
ENSG00000120696.8,0.026785715,12.71306122
ENSG00000120697.8,17.65685328,47.87755102
ENSG00000120699.12,194.1486487,1141.346939
ENSG00000120705.12,497.2999518,682.244898
ENSG00000120708.16,0.702702703,0.06122449
ENSG00000120709.10,23.87995898,3.193265306
ENSG00000120725.12,38.91481661,0.285714286
ENSG00000120727.12,2386.991222,4970.748571
ENSG00000120733.13,109.7632722,208.3673469
ENSG00000120738.7,446.0371622,2930.163265
ENSG00000120742.10,1882.731745,1697.795918
ENSG00000120784.15,24.51785715,20.42857143
ENSG00000120798.16,0.183397684,0.714285714
ENSG00000120800.4,14.15733591,0.020408163
ENSG00000120802.13,86.94021717,216.9171429
ENSG00000120805.13,12.15685328,4.775510204
ENSG00000120833.13,0.272442085,0.224489796
ENSG00000120837.7,0.160714286,0.836734694
ENSG00000120860.10,253.0357143,8.979591837
ENSG00000120868.13,1.328185329,0.755102041
ENSG00000120875.8,31.53474904,251.2857143
ENSG00000120885.21,4.229488417,0.06122449
ENSG00000120889.12,23.06322394,0.102040816
ENSG00000120899.17,83.6517857,110.4897959
ENSG00000120910.14,34.90990589,30.08163265
ENSG00000120913.23,0.053571429,0.102040816
ENSG00000120925.15,0.022442085,0.081632653
ENSG00000120942.13,9.566119691,42.6122449
ENSG00000120948.16,392.3642785,297.8571429
ENSG00000120963.11,1497.550135,723.3438776
ENSG00000120992.17,499.0139961,1180.714286
ENSG00000121022.13,258.6378885,239.2071429
ENSG00000121039.9,0.184362934,0.020408163
ENSG00000121057.12,75.62596524,14.7755102
ENSG00000121058.4,449.9495657,76.7755102
ENSG00000121060.16,9.880067568,62.59183673
ENSG00000121064.12,154.5002413,439.5102041
ENSG00000121067.17,284.2557915,0.367346939
ENSG00000121073.13,122.3964769,225.2653061
ENSG00000121089.4,1.417753379,1.603469388
ENSG00000121104.7,27.55815637,96.20122449
ENSG00000121152.9,0.044642857,65.85714286
ENSG00000121210.15,749.9519788,895.4081633
ENSG00000121270.15,4.383303572,0.020408163
ENSG00000121274.12,235.4847973,417.4489796
ENSG00000121281.12,0.098938224,0.142857143
ENSG00000121289.17,0.080598456,0.040816327
ENSG00000121310.16,287.1479247,0.12244898
ENSG00000121350.15,13.81738658,3.281428571
ENSG00000121390.18,418.1364238,300.2077551
ENSG00000121410.11,26.2128861,0.12244898
ENSG00000121413.12,0.008928572,0.081632653
ENSG00000121417.13,78.66964285,0.020408163
ENSG00000121481.10,270.6148649,787.0816327
ENSG00000121486.11,5.588561777,0.326530612
ENSG00000121542.11,15.33035715,92.71428571
ENSG00000121578.12,192.5499518,0.183673469
ENSG00000121579.12,456.4254344,2991.102041
ENSG00000121621.6,27.97007722,0.224489796
ENSG00000121644.18,425.1346525,17.65306122
ENSG00000121671.11,70.25603283,490.5102041
ENSG00000121680.15,49.996139,0.06122449
ENSG00000121691.4,608.2871622,250.3673469
ENSG00000121716.20,129.2571814,85.41673469
ENSG00000121741.16,1201.929054,251.4081633
ENSG00000121749.15,885.6882239,130.9387755
ENSG00000121766.15,10.12138031,350.1965306
ENSG00000121774.17,311.8146718,317.3469388
ENSG00000121775.17,0.022442085,0.020408163
ENSG00000121797.9,0.040299228,0.142857143
ENSG00000121807.5,0.035955599,0.020408163
ENSG00000121851.12,127.371139,0.142857143
ENSG00000121858.10,15.53836873,614.2653061
ENSG00000121864.9,81.16578187,22.04081633
ENSG00000121879.3,58.25651543,474.6293878
ENSG00000121892.14,614.1944981,741.7755102
ENSG00000121895.7,3288.495898,510
ENSG00000121897.14,0.013513514,0.020408163
ENSG00000121931.15,186.5879609,0.27755102
ENSG00000121940.15,8.607352799,0.040816327
ENSG00000121964.14,8.354005794,0.142857143
ENSG00000121966.6,5637.143823,5164.061224
ENSG00000121989.14,86.57625484,0.163265306
ENSG00000122008.15,202.5029465,5.816326531
ENSG00000122026.10,9473.944133,14123.11898
ENSG00000122033.14,3.206020753,12.97959184
ENSG00000122034.14,439.4146356,896.6734694
ENSG00000122042.9,48.14937258,172.3673469
ENSG00000122068.12,968.7002679,877.3265306
ENSG00000122085.16,102.0711873,0.979591837
ENSG00000122122.9,117.5709459,386.9183673
ENSG00000122140.10,423.2968799,0.326530612
ENSG00000122188.12,4.232625483,0.489795918
ENSG00000122194.18,0.324324325,0.020408163
ENSG00000122203.14,95.05863898,76.67346939
ENSG00000122218.14,382.7195946,1108.938776
ENSG00000122223.12,95.88223937,0.06122449
ENSG00000122224.17,3933.776062,4632.979592
ENSG00000122257.18,540.3344595,138.1836735
ENSG00000122299.11,258.3330116,1493.795918
ENSG00000122335.13,0.013513514,0.040816327
ENSG00000122359.17,261.4321911,0.387755102
ENSG00000122376.11,0.265444015,0.06122449
ENSG00000122378.13,2.225868726,0.06122449
ENSG00000122390.17,2.265202703,0.040816327
ENSG00000122406.12,5343.160073,5682.517551
ENSG00000122417.15,37.17060811,0.285714286
ENSG00000122435.9,59.16964285,723.1255102
ENSG00000122477.12,0.013513514,69.8744898
ENSG00000122481.16,111.6630333,0.367346939
ENSG00000122482.20,198.4461873,182.0204082
ENSG00000122483.17,85.6809942,0.040816327
ENSG00000122484.8,414.7077703,547.1632653
ENSG00000122490.18,798.7384168,0.081632653
ENSG00000122515.14,8.99493243,0.020408163
ENSG00000122545.18,3582.507303,6572.613061
ENSG00000122550.17,52.10714285,0.469387755
ENSG00000122557.9,708.4524614,2331.571429
ENSG00000122565.18,777.8940253,1909.44898
ENSG00000122566.20,3656.149614,1958.795918
ENSG00000122591.11,130.4425676,291.5918367
ENSG00000122641.10,0.067567568,0.020408163
ENSG00000122643.18,633.7674397,585.4783673
ENSG00000122644.12,1291.039389,190.9383673
ENSG00000122674.11,34.84984798,77.85673469
ENSG00000122687.17,189.0456081,699.6938776
ENSG00000122692.8,1447.17548,829.2353061
ENSG00000122694.15,36.73962355,300.6734694
ENSG00000122705.16,121.3718629,237.3265306
ENSG00000122707.11,0.067084942,0.06122449
ENSG00000122779.17,10.36027992,0.12244898
ENSG00000122783.16,14.19500483,570.3028571
ENSG00000122861.15,0.058156371,0.306122449
ENSG00000122862.4,6220.966699,4049.959184
ENSG00000122870.11,0.013513514,0.714285714
ENSG00000122873.11,309.1935328,710.6938776
ENSG00000122877.15,82.2142857,1.183673469
ENSG00000122882.10,89.60376447,0.265306122
ENSG00000122884.12,605.4406372,368.6326531
ENSG00000122952.16,0.310328186,0.183673469
ENSG00000122958.14,740.8757239,16.95918367
ENSG00000122965.10,118.1846042,49.85714286
ENSG00000122986.13,268.5366796,416.0816327
ENSG00000123009.4,0.255067568,0.551020408
ENSG00000123064.12,1.618040541,9.035918367
ENSG00000123066.7,341.3764479,293.5706122
ENSG00000123091.4,76.88899612,0.836734694
ENSG00000123095.5,54.10738418,94.59183673
ENSG00000123104.11,390.0453668,413.1632653
ENSG00000123106.10,62.51018581,32.51020408
ENSG00000123119.11,0.076013514,0.040816327
ENSG00000123124.13,439.500724,64.85714286
ENSG00000123130.16,687.6732627,59.40816327
ENSG00000123131.12,1019.468388,676.7346939
ENSG00000123136.14,390.1860521,2492.530612
ENSG00000123143.12,82.13151547,0.591836735
ENSG00000123144.10,43.5415058,31.24489796
ENSG00000123146.19,240.1826883,163.165102
ENSG00000123154.11,52.08080355,1.000816327
ENSG00000123178.14,0.027027027,57.32653061
ENSG00000123179.13,164.2521718,0.040816327
ENSG00000123200.16,135.3875483,390.6938776
ENSG00000123219.12,77.92905405,0.326530612
ENSG00000123240.16,62.73117759,0.93877551
ENSG00000123268.8,30.49444981,30.75510204
ENSG00000123329.17,282.7513417,241
ENSG00000123338.12,75.72297298,117.4897959
ENSG00000123349.13,2643.455599,3369.816327
ENSG00000123352.17,25.29174711,106.9387755
ENSG00000123353.9,189.8784846,0.448979592
ENSG00000123358.19,411.9832819,0.06122449
ENSG00000123374.10,100.2265927,61.55102041
ENSG00000123395.14,169.1688852,11.42979592
ENSG00000123415.15,134.0499517,242.6326531
ENSG00000123416.15,1045.979932,12.50510204
ENSG00000123505.15,366.558639,1431.871224
ENSG00000123545.5,89.40057914,432.3469388
ENSG00000123562.16,895.5791507,618.5102041
ENSG00000123575.8,12.53716216,0.020408163
ENSG00000123595.7,184.4394305,3.387755102
ENSG00000123600.19,597.5120658,0.06122449
ENSG00000123607.14,101.0961511,20.24489796
ENSG00000123609.10,49.90226834,0.632653061
ENSG00000123636.17,239.6227269,1195.346939
ENSG00000123684.12,375.0736004,4.224489796
ENSG00000123689.5,5.364382239,160.2244898
ENSG00000123728.9,762.4387065,386.9387755
