"","logFC","logCPM","PValue","qval"
"ENSG00000100354.20",-0.231780357299499,9.56687183138249,0.781278151360896,0.231949815751376
"ENSG00000100376.11",-1.16343973675361,0.51001012019194,0.441902410465307,0.147311286905303
"ENSG00000100380.13",0.0295788772870362,7.56434012860379,0.972979157854049,0.273308149673672
"ENSG00000100387.8",-0.990802632511953,7.44755851620418,0.240359562908002,0.0894266983275201
"ENSG00000100393.12",0.229856388497216,4.85555810717475,0.799859629826482,0.236163567906564
"ENSG00000100412.15",-0.318657553174487,5.3594302998288,0.714333562124059,0.216375395205093
"ENSG00000100422.13",0.760721585436816,2.73561367518878,0.435512618303804,0.145647917023544
"ENSG00000100445.17",-0.330392635142872,4.04982445180318,0.709822358611489,0.21530313260753
"ENSG00000100483.13",0.0840982670683141,6.6631314179083,0.921190058831734,0.262580564285058
"ENSG00000100485.11",-0.423694290500398,2.45444308710976,0.677816527966872,0.207610616312067
"ENSG00000100503.23",-0.234511598493873,7.02281619700317,0.779949662059957,0.231646770603614
"ENSG00000100519.11",-0.643235835068248,5.31713478437645,0.451286672351341,0.14982404787598
"ENSG00000100523.14",0.725165352360764,6.09185991424696,0.392361050535046,0.134128653749622
"ENSG00000100554.11",0.95483220001805,6.10634774847957,0.261585452062794,0.096084118538237
"ENSG00000100567.12",-1.11625881915471,5.25430453446311,0.193811970300069,0.0745183703025518
"ENSG00000100591.7",-0.805207537778838,4.31105069179913,0.352220126113557,0.122944411061997
"ENSG00000100603.13",0.842428161937804,7.48335419906592,0.317163928275861,0.112786196403724
"ENSG00000100612.13",1.27616702101995,7.13529631706957,0.133431827647027,0.0541257648458362
"ENSG00000100629.16",-1.08906679696025,2.23017962592302,0.260420013655624,0.0957221098969153
"ENSG00000100632.10",0.0415827623402588,5.60298834222985,0.966182541438678,0.271918126554735
"ENSG00000100644.16",-0.292392011118961,8.46420339794437,0.726698734064926,0.219299489958207
"ENSG00000100650.15",1.30824022382068,9.43331604349708,0.122485101386091,0.0502718195610817
"ENSG00000100664.10",-0.293871351795844,9.21944958741439,0.724950295724878,0.218887347638
"ENSG00000100721.10",0.410781540567496,8.2240137165783,0.623640356496581,0.19424000025239
