Names	total	elements
		ELP5
		ELK1
		HGD
		GMPPB
		KLF7
		EAPP
		AARSD1
		GDAP2
		POC1B-AS1
		MAPK6
		FRMD8
		MGAT2
		GPR183
		RNFT1
		UBE2R2
		BMS1P4
		TATDN2
		LILRB1
		TASOR2
		CUL5
		HACD3
		MTA3
		CERS5
		ORC2
		PLAAT3
		NOD1
		MZF1-AS1
		NUBP1
		SFT2D3
		SHLD1
		AKAP1
		SLC16A6
		HIBCH
		AIFM2
		UBL3
		MED17
		MED4-AS1
		PIK3CG
		HMGB1P24
		LY75
		COL4A4
		HNRNPF
		SASS6
		PREB
		ZNF815P
		TUBA8
		RREB1
		IGLV2-14
		TFDP1
		HCCS
		SURF1
		TUBGCP2
		GTF2F1
		IGKV2D-30
		CIC
		CCDC18-AS1
		IL1R2
		PPME1
		PIK3CA
		AP1G2
		RBM42
		TNPO3
		UTP3
		LARGE1
		NBPF10
		C16orf91
		TRAPPC8
		DAB2IP
		NUP160
		TPGS2
		DCUN1D4
		LIX1L-AS1
		ZKSCAN8
		LRRC8C-DT
		C5orf66
		ATP6V1H
		ORMDL2
		IFI44L
		NUP58
		SLC1A1
		ST20
		DHX57
		ZNF766
		EIF4EP2
		FOS
		TBC1D1
		IFNG
		FIGNL1
		MYCBP2
		EMD
		ENTPD4
		PUS7
		THAP7
		TP53INP1
		TUBB6
		LATS1
		FDXACB1
		BAZ2A
		FADS3
		PDZD8
		HTATIP2
		MED1
		GPR34
		IGKV3D-15
		SLC43A1
		TMEM198B
		ENDOD1
		ABCB10
		ING4
		DPH2
		FCGR2C
		TRAF4
		CEP76
		ZDHHC5
		RRM2
		C19orf12
		VPS13B-DT
		MRE11
		SLC4A1AP
		COPS8
		SACM1L
		KLHL12
		IGLC1
		HNRNPAB
		SLC20A1
		ARAP2
		JSRP1
		MRPS23
		IGF1R
		EHD3
		FAR1
		KLRC3
		CAPRIN2
		PGAP3
		PCM1
		GNPDA2
		DGAT2
		TSNARE1
		NOB1
		TSG101
		STRBP
		CEBPG
		HPRT1
		GTF3C4
		ABHD3
		FANCI
		PIGN
		BAG2
		GET1
		TTF1
		IGKV2D-28
		RETREG3
		HMGCL
		MSI2
		MRTFA
		ACAA1
		LRRC40
		SMG5
		FAM241A
		FAM32A
		TMEM109
		NCAPD2
		ZNF319
		SLC25A6
		PRSS23
		FAM172A
		ANK1
		WASHC2A
		ASNS
		FAM153CP
		CASZ1
		GIN1
		TEC
		PSMB5
		ABCB4
		C1D
		CXCL1
		KIAA1191
		FAH
		RNVU1-2
		RABEP1
		TNFRSF10B
		CTDSP1
		CDK5R1
		BTN3A3
		IKBKE
		RNVU1-15
		MRPL40
		LINC01278
		IGKV3D-20
		OTUD5
		MAP2
		LARP1B
		EDEM1
		FBL
		MATN1
		CDC73
		FAM43A
		CAMK1D
		FCRL4
		LOXL3
		WRN
		SERAC1
		PPP4C
		NFATC2
		ANAPC5
		SDF2
		DZIP3
		TNRC6C
		ST14
		PKN1
		FAM210A
		MLF2
		MED9
		RAB13
		FBXW11
		ETAA1
		ARL3
		MLLT10
		RPL23AP87
		BPHL
		PHF14
		S100A10
		NRIP3
		ERCC6
		TMX1
		PRDX2
		SAP30BP
		RRP12
		SUPT20H
		MEAF6
		CYREN
		ARID3B
		MRS2
		NDUFB2-AS1
		RHBDL2
		DOP1A
		ZDHHC14
		DPP8
		DMAP1
		UBA2
		IFI35
		SUGP2
		BSCL2
		NSMCE3
		PI4KAP2
		RBM18
		SLC30A5
		ITFG1
		ZMYND12
		SUFU
		C18orf25
		LIN37
		ZNF587
		PPP2R5D
		RANBP10
		LINC02649
		DENND1C
		CCDC15
		PSMD1
		TIMM44
		DGCR6L
		TMEM128
		FAM83D
		TMEM242
		IFNGR1
		SRFBP1
		MBIP
		MATN2
		REXO1L1P
		TMOD1
		CD320
		PRELID1
		RABL3
		FAM162A
		ANGEL2
		SMG6
		INSR
		TGFBR2
		DEAF1
		HLA-DMA
		INAFM1
		UBXN6
		PHF13
		SNORD17
		MBD3
		MDN1
		RPS4XP11
		SLC35A3
		IER3IP1
		SMG1P1
		ARHGAP6
		RGP1
		MMD
		PHF20L1
		KCTD7
		MCM3AP
		MYO1F
		RAB11A
		PTBP2
		TCF7L2
		WSB2
		IGKV1D-43
		TYW1B
		LINC02280
		GPD2
		ZNF800
		GALNT11
		CHAF1B
		QSER1
		TOR1AIP2
		KIAA1328
		HNRNPLL
		SLC35E3
		LYRM4
		CANX
		DESI2
		DAP
		SHARPIN
		TIMM13
		DDX58
		ADIPOR2
		AKT1
		UGP2
		TMEM44-AS1
		ANKIB1
		MCM6
		RNF125
		ECHDC2
		RAD51AP2
		MUC20-OT1
		NUTM2A-AS1
		ZC3H10
		TMX2
		PPM1F
		PTCD1
		HSD17B12
		E2F6
		HEMK1
		CTPS2
		SUDS3
		IGLV5-48
		LINC01578
		STIMATE
		EGLN3
		SLC25A12
		CUX1
		POLR2C
		ERCC6L
		TCP11L2
		KLK1
		GPM6B
		RNF130
		CKAP5
		PAGE5
		UCHL5
		C11orf98
		ZNF28
		ENC1
		MAP2K1
		AIM2
		KYAT3
		PNO1
		ANK3
		POP5
		QRSL1
		MARCHF8
		PPIE
		UBR2
		FCRLA
		ZNF613
		PGLS
		SAE1
		PPP1R14C
		TMEM141
		YIPF5
		TCF7
		RLIM
		DTWD1
		STRN4
		HDGF
		TRBC1
		RNF19A
		CBX5
		WWP2
		ARHGAP15-AS1
		PPP2R5E
		PAF1
		TTC9C
		RABL2A
		MOAP1
		TNFSF9
		DCTD
		MAP4K4
		MFNG
		GTF3C1
		PLEKHM2
		TMEM256P2
		STX16
		VTI1B
		DLAT
		CASTOR3
		SLC9B1
		ZNF250
		TATDN1
		KPNB1
		PRICKLE1
		PEG10
		UVRAG-DT
		TRIM59
		ZBTB5
		ZNF12
		BRD3OS
		SLC25A38
		PPP1R18
		GNGT2
		PSEN1
		HIP1
		SGO2
		CDKN2A
		GSDMD
		AHNAK2
		OLA1
		FAM120B
		RFX7
		MFHAS1
		PPA1
		DPAGT1
		ST7
		TRPS1
		PDIA4
		CASP2
		SUPT7L
		TESC
		MFSD9
		STAG3L4
		ERN1
		SHKBP1
		ATAD5
		STK38
		RFLNB
		NF2
		QTRT2
		VTA1
		SNHG14
		CLPP
		MTMR3
		RBM43
		GATM
		ANP32B
		SESN2
		AP4E1
		RASA3
		MYO18B
		CDKN3
		EPB41L5
		MPG
		TMEM168
		POLR3D
		DHX36
		E2F3
		TNFAIP8L2
		SYTL3
		APPL1
		NDC1
		TRBV5-1
		NOTCH1
		PCGF1
		ATPAF2
		PTPN13
		ECD
		CDKAL1
		IDH3B
		MIR4458HG
		DAAM1
		SCML4
		TMED4
		H2AC20
		INPP5A
		ALDH9A1
		TRAF3IP1
		SLC18B1
		VRK1
		B3GAT3
		RASSF1
		ZNF678
		ARHGAP27
		URM1
		RN7SL2
		LRIG2
		PISD
		TMEM106B
		NSUN5P2
		SKA2
		MRPL53
		TRAP1
		RNF44
		KRT8P34
		EMSY
		C11orf54
		ATMIN
		IL7
		SAR1B
		ZNF420
		GPC1
		BTG3
		MIGA2
		PAK2
		SLC51A
		TOB1
		TCEAL1
		PARM1
		CENPF
		SMAD5
		CDK10
		FCHSD1
		KBTBD7
		C12orf73
		ZNRF1
		NBPF15
		VARS1
		MAMLD1
		PFDN2
		ZNF200
		KLHL24
		CCDC88A
		NADK2
		SLC35B4
		ITPR3
		HNRNPCP2
		DCAF8
		BORCS8
		WDSUB1
		RXRB
		ACTN4
		PLCE1
		CEP250
		CIPC
		DLG1
		TNIP3
		GSKIP
		VPS33A
		PINK1
		TFIP11
		PSTPIP1
		CYP26A1
		APOL2
		MMGT1
		PDHA1
		HSPB1
		COX7A2L
		PMPCA
		ARRB2
		KLHL2
		CMTM8
		SLC7A6
		C9orf78
		HERPUD2
		CRTAM
		HSD17B10
		NAALAD2
		NUP155
		POLK
		UBE2G1
		NCF1C
		PAK1
		NBPF12
		PELI2
		DCAF5
		SIDT1
		ATP9B
		PRKRA
		DAZAP1
		GNAL
		TPRG1L
		LYG1
		BTN2A1
		DDX11
		NSMCE4A
		C15orf48
		TAF9B
		DHX35
		IMP4
		CLUH
		ZNF131
		G2E3
		RPPH1
		TMCC3
		FBXO42
		PPP1R13B
		ARL2
		SYCP3
		CD2BP2
		C16orf54
		TOP3A
		MSH3
		SLC4A8
		MRPL45
		SOCAR
		BAK1
		CERK
		TMEM39A
		RAB40B
		MRPL38
		IGLV7-43
		PI4KB
		ANP32E
		YEATS4
		MTMR1
		OAZ2
		NOC4L
		FRY
		FADS1
		HMGB1P3
		ATG2B
		PUF60
		SHC1
		BLOC1S2
		SAAL1
		RIOK1
		HERC2
		ZNF48
		PUM3
		HOOK3
		USE1
		S1PR2
		LINC02397
		CAND1
		ACTR10
		SMO
		PIK3R5
		CDC14A
		CDK11A
		RWDD2A
		SDAD1
		TLR1
		COPS9
		MCUB
		CPNE5
		MAP3K20
		SMC3
		BISPR
		TAS2R30
		DCP1A
		TMCO3
		SSTR2
		ZNF529
		TSPAN13
		TMEM250
		SPTSSA
		CCDC124
		MKNK1
		BMT2
		GOLGA3
		MTRR
		MGAT4B
		PLEKHO1
		GLE1
		MIB2
		CCDC57
		WDR59
		NPC2
		YTHDF1
		GTF3C3
		LRRC8D
		GTF2IP4
		ALDH18A1
		CEP170
		ZNF280C
		MSH6
		ALDH2
		LMOD3
		IP6K1
		LINC01410
		QDPR
		SIPA1
		EP400
		IGHV3-33
		PTK2
		BTN3A1
		ATAD1
		DGLUCY
		NDUFA8
		UBR3
		LAMP3
		NOP9
		RXYLT1
		IGHG2
		FAM98B
		USP7
		ASCC1
		SLC8B1
		PPM1K
		SPPL3
		TPCN1
		TICAM2
		NFKB2
		ZNF75A
		RN7SL269P
		ADI1
		RWDD4
		DENND1A
		ORAI3
		MAFK
		MZT1
		FAM76B
		CARNMT1-AS1
		PSMD3
		NUP37
		PPP1R9A
		TVP23A
		TSR3
		PRPS2
		TSPYL4
		CELF1
		SPON1-AS1
		TASP1
		PACC1
		PPP2R5A
		POGZ
		HMGN4
		NBPF19
		EFHC1
		MICU1
		RAD18
		RANBP6
		FRA10AC1
		FUCA2
		IRF3
		PIP4K2B
		NBPF8
		MRPS12
		TAF10
		PRRC2B
		MMP24OS
		PIK3AP1
		SLAMF1
		SENP7
		DLGAP4
		ATG10
		LRRK2
		APPBP2
		LINC01857
		KIAA0355
		USP19
		ATAD3B
		TMEM87B
		PRXL2C
		LINC02851
		TMEM14C
		ZNF549
		ATF1
		ZBTB18
		DYNC1H1
		ADGRG5
		LSM12
		GPR171
		WDR20
		NTAN1
		CST3
		WDR6
		TP73-AS1
		NUP88
		CD300A
		FCGBP
		WDR62
		ITFG2
		MOB4
		VASH1
		SMIM30
		NBR1
		ARL2BP
		CD99
		ARL6IP6
		GLA
		DIDO1
		ZNF320
		COG3
		CBFA2T2
		CNOT6
		PICALM
		AGGF1
		RN7SL800P
		DPF2
		TMED9
		IDI2
		MED12
		NR2C2
		ZNF432
		UTP14C
		LINC01145
		ARHGEF38
		TBC1D9B
		SPG11
		AP3B1
		RABEP2
		IL27RA
		KIAA0586
		COP1
		RPP14
		AAMDC
		ANXA2P2
		STMP1
		IGLV1-44
		MTR
		UBL7
		CBX6
		DHFR
		SYTL1
		ZNF711
		GGA1
		RBM38
		BCAP29
		DGKD
		ZNF583
		TPMT
		TTC21B
		ATP1A1
		ZNF672
		NEK6
		UBQLN2
		NT5C3B
		HNRNPUL2
		HEXIM1
		SULT1A2
		ASTE1
		OPA1
		TRAF2
		SNN
		HCK
		TMEM140
		DDIT4-AS1
		SEMA3F-AS1
		USP4
		MIR29B2CHG
		SCN3A
		HPF1
		LANCL2
		BMS1P2
		LAMB3
		MAP3K7CL
		SSRP1
		ASXL2
		CCDC6
		TP53I13
		DEF8
		MTHFD1
		SLC17A9
		PLA2G6
		KCTD10
		TOR1AIP1
		YWHAH
		ZNF107
		NPRL2
		GRWD1
		CTSB
		MOSPD1
		BOD1
		AFG3L1P
		UMPS
		TNF
		CYHR1
		COG4
		C12orf65
		SIRT2
		NFRKB
		FANCA
		PHYKPL
		VTI1A
		TIMM17A
		RPL32P29
		HNRNPA0
		EEPD1
		FAM114A2
		ZGRF1
		AMMECR1
		ANO9
		TTC30B
		NEDD4L
		HAGH
		NCAPD3
		PDGFD
		BRCC3
		FYN
		CNDP2
		BEX2
		PMS2P4
		GTF3C5
		RPS10-NUDT3
		CREBBP
		PARK7
		DUSP14
		WBP1
		COQ5
		DNAJC16
		LINC01237
		ZNF271P
		H2BC19P
		CHST10
		RABGEF1
		P2RY8
		CYB5R4
		DRC7
		TRAPPC2
		ZNF827
		KRT8
		ZNF518B
		TMIGD2
		AURKAIP1
		C1GALT1C1
		DPP7
		DSE
		FHIT
		SLC39A9
		CRCP
		CREB3
		GABPB1-AS1
		CORO1C
		TEX9
		ABHD17A
		PLIN3
		ATG7
		LRR1
		FTH1P16
		SPP1
		MSANTD3
		BARD1
		HYPK
		MCFD2
		EPS15
		FUOM
		ZNF627
		ZNF593
		PHOSPHO2
		SVIL-AS1
		CBX1
		FDFT1
		PEX26
		PTGS2
		CSNK2B
		BMP7
		DMRTC1B
		WBP11
		ARFGEF2
		MAP1A
		H2AC6
		RASAL3
		NELFCD
		GALNT2
		TMEM185B
		ADH1C
		IL21R
		VEZT
		NCKAP5L
		IMPACT
		COL19A1
		MTLN
		NKAP
		ZNF468
		C1GALT1
		BAG3
		SLC7A6OS
		THAP5
		EAF1
		RIC8A
		IL4I1
		USP11
		AGAP4
		NOL11
		ZCCHC10
		PSMD2
		ARMH4
		ZFP90
		SLC30A7
		ATXN2
		NET1
		IPO5
		UBE2Q2
		MVD
		PGGT1B
		PLEKHO2
		BCS1L
		PRF1
		LST1
		CDK4
		GIGYF2
		TEX10
		MRPS9
		IRS2
		PIM3
		ANAPC1
		SRRT
		PTPN14
		BMS1
		IBA57
		ACOT9
		NFATC3
		RITA1
		ADCK2
		OSTN-AS1
		ZKSCAN1
		DLEU2
		FASTKD2
		EPSTI1
		PRKACB
		HSD17B7
		ZNF354A
		TMC6
		NTPCR
		TRANK1
		HIPK3
		XYLT2
		BCL6
		BCAR3
		AMIGO3
		TXNL4A
		LIMS1
		KIF9
		PIK3CD
		SLC7A11
		ZXDC
		TGFB1
		ALG11
		ARRDC3-AS1
		ZNF780B
		APEX1
		CEP68
		MRPL11
		VPS53
		MPDU1
		PSEN2
		ARPC1A
		WASHC2C
		RUFY1
		C1orf131
		ZBED6
		NAA15
		ATP6V1E1
		ASB1
		MCTP2
		TMEM259
		GPR18
		FCMR
		RNPC3
		TIMP1
		TTC27
		TPST2
		MRPL9
		KNOP1
		PWWP2A
		ABT1
		ARID2
		SMG1
		LFNG
		BROX
		LINC00672
		INTS12
		RAB4B
		ZBTB4
		BNIPL
		SERBP1P1
		B4GALT4
		TSPAN31
		CHD1L
		NAA40
		MSTO1
		TGIF2-RAB5IF
		LILRA5
		CNKSR2
		FUT8
		ALKBH7
		NUFIP1
		FAM104A
		LRRC39
		WWP1
		B9D2
		TMEM62
		POLR2M
		TBC1D10A
		LINC02416
		IGKV2D-29
		CASP8AP2
		SSBP2
		FBXO30
		LIX1L
		PEX11B
		NRROS
		SLC2A1
		CREM
		CWC25
		POGLUT1
		ATP2A3
		PTGER4
		METAP1
		CD68
		KCNQ1
		GHDC
		HSD17B7P2
		BCL2A1
		ANGPTL1
		ZBTB24
		NCMAP-DT
		ZFP91-CNTF
		PRDM1
		FGD2
		DTX4
		ARMC2
		RERE
		TIMM8A
		BIN1
		PIGB
		ALS2
		ZNF33B
		COMMD8
		ZNF608
		TMEM268
		PTDSS1
		GLCCI1
		KIAA1109
		B3GALT2
		C3orf62
		DUSP23
		MIPEP
		ZFX
		ABCC9
		SNAP29
		CCDC167
		NUP35
		XCL1
		VPS29
		CNTROB
		EI24
		RWDD2B
		CCDC102B
		ZNF577
		HDDC2
		FAM111A
		MYBL1
		IQGAP3
		INPP5K
		DUSP12
		BLNK
		OR7E38P
		COL9A3
		BUB3
		COPB2
		MIR4453HG
		PTTG1IP
		ADARB1
		ZNF664
		VAC14
		SOGA1
		KDM5B
		SRCAP
		PARP15
		TTC19
		GLO1
		WDR61
		MRPS10
		FAM126A
		NECTIN1
		FEM1C
		ERAP2
		SIRT7
		SERPINB8
		RABIF
		DYRK3
		SHISAL2A
		PFAS
		TMED3
		IP6K2
		EBI3
		SEC16A
		BMS1P1
		ZNF44
		YWHAG
		TMEM68
		PPIH
		TSIX
		FAM200A
		EIF2B4
		LEO1
		LIMS3
		FAM53B-AS1
		UXT-AS1
		BPNT1
		METTL14
		GATA3
		TFAM
		PUM2
		PM20D1
		RALGAPB
		URB1-AS1
		PIGH
		PHC1
		PPP3CB
		IGKV6-21
		EMC2
		IL10RB-DT
		HHEX
		GTF2H1
		FLCN
		BTF3L4P2
		ACOT13
		SSBP3
		VKORC1L1
		RIPOR1
		ZNF493
		ELOA
		FAM102A
		SFXN1
		PCLAF
		MZT2B
		MAPK1
		GADD45A
		TSC1
		UTP18
		TMEM70
		NHLRC2
		SBF1
		KAT14
		GTF2A2
		FTO
		MARCHF5
		EIF4A1P10
		TACC3
		RBM45
		PSD
		SPI1
		NAE1
		EID1
		OXSM
		UBE3B
		RBM14
		SF3A1
		TNFSF11
		YRDC
		SPOP
		BLVRA
		ICMT
		DANCR
		LINS1
		IKBKB
		MAML1
		SUSD3
		NIPSNAP2
		SDHAF2
		TMED8
		GPAT4
		ZNF706
		FAM133DP
		AKAP6
		CFAP69
		RINL
		MTMR4
		UBAC2
		ANKRD36C
		SNX9
		SLC25A17
		ST6GALNAC4
		GLMN
		SIRPA
		UQCC3
		MCM7
		RELCH
		PRPF31
		MRPL55
		NDUFV1
		SRD5A1
		UFSP2
		CCNQ
		NAAA
		ABHD13
		REXO4
		STX18
		CCPG1
		PDGFA
		TRDMT1
		VPS37A
		SELPLG
		BAZ2B
		EML6
		BRD7
		PSMG1
		MPRIP-AS1
		CENPS-CORT
		TAX1BP3
		ALDH16A1
		EYA3
		MARK2
		GBP1P1
		SFI1
		KIFBP
		SLAIN2
		AMMECR1L
		LRRC37B
		ZNF213-AS1
		CEP85L
		ATF2
		SLC39A13
		AP1B1
		ARFIP1
		PLSCR1
		ZUP1
		SLC35E1
		CTPS1
		ZNF880
		EHD4
		ECE1-AS1
		ZFHX2-AS1
		NCKAP1L
		SULT1A3
		MAPK8
		H4-16
		ZNF426
		HDAC8
		SRP54
		STARD4
		ZNF589
		MED13
		DNAAF2
		RNASEH2B
		GOLGA2
		PHF2
		JADE2
		MTAP
		VAMP5
		TUBA1C
		ASMTL
		ZFYVE28
		MAP2K7
		AFDN
		KIF27
		DNAJC27
		GZMB
		SP2
		SNRNP25
		TMEM38B
		CCDC91
		AKR1B1
		MTRES1
		MRPS31
		STIP1
		MTFP1
		NT5DC2
		UXS1
		MTDH
		CLEC17A
		EEF1AKMT3
		HSP90AB1
		PMAIP1
		CSKMT
		PCMTD1
		NOP14
		RHOT2
		GVINP1
		EIF4EBP1
		METTL26
		DPP9
		FER
		NKX6-2
		GTF2B
		SLC43A2
		NAIF1
		SNRK
		UTP6
		PMPCB
		DHRS4L2
		LSM8
		RWDD4P2
		PDE6B
		MACC1
		FAM72A
		SOCS1
		CDK5RAP3
		GGCX
		ARPC4
		SELENOI
		SMG6-IT1
		RNU4-1
		CAMK4
		SERPINA9
		EGLN2
		KBTBD4
		CLPX
		TNFRSF14
		TRIM28
		RB1
		FAM76A
		MZF1
		CNIH4
		BZW2
		NSMCE1
		HTATSF1
		MPV17
		SLC35D1
		UPF3AP1
		LYSMD3
		TTC22
		RNF24
		JMJD4
		CHCHD10
		REPS1
		CD70
		TP53I11
		PDXDC1
		TMEM200B
		SH2D1B
		RIOX1
		FBXW7
		SETD1B
		SSR1
		ADTRP
		SETD9
		SNRNP35
		NUP107
		TIMELESS
		OSBPL9
		DDX10
		SLC25A36
		LRRC8B
		ARFGAP3
		MAPRE2
		CSNK1G1
		ZNF169
		KIF13A
		YIF1A
		MICU2
		C12orf45
		PHF8
		TMEM14B
		WAC-AS1
		DNAJB2
		LUC7L3
		TFPI
		SNF8
		SMTN
		CCDC180
		IFT27
		PHTF1
		LINC00339
		DDX59
		SBDS
		ZNF143
		P4HA1
		SP3
		UBE2Z
		CHMP1B-AS1
		ZNF106
		LINC00893
		RNPS1
		DHRS4
		ISOC1
		TNFRSF13B
		MKI67
		STS
		DCAF10
		PRMT9
		TMEM123
		LINC02470
		MNT
		SPAG1
		PLGLB1
		EMILIN2
		ENTPD1
		OTUB1
		TMEM115
		GDE1
		PRPSAP2
		STK11
		MX1
		PSMC5
		HORMAD2-AS1
		ZNF564
		VASP
		ANKRD13A
		MORF4L2-AS1
		PURB
		SETD1A
		SYPL1
		BAG5
		COA8
		NLRP1
		RELB
		HOXA-AS2
		FNTA
		HNF1B
		TATDN3
		SUCO
		CASP9
		PPA2
		GPR25
		ATP6V0A1
		BAG4
		PPIP5K2
		GTF2I
		IL32
		FAM53B
		RPS6KA1
		SLC7A1
		ZNF746
		AGAP3
		MRPS15
		PRKCQ
		SSPN
		GORASP2
		LYZ
		UBE2D4
		CPNE1
		SEMA4F
		FKBP1C
		PDZD11
		PPP1R11
		ELAVL1
		ALG5
		PIAS4
		DNAJC17
		N4BP1
		BNIP3L
		ATP10D
		IGBP1
		WDR48
		TRAK1
		CUTC
		AGPAT5
		ADM
		LSM2
		FGD3
		HINFP
		ASPHD2
		ZMAT2
		EIF4H
		KATNAL2
		ETFB
		ELMSAN1
		MXD1
		NPIPA9
		IFIH1
		WDR37
		SEMA4A
		SNHG1
		NUAK2
		TBRG4
		CERT1
		MDP1
		IMP3
		FAM104B
		RPARP-AS1
		PMS2P3
		SNX12
		KMO
		NUDT4
		WHAMM
		RAB9A
		RUFY3
		ERI3
		FBXO38
		FASTK
		UBALD2
		ABCC1
		LMF2
		SHLD2
		MUC13
		GAS6-AS1
		TMEM167B
		NUP205
		MFAP1
		RHOQP3
		PLEKHG1
		TDRD7
		CTSA
		WRAP53
		ELP2
		TIMM17B
		PIP5K1B
		INPP4A
		RNF8
		IGF2R
		SLCO5A1
		AFTPH
		COLGALT1
		LARP4
		AGBL5
		APEX2
		TXNL4B
		DEDD2
		UBE3A
		SNRNP200
		SOBP
		TESK2
		ORC4
		RAD54L2
		MPRIP
		KLF13
		ZFAND2A
		DNAL1
		FAM117B
		NLE1
		TRAPPC3
		TAF15
		LRRC57
		RNF11
		IDE
		SCMH1
		CERS6
		PAGR1
		UBTF
		POLR3GL
		POLD3
		ERICH6-AS1
		R3HDM1
		ZNF91
		CLTB
		AKR1A1
		ANXA7
		WDR13
		SERP2
		TMEM184C
		POU2F1
		HACD4
		LINC00680
		APC
		CCDC152
		ELK3
		RRP15
		GPX1
		SBNO1
		MAP1LC3B2
		POLR2E
		ZBTB25
		MACROD2
		TRMT1L
		TTLL5
		VNN2
		AKAP11
		GLB1
		MCMBP
		FBXO28
		INO80
		DTX3
		CNOT11
		FAM71D
		USP28
		ERGIC2
		NAT1
		ATP6V0E2
		CTTNBP2NL
		MTCH2
		PARP9
		MGRN1
		TMEM88
		MRPL30
		MIEN1
		FAM3C2
		KDSR
		MAP3K11
		ACOT8
		SCAF4
		BHLHE41
		EPM2AIP1
		LPCAT1
		SIVA1
		HACD2
		ANKS3
		CD3E
		FCRL1
		MSANTD4
		ZNF883
		CEBPZOS
		PBX2
		RALBP1
		SIK1
		GIGYF1
		TP53RK
		NOL10
		KAT7
		ERCC6L2
		IGHV5-78
		EDEM3
		RUFY2
		SF3B3
		NUDT21
		LNX1
		C4orf46
		TMEM256
		MYBPC2
		ACSL4
		REPIN1
		ARL8B
		NKIRAS2
		YPEL3
		TMEM176B
		TRMT61A
		RGPD6
		COX10-AS1
		KAT2B
		COMT
		VGLL4
		SPC24
		KCP
		PIP4P1
		ZFAT
		GPR108
		EFCAB11
		C1orf43
		AGO3
		PPIP5K1
		GOLPH3L
		STT3B
		PHF23
		CD3EAP
		ZBED5
		AP1AR
		LTA4H
		TMEM63A
		ZNF780A
		MRNIP
		CD1C
		CERS4
		IFIT3
		CKAP4
		SLFN12L
		PDE3B
		TRIM68
		MCTP1
		LINC02832
		MOB3B
		PSMA3-AS1
		ACTR3C
		CDYL
		DERL3
		RLF
		MLXIP
		NAT14
		MTFR1
		RRN3
		HMCES
		COBLL1
		SMNDC1
		TEX264
		LTV1
		SLC30A9
		CCDC25
		PRCP
		WAKMAR2
		SPINK1
		SUPV3L1
		NBAS
		YIF1B
		SPIB
		TBCB
		RTL8A
		NDUFB1
		CNPY2
		NBN
		ANKRA2
		OCLM
		WASL
		TAF5L
		SOS1
		ARHGAP11A
		TSTA3
		MOB2
		SQOR
		PTEN
		EEF1E1-BLOC1S5
		AFF1
		AGFG1
		GTF2A1
		ERI1
		TC2N
		RASSF7
		ALOX12-AS1
		SETD2
		SENP1
		MRPS35
		PWWP3A
		MSC
		UTP4
		BTLA
		DCK
		RFX5
		TIA1
		HLTF
		HMGB3
		TOPBP1
		ZBTB34
		KCNAB3
		PTRHD1
		SMDT1
		GPR180
		NDUFAF3
		KLHDC4
		NOSIP
		TUG1
		DPYSL2
		SDCCAG8
		KLC4
		EXOC5
		SYNPO2
		C22orf46
		NUP210L
		AK3
		DNAJB1
		IKZF5
		COX14
		DUSP7
		CEP135
		PLEK
		ACAD8
		LYRM2
		UBE2E3
		SAMD3
		FASN
		MRPS14
		METTL8
		PHLPP2
		RFC3
		NSD2
		SMPD4
		MRI1
		RCC2-AS1
		AIDA
		PSMA3
		NOM1
		ASCC3
		GPX7
		TGM2
		BASP1
		STAM
		ZNF202
		ACYP2
		LYRM1
		CLDN4
		CGAS
		SLC23A2
		RNF141
		TBK1
		GRK6
		PKD2
		LIN54
		ARHGAP30
		VPS26A
		LYSMD4
		CRLS1
		ZNF277
		LRRC8C
		SAMD12
		CCL3L3
		SNRNP70
		ACAT1
		MTHFR
		PTOV1
		CSGALNACT2
		PTPN11
		KDM5C
		ZNF274
		SEPTIN1
		CALML4
		UCHL1
		UBE2F
		WDR54
		APOL6
		TMEM267
		PLK1
		NDUFA11
		SEPTIN11
		DAP3
		JADE3
		LINC00623
		GTF2IRD1P1
		ST3GAL1
		DVL2
		CNOT4
		AMN1
		GGA3
		NDUFC2-KCTD14
		LPGAT1
		BRMS1
		SULT1A4
		SRPRA
		UBQLN4
		MFAP3
		TNFRSF14-AS1
		GAN
		VAMP1
		SLC25A32
		SLC66A2
		FLT3LG
		SGPL1
		GON4L
		MRPL24
		MGST3
		UBA7
		RN7SL597P
		LDLRAD4
		GRIPAP1
		BTRC
		TRIR
		NDUFS8
		ACBD6
		YEATS2
		RPA2
		RBM4
		JTB
		PQBP1
		REST
		BCLAF3
		MGAT5
		DYNLT1
		SLC2A3
		MRPS11
		ARID3A
		ATP13A3
		ACOX1
		USP24
		POLM
		TWF1
		UHRF2
		AMZ2P1
		TPRKBP2
		POLR2I
		GPI
		NOP2
		RAD9A
		RNF215
		AGPAT3
		DHRSX
		STIM1
		EBLN3P
		IFNG-AS1
		DHX33
		TMEM161B
		SDHAF3
		NTNG2
		FKBP14
		SFSWAP
		FAM216A
		REC8
		SGCB
		CLP1
		FRAT1
		NPAT
		TMEM273
		MORN1
		GPATCH2L
		COIL
		APMAP
		RASGRP2
		SMLR1
		CASP8
		SWT1
		RAB11FIP2
		TSC2
		RCOR3
		PAXIP1-AS2
		TOLLIP-AS1
		DHX30
		CPSF7
		EEFSEC
		CECR7
		CASC3
		LINC00987
		MRPL54
		PRAF2
		MAU2
		ZRSR2
		MARCHF6
		ATP7A
		CCNG2
		ODR4
		ZNF670-ZNF695
